DATE	TIME	FRAC_DAYS_SINCE_JAN1	FRAC_HRS_SINCE_JAN1	EPOCH_TIME	HR_12CH4	HR_12CH4_dry	H2O	12CO2	12CO2_dry	PPF_CH4_conc	PPF_H2O_conc	PPF_C2H6_conc	PPF_C2H4_conc	PPF_NH3_conc	PPF_H2S_conc
01-05-2023	11:10:01	120,4652861	2891,166866	1682939401	1,97E+00	2,00E+00	7,35E-01	4,67E+02	4,73E+02	1,97E+00	7,41E-01	1,55E-01	1,09E-02	4,72E-03	1,99E+01
01-05-2023	11:10:02	120,4653	2891,167201	1682939402	1,97E+00	2,00E+00	7,35E-01	4,67E+02	4,73E+02	1,97E+00	7,41E-01	1,55E-01	1,09E-02	4,72E-03	1,99E+01
01-05-2023	11:10:02	120,4653057	2891,167337	1682939402	1,97E+00	2,00E+00	7,35E-01	4,64E+02	4,70E+02	1,97E+00	7,41E-01	1,55E-01	1,09E-02	4,72E-03	1,99E+01
01-05-2023	11:10:03	120,4653116	2891,167478	1682939403	1,97E+00	2,00E+00	7,35E-01	4,64E+02	4,70E+02	1,97E+00	7,41E-01	1,55E-01	1,09E-02	4,72E-03	1,99E+01
01-05-2023	11:10:04	120,4653256	2891,167814	1682939404	1,98E+00	2,00E+00	7,34E-01	4,64E+02	4,70E+02	1,95E+00	7,40E-01	6,31E-01	6,83E-03	6,60E-03	1,56E+01
01-05-2023	11:10:05	120,4653396	2891,16815	1682939405	1,98E+00	2,00E+00	7,34E-01	4,64E+02	4,70E+02	1,95E+00	7,40E-01	6,31E-01	6,83E-03	6,60E-03	1,56E+01
01-05-2023	11:10:06	120,4653454	2891,168288	1682939406	1,98E+00	2,00E+00	7,34E-01	4,62E+02	4,68E+02	1,95E+00	7,40E-01	6,31E-01	6,83E-03	6,60E-03	1,56E+01
01-05-2023	11:10:06	120,465351	2891,168425	1682939406	1,98E+00	2,00E+00	7,34E-01	4,62E+02	4,68E+02	1,95E+00	7,40E-01	6,31E-01	6,83E-03	6,60E-03	1,56E+01
01-05-2023	11:10:08	120,4653651	2891,168763	1682939408	1,98E+00	2,00E+00	7,33E-01	4,62E+02	4,68E+02	1,96E+00	7,40E-01	-1,73E-02	1,01E-02	4,56E-03	1,52E+01
01-05-2023	11:10:09	120,4653791	2891,169099	1682939409	1,98E+00	2,00E+00	7,33E-01	4,62E+02	4,68E+02	1,96E+00	7,40E-01	-1,73E-02	1,01E-02	4,56E-03	1,52E+01
01-05-2023	11:10:09	120,4653849	2891,169237	1682939409	1,98E+00	2,00E+00	7,33E-01	4,60E+02	4,66E+02	1,96E+00	7,40E-01	-1,73E-02	1,01E-02	4,56E-03	1,52E+01
01-05-2023	11:10:10	120,4653906	2891,169375	1682939410	1,98E+00	2,00E+00	7,33E-01	4,60E+02	4,66E+02	1,96E+00	7,40E-01	-1,73E-02	1,01E-02	4,56E-03	1,52E+01
01-05-2023	11:10:11	120,4654047	2891,169712	1682939411	1,98E+00	2,01E+00	7,33E-01	4,60E+02	4,66E+02	1,95E+00	7,40E-01	4,78E-01	3,70E-03	5,83E-03	1,52E+01
01-05-2023	11:10:12	120,4654185	2891,170045	1682939412	1,98E+00	2,01E+00	7,33E-01	4,60E+02	4,66E+02	1,95E+00	7,40E-01	4,78E-01	3,70E-03	5,83E-03	1,52E+01
01-05-2023	11:10:13	120,4654243	2891,170183	1682939413	1,98E+00	2,01E+00	7,33E-01	4,58E+02	4,64E+02	1,95E+00	7,40E-01	4,78E-01	3,70E-03	5,83E-03	1,52E+01
01-05-2023	11:10:13	120,4654302	2891,170324	1682939413	1,98E+00	2,01E+00	7,33E-01	4,58E+02	4,64E+02	1,95E+00	7,40E-01	4,78E-01	3,70E-03	5,83E-03	1,52E+01
01-05-2023	11:10:14	120,4654443	2891,170662	1682939414	1,99E+00	2,02E+00	7,31E-01	4,58E+02	4,64E+02	1,94E+00	7,38E-01	5,56E-01	1,40E-02	5,05E-03	1,53E+01
01-05-2023	11:10:16	120,4654583	2891,170999	1682939416	1,99E+00	2,02E+00	7,31E-01	4,58E+02	4,64E+02	1,94E+00	7,38E-01	5,56E-01	1,40E-02	5,05E-03	1,53E+01
01-05-2023	11:10:16	120,4654641	2891,171138	1682939416	1,99E+00	2,02E+00	7,31E-01	4,57E+02	4,63E+02	1,94E+00	7,38E-01	5,56E-01	1,40E-02	5,05E-03	1,53E+01
01-05-2023	11:10:17	120,4654698	2891,171276	1682939417	1,99E+00	2,02E+00	7,31E-01	4,57E+02	4,63E+02	1,94E+00	7,38E-01	5,56E-01	1,40E-02	5,05E-03	1,53E+01
01-05-2023	11:10:18	120,4654838	2891,171612	1682939418	1,97E+00	1,99E+00	7,32E-01	4,57E+02	4,63E+02	1,95E+00	7,39E-01	8,03E-02	1,14E-02	3,53E-03	1,99E+01
01-05-2023	11:10:19	120,4654979	2891,17195	1682939419	1,97E+00	1,99E+00	7,32E-01	4,57E+02	4,63E+02	1,95E+00	7,39E-01	8,03E-02	1,14E-02	3,53E-03	1,99E+01
01-05-2023	11:10:20	120,4655037	2891,172089	1682939420	1,97E+00	1,99E+00	7,32E-01	4,56E+02	4,62E+02	1,95E+00	7,39E-01	8,03E-02	1,14E-02	3,53E-03	1,99E+01
01-05-2023	11:10:20	120,4655095	2891,172228	1682939420	1,97E+00	1,99E+00	7,32E-01	4,56E+02	4,62E+02	1,95E+00	7,39E-01	8,03E-02	1,14E-02	3,53E-03	1,99E+01
01-05-2023	11:10:21	120,4655234	2891,172561	1682939421	1,98E+00	2,00E+00	7,32E-01	4,56E+02	4,62E+02	1,96E+00	7,39E-01	2,59E-01	6,69E-03	4,22E-03	1,96E+01
01-05-2023	11:10:22	120,4655374	2891,172898	1682939422	1,98E+00	2,00E+00	7,32E-01	4,56E+02	4,62E+02	1,96E+00	7,39E-01	2,59E-01	6,69E-03	4,22E-03	1,96E+01
01-05-2023	11:10:23	120,4655433	2891,173038	1682939423	1,98E+00	2,00E+00	7,32E-01	4,55E+02	4,61E+02	1,96E+00	7,39E-01	2,59E-01	6,69E-03	4,22E-03	1,96E+01
01-05-2023	11:10:23	120,465549	2891,173176	1682939423	1,98E+00	2,00E+00	7,32E-01	4,55E+02	4,61E+02	1,96E+00	7,39E-01	2,59E-01	6,69E-03	4,22E-03	1,96E+01
01-05-2023	11:10:25	120,4655629	2891,17351	1682939425	1,98E+00	2,00E+00	7,32E-01	4,55E+02	4,61E+02	1,93E+00	7,39E-01	4,29E-01	7,99E-04	2,97E-03	1,03E+01
01-05-2023	11:10:26	120,4655769	2891,173845	1682939426	1,98E+00	2,00E+00	7,32E-01	4,55E+02	4,61E+02	1,93E+00	7,39E-01	4,29E-01	7,99E-04	2,97E-03	1,03E+01
01-05-2023	11:10:26	120,4655826	2891,173982	1682939426	1,98E+00	2,00E+00	7,32E-01	4,55E+02	4,61E+02	1,93E+00	7,39E-01	4,29E-01	7,99E-04	2,97E-03	1,03E+01
01-05-2023	11:10:27	120,4655884	2891,174121	1682939427	1,98E+00	2,00E+00	7,32E-01	4,55E+02	4,61E+02	1,93E+00	7,39E-01	4,29E-01	7,99E-04	2,97E-03	1,03E+01
01-05-2023	11:10:28	120,4656024	2891,174457	1682939428	1,98E+00	2,00E+00	7,33E-01	4,55E+02	4,61E+02	1,94E+00	7,40E-01	1,54E-01	6,36E-03	3,67E-03	8,89E+00
01-05-2023	11:10:29	120,4656165	2891,174795	1682939429	1,98E+00	2,00E+00	7,33E-01	4,55E+02	4,61E+02	1,94E+00	7,40E-01	1,54E-01	6,36E-03	3,67E-03	8,89E+00
01-05-2023	11:10:30	120,4656222	2891,174932	1682939430	1,98E+00	2,00E+00	7,33E-01	4,54E+02	4,60E+02	1,94E+00	7,40E-01	1,54E-01	6,36E-03	3,67E-03	8,89E+00
01-05-2023	11:10:30	120,465628	2891,175072	1682939430	1,98E+00	2,00E+00	7,33E-01	4,54E+02	4,60E+02	1,94E+00	7,40E-01	1,54E-01	6,36E-03	3,67E-03	8,89E+00
01-05-2023	11:10:31	120,4656423	2891,175414	1682939431	1,98E+00	2,00E+00	7,32E-01	4,54E+02	4,60E+02	1,96E+00	7,38E-01	2,35E-01	8,37E-03	5,08E-03	2,02E+01
01-05-2023	11:10:33	120,4656564	2891,175753	1682939433	1,98E+00	2,00E+00	7,32E-01	4,54E+02	4,60E+02	1,96E+00	7,38E-01	2,35E-01	8,37E-03	5,08E-03	2,02E+01
01-05-2023	11:10:33	120,4656621	2891,175891	1682939433	1,98E+00	2,00E+00	7,32E-01	4,54E+02	4,60E+02	1,96E+00	7,38E-01	2,35E-01	8,37E-03	5,08E-03	2,02E+01
01-05-2023	11:10:34	120,4656679	2891,176031	1682939434	1,98E+00	2,00E+00	7,32E-01	4,54E+02	4,60E+02	1,96E+00	7,38E-01	2,35E-01	8,37E-03	5,08E-03	2,02E+01
01-05-2023	11:10:35	120,465682	2891,176368	1682939435	1,98E+00	2,00E+00	7,32E-01	4,54E+02	4,60E+02	1,97E+00	7,38E-01	2,59E-01	1,05E-02	5,40E-03	1,29E+01
01-05-2023	11:10:36	120,4656959	2891,176702	1682939436	1,98E+00	2,00E+00	7,32E-01	4,54E+02	4,60E+02	1,97E+00	7,38E-01	2,59E-01	1,05E-02	5,40E-03	1,29E+01
01-05-2023	11:10:37	120,4657017	2891,17684	1682939437	1,98E+00	2,00E+00	7,32E-01	4,53E+02	4,59E+02	1,97E+00	7,38E-01	2,59E-01	1,05E-02	5,40E-03	1,29E+01
01-05-2023	11:10:37	120,4657074	2891,176977	1682939437	1,98E+00	2,00E+00	7,32E-01	4,53E+02	4,59E+02	1,97E+00	7,38E-01	2,59E-01	1,05E-02	5,40E-03	1,29E+01
01-05-2023	11:10:38	120,4657214	2891,177313	1682939438	1,97E+00	1,99E+00	7,32E-01	4,53E+02	4,59E+02	1,94E+00	7,38E-01	3,59E-01	1,04E-02	4,34E-03	1,60E+01
01-05-2023	11:10:40	120,4657353	2891,177646	1682939440	1,97E+00	1,99E+00	7,32E-01	4,53E+02	4,59E+02	1,94E+00	7,38E-01	3,59E-01	1,04E-02	4,34E-03	1,60E+01
01-05-2023	11:10:40	120,4657409	2891,177782	1682939440	1,97E+00	1,99E+00	7,32E-01	4,53E+02	4,59E+02	1,94E+00	7,38E-01	3,59E-01	1,04E-02	4,34E-03	1,60E+01
01-05-2023	11:10:41	120,4657466	2891,177918	1682939441	1,97E+00	1,99E+00	7,32E-01	4,53E+02	4,59E+02	1,94E+00	7,38E-01	3,59E-01	1,04E-02	4,34E-03	1,60E+01
01-05-2023	11:10:42	120,4657605	2891,178251	1682939442	1,97E+00	1,99E+00	7,31E-01	4,53E+02	4,59E+02	1,95E+00	7,38E-01	2,22E-01	4,51E-03	3,58E-03	1,19E+01
01-05-2023	11:10:43	120,4657744	2891,178586	1682939443	1,97E+00	1,99E+00	7,31E-01	4,53E+02	4,59E+02	1,95E+00	7,38E-01	2,22E-01	4,51E-03	3,58E-03	1,19E+01
01-05-2023	11:10:43	120,4657802	2891,178726	1682939443	1,97E+00	1,99E+00	7,31E-01	4,53E+02	4,59E+02	1,95E+00	7,38E-01	2,22E-01	4,51E-03	3,58E-03	1,19E+01
01-05-2023	11:10:44	120,465786	2891,178863	1682939444	1,97E+00	1,99E+00	7,31E-01	4,53E+02	4,59E+02	1,95E+00	7,38E-01	2,22E-01	4,51E-03	3,58E-03	1,19E+01
01-05-2023	11:10:45	120,4658	2891,179201	1682939445	1,98E+00	2,00E+00	7,33E-01	4,53E+02	4,59E+02	1,94E+00	7,39E-01	6,41E-01	8,57E-03	2,80E-03	1,26E+01
01-05-2023	11:10:46	120,465814	2891,179536	1682939446	1,98E+00	2,00E+00	7,33E-01	4,53E+02	4,59E+02	1,94E+00	7,39E-01	6,41E-01	8,57E-03	2,80E-03	1,26E+01
01-05-2023	11:10:47	120,4658196	2891,179671	1682939447	1,98E+00	2,00E+00	7,33E-01	4,52E+02	4,58E+02	1,94E+00	7,39E-01	6,41E-01	8,57E-03	2,80E-03	1,26E+01
01-05-2023	11:10:47	120,4658254	2891,179808	1682939447	1,98E+00	2,00E+00	7,33E-01	4,52E+02	4,58E+02	1,94E+00	7,39E-01	6,41E-01	8,57E-03	2,80E-03	1,26E+01
01-05-2023	11:10:49	120,4658394	2891,180147	1682939449	1,99E+00	2,01E+00	7,33E-01	4,52E+02	4,58E+02	1,96E+00	7,40E-01	4,92E-01	9,49E-03	5,62E-03	1,38E+01
01-05-2023	11:10:50	120,4658535	2891,180484	1682939450	1,99E+00	2,01E+00	7,33E-01	4,52E+02	4,58E+02	1,96E+00	7,40E-01	4,92E-01	9,49E-03	5,62E-03	1,38E+01
01-05-2023	11:10:50	120,4658593	2891,180622	1682939450	1,99E+00	2,01E+00	7,33E-01	4,52E+02	4,58E+02	1,96E+00	7,40E-01	4,92E-01	9,49E-03	5,62E-03	1,38E+01
01-05-2023	11:10:51	120,4658649	2891,180759	1682939451	1,99E+00	2,01E+00	7,33E-01	4,52E+02	4,58E+02	1,96E+00	7,40E-01	4,92E-01	9,49E-03	5,62E-03	1,38E+01
01-05-2023	11:10:52	120,4658788	2891,18109	1682939452	1,98E+00	2,01E+00	7,33E-01	4,52E+02	4,58E+02	1,95E+00	7,39E-01	4,59E-01	8,03E-03	4,80E-03	2,16E+01
01-05-2023	11:10:53	120,4658927	2891,181424	1682939453	1,98E+00	2,01E+00	7,33E-01	4,52E+02	4,58E+02	1,95E+00	7,39E-01	4,59E-01	8,03E-03	4,80E-03	2,16E+01
01-05-2023	11:10:54	120,4658984	2891,181562	1682939454	1,98E+00	2,01E+00	7,33E-01	4,52E+02	4,58E+02	1,95E+00	7,39E-01	4,59E-01	8,03E-03	4,80E-03	2,16E+01
01-05-2023	11:10:54	120,4659042	2891,1817	1682939454	1,98E+00	2,01E+00	7,33E-01	4,52E+02	4,58E+02	1,95E+00	7,39E-01	4,59E-01	8,03E-03	4,80E-03	2,16E+01
01-05-2023	11:10:55	120,4659182	2891,182037	1682939455	1,98E+00	2,00E+00	7,33E-01	4,52E+02	4,58E+02	1,98E+00	7,40E-01	1,68E-01	7,95E-03	4,86E-03	1,05E+01
01-05-2023	11:10:57	120,4659322	2891,182372	1682939457	1,98E+00	2,00E+00	7,33E-01	4,52E+02	4,58E+02	1,98E+00	7,40E-01	1,68E-01	7,95E-03	4,86E-03	1,05E+01
01-05-2023	11:10:57	120,4659379	2891,182509	1682939457	1,98E+00	2,00E+00	7,33E-01	4,52E+02	4,58E+02	1,98E+00	7,40E-01	1,68E-01	7,95E-03	4,86E-03	1,05E+01
01-05-2023	11:10:58	120,4659436	2891,182646	1682939458	1,98E+00	2,00E+00	7,33E-01	4,52E+02	4,58E+02	1,98E+00	7,40E-01	1,68E-01	7,95E-03	4,86E-03	1,05E+01
01-05-2023	11:10:59	120,4659575	2891,18298	1682939459	1,97E+00	2,00E+00	7,32E-01	4,52E+02	4,58E+02	1,94E+00	7,39E-01	2,79E-01	7,58E-03	4,74E-03	1,41E+01
01-05-2023	11:11:00	120,4659714	2891,183314	1682939460	1,97E+00	2,00E+00	7,32E-01	4,52E+02	4,58E+02	1,94E+00	7,39E-01	2,79E-01	7,58E-03	4,74E-03	1,41E+01
01-05-2023	11:11:00	120,4659772	2891,183452	1682939460	1,97E+00	2,00E+00	7,32E-01	4,52E+02	4,58E+02	1,94E+00	7,39E-01	2,79E-01	7,58E-03	4,74E-03	1,41E+01
01-05-2023	11:11:01	120,465983	2891,183592	1682939461	1,97E+00	2,00E+00	7,32E-01	4,52E+02	4,58E+02	1,94E+00	7,39E-01	2,79E-01	7,58E-03	4,74E-03	1,41E+01
01-05-2023	11:11:02	120,465997	2891,183929	1682939462	1,98E+00	2,00E+00	7,32E-01	4,52E+02	4,58E+02	1,93E+00	7,39E-01	4,13E-01	7,12E-03	3,27E-03	1,67E+01
01-05-2023	11:11:03	120,4660109	2891,184263	1682939463	1,98E+00	2,00E+00	7,32E-01	4,52E+02	4,58E+02	1,93E+00	7,39E-01	4,13E-01	7,12E-03	3,27E-03	1,67E+01
01-05-2023	11:11:04	120,4660166	2891,184399	1682939464	1,98E+00	2,00E+00	7,32E-01	4,52E+02	4,58E+02	1,93E+00	7,39E-01	4,13E-01	7,12E-03	3,27E-03	1,67E+01
01-05-2023	11:11:04	120,4660224	2891,184537	1682939464	1,98E+00	2,00E+00	7,32E-01	4,52E+02	4,58E+02	1,93E+00	7,39E-01	4,13E-01	7,12E-03	3,27E-03	1,67E+01
01-05-2023	11:11:06	120,4660363	2891,184872	1682939466	1,97E+00	1,99E+00	7,33E-01	4,52E+02	4,58E+02	1,96E+00	7,39E-01	2,66E-01	9,49E-03	2,93E-03	1,97E+01
01-05-2023	11:11:07	120,4660504	2891,185209	1682939467	1,97E+00	1,99E+00	7,33E-01	4,52E+02	4,58E+02	1,96E+00	7,39E-01	2,66E-01	9,49E-03	2,93E-03	1,97E+01
01-05-2023	11:11:07	120,4660559	2891,185343	1682939467	1,97E+00	1,99E+00	7,33E-01	4,52E+02	4,58E+02	1,96E+00	7,39E-01	2,66E-01	9,49E-03	2,93E-03	1,97E+01
01-05-2023	11:11:08	120,4660616	2891,185478	1682939468	1,97E+00	1,99E+00	7,33E-01	4,52E+02	4,58E+02	1,96E+00	7,39E-01	2,66E-01	9,49E-03	2,93E-03	1,97E+01
01-05-2023	11:11:09	120,4660756	2891,185814	1682939469	1,99E+00	2,01E+00	7,34E-01	4,52E+02	4,58E+02	1,97E+00	7,40E-01	2,85E-01	7,37E-03	2,41E-03	1,61E+01
01-05-2023	11:11:10	120,4660895	2891,186149	1682939470	1,99E+00	2,01E+00	7,34E-01	4,52E+02	4,58E+02	1,97E+00	7,40E-01	2,85E-01	7,37E-03	2,41E-03	1,61E+01
01-05-2023	11:11:11	120,4660954	2891,186288	1682939471	1,99E+00	2,01E+00	7,34E-01	4,52E+02	4,58E+02	1,97E+00	7,40E-01	2,85E-01	7,37E-03	2,41E-03	1,61E+01
01-05-2023	11:11:11	120,4661012	2891,186428	1682939471	1,99E+00	2,01E+00	7,34E-01	4,52E+02	4,58E+02	1,97E+00	7,40E-01	2,85E-01	7,37E-03	2,41E-03	1,61E+01
01-05-2023	11:11:12	120,4661151	2891,186763	1682939472	1,98E+00	2,00E+00	7,34E-01	4,52E+02	4,58E+02	1,97E+00	7,40E-01	4,76E-04	1,02E-02	4,29E-03	1,67E+01
01-05-2023	11:11:14	120,4661291	2891,187098	1682939474	1,98E+00	2,00E+00	7,34E-01	4,52E+02	4,58E+02	1,97E+00	7,40E-01	4,76E-04	1,02E-02	4,29E-03	1,67E+01
01-05-2023	11:11:14	120,466135	2891,18724	1682939474	1,98E+00	2,00E+00	7,34E-01	4,52E+02	4,58E+02	1,97E+00	7,40E-01	4,76E-04	1,02E-02	4,29E-03	1,67E+01
01-05-2023	11:11:15	120,4661408	2891,187379	1682939475	1,98E+00	2,00E+00	7,34E-01	4,52E+02	4,58E+02	1,97E+00	7,40E-01	4,76E-04	1,02E-02	4,29E-03	1,67E+01
01-05-2023	11:11:16	120,4661551	2891,187721	1682939476	1,97E+00	1,99E+00	7,32E-01	4,52E+02	4,58E+02	1,96E+00	7,39E-01	3,39E-01	4,81E-03	4,53E-03	1,65E+01
01-05-2023	11:11:17	120,4661692	2891,188061	1682939477	1,97E+00	1,99E+00	7,32E-01	4,52E+02	4,58E+02	1,96E+00	7,39E-01	3,39E-01	4,81E-03	4,53E-03	1,65E+01
01-05-2023	11:11:18	120,4661751	2891,188202	1682939478	1,97E+00	1,99E+00	7,32E-01	4,52E+02	4,58E+02	1,96E+00	7,39E-01	3,39E-01	4,81E-03	4,53E-03	1,65E+01
01-05-2023	11:11:18	120,4661809	2891,188342	1682939478	1,97E+00	1,99E+00	7,32E-01	4,52E+02	4,58E+02	1,96E+00	7,39E-01	3,39E-01	4,81E-03	4,53E-03	1,65E+01
01-05-2023	11:11:19	120,4661951	2891,188682	1682939479	1,99E+00	2,02E+00	7,33E-01	4,52E+02	4,58E+02	1,94E+00	7,40E-01	2,53E-02	6,72E-03	4,23E-03	1,21E+01
01-05-2023	11:11:20	120,4662091	2891,189018	1682939480	1,99E+00	2,02E+00	7,33E-01	4,52E+02	4,58E+02	1,94E+00	7,40E-01	2,53E-02	6,72E-03	4,23E-03	1,21E+01
01-05-2023	11:11:21	120,4662147	2891,189153	1682939481	1,99E+00	2,02E+00	7,33E-01	4,53E+02	4,59E+02	1,94E+00	7,40E-01	2,53E-02	6,72E-03	4,23E-03	1,21E+01
01-05-2023	11:11:21	120,4662204	2891,189289	1682939481	1,99E+00	2,02E+00	7,33E-01	4,53E+02	4,59E+02	1,94E+00	7,40E-01	2,53E-02	6,72E-03	4,23E-03	1,21E+01
01-05-2023	11:11:23	120,4662343	2891,189622	1682939483	1,97E+00	1,99E+00	7,34E-01	4,53E+02	4,59E+02	1,96E+00	7,41E-01	2,14E-01	4,18E-03	3,32E-03	1,23E+01
01-05-2023	11:11:24	120,4662484	2891,189963	1682939484	1,97E+00	1,99E+00	7,34E-01	4,53E+02	4,59E+02	1,96E+00	7,41E-01	2,14E-01	4,18E-03	3,32E-03	1,23E+01
01-05-2023	11:11:24	120,4662543	2891,190102	1682939484	1,97E+00	1,99E+00	7,34E-01	4,54E+02	4,60E+02	1,96E+00	7,41E-01	2,14E-01	4,18E-03	3,32E-03	1,23E+01
01-05-2023	11:11:25	120,4662601	2891,190243	1682939485	1,97E+00	1,99E+00	7,34E-01	4,54E+02	4,60E+02	1,96E+00	7,41E-01	2,14E-01	4,18E-03	3,32E-03	1,23E+01
01-05-2023	11:11:26	120,4662742	2891,190581	1682939486	1,99E+00	2,01E+00	7,35E-01	4,54E+02	4,60E+02	1,95E+00	7,42E-01	9,49E-02	4,03E-03	5,94E-03	1,37E+01
01-05-2023	11:11:27	120,4662884	2891,190921	1682939487	1,99E+00	2,01E+00	7,35E-01	4,54E+02	4,60E+02	1,95E+00	7,42E-01	9,49E-02	4,03E-03	5,94E-03	1,37E+01
01-05-2023	11:11:28	120,4662941	2891,191059	1682939488	1,99E+00	2,01E+00	7,35E-01	4,55E+02	4,61E+02	1,95E+00	7,42E-01	9,49E-02	4,03E-03	5,94E-03	1,37E+01
01-05-2023	11:11:28	120,4662999	2891,191198	1682939488	1,99E+00	2,01E+00	7,35E-01	4,55E+02	4,61E+02	1,95E+00	7,42E-01	9,49E-02	4,03E-03	5,94E-03	1,37E+01
01-05-2023	11:11:30	120,466314	2891,191535	1682939490	1,98E+00	2,01E+00	7,34E-01	4,55E+02	4,61E+02	1,96E+00	7,41E-01	1,70E-01	9,53E-03	4,26E-03	1,54E+01
01-05-2023	11:11:31	120,466328	2891,191872	1682939491	1,98E+00	2,01E+00	7,34E-01	4,55E+02	4,61E+02	1,96E+00	7,41E-01	1,70E-01	9,53E-03	4,26E-03	1,54E+01
01-05-2023	11:11:31	120,4663339	2891,192013	1682939491	1,98E+00	2,01E+00	7,34E-01	4,55E+02	4,61E+02	1,96E+00	7,41E-01	1,70E-01	9,53E-03	4,26E-03	1,54E+01
01-05-2023	11:11:32	120,4663396	2891,192151	1682939492	1,98E+00	2,01E+00	7,34E-01	4,55E+02	4,61E+02	1,96E+00	7,41E-01	1,70E-01	9,53E-03	4,26E-03	1,54E+01
01-05-2023	11:11:33	120,4663538	2891,192491	1682939493	1,98E+00	2,00E+00	7,34E-01	4,55E+02	4,61E+02	1,94E+00	7,41E-01	4,84E-01	5,61E-03	3,80E-03	5,67E+00
01-05-2023	11:11:34	120,4663678	2891,192828	1682939494	1,98E+00	2,00E+00	7,34E-01	4,55E+02	4,61E+02	1,94E+00	7,41E-01	4,84E-01	5,61E-03	3,80E-03	5,67E+00
01-05-2023	11:11:35	120,4663737	2891,192968	1682939495	1,98E+00	2,00E+00	7,34E-01	4,55E+02	4,61E+02	1,94E+00	7,41E-01	4,84E-01	5,61E-03	3,80E-03	5,67E+00
01-05-2023	11:11:35	120,4663793	2891,193103	1682939495	1,98E+00	2,00E+00	7,34E-01	4,55E+02	4,61E+02	1,94E+00	7,41E-01	4,84E-01	5,61E-03	3,80E-03	5,67E+00
01-05-2023	11:11:36	120,4663932	2891,193438	1682939496	1,99E+00	2,02E+00	7,34E-01	4,55E+02	4,61E+02	1,93E+00	7,41E-01	1,93E-01	4,69E-03	3,48E-03	1,36E+01
01-05-2023	11:11:38	120,4664073	2891,193775	1682939498	1,99E+00	2,02E+00	7,34E-01	4,55E+02	4,61E+02	1,93E+00	7,41E-01	1,93E-01	4,69E-03	3,48E-03	1,36E+01
01-05-2023	11:11:38	120,466413	2891,193913	1682939498	1,99E+00	2,02E+00	7,34E-01	4,54E+02	4,60E+02	1,93E+00	7,41E-01	1,93E-01	4,69E-03	3,48E-03	1,36E+01
01-05-2023	11:11:39	120,4664187	2891,194049	1682939499	1,99E+00	2,02E+00	7,34E-01	4,54E+02	4,60E+02	1,93E+00	7,41E-01	1,93E-01	4,69E-03	3,48E-03	1,36E+01
01-05-2023	11:11:40	120,4664327	2891,194385	1682939500	2,00E+00	2,02E+00	7,33E-01	4,54E+02	4,60E+02	1,95E+00	7,40E-01	2,89E-01	4,63E-03	4,72E-03	1,79E+01
01-05-2023	11:11:41	120,4664468	2891,194723	1682939501	2,00E+00	2,02E+00	7,33E-01	4,54E+02	4,60E+02	1,95E+00	7,40E-01	2,89E-01	4,63E-03	4,72E-03	1,79E+01
01-05-2023	11:11:41	120,4664525	2891,194859	1682939501	2,00E+00	2,02E+00	7,33E-01	4,55E+02	4,61E+02	1,95E+00	7,40E-01	2,89E-01	4,63E-03	4,72E-03	1,79E+01
01-05-2023	11:11:42	120,4664583	2891,195	1682939502	2,00E+00	2,02E+00	7,33E-01	4,55E+02	4,61E+02	1,95E+00	7,40E-01	2,89E-01	4,63E-03	4,72E-03	1,79E+01
01-05-2023	11:11:43	120,4664724	2891,195337	1682939503	1,99E+00	2,01E+00	7,33E-01	4,55E+02	4,61E+02	1,96E+00	7,40E-01	2,91E-01	8,28E-03	2,68E-03	1,63E+01
01-05-2023	11:11:44	120,4664864	2891,195674	1682939504	1,99E+00	2,01E+00	7,33E-01	4,55E+02	4,61E+02	1,96E+00	7,40E-01	2,91E-01	8,28E-03	2,68E-03	1,63E+01
01-05-2023	11:11:45	120,4664922	2891,195814	1682939505	1,99E+00	2,01E+00	7,33E-01	4,62E+02	4,68E+02	1,96E+00	7,40E-01	2,91E-01	8,28E-03	2,68E-03	1,63E+01
01-05-2023	11:11:45	120,466498	2891,195951	1682939505	1,99E+00	2,01E+00	7,33E-01	4,62E+02	4,68E+02	1,96E+00	7,40E-01	2,91E-01	8,28E-03	2,68E-03	1,63E+01
01-05-2023	11:11:47	120,4665119	2891,196286	1682939507	2,00E+00	2,03E+00	7,32E-01	4,62E+02	4,68E+02	1,98E+00	7,39E-01	1,24E-01	6,33E-03	2,92E-03	1,16E+01
01-05-2023	11:11:48	120,4665258	2891,196619	1682939508	2,00E+00	2,03E+00	7,32E-01	4,62E+02	4,68E+02	1,98E+00	7,39E-01	1,24E-01	6,33E-03	2,92E-03	1,16E+01
01-05-2023	11:11:48	120,4665314	2891,196754	1682939508	2,00E+00	2,03E+00	7,32E-01	4,72E+02	4,78E+02	1,98E+00	7,39E-01	1,24E-01	6,33E-03	2,92E-03	1,16E+01
01-05-2023	11:11:49	120,4665371	2891,196891	1682939509	2,00E+00	2,03E+00	7,32E-01	4,72E+02	4,78E+02	1,98E+00	7,39E-01	1,24E-01	6,33E-03	2,92E-03	1,16E+01
01-05-2023	11:11:50	120,4665511	2891,197226	1682939510	1,99E+00	2,01E+00	7,34E-01	4,72E+02	4,78E+02	1,97E+00	7,40E-01	2,18E-01	9,49E-03	2,07E-03	1,47E+01
