Wavelength nm.;s1.2;s2.2;s3.2;s4.2;s5.2;s6.2;s7.2
708,6;0,0021;0;0,0024;0,0008;0,003;0,0002;0,002
708,8;0,002;0,0001;0,0025;0,0009;0,0029;0,0003;0,0021
709;0,002;0;0,0028;0,0007;0,003;0,0003;0,0021
709,2;0,0018;0;0,0027;0,0008;0,0028;0,0004;0,0019
709,4;0,002;0;0,0026;0,0008;0,0032;0,0004;0,0021
709,6;0,0021;-0,0001;0,0023;0,0007;0,0031;0,0004;0,0021
709,8;0,0023;0,0002;0,0024;0,0009;0,0031;0,0005;0,0021
710;0,0021;0,0001;0,0026;0,001;0,0032;0,0005;0,0021
710,2;0,002;-0,0001;0,0026;0,0009;0,0031;0,0005;0,0021
710,4;0,0019;-0,0001;0,0025;0,0008;0,003;0,0004;0,002
710,6;0,0019;-0,0001;0,0025;0,0009;0,0031;0,0004;0,0018
710,8;0,0017;0;0,0025;0,0009;0,0029;0,0004;0,0018
711;0,0016;-1E-04;0,0025;0,0005;0,0027;0,0005;0,0019
711,2;0,0018;0;0,0024;0,0007;0,0028;0,0005;0,0021
711,4;0,0019;-0,0001;0,0022;0,0009;0,0028;0,0004;0,002
711,6;0,0019;-0,0001;0,0023;0,0009;0,0028;0,0002;0,0018
711,8;0,0017;0,0001;0,0025;0,0009;0,0029;0,0003;0,0019
712;0,0018;1E-04;0,0025;0,001;0,0029;0,0004;0,0019
712,2;0,0018;0;0,0023;0,0012;0,0027;0,0004;0,0018
712,4;0,002;0;0,0025;0,001;0,0029;0,0004;0,0021
712,6;0,0018;0;0,0026;0,0009;0,003;0,0004;0,0021
712,8;0,0018;0;0,0025;0,001;0,0029;0,0005;0,002
713;0,0017;0,0001;0,0023;0,001;0,0028;0,0006;0,0018
713,2;0,0018;0,0002;0,0023;0,0009;0,0029;0,0005;0,0018
713,4;0,0019;0,0001;0,0025;0,0009;0,0033;0,0003;0,0019
