wavelength;s2.3-s1.3;s4.3-s3.3
539,2;0,0026;0,0017
539,1;2,70E-03;0,0017
539;0,0028;0,0019
538,9;2,90E-03;0,002
538,8;0,0029;0,002
538,7;3,00E-03;0,002
538,6;0,0029;0,0019
538,5;3,10E-03;0,0018
538,4;0,0029;0,0018
538,3;2,90E-03;0,0018
538,2;0,0028;0,0017
538,1;2,80E-03;0,0018
538;0,0027;0,0016
537,9;2,80E-03;0,0019
537,8;0,0027;0,0018
537,7;2,70E-03;0,0018
537,6;0,0028;0,0018
537,5;2,70E-03;0,0018
537,4;0,0028;0,0018
537,3;2,80E-03;0,0018
537,2;0,0028;0,0018
537,1;2,90E-03;0,0019
537;0,0029;0,0017
536,9;2,70E-03;0,0017
536,8;0,0029;0,0018
536,7;2,90E-03;0,0018
536,6;0,0031;0,0018
536,5;3,10E-03;0,0018
536,4;0,0029;0,0018
536,3;2,90E-03;0,0018
536,2;0,0026;0,0017
536,1;3,00E-03;0,0014
536;0,0031;0,0012
535,9;3,20E-03;0,0013
535,8;0,0032;0,0013
535,7;2,80E-03;0,0018
535,6;0,0028;0,0019
535,5;2,90E-03;0,0018
535,4;0,0028;0,0017
535,3;2,80E-03;0,0017
535,2;0,0026;0,0016
535,1;2,70E-03;0,0018
535;0,0026;0,0017
534,9;2,60E-03;0,0017
534,8;0,0026;0,0015
534,7;2,60E-03;0,0015
534,6;0,0026;0,0016
534,5;2,40E-03;0,0015
534,4;0,0022;0,0013
534,3;2,30E-03;0,0014
534,2;0,0022;0,0013
534,1;2,40E-03;0,0015
534;0,0025;0,0016
533,9;2,60E-03;0,0017
533,8;0,0027;0,0019
533,7;2,60E-03;0,0018
533,6;0,0026;0,002
533,5;2,50E-03;0,0019
533,4;0,0025;0,0019
533,3;2,60E-03;0,0018
533,2;0,0026;0,0018
533,1;2,40E-03;0,0018
533;0,0024;0,0018
532,9;2,30E-03;0,0017
532,8;0,0024;0,0017
532,7;2,60E-03;0,0017
532,6;0,0027;0,0018
532,5;2,70E-03;0,0016
532,4;0,0028;0,0017
532,3;2,60E-03;0,0017
532,2;0,0027;0,0015
532,1;2,60E-03;0,0016
532;0,0027;0,0016
531,9;2,40E-03;0,0016
531,8;0,0023;0,0015
531,7;2,40E-03;0,0013
531,6;0,0023;0,0016
531,5;2,50E-03;0,0015
531,4;0,0023;0,0014
531,3;2,40E-03;0,0016
531,2;0,0022;0,0014
531,1;2,10E-03;0,0014
531;0,0023;0,0016
530,9;2,40E-03;0,0016
530,8;0,0024;0,0017
530,7;2,60E-03;0,0019
530,6;0,0025;0,0018
530,5;2,40E-03;0,0016
530,4;0,0023;0,0015
530,3;2,30E-03;0,0015
530,2;0,0023;0,0016
530,1;2,30E-03;0,0016
530;0,0023;0,0015
529,9;2,20E-03;0,0015
529,8;0,0024;0,0015
529,7;2,40E-03;0,0016
529,6;0,0024;0,0016
529,5;2,60E-03;0,0018
529,4;0,0025;0,0019
529,3;2,50E-03;0,0019
529,2;0,0025;0,002
529,1;2,50E-03;0,0019
529;0,0024;0,0018
528,9;2,50E-03;0,0018
528,8;0,0024;0,0017
528,7;2,40E-03;0,0017
528,6;0,0024;0,0017
528,5;2,40E-03;0,0018
528,4;0,0025;0,0018
528,3;2,60E-03;0,0019
528,2;0,0025;0,0018
528,1;2,60E-03;0,002
528;0,0025;0,0019
527,9;2,50E-03;0,0018
527,8;0,0025;0,0019
527,7;2,60E-03;0,0018
527,6;0,0025;0,0019
527,5;2,50E-03;0,0019
527,4;0,0024;0,0019
527,3;2,50E-03;0,002
527,2;0,0024;0,0019
527,1;2,40E-03;0,0018
527;0,0025;0,0018
526,9;2,60E-03;0,0018
526,8;0,0026;0,0019
526,7;2,60E-03;0,0018
526,6;0,0026;0,0018
526,5;2,50E-03;0,0017
526,4;0,0026;0,0019
526,3;2,50E-03;0,0019
526,2;0,0025;0,0019
526,1;2,40E-03;0,002
526;0,0024;0,002
525,9;2,40E-03;0,002
525,8;0,0024;0,002
525,7;2,40E-03;0,0018
525,6;0,0023;0,0017
525,5;2,20E-03;0,0017
525,4;0,0023;0,0018
525,3;2,20E-03;0,0018
525,2;0,0023;0,0017
525,1;2,30E-03;0,0018
525;0,0023;0,0017
524,9;2,10E-03;0,0015
524,8;0,0023;0,0018
524,7;2,30E-03;0,0018
524,6;0,0023;0,0019
524,5;2,40E-03;0,002
524,4;0,0022;0,0021
524,3;2,20E-03;0,002
524,2;0,0022;0,002
524,1;2,40E-03;0,0021
524;0,0023;0,0019
523,9;2,30E-03;0,002
523,8;0,0023;0,0019
523,7;2,30E-03;0,0018
523,6;0,0022;0,0018
523,5;2,30E-03;0,0019
523,4;0,0022;0,0018
523,3;2,20E-03;0,0019
523,2;0,0023;0,0019
523,1;2,40E-03;0,002
523;0,0024;0,002
522,9;2,30E-03;0,0019
522,8;0,0023;0,0019
522,7;2,30E-03;0,0019
522,6;0,0025;0,0019
522,5;2,40E-03;0,0018
522,4;0,0024;0,0019
522,3;2,30E-03;0,0019
522,2;0,0024;0,002
522,1;2,30E-03;0,002
522;0,0023;0,0019
521,9;2,30E-03;0,0019
521,8;0,0024;0,0021
521,7;2,40E-03;0,0021
521,6;0,0023;0,002
521,5;2,20E-03;0,002
521,4;0,0024;0,0019
521,3;2,20E-03;0,0019
521,2;0,0021;0,0017
521,1;2,30E-03;0,002
521;0,0022;0,0021
520,9;2,20E-03;0,0021
520,8;0,0023;0,0022
520,7;2,30E-03;0,002
520,6;0,0021;0,0018
520,5;2,10E-03;0,0019
520,4;0,0021;0,0017
520,3;2,10E-03;0,0017
520,2;0,0022;0,0018
520,1;2,30E-03;0,0019
520;0,0023;0,0019
519,9;2,30E-03;0,0019
519,8;0,0023;0,0019
519,7;2,00E-03;0,0018
519,6;0,0022;0,0018
519,5;2,10E-03;0,0019
519,4;0,0021;0,002
519,3;2,20E-03;0,0021
519,2;0,0021;0,002
519,1;1,90E-03;0,0019
519;0,002;0,0019
518,9;2,00E-03;0,0018
518,8;0,0022;0,0021
518,7;2,10E-03;0,0021
518,6;0,0021;0,002
518,5;2,00E-03;0,0021
518,4;0,002;0,002
518,3;1,90E-03;0,0019
518,2;0,0018;0,002
518,1;2,00E-03;0,002
518;0,0021;0,0021
517,9;2,10E-03;0,0021
517,8;0,0022;0,0021
517,7;2,00E-03;0,0019
517,6;0,0022;0,0021
517,5;2,20E-03;0,0019
517,4;0,0022;0,002
517,3;2,20E-03;0,0021
517,2;0,0021;0,0019
517,1;2,00E-03;0,002
517;0,0019;0,0019
516,9;1,90E-03;0,0019
516,8;0,002;0,0021
516,7;1,90E-03;0,0019
516,6;0,0021;0,0021
516,5;2,00E-03;0,002
516,4;0,0021;0,0021
516,3;2,20E-03;0,0023
516,2;0,0022;0,0023
516,1;2,30E-03;0,0024
516;0,0021;0,0022
515,9;2,20E-03;0,0021
515,8;0,0022;0,002
515,7;2,00E-03;0,0018
515,6;0,0019;0,0019
515,5;2,00E-03;0,0018
515,4;0,002;0,0019
515,3;1,80E-03;0,0018
515,2;0,002;0,0019
515,1;1,80E-03;0,002
515;0,0018;0,0019
514,9;1,90E-03;0,002
514,8;0,002;0,002
514,7;2,00E-03;0,002
514,6;0,0019;0,0018
514,5;1,80E-03;0,0018
514,4;0,0017;0,0017
514,3;1,60E-03;0,0018
514,2;0,0017;0,0018
514,1;1,70E-03;0,002
514;0,0018;0,002
513,9;1,80E-03;0,002
513,8;0,0019;0,002
513,7;2,20E-03;0,0023
513,6;0,0021;0,0022
513,5;2,00E-03;0,002
513,4;0,002;0,002
513,3;2,10E-03;0,0021
513,2;0,0021;0,0021
513,1;2,30E-03;0,0023
513;0,0023;0,0023
512,9;2,10E-03;0,002
512,8;0,0021;0,002
512,7;1,90E-03;0,0018
512,6;0,0019;0,0018
512,5;1,70E-03;0,0018
512,4;0,0017;0,0018
512,3;1,80E-03;0,0019
512,2;0,0018;0,002
512,1;1,90E-03;0,0019
512;0,0018;0,002
511,9;1,90E-03;0,0021
511,8;0,0019;0,002
511,7;2,00E-03;0,0021
511,6;0,0019;0,002
511,5;2,00E-03;0,002
511,4;0,0019;0,0019
511,3;1,90E-03;0,002
511,2;0,0018;0,002
511,1;1,70E-03;0,0019
511;0,0017;0,0019
510,9;1,60E-03;0,0018
510,8;0,0015;0,0019
510,7;1,70E-03;0,002
510,6;0,0017;0,0021
510,5;1,90E-03;0,0022
510,4;0,0018;0,002
510,3;1,80E-03;0,0019
510,2;0,0018;0,0019
510,1;1,90E-03;0,0021
510;0,0018;0,002
509,9;1,70E-03;0,0021
509,8;0,0016;0,0022
509,7;1,50E-03;0,002
509,6;0,0015;0,0021
509,5;1,50E-03;0,0021
509,4;0,0017;0,0021
509,3;1,70E-03;0,0021
509,2;0,0018;0,0021
509,1;1,90E-03;0,0021
509;0,0019;0,0021
508,9;1,90E-03;0,0022
508,8;0,0018;0,0021
508,7;1,50E-03;0,002
508,6;0,0018;0,0023
508,5;1,80E-03;0,0022
508,4;0,0019;0,0023
508,3;2,00E-03;0,0024
508,2;0,002;0,002
508,1;1,80E-03;0,002
508;0,0018;0,0017
507,9;1,70E-03;0,0019
507,8;0,0015;0,0021
507,7;1,70E-03;0,0022
507,6;0,0017;0,0022
507,5;1,80E-03;0,0023
507,4;0,0017;0,0022
507,3;1,70E-03;0,0021
507,2;0,0017;0,0022
507,1;1,60E-03;0,002
507;0,0017;0,002
506,9;1,70E-03;0,0021
506,8;0,0018;0,002
506,7;2,00E-03;0,0023
506,6;0,0019;0,0022
506,5;1,80E-03;0,0023
506,4;0,002;0,0024
506,3;1,70E-03;0,0021
506,2;0,0017;0,0021
506,1;1,80E-03;0,0021
506;0,0018;0,0021
505,9;1,80E-03;0,0022
505,8;0,0018;0,0023
505,7;1,70E-03;0,0021
505,6;0,0018;0,0022
505,5;1,80E-03;0,0021
505,4;0,0017;0,002
505,3;1,80E-03;0,002
505,2;0,0018;0,0021
505,1;1,60E-03;0,0019
505;0,0016;0,002
504,9;1,60E-03;0,0021
504,8;0,0015;0,0021
504,7;1,60E-03;0,0021
504,6;0,0018;0,0022
504,5;1,70E-03;0,0021
504,4;0,0018;0,0021
504,3;1,70E-03;0,0022
504,2;0,0016;0,0021
504,1;1,70E-03;0,0023
504;0,0017;0,0022
503,9;1,50E-03;0,0021
503,8;0,0016;0,0021
503,7;1,40E-03;0,002
503,6;0,0015;0,0021
503,5;1,40E-03;0,0021
503,4;0,0013;0,0022
503,3;1,50E-03;0,0022
503,2;0,0015;0,0022
503,1;1,50E-03;0,0021
503;0,0015;0,002
502,9;1,50E-03;0,0021
502,8;0,0013;0,0021
502,7;1,40E-03;0,0021
502,6;0,0015;0,0022
502,5;1,40E-03;0,0021
502,4;0,0014;0,002
502,3;1,60E-03;0,002
502,2;0,0016;0,0019
502,1;1,60E-03;0,002
502;0,0017;0,0021
501,9;1,80E-03;0,0022
501,8;0,002;0,0023
501,7;1,70E-03;0,0023
501,6;0,0016;0,0022
501,5;1,30E-03;0,0021
501,4;0,0013;0,0019
501,3;1,50E-03;0,0019
501,2;0,0013;0,0019
501,1;1,30E-03;0,002
501;0,0012;0,0021
500,9;1,30E-03;0,0022
500,8;0,0016;0,0023
500,7;1,60E-03;0,0022
500,6;0,0016;0,0021
500,5;1,70E-03;0,0021
500,4;0,0015;0,0019
500,3;1,50E-03;0,0021
500,2;0,0018;0,0023
500,1;1,50E-03;0,0022
500;0,0015;0,0022
499,9;1,40E-03;0,0023
499,8;0,0013;0,0021
499,7;1,30E-03;0,0022
499,6;0,0013;0,0021
499,5;1,30E-03;0,0022
499,4;0,0013;0,0022
499,3;1,50E-03;0,0023
499,2;0,0016;0,0023
499,1;1,40E-03;0,0022
499;0,0014;0,0021
498,9;1,50E-03;0,0022
498,8;0,0014;0,002
498,7;1,40E-03;0,0021
498,6;0,0014;0,002
498,5;1,30E-03;0,002
498,4;0,0012;0,0019
498,3;1,40E-03;0,0019
498,2;0,0014;0,002
498,1;1,50E-03;0,0023
498;0,0017;0,0022
497,9;1,50E-03;0,0023
497,8;0,0016;0,0025
497,7;1,30E-03;0,0023
497,6;0,0012;0,0022
497,5;1,20E-03;0,0023
497,4;0,0011;0,0022
497,3;1,20E-03;0,0021
497,2;0,0015;0,0022
497,1;1,30E-03;0,0019
497;0,0016;0,0022
496,9;1,60E-03;0,0022
496,8;0,0015;0,0023
496,7;1,60E-03;0,0025
496,6;0,0015;0,0023
496,5;1,60E-03;0,0023
496,4;0,0014;0,0022
496,3;1,50E-03;0,0022
496,2;0,0014;0,0022
496,1;1,50E-03;0,0022
496;0,0015;0,0023
495,9;1,30E-03;0,0023
495,8;0,0015;0,0025
495,7;1,30E-03;0,0024
495,6;0,0015;0,0025
495,5;1,40E-03;0,0023
495,4;0,0013;0,0021
495,3;1,20E-03;0,0021
495,2;0,0013;0,0022
495,1;1,40E-03;0,0023
495;0,0013;0,0023
494,9;1,30E-03;0,0022
494,8;0,0014;0,0023
494,7;1,10E-03;0,0022
494,6;0,0009;0,0022
494,5;1,00E-03;0,0022
494,4;0,0009;0,0021
494,3;1,10E-03;0,0022
494,2;0,0012;0,0021
494,1;1,20E-03;0,0022
494;0,0012;0,0022
493,9;1,10E-03;0,0021
493,8;0,0009;0,0021
493,7;1,10E-03;0,0022
493,6;0,0011;0,0023
493,5;1,10E-03;0,0022
493,4;0,0012;0,0024
493,3;1,30E-03;0,0024
493,2;0,001;0,0021
493,1;1,20E-03;0,0022
493;0,0013;0,0023
492,9;1,00E-03;0,0022
492,8;0,0011;0,0021
492,7;1,00E-03;0,0021
492,6;0,0011;0,0021
492,5;1,20E-03;0,0022
492,4;0,0012;0,0021
492,3;1,10E-03;0,002
492,2;0,0011;0,0021
492,1;9,00E-04;0,0019
492;0,0011;0,0022
491,9;1,00E-03;0,0021
491,8;0,0008;0,0022
491,7;1,00E-03;0,0021
491,6;0,001;0,0021
491,5;1,20E-03;0,0023
491,4;0,0014;0,0022
491,3;1,40E-03;0,0023
491,2;0,0015;0,0024
491,1;1,30E-03;0,0023
491;0,0011;0,0021
490,9;1,20E-03;0,0021
490,8;0,0013;0,002
490,7;1,20E-03;0,0022
490,6;0,0013;0,0023
490,5;1,30E-03;0,0024
490,4;0,0012;0,0022
490,3;1,20E-03;0,0021
490,2;0,0011;0,0021
490,1;1,20E-03;0,0022
490;0,0012;0,0023
489,9;9,00E-04;0,0022
489,8;0,0009;0,0024
489,7;8,00E-04;0,0024
489,6;0,0009;0,0024
489,5;1,00E-03;0,0025
489,4;0,001;0,0023
489,3;1,20E-03;0,0025
489,2;0,0012;0,0024
489,1;1,10E-03;0,0024
489;0,0011;0,0023
488,9;1,00E-03;0,0023
488,8;0,001;0,0023
488,7;1,00E-03;0,0022
488,6;0,0011;0,0023
488,5;1,10E-03;0,0025
488,4;0,001;0,0023
488,3;1,10E-03;0,0022
488,2;0,0011;0,0022
488,1;1,20E-03;0,0022
488;0,0012;0,0023
487,9;1,20E-03;0,0023
487,8;0,001;0,0022
487,7;9,00E-04;0,0022
487,6;0,0011;0,0023
487,5;9,00E-04;0,0022
487,4;0,0011;0,0023
487,3;9,00E-04;0,0021
487,2;0,0009;0,002
487,1;8,00E-04;0,002
487;0,0009;0,002
486,9;8,00E-04;0,002
486,8;0,0009;0,002
486,7;1,10E-03;0,0022
486,6;0,0011;0,0023
486,5;1,20E-03;0,0024
486,4;0,0011;0,0025
486,3;1,00E-03;0,0025
486,2;0,001;0,0024
486,1;1,10E-03;0,0023
486;0,001;0,0023
485,9;1,00E-03;0,0023
485,8;0,0008;0,0023
485,7;8,00E-04;0,0024
485,6;0,0007;0,0024
485,5;6,00E-04;0,0022
485,4;0,0008;0,0024
485,3;7,00E-04;0,0022
485,2;0,0008;0,0022
485,1;9,00E-04;0,0023
485;0,001;0,0023
484,9;1,00E-03;0,0023
484,8;0,0011;0,0024
484,7;1,00E-03;0,0025
484,6;0,0009;0,0024
484,5;1,10E-03;0,0023
484,4;0,001;0,0024
484,3;1,10E-03;0,0023
484,2;0,0011;0,0023
484,1;1,20E-03;0,0026
484;0,0012;0,0025
483,9;1,20E-03;0,0026
483,8;0,0012;0,0026
483,7;1,00E-03;0,0025
483,6;0,001;0,0026
483,5;1,00E-03;0,0024
483,4;0,0012;0,0024
483,3;1,20E-03;0,0025
483,2;0,0011;0,0023
483,1;9,00E-04;0,0024
483;0,001;0,0024
482,9;9,00E-04;0,0023
482,8;0,001;0,0024
482,7;1,00E-03;0,0023
482,6;0,001;0,0023
482,5;9,00E-04;0,0023
482,4;0,0008;0,0022
482,3;9,00E-04;0,0023
482,2;0,0009;0,0023
482,1;8,00E-04;0,0022
482;0,0009;0,0024
481,9;9,00E-04;0,0024
481,8;0,0007;0,0023
481,7;8,00E-04;0,0025
481,6;0,0008;0,0023
481,5;8,00E-04;0,0024
481,4;0,0008;0,0024
481,3;7,00E-04;0,0023
481,2;0,0008;0,0023
481,1;8,00E-04;0,0025
481;0,0007;0,0024
480,9;9,00E-04;0,0024
480,8;0,001;0,0025
480,7;8,00E-04;0,0023
480,6;0,0009;0,0025
480,5;9,00E-04;0,0025
480,4;0,0009;0,0024
480,3;7,00E-04;0,0024
480,2;0,0006;0,0024
480,1;7,00E-04;0,0026
480;0,0009;0,0026
479,9;1,00E-03;0,0025
479,8;0,001;0,0024
479,7;1,10E-03;0,0025
479,6;0,001;0,0025
479,5;9,00E-04;0,0024
479,4;0,001;0,0025
479,3;1,00E-03;0,0025
479,2;0,001;0,0022
479,1;1,10E-03;0,0024
479;0,0009;0,0023
478,9;7,00E-04;0,0023
478,8;0,0006;0,0024
478,7;7,00E-04;0,0024
478,6;0,0007;0,0024
478,5;9,00E-04;0,0024
478,4;0,0009;0,0024
478,3;9,00E-04;0,0024
478,2;0,0009;0,0024
478,1;8,00E-04;0,0025
478;0,0009;0,0025
477,9;9,00E-04;0,0026
477,8;0,0011;0,0028
477,7;1,00E-03;0,0026
477,6;0,001;0,0026
477,5;1,10E-03;0,0026
477,4;0,0009;0,0026
477,3;1,00E-03;0,0026
477,2;0,0011;0,0025
477,1;1,00E-03;0,0024
477;0,0009;0,0025
476,9;8,00E-04;0,0022
476,8;0,0007;0,0023
476,7;6,00E-04;0,0023
476,6;0,0008;0,0022
476,5;9,00E-04;0,0024
476,4;0,0011;0,0025
476,3;9,00E-04;0,0026
476,2;0,0008;0,0026
476,1;8,00E-04;0,0027
476;0,0006;0,0025
475,9;8,00E-04;0,0026
475,8;0,0006;0,0024
475,7;6,00E-04;0,0022
475,6;0,0005;0,0022
475,5;8,00E-04;0,0022
475,4;0,0007;0,0023
475,3;8,00E-04;0,0024
475,2;0,0009;0,0024
475,1;6,00E-04;0,0022
475;0,0008;0,0023
474,9;9,00E-04;0,0024
474,8;0,0009;0,0024
474,7;1,00E-03;0,0025
474,6;0,0009;0,0025
474,5;8,00E-04;0,0025
474,4;0,0007;0,0025
474,3;6,00E-04;0,0025
474,2;0,0004;0,0024
474,1;5,00E-04;0,0024
474;0,0007;0,0025
473,9;8,00E-04;0,0025
473,8;0,0007;0,0025
473,7;8,00E-04;0,0025
473,6;0,0006;0,0022
473,5;4,00E-04;0,0023
473,4;0,0006;0,0021
473,3;6,00E-04;0,0022
473,2;0,0007;0,0022
473,1;8,00E-04;0,0023
473;0,0008;0,0025
472,9;7,00E-04;0,0025
472,8;0,0005;0,0025
472,7;6,00E-04;0,0025
472,6;0,0006;0,0025
472,5;8,00E-04;0,0027
472,4;0,0007;0,0026
472,3;9,00E-04;0,0026
472,2;0,0009;0,0026
472,1;9,00E-04;0,0025
472;0,0008;0,0025
471,9;8,00E-04;0,0026
471,8;0,0006;0,0024
471,7;7,00E-04;0,0025
471,6;0,0008;0,0025
471,5;6,00E-04;0,0024
471,4;0,0006;0,0023
471,3;6,00E-04;0,0023
471,2;0,0007;0,0022
471,1;8,00E-04;0,0023
471;0,0008;0,0024
470,9;6,00E-04;0,0024
470,8;0,0006;0,0026
470,7;6,00E-04;0,0024
470,6;0,0005;0,0023
470,5;6,00E-04;0,0024
470,4;0,0006;0,0025
470,3;5,00E-04;0,0023
470,2;0,0006;0,0025
470,1;7,00E-04;0,0025
470;0,0009;0,0026
469,9;6,00E-04;0,0026
469,8;0,0006;0,0025
469,7;7,00E-04;0,0025
469,6;0,0005;0,0024
469,5;6,00E-04;0,0024
469,4;0,0006;0,0024
469,3;6,00E-04;0,0025
469,2;0,0008;0,0024
469,1;7,00E-04;0,0025
469;0,0007;0,0023
468,9;7,00E-04;0,0025
468,8;0,0006;0,0025
468,7;6,00E-04;0,0024
468,6;0,0006;0,0025
468,5;7,00E-04;0,0025
468,4;0,0007;0,0024
468,3;6,00E-04;0,0023
468,2;0,0006;0,0023
468,1;8,00E-04;0,0024
468;0,0007;0,0023
467,9;7,00E-04;0,0024
467,8;0,0009;0,0026
467,7;7,00E-04;0,0024
467,6;0,0008;0,0024
467,5;8,00E-04;0,0025
467,4;0,0006;0,0027
467,3;6,00E-04;0,0027
467,2;0,0005;0,0027
467,1;6,00E-04;0,0027
467;0,0006;0,0026
466,9;6,00E-04;0,0027
466,8;0,0006;0,0026
466,7;6,00E-04;0,0027
466,6;0,0007;0,0027
466,5;7,00E-04;0,0028
466,4;0,0006;0,0027
466,3;6,00E-04;0,0027
466,2;0,0007;0,0027
466,1;8,00E-04;0,0026
466;0,0009;0,0026
465,9;7,00E-04;0,0025
465,8;0,0006;0,0025
465,7;6,00E-04;0,0026
465,6;0,0006;0,0025
465,5;6,00E-04;0,0025
465,4;0,0006;0,0025
465,3;7,00E-04;0,0024
465,2;0,0007;0,0026
465,1;8,00E-04;0,0025
465;0,001;0,0026
464,9;1,00E-03;0,0027
464,8;0,001;0,0028
464,7;9,00E-04;0,0027
464,6;0,0008;0,0027
464,5;7,00E-04;0,0026
464,4;0,0011;0,0029
464,3;1,00E-03;0,003
464,2;0,001;0,0029
464,1;1,00E-03;0,0029
464;0,0009;0,0028
463,9;1,10E-03;0,0028
463,8;0,001;0,0027
463,7;8,00E-04;0,0025
463,6;0,0006;0,0025
463,5;7,00E-04;0,0025
463,4;0,0007;0,0025
463,3;8,00E-04;0,0025
463,2;0,0008;0,0026
463,1;7,00E-04;0,0027
463;0,0008;0,0027
462,9;9,00E-04;0,0027
462,8;0,0009;0,0028
462,7;8,00E-04;0,0027
462,6;0,0009;0,0027
462,5;8,00E-04;0,0027
462,4;0,0009;0,0026
462,3;1,10E-03;0,0027
462,2;0,0011;0,0027
462,1;9,00E-04;0,0026
462;0,0006;0,0027
461,9;8,00E-04;0,0028
461,8;0,0004;0,0026
461,7;8,00E-04;0,0026
461,6;0,0008;0,0025
461,5;9,00E-04;0,0026
461,4;0,0011;0,0029
461,3;9,00E-04;0,0028
461,2;0,0008;0,0027
461,1;6,00E-04;0,0027
461;0,0005;0,0025
460,9;5,00E-04;0,0025
460,8;0,0006;0,0027
460,7;7,00E-04;0,0027
460,6;0,0009;0,0029
460,5;9,00E-04;0,0028
460,4;0,0009;0,0028
460,3;7,00E-04;0,0026
460,2;0,0004;0,0023
460,1;5,00E-04;0,0024
460;0,0005;0,0026
459,9;6,00E-04;0,0025
459,8;0,0008;0,0027
459,7;6,00E-04;0,0025
459,6;0,0006;0,0025
459,5;7,00E-04;0,0025
459,4;0,0007;0,0025
459,3;8,00E-04;0,0028
459,2;0,0006;0,0027
459,1;6,00E-04;0,0027
459;0,0006;0,0025
458,9;5,00E-04;0,0023
458,8;0,0006;0,0022
458,7;4,00E-04;0,0021
458,6;0,0006;0,0023
458,5;5,00E-04;0,0024
458,4;0,0005;0,0026
458,3;5,00E-04;0,0026
458,2;0,0008;0,0029
458,1;7,00E-04;0,0028
458;0,0007;0,0027
457,9;7,00E-04;0,0028
457,8;0,0006;0,0026
457,7;8,00E-04;0,0028
457,6;0,0007;0,0028
457,5;7,00E-04;0,0028
457,4;0,0008;0,0027
457,3;8,00E-04;0,0025
457,2;0,0005;0,0023
457,1;5,00E-04;0,0023
457;0,0005;0,0024
456,9;6,00E-04;0,0026
456,8;0,0006;0,0027
456,7;7,00E-04;0,0028
456,6;0,0007;0,0027
456,5;5,00E-04;0,0025
456,4;0,0006;0,0027
456,3;5,00E-04;0,0025
456,2;0,0005;0,0024
456,1;4,00E-04;0,0022
456;0,0004;0,0022
455,9;5,00E-04;0,0025
455,8;0,0005;0,0026
455,7;7,00E-04;0,0027
455,6;0,0007;0,0026
455,5;9,00E-04;0,0028
455,4;0,0008;0,0027
455,3;9,00E-04;0,0027
455,2;0,0007;0,0025
455,1;8,00E-04;0,0027
455;0,0009;0,0026
454,9;8,00E-04;0,0026
454,8;0,0007;0,0026
454,7;5,00E-04;0,0026
454,6;0,0007;0,0027
454,5;6,00E-04;0,0026
454,4;0,0007;0,0027
454,3;6,00E-04;0,0027
454,2;0,0005;0,0026
454,1;6,00E-04;0,0026
454;0,0005;0,0025
453,9;6,00E-04;0,0027
453,8;0,0005;0,0026
453,7;5,00E-04;0,0027
453,6;0,0005;0,0027
453,5;7,00E-04;0,0027
453,4;0,0006;0,0026
453,3;5,00E-04;0,0026
453,2;0,0005;0,0027
453,1;5,00E-04;0,0025
453;0,0006;0,0026
452,9;5,00E-04;0,0023
452,8;0,0005;0,0024
452,7;4,00E-04;0,0024
452,6;0,0005;0,0025
452,5;6,00E-04;0,0026
452,4;0,0005;0,0026
452,3;6,00E-04;0,0025
452,2;0,0006;0,0025
452,1;6,00E-04;0,0024
452;0,0005;0,0023
451,9;5,00E-04;0,0024
451,8;0,0003;0,0025
451,7;3,00E-04;0,0026
451,6;0,0003;0,0027
451,5;2,00E-04;0,0025
451,4;0,0003;0,0025
451,3;4,00E-04;0,0025
451,2;0,0004;0,0025
451,1;5,00E-04;0,0026
451;0,0007;0,0026
450,9;8,00E-04;0,0027
450,8;0,0008;0,0026
450,7;8,00E-04;0,0026
450,6;0,0008;0,0025
450,5;7,00E-04;0,0025
450,4;0,0004;0,0022
450,3;4,00E-04;0,0022
450,2;0,0005;0,0024
450,1;5,00E-04;0,0025
450;0,0006;0,0025
449,9;6,00E-04;0,0025
449,8;0,0006;0,0024
449,7;6,00E-04;0,0024
449,6;0,0005;0,0024
449,5;6,00E-04;0,0024
449,4;0,0003;0,0023
449,3;4,00E-04;0,0023
449,2;0,0005;0,0023
449,1;6,00E-04;0,0025
449;0,0008;0,0027
448,9;9,00E-04;0,0028
448,8;0,0009;0,0028
448,7;8,00E-04;0,0029
448,6;0,0007;0,0026
448,5;5,00E-04;0,0025
448,4;0,0005;0,0024
448,3;3,00E-04;0,0023
448,2;0,0004;0,0024
448,1;7,00E-04;0,0025
448;0,0006;0,0025
447,9;9,00E-04;0,0026
447,8;0,0008;0,0028
447,7;8,00E-04;0,003
447,6;0,0007;0,0031
447,5;7,00E-04;0,0028
447,4;0,0006;0,0027
447,3;6,00E-04;0,0026
447,2;0,0005;0,0025
447,1;5,00E-04;0,0027
447;0,0006;0,0025
446,9;6,00E-04;0,0025
446,8;0,0007;0,0024
446,7;7,00E-04;0,0023
446,6;0,0008;0,0025
446,5;6,00E-04;0,0025
446,4;0,0006;0,0027
446,3;7,00E-04;0,0027
446,2;0,0007;0,0026
446,1;8,00E-04;0,0025
446;0,0009;0,0025
445,9;7,00E-04;0,0025
445,8;0,0005;0,0027
445,7;4,00E-04;0,0026
445,6;0,0006;0,0027
445,5;5,00E-04;0,0026
445,4;0,0007;0,0026
445,3;8,00E-04;0,0027
445,2;0,0006;0,0026
445,1;7,00E-04;0,0028
445;0,0008;0,0029
444,9;9,00E-04;0,003
444,8;0,0009;0,0028
444,7;7,00E-04;0,0028
444,6;0,0007;0,0026
444,5;4,00E-04;0,0026
444,4;0,0004;0,0025
444,3;4,00E-04;0,0024
444,2;0,0004;0,0025
444,1;4,00E-04;0,0024
