,wavelength,s1.3,s2.3,s3.3,s4.3,s5.3,s6.3
115,211.5,1.6400686717728374,1.6232936520230496,2.8965168806198043,2.953694871942778,97.46535483870969,76.4475882352941
116,211.6,1.6445669064076216,1.6267885618687652,2.9109546966012556,2.949699227041994,98.7421935483871,78.19385294117647
117,211.7,1.6461073977209042,1.6319389553256087,2.9059182491658655,2.945817743424089,96.18851612903227,78.58191176470588
118,211.8,1.6491267606949371,1.634882037300948,2.902224854379913,2.9492425819104757,94.06045161290324,78.9699705882353
119,211.9,1.6539947132449093,1.6364762067042569,2.9173341966860824,2.941822098523305,94.06045161290324,78.9699705882353
120,212.0,1.6527623201942834,1.6392353460561375,2.9189010914437596,2.947073517535764,94.27325806451614,81.29832352941176
121,212.1,1.6544876704651597,1.6465317367866659,2.9403899338347568,2.956663065297647,95.33729032258066,81.10429411764706
122,212.2,1.6499894358303755,1.6401550591734306,2.9418449075383135,2.9588321296723583,98.7421935483871,78.9699705882353
123,212.3,1.6513450681860637,1.6433433979800485,2.9334508284793306,2.9694491289801572,99.16780645161292,81.49235294117648
124,212.4,1.6508521109658134,1.6473901356961398,2.926511723123904,2.9692208064143983,96.18851612903227,79.5520588235294
125,212.5,1.65116020922847,1.6431594553565896,2.918117644064921,2.964654355099216,95.55009677419356,78.9699705882353
126,212.6,1.6567675976088172,1.6476353925274179,2.9321077758298935,2.9762988059529305,92.57080645161291,81.68638235294117
127,212.7,1.6624982252942273,1.6478193351508768,2.944531012837188,2.9702482579603138,91.7195806451613,79.74608823529411
128,212.8,1.6671813188866056,1.6485551056447114,2.9507985918678954,2.9796094831564375,92.57080645161291,79.94011764705883
129,212.9,1.67026230151317,1.6567712094925338,2.949343618164339,2.985660031149054,92.78361290322582,80.32817647058823
130,213.0,1.6681056136745749,1.6621668597806556,2.949343618164339,2.9872582891093677,92.99641935483872,79.5520588235294
131,213.1,1.6657024472258544,1.6607566330008057,2.9484482497313804,3.000158514074758,92.78361290322582,77.80579411764705
132,213.2,1.6676126564543245,1.66155371770246,2.9539323813832494,2.99958770766036,92.1451935483871,77.22370588235295
133,213.3,1.6673661778441995,1.6636384007683251,2.9634456709834307,3.0078073200276885,93.84764516129033,77.99982352941176
134,213.4,1.6703239211657015,1.6596529772600532,2.9646768025787478,3.0092914167051226,94.27325806451614,76.0595294117647
135,213.5,1.672788707266953,1.659407720428775,2.959192670926879,3.0088347715736043,93.84764516129033,74.89535294117647
136,213.6,1.67026230151317,1.662534745027573,2.9589688288186395,3.0185384806183664,95.97570967741937,73.53714705882354
137,213.7,1.6712482159536708,1.6572004089472705,2.9643410394163885,3.0142003518689435,92.1451935483871,72.17894117647059
138,213.8,1.6746372968428915,1.6559741247908792,2.9687059605270596,3.020136738578681,92.35800000000002,73.34311764705882
139,213.9,1.6717411731739211,1.6643128570543404,2.9754212237742466,3.019451770881403,91.9323870967742,72.95505882352941
140,214.0,1.669214767420138,1.665109941755995,2.977659644856642,3.013857868020305,89.80432258064518,74.31326470588235
141,214.1,1.6695844853353257,1.6688501084329885,2.9754212237742466,3.0186526419012463,91.9323870967742,74.70132352941177
142,214.2,1.669214767420138,1.6792122095544955,2.984598750212068,3.0258448027226583,88.10187096774195,73.92520588235294
143,214.3,1.6659489258359796,1.6800706084639692,2.986725250240344,3.0355485117674204,87.67625806451613,75.6714705882353
144,214.4,1.67026230151317,1.680806378957804,2.9936643555957696,3.0469646400553763,87.88906451612905,74.70132352941177
145,214.5,1.6744524378852979,1.6830750046471281,2.9963504608946447,3.055983381402861,87.25064516129034,73.73117647058824
146,214.6,1.6792587707827387,1.6791508953466758,2.9854941186450263,3.0459371885094604,90.22993548387097,73.92520588235294
147,214.7,1.68887143657762,1.6800706084639692,2.987620618673302,3.0551842524227046,93.20922580645161,72.7610294117647
148,214.8,1.6917675602465905,1.6801932368796084,2.9904186450262964,3.062148090678358,94.27325806451614,71.79088235294117
149,214.9,1.6926302353820286,1.6869991139475804,2.9850464344285474,3.0607781552838027,93.84764516129033,72.17894117647059
150,215.0,1.6947869232206239,1.6939276194311916,2.996014697732285,3.060093187586525,92.57080645161291,72.7610294117647
151,215.1,1.6957112180085931,1.6896969390916412,3.0023941978171123,3.037831737425012,88.31467741935485,74.11923529411764
152,215.2,1.7053855034560057,1.6936210483920937,3.0017226714923937,3.031895350715275,87.25064516129034,74.89535294117647
153,215.3,1.7109928918363533,1.6944794473015676,3.0135863032290904,3.0387450276880483,87.67625806451613,73.14908823529412
154,215.4,1.713457677937605,1.6933144773529958,3.013138619012611,3.052444381633595,88.10187096774195,69.85058823529411
155,215.5,1.7127798617597607,1.6998750975896897,3.017503540123282,3.067399509690817,88.31467741935485,68.29835294117647
156,215.6,1.703968251447786,1.6960123024970566,3.014705513770288,3.0648879614674667,88.31467741935485,69.2685
157,215.7,1.7033520549224732,1.6901261385463784,3.0050803031159874,3.063632187355792,88.52748387096774,71.59685294117648
158,215.8,1.7015650849990658,1.691475051118409,2.9959027766781654,3.06934025149977,87.25064516129034,73.92520588235294
159,215.9,1.7078502895572574,1.6951539035875829,2.9953431714075665,3.067285348407937,89.16590322580646,72.7610294117647
160,216.0,1.7097604987857276,1.6994458981349527,3.004184934683029,3.070596025611445,88.10187096774195,70.62670588235294
161,216.1,1.7133960582850738,1.7083977724766095,3.007094882090143,3.069796896631288,88.74029032258066,70.04461764705883
162,216.2,1.7137657762002614,1.7058225757481875,3.0204134875303965,3.065915413013383,88.31467741935485,71.20879411764706
163,216.3,1.7108080328787596,1.708888286139166,3.0158247243114853,3.0829254441624365,88.31467741935485,72.17894117647059
164,216.4,1.7126566224546982,1.7127510812317988,3.0135863032290904,3.091030895246885,87.88906451612905,72.17894117647059
165,216.5,1.7133960582850738,1.7099306276720987,3.0173916190691625,3.104273604060914,85.76100000000001,73.34311764705882
166,216.6,1.7164770409116383,1.7156328489993182,3.019070434880959,3.106328507152746,87.67625806451613,71.98491176470588
167,216.7,1.716230562301513,1.7118313681145052,3.020637329638636,3.099136346331334,84.90977419354839,72.17894117647059
168,216.8,1.7164770409116383,1.7128123954396182,3.026345303398745,3.0960539916935863,86.39941935483871,74.31326470588235
169,216.9,1.7122252848869792,1.7162459910775143,3.0273525928858223,3.099136346331334,87.88906451612905,72.56700000000001
170,217.0,1.713457677937605,1.7148357642976642,3.026009540236385,3.0959398304107064,86.39941935483871,72.17894117647059
171,217.1,1.7217763310293293,1.7193117014684924,3.024554566532828,3.102903668666359,89.37870967741937,69.85058823529411
172,217.2,1.724487595740706,1.7214576987421772,3.0234353559916305,3.0959398304107064,88.10187096774195,67.91029411764707
173,217.3,1.7252270315710814,1.7179014746886425,3.025449934965786,3.0914875403784037,87.46345161290323,67.91029411764707
174,217.4,1.7254735101812066,1.722622668690749,3.0416784878131535,3.090574250115367,87.25064516129034,68.68641176470588
175,217.5,1.7247956940033626,1.7213963845343578,3.04358114573319,3.0935424434702354,84.90977419354839,69.07447058823529
176,217.6,1.7297252662058658,1.7169204473635293,3.0452599615449865,3.1148906033687127,84.05854838709678,69.65655882352941
177,217.7,1.734038641883056,1.7183306741433795,3.0483937510603405,3.116032216197508,84.2713548387097,69.65655882352941
178,217.8,1.7419259574070614,1.7182693599355598,3.0383208561895607,3.130873182971851,83.63293548387098,69.07447058823529
179,217.9,1.7408784233140295,1.7216416413656361,3.0413427246507947,3.1263067316566686,84.2713548387097,68.49238235294118
180,218.0,1.7418027181019988,1.7295511741743603,3.041566566759034,3.123909344716198,83.84574193548387,67.13417647058823
181,218.1,1.742727012889968,1.7319424282793234,3.052982514279251,3.116717183894786,83.20732258064518,67.13417647058823
182,218.2,1.7354558938912756,1.7372154501518062,3.0524229090086523,3.1113516035994464,83.63293548387098,66.74611764705882
183,218.3,1.7332992060526806,1.7350694528781214,3.058018961714641,3.1105524746192894,83.42012903225807,68.29835294117647
184,218.4,1.7295404072482718,1.7351307670859408,3.062495803879432,3.1070134748500235,83.42012903225807,68.10432352941176
185,218.5,1.7330527274425553,1.736970193320528,3.060593145959396,3.114662280802954,81.71767741935484,67.32820588235295
186,218.6,1.7403238464412478,1.7328008271887971,3.0601454617429167,3.1170596677434244,82.14329032258065,65.7759705882353
187,218.7,1.7435896880254063,1.737399392775265,3.062831567041792,3.1201420223811724,82.56890322580647,64.41776470588235
188,218.8,1.7445756024659067,1.7378899064378215,3.072680619804332,3.1273341832025845,84.2713548387097,65.38791176470588
189,218.9,1.741679478796936,1.7414461304913562,3.071001803992535,3.1277908283341027,84.48416129032259,65.38791176470588
190,219.0,1.7302798430786472,1.7419979583617324,3.0858873041904658,3.129959892708814,82.56890322580647,67.91029411764707
191,219.1,1.7294171679432093,1.7405264173740627,3.0915952779505744,3.1340696988924783,81.29206451612903,67.52223529411764
192,219.2,1.7300949841210536,1.7451249829605304,3.0844323304869086,3.127105860636825,79.58961290322583,67.71626470588235
193,219.3,1.7348396973659628,1.7450636687527108,3.0787243567267994,3.1209411513613294,79.80241935483872,67.52223529411764
194,219.4,1.746116093779189,1.7508885184955698,3.0751428829949665,3.1196853772496542,80.44083870967742,65.7759705882353
195,219.5,1.7498132729310667,1.7538929146787285,3.0643984617994686,3.1205986675126907,79.80241935483872,68.88044117647058
196,219.6,1.752709396600037,1.748742521221885,3.0588024090934796,3.1255076026765116,80.44083870967742,68.10432352941176
197,219.7,1.7488889781430972,1.743898698804139,3.0668607249901036,3.1392069566220586,80.22803225806452,67.91029411764707
198,219.8,1.7458696151690638,1.7448184119214325,3.0601454617429167,3.148111536686664,80.86645161290323,68.29835294117647
199,219.9,1.7485192602279096,1.7465352097403806,3.0638388565288692,3.1406910532994927,82.56890322580647,66.55208823529411
200,220.0,1.7481495423127218,1.7496009201313587,3.074583277724368,3.1401202468850946,82.56890322580647,65.7759705882353
201,220.1,1.750367849803848,1.7562841687836916,3.072121014533733,3.1376086986617446,83.20732258064518,64.61179411764707
202,220.2,1.7572692508873526,1.751685603197224,3.077157461969123,3.1384078276419016,81.29206451612903,63.64164705882354
203,220.3,1.7538185503456005,1.7517469174050437,3.079060119889159,3.1458283110290726,79.58961290322583,63.44761764705882
204,220.4,1.756036857836727,1.7527892589379763,3.0717852513713737,3.1412618597138904,77.67435483870968,63.44761764705882
205,220.5,1.7509224266766297,1.7573878245244439,3.0734640671831706,3.1414901822796493,77.67435483870968,63.83567647058823
206,220.6,1.7459928544741266,1.7572651961088048,3.067756093423062,3.134982989155515,77.24874193548388,63.64164705882354
207,220.7,1.7459312348215954,1.753831600470909,3.059697777526438,3.1373803760959857,75.97190322580647,63.059558823529414
208,220.8,1.7442058845507191,1.7517469174050437,3.059473935418198,3.1453716658975543,76.82312903225807,61.701352941176474
209,220.9,1.7469171492620958,1.7448797261292521,3.058914330147599,3.144458375634518,74.48225806451615,62.28344117647058
210,221.0,1.7485808798804408,1.743346870933763,3.058914330147599,3.1484540205353024,74.90787096774194,61.11926470588235
211,221.1,1.7481495423127218,1.7442665840510565,3.071001803992535,3.1435450853714815,75.75909677419355,61.507323529411764
212,221.2,1.7477798243975338,1.7503980048330132,3.0716733303172536,3.1398919243193357,76.61032258064516,64.02970588235294
213,221.3,1.753695311040538,1.7551191988351198,3.0678680144771815,3.137722859944624,78.31277419354839,62.6715
214,221.4,1.753695311040538,1.759656450213768,3.0601454617429167,3.137152053530227,77.67435483870968,63.83567647058823
215,221.5,1.751785101812068,1.7640710731767768,3.0501844879262565,3.137266214813106,75.97190322580647,64.02970588235294
216,221.6,1.7533255931253502,1.764868157878431,3.051191777413335,3.1420609886940474,75.97190322580647,62.865529411764705
217,221.7,1.7556671399215393,1.7649294720862505,3.0552209353616466,3.1348688278726353,76.18470967741936,62.47747058823529
218,221.8,1.7583167849803847,1.765910499411364,3.059809698580558,3.1325856022150442,77.24874193548388,62.6715
219,221.9,1.7665121987670465,1.7651747289175288,3.0600335406887975,3.1328139247808036,78.7383870967742,62.865529411764705
220,222.0,1.7696548010461424,1.7572651961088048,3.061040830175875,3.118429603137979,78.31277419354839,62.865529411764705
221,222.1,1.76811430973286,1.7549965704194808,3.0536540406039703,3.1145481195200744,78.31277419354839,63.059558823529414
222,222.2,1.763246357182888,1.7603922207076028,3.0549970932534074,3.11557557106599,79.164,62.47747058823529
223,222.3,1.7641706519708573,1.7594725075903093,3.0434692246790704,3.106100184586987,78.7383870967742,62.28344117647058
224,222.4,1.76811430973286,1.763887130553318,3.0228757507210315,3.102903668666359,76.18470967741936,62.28344117647058
225,222.5,1.7643555109284512,1.7621703327343703,3.0035134083583106,3.101762055837564,74.05664516129032,61.89538235294117
226,222.6,1.7692234634784232,1.7576943955635416,2.975085460611887,3.0889759921550533,72.35419354838712,61.11926470588235
227,222.7,1.7652181860638894,1.759656450213768,2.9569542498444834,3.077445702584218,74.05664516129032,60.92523529411764
228,222.8,1.7599805155987294,1.759779078629407,2.9419568285924336,3.0612348004153214,77.03593548387099,61.31329411764706
229,222.9,1.7663889594619837,1.767995182477229,2.9290859073686595,3.045823027226581,77.8871612903226,61.31329411764706
230,223.0,1.7608431907341677,1.7673207261912138,2.909275880789459,3.0221916416705126,78.95119354838711,63.25358823529411
231,223.1,1.7667586773771715,1.7673207261912138,2.8905850647514564,3.0016426107521923,77.46154838709678,62.865529411764705
232,223.2,1.764109032318326,1.772839004894975,2.8655147486286263,2.9829201603599445,76.18470967741936,62.28344117647058
233,223.3,1.7613977676069492,1.7694054092570792,2.8363033535033644,2.956092258883249,75.54629032258065,63.64164705882354
234,223.4,1.7638625537082007,1.7731455759340728,2.8076515636487023,2.9234421319796957,75.97190322580647,63.44761764705882
235,223.5,1.7602269942088546,1.778479912014375,2.7700460894644574,2.8894220696815878,75.12067741935485,63.44761764705882
236,223.6,1.7651565664113578,1.7710608928682074,2.734231352146129,2.857571071758191,75.33348387096775,62.6715
237,223.7,1.7660192415467961,1.7681791251006878,2.7031172991008314,2.8222952353484083,75.54629032258065,61.507323529411764
238,223.8,1.7682991686904537,1.7600243354606853,2.6643926143753887,2.7912433664051686,74.05664516129032,59.76105882352941
239,223.9,1.7681759293853911,1.7573265103166242,2.63395008765481,2.758250755652977,73.41822580645163,58.984941176470585
240,224.0,1.767498113207547,1.7605761633310615,2.594330034496409,2.719435919473927,73.84383870967743,60.731205882352945
241,224.1,1.7660192415467961,1.7598403928372266,2.545980139116666,2.677995373788648,73.63103225806452,60.92523529411764
242,224.2,1.7669435363347654,1.7633353026829421,2.502890533280552,2.6380389247808034,73.84383870967743,60.731205882352945
243,224.3,1.7707639547917053,1.759901707045046,2.45398103263021,2.5987674434702357,75.75909677419355,60.731205882352945
