wavelength;s1.4;s2.4;s3.4;s4.4;s5.4;s6.4;s7.4
702,7;-0,0002;0,0008;0,0006;0;0,0022;0;0,0016
702,8;-0,0002;0,0009;0,0006;0;0,0021;0;0,0015
702,9;-0,0002;0,0009;0,0006;0;0,0021;0;0,0015
703;-0,0003;0,0009;0,0005;-0,0001;0,0019;-0,0001;0,0014
703,1;-0,0004;0,0009;0,0005;-0,0001;0,002;0;0,0014
703,2;-0,0003;0,001;0,0005;0;0,0021;0,0002;0,0016
703,3;-0,0004;0,001;0,0005;0,0001;0,0021;0,0001;0,0016
703,4;-0,0004;0,001;0,0005;0,0001;0,0022;0,0001;0,0015
703,5;-0,0004;0,0011;0,0005;0,0001;0,0022;0,0001;0,0015
703,6;-0,0002;0,001;0,0006;0;0,0023;0;0,0016
703,7;-0,0003;0,0011;0,0005;0;0,0022;-0,0001;0,0016
703,8;-0,0002;0,001;0,0005;0;0,0023;-0,0001;0,0017
703,9;-0,0002;0,0009;0,0005;0;0,0022;-0,0001;0,0016
704;-0,0004;0,001;0,0004;0,0002;0,0021;0;0,0014
704,1;-0,0004;0,0009;0,0005;0;0,0022;-0,0001;0,0015
704,2;-0,0004;0,0008;0,0004;-1,00E-04;0,0021;-0,0003;0,0014
704,3;-0,0003;0,0009;0,0006;-1,00E-04;0,0021;-0,0003;0,0015
704,4;-0,0004;0,0009;0,0004;-1,00E-04;0,0021;-0,0003;0,0014
704,5;-0,0003;0,0009;0,0005;0;0,002;-0,0002;0,0013
704,6;-0,0004;0,0011;0,0004;0,0002;0,0021;0;0,0014
704,7;-0,0004;0,001;0,0005;0,0002;0,0022;-0,0001;0,0014
704,8;-0,0004;0,0011;0,0005;1,00E-04;0,0022;-0,0001;0,0015
704,9;-0,0004;0,001;0,0006;0;0,0023;-0,0001;0,0016
705;-0,0004;0,001;0,0006;-1,00E-04;0,0022;-0,0002;0,0017
705,1;-0,0003;0,0011;0,0006;-1,00E-04;0,0021;0;0,0017
705,2;-0,0004;0,0011;0,0004;-1,00E-04;0,0021;0;0,0015
705,3;-0,0003;0,001;0,0004;-1,00E-04;0,0021;0;0,0014
705,4;-0,0003;0,001;0,0005;0;0,0021;0;0,0014
705,5;-0,0004;0,001;0,0003;0;0,002;0,0002;0,0013
705,6;-0,0003;0,0009;0,0004;-1,00E-04;0,002;0,0001;0,0015
705,7;-0,0004;0,0008;0,0004;-0,0002;0,002;0;0,0016
705,8;-0,0003;0,0008;0,0006;-0,0002;0,0021;-0,0001;0,0016
705,9;-0,0003;0,0008;0,0006;-0,0002;0,0021;-0,0002;0,0018
706;-0,0003;0,0009;0,0007;-0,0001;0,0021;-0,0001;0,0017
706,1;-0,0003;0,001;0,0006;0,0001;0,0021;0;0,0017
706,2;-0,0003;0,0009;0,0006;0,0001;0,0022;0;0,0016
706,3;-0,0003;0,001;0,0004;0,0001;0,0021;0,0001;0,0014
706,4;-0,0002;0,0009;0,0004;0,0002;0,0022;0,0002;0,0014
706,5;-0,0003;0,0007;0,0004;0;0,0022;0;0,0014
706,6;-0,0003;0,0008;0,0003;0,0001;0,0021;0,0001;0,0014
706,7;-0,0004;0,0009;0,0003;0;0,0021;0,0001;0,0014
706,8;-0,0006;0,0009;0,0002;0;0,002;0,0001;0,0013
706,9;-0,0005;0,001;0,0003;0;0,0021;0;0,0014
707;-0,0005;0,0009;0,0003;-0,0001;0,0021;-0,0001;0,0014
707,1;-0,0006;0,0009;0,0003;0;0,0021;-0,0001;0,0014
707,2;-0,0005;0,0009;0,0004;-0,0001;0,0021;-0,0001;0,0014
707,3;-0,0004;0,0009;0,0005;-0,0001;0,0021;0;0,0015
707,4;-0,0006;0,0009;0,0003;-0,0001;0,002;0;0,0014
707,5;-0,0004;0,0009;0,0004;-0,0001;0,0021;0,0001;0,0014
707,6;-0,0003;0,001;0,0005;0,0001;0,0022;0,0001;0,0016
707,7;-0,0003;0,001;0,0004;0,0001;0,0022;0,0001;0,0016
707,8;-0,0002;0,0011;0,0005;0,0001;0,0022;0,0001;0,0016
707,9;-0,0003;0,0012;0,0005;0,0001;0,0022;0,0001;0,0017
708;-0,0004;0,001;0,0004;0;0,0021;-0,0001;0,0016
708,1;-0,0004;0,0011;0,0004;0;0,0021;-0,0001;0,0016
708,2;-0,0004;0,001;0,0005;0;0,0021;0;0,0016
708,3;-0,0003;0,0009;0,0005;-0,0002;0,0022;-0,0001;0,0016
708,4;-0,0005;0,0008;0,0003;-0,0002;0,002;0;0,0014
708,5;-0,0003;0,0008;0,0004;-0,0002;0,0021;0;0,0015
708,6;-0,0003;0,0009;0,0003;-0,0003;0,0021;0;0,0014
708,7;-0,0003;0,0009;0,0004;-0,0002;0,002;1,00E-04;0,0015
708,8;-0,0002;0,0009;0,0005;-0,0002;0,0021;0;0,0016
708,9;-0,0003;0,0009;0,0004;-0,0001;0,002;0;0,0015
709;-0,0003;0,0007;0,0005;-0,0002;0,002;-1,00E-04;0,0015
709,1;-0,0003;0,0008;0,0004;-0,0001;0,002;0;0,0015
709,2;-0,0003;0,0007;0,0004;-0,0002;0,0021;-1,00E-04;0,0015
709,3;-0,0003;0,0008;0,0004;-0,0002;0,0022;-0,0001;0,0015
709,4;-0,0004;0,0009;1,00E-04;-1,00E-04;0,0021;0,0001;0,0014
709,5;-0,0004;0,0008;0,0002;-1,00E-04;0,0021;0;0,0013
709,6;-0,0003;0,0009;0,0002;0;0,0021;0,0002;0,0013
709,7;-0,0003;0,0008;0,0002;-0,0002;0,002;0,0001;0,0013
709,8;-0,0003;0,0008;0,0004;-0,0002;0,0021;0,0001;0,0014
709,9;-0,0004;0,0007;0,0004;-0,0004;0,0021;0;0,0015
710;-0,0004;0,0008;0,0004;-0,0004;0,0021;-0,0001;0,0014
710,1;-0,0005;0,0008;0,0003;-0,0003;0,002;-0,0001;0,0013
710,2;-0,0004;0,0009;0,0003;-0,0002;0,0021;-1,00E-04;0,0013
710,3;-0,0004;0,0008;0,0003;-0,0002;0,002;-1,00E-04;0,0013
710,4;-0,0005;0,0008;0,0002;-1,00E-04;0,002;-1,00E-04;0,0012
710,5;-0,0005;0,0008;0,0003;-1,00E-04;0,0021;-1,00E-04;0,0012
710,6;-0,0004;0,0007;0,0003;-1,00E-04;0,0021;-1,00E-04;0,0013
710,7;-0,0004;0,0008;0,0004;0;0,0021;0;0,0013
710,8;-0,0004;0,0009;0,0004;0;0,0021;0,0001;0,0013
710,9;-0,0004;0,0009;0,0004;0;0,002;0,0001;0,0014
711;-0,0005;0,0009;0,0004;-0,0001;0,0019;1,00E-04;0,0013
711,1;-0,0005;0,0008;0,0004;-0,0001;0,0019;0;0,0013
711,2;-0,0005;0,0007;0,0003;-0,0002;0,0017;0;0,0013
711,3;-0,0005;0,0007;0,0003;-0,0003;0,0018;-0,0001;0,0014
711,4;-0,0005;0,0006;0,0002;-0,0002;0,0018;-0,0001;0,0013
711,5;-0,0006;0,0007;0,0002;-0,0002;0,0017;0;0,0012
711,6;-0,0005;0,0007;0,0002;-0,0003;0,0018;-0,0002;0,0012
711,7;-0,0006;0,0008;1,00E-04;-0,0002;0,0018;-0,0001;0,0012
711,8;-0,0006;0,0009;1,00E-04;-0,0002;0,0019;0;0,0012
711,9;-0,0005;0,0009;0,0002;-0,0002;0,0019;0;0,0013
712;-0,0005;0,0009;0,0003;-1,00E-04;0,002;0,0001;0,0013
712,1;-0,0005;0,0009;0,0004;0;0,002;0,0002;0,0013
712,2;-0,0005;0,0009;0,0004;-0,0001;0,002;0,0001;0,0014
712,3;-0,0005;0,0009;0,0004;0;0,0021;0;0,0015
712,4;-0,0005;0,0008;0,0002;0;0,002;0;0,0014
712,5;-0,0006;0,0007;1,00E-04;-0,0002;0,002;-0,0001;0,0013
712,6;-0,0006;0,0008;0;-0,0002;0,002;-0,0002;0,0012
712,7;-0,0006;0,0008;0;-0,0003;0,002;-0,0002;0,0013
712,8;-0,0005;0,0008;1,00E-04;-0,0003;0,002;-0,0002;0,0012
712,9;-0,0005;0,0008;0,0002;-0,0002;0,0019;-0,0001;0,0013
713;-0,0004;0,0008;0,0002;-0,0002;0,002;-0,0001;0,0014
713,1;-0,0006;0,0007;0,0002;-0,0001;0,0019;-0,0001;0,0013
713,2;-0,0006;0,0007;1,00E-04;0;0,0019;-0,0001;0,0013
713,3;-0,0005;0,0007;0,0002;-0,0002;0,0019;-0,0002;0,0014
713,4;-0,0005;0,0006;0,0002;-0,0003;0,0019;-0,0003;0,0014
713,5;-0,0004;0,0007;0,0002;-0,0003;0,002;-0,0003;0,0014
713,6;-0,0005;0,0006;0,0002;-0,0004;0,0019;-0,0002;0,0013
713,7;-0,0005;0,0007;0,0003;-0,0002;0,0019;-0,0001;0,0013
713,8;-0,0005;0,0006;0,0003;-0,0003;0,0019;-0,0002;0,0013
713,9;-0,0005;0,0007;0,0003;-0,0001;0,0019;-0,0001;0,0012
714;-0,0005;0,0006;0,0002;-0,0001;0,0019;-0,0002;0,0013
714,1;-0,0005;0,0006;0,0003;-0,0002;0,0019;-0,0002;0,0012
714,2;-0,0005;0,0008;0,0002;-0,0002;0,0019;-1,00E-04;0,0013
714,3;-0,0005;0,0008;0,0003;-0,0001;0,0019;0;0,0013
714,4;-0,0005;0,0008;0,0003;-1,00E-04;0,002;-1,00E-04;0,0013
714,5;-0,0006;0,0008;0,0003;-0,0003;0,0019;-0,0002;0,0012
714,6;-0,0006;0,0007;0,0003;-0,0003;0,0019;-0,0002;0,0012
714,7;-0,0006;0,0008;0,0003;-0,0002;0,0018;0;0,0012
714,8;-0,0006;0,0008;0,0003;-0,0002;0,0018;1,00E-04;0,0012
714,9;-0,0007;0,0007;1,00E-04;-0,0001;0,0017;0,0002;0,0012
715;-0,0008;0,0008;0;-0,0002;0,0016;0,0002;0,0011
715,1;-0,0007;0,0007;1,00E-04;-0,0002;0,0018;1,00E-04;0,0012
715,2;-0,0007;0,0007;1,00E-04;-0,0002;0,0018;0;0,0012
715,3;-0,0005;0,0006;0,0002;-0,0004;0,0019;-0,0002;0,0013
715,4;-0,0004;0,0007;0,0002;-0,0002;0,0019;-1,00E-04;0,0013
715,5;-0,0004;0,0008;0,0003;-0,0002;0,0019;-0,0002;0,0013
715,6;-0,0004;0,0007;0,0002;-0,0003;0,0019;-0,0002;0,0012
715,7;-0,0006;0,0008;0,0002;-0,0003;0,0018;-0,0002;0,001
715,8;-0,0007;0,0007;0,0002;-0,0003;0,0019;-0,0001;0,0011
715,9;-0,0007;0,0007;0,0002;-0,0002;0,0019;-0,0002;0,0012
716;-0,0007;0,0008;0,0002;-0,0003;0,0019;-0,0001;0,0013
716,1;-0,0006;0,0009;0,0003;-1,00E-04;0,0019;-1,00E-04;0,0013
716,2;-0,0004;0,0009;0,0003;-1,00E-04;0,0021;-1,00E-04;0,0014
716,3;-0,0006;0,0009;0,0002;-0,0003;0,002;-0,0001;0,0012
716,4;-0,0006;0,0009;0,0003;-0,0002;0,002;-0,0001;0,0012
716,5;-0,0008;0,0008;1,00E-04;-0,0004;0,0019;-0,0002;0,0012
716,6;-0,0007;0,0009;0,0002;-0,0003;0,0019;-1,00E-04;0,0012
716,7;-0,0007;0,0008;0,0002;-0,0003;0,0018;-0,0003;0,0012
716,8;-0,0007;0,0008;0,0001;-0,0002;0,0018;-0,0002;0,0011
716,9;-0,0008;0,0007;0,0002;-0,0002;0,0016;-0,0001;0,001
717;-0,0007;0,0008;0,0002;-1,00E-04;0,0017;0;0,0011
717,1;-0,0006;0,0007;1,00E-04;-0,0001;0,0017;0;0,0012
717,2;-0,0004;0,0006;0,0003;-0,0002;0,0018;0;0,0013
717,3;-0,0004;0,0007;0,0002;-0,0002;0,0019;0;0,0013
717,4;-0,0004;0,0007;0,0002;-0,0003;0,0019;-0,0001;0,0014
717,5;-0,0006;0,0007;0,0002;-0,0003;0,0018;0;0,0013
717,6;-0,0006;0,0008;0,0002;-0,0002;0,0018;0,0001;0,0013
717,7;-0,0007;0,0007;0,0002;-0,0004;0,0018;0;0,0012
717,8;-0,0007;0,0007;0,0002;-0,0004;0,0019;0;0,0012
717,9;-0,0006;0,0007;0,0002;-0,0004;0,0021;0;0,0012
718;-0,0006;0,0007;0,0002;-0,0004;0,0021;-0,0001;0,0012
718,1;-0,0006;0,0007;0,0002;-0,0002;0,0022;-0,0001;0,0011
718,2;-0,0005;0,0007;0,0003;-0,0002;0,0022;-0,0002;0,0012
718,3;-0,0005;0,0006;0,0004;-0,0001;0,0022;-0,0001;0,0013
718,4;-0,0004;0,0007;0,0004;-0,0002;0,0022;-0,0002;0,0014
718,5;-0,0005;0,0008;0,0003;-0,0003;0,002;-0,0002;0,0014
718,6;-0,0006;0,0007;0,0002;-0,0003;0,0019;-0,0002;0,0012
718,7;-0,0007;0,0007;0,0001;-0,0004;0,0018;-0,0003;0,001
718,8;-0,0007;0,0008;0;-0,0004;0,0019;-0,0003;0,001
718,9;-0,0007;0,0007;0;-0,0003;0,0019;-0,0003;0,0011
719;-0,0007;0,0007;0;-0,0003;0,0019;-0,0002;0,0011
719,1;-0,0007;0,0007;0;-0,0003;0,0019;-0,0002;0,0011
719,2;-0,0007;0,0007;0;-0,0001;0,0017;-0,0001;0,0011
719,3;-0,0009;0,0008;-1,00E-04;-0,0001;0,0016;0;0,0009
719,4;-0,0008;0,0007;0;-0,0002;0,0016;-0,0002;0,0009
719,5;-0,0007;0,0007;0,0002;-1,00E-04;0,0018;-0,0002;0,0011
719,6;-0,0006;0,0007;0,0003;-1,00E-04;0,0019;-0,0002;0,0012
719,7;-0,0006;0,0005;0,0003;-0,0002;0,002;-0,0003;0,0011
719,8;-0,0007;0,0005;0,0002;-0,0003;0,0018;-0,0003;0,0011
719,9;-0,0008;0,0005;0,0002;-0,0004;0,0017;-0,0003;0,0011
720;-0,0007;0,0004;0,0002;-0,0006;0,0018;-0,0004;0,001
720,1;-0,0007;0,0006;0,0003;-0,0005;0,0019;-0,0003;0,0011
720,2;-0,0006;0,0006;0,0003;-0,0005;0,002;-0,0003;0,0011
720,3;-0,0008;0,0006;1,00E-04;-0,0004;0,002;-0,0002;0,001
720,4;-0,0008;0,0007;1,00E-04;-0,0004;0,0019;-0,0001;0,001
720,5;-0,0008;0,0006;1,00E-04;-0,0004;0,0019;-1,00E-04;0,001
720,6;-0,0007;0,0006;0,0002;-0,0004;0,0019;-1,00E-04;0,0012
720,7;-0,0005;0,0006;0,0003;-0,0004;0,002;-0,0002;0,0013
720,8;-0,0004;0,0007;0,0004;-0,0004;0,0021;-0,0001;0,0013
720,9;-0,0005;0,0007;0,0002;-0,0004;0,0019;-0,0001;0,0013
721;-0,0005;0,0006;0,0002;-0,0005;0,0019;-0,0003;0,0012
721,1;-0,0005;0,0004;0,0003;-0,0006;0,0019;-0,0004;0,0012
721,2;-0,0005;0,0005;0,0004;-0,0006;0,0019;-0,0004;0,0012
721,3;-0,0006;0,0005;0,0004;-0,0005;0,0019;-0,0004;0,0011
721,4;-0,0006;0,0006;0,0003;-0,0004;0,0019;-0,0005;0,001
721,5;-0,0008;0,0006;1,00E-04;-0,0003;0,0017;-0,0003;0,0009
721,6;-0,0008;0,0007;1,00E-04;-0,0003;0,0018;-0,0003;0,001
721,7;-0,0008;0,0007;0,0003;-0,0004;0,0018;-0,0003;0,001
721,8;-0,0008;0,0008;0,0004;-0,0003;0,002;-0,0001;0,0012
721,9;-0,0008;0,0008;0,0002;-0,0005;0,0019;-0,0002;0,0011
722;-0,0008;0,0008;0,0003;-0,0004;0,0019;0;0,0011
722,1;-0,0007;0,0006;0,0001;-0,0004;0,0018;-1,00E-04;0,001
722,2;-0,0006;0,0006;0,0001;-0,0004;0,0018;-0,0001;0,001
722,3;-0,0005;0,0005;0,0004;-0,0005;0,002;-0,0002;0,0012
722,4;-0,0005;0,0005;0,0004;-0,0004;0,0019;-0,0003;0,0011
722,5;-0,0005;0,0007;0,0004;-0,0003;0,0019;-0,0003;0,0011
722,6;-0,0008;0,0005;0,0003;-0,0004;0,0018;-0,0004;0,0011
722,7;-0,0009;0,0007;1,00E-04;-0,0002;0,0017;-0,0003;0,001
722,8;-0,0009;0,0005;1,00E-04;-0,0003;0,0018;-0,0003;0,0012
722,9;-0,0009;0,0006;0;-0,0003;0,0017;-0,0002;0,0012
723;-0,0008;0,0007;0;-0,0003;0,0017;-0,0002;0,0012
723,1;-0,0008;0,0007;0,0002;-0,0002;0,0018;0;0,0012
723,2;-0,0007;0,0008;0,0002;-0,0003;0,0019;-1,00E-04;0,0012
723,3;-0,0008;0,0007;0,0003;-0,0003;0,0019;-0,0002;0,0012
723,4;-0,0008;0,0008;0,0003;-0,0003;0,002;-0,0002;0,0012
723,5;-0,0008;0,0007;0,0003;-0,0004;0,0021;-0,0003;0,0012
723,6;-0,0008;0,0008;0,0003;-0,0004;0,0021;-0,0003;0,0013
723,7;-0,0008;0,0008;0,0003;-0,0004;0,0019;-0,0002;0,0012
723,8;-0,0009;0,0007;0,0002;-0,0004;0,0019;-0,0002;0,0011
723,9;-0,0009;0,0007;1,00E-04;-0,0002;0,0019;-0,0001;0,0012
724;-0,0009;0,0005;0,0001;-0,0003;0,0018;-0,0002;0,001
724,1;-0,0008;0,0005;0,0002;-0,0003;0,002;-0,0002;0,0011
724,2;-0,0009;0,0006;0,0002;-0,0003;0,0018;-0,0002;0,001
724,3;-0,0009;0,0006;0,0002;-0,0002;0,0018;-0,0002;0,001
724,4;-0,0009;0,0007;0,0003;-1,00E-04;0,0018;-0,0002;0,0011
724,5;-0,0011;0,0008;1,00E-04;-1,00E-04;0,0017;-1,00E-04;0,001
724,6;-0,0009;0,0007;0,0003;-0,0002;0,0019;-0,0002;0,0012
724,7;-0,0009;0,0007;0,0002;-0,0003;0,0018;-0,0002;0,0012
724,8;-0,0008;0,0007;0,0003;-0,0004;0,0019;-0,0003;0,0012
724,9;-0,0007;0,0006;0,0003;-0,0005;0,002;-0,0003;0,0013
725;-0,0008;0,0008;1,00E-04;-0,0003;0,0019;-0,0003;0,0012
725,1;-0,0007;0,0007;0,0002;-0,0005;0,002;-0,0004;0,0011
725,2;-0,0007;0,0006;0,0003;-0,0005;0,002;-0,0005;0,0011
725,3;-0,0006;0,0006;0,0003;-0,0005;0,002;-0,0005;0,001
725,4;-0,0007;0,0005;0,0004;-0,0006;0,002;-0,0005;0,0011
725,5;-0,0007;0,0004;0,0003;-0,0006;0,0019;-0,0005;0,001
725,6;-0,0009;0,0004;0,0001;-0,0005;0,0018;-0,0005;0,0009
725,7;-0,0009;0,0004;0,0001;-0,0005;0,0018;-0,0004;0,0009
725,8;-0,0009;0,0004;0;-0,0005;0,0017;-0,0004;0,0009
725,9;-0,0008;0,0004;0,0001;-0,0005;0,0018;-0,0003;0,001
726;-0,0009;0,0003;0;-0,0005;0,0018;-0,0004;0,001
726,1;-0,0008;0,0004;0;-0,0004;0,0018;-0,0003;0,001
726,2;-0,0009;0,0004;0;-0,0005;0,0018;-0,0004;0,0011
726,3;-0,0009;0,0005;-0,0001;-0,0006;0,0018;-0,0005;0,0011
726,4;-0,0007;0,0005;0,0001;-0,0006;0,0019;-0,0005;0,0012
726,5;-0,0007;0,0004;0,0001;-0,0006;0,0018;-0,0006;0,001
726,6;-0,0008;0,0005;-0,0001;-0,0005;0,0017;-0,0004;0,001
726,7;-0,0008;0,0005;0;-0,0004;0,0017;-0,0003;0,0009
726,8;-0,001;0,0006;-1,00E-04;-0,0004;0,0015;-0,0002;0,0007
726,9;-0,0009;0,0007;0;-0,0003;0,0017;0;0,0008
727;-0,0009;0,0008;0,0002;-0,0003;0,0017;0,0001;0,0008
727,1;-0,0009;0,0007;0,0002;-0,0004;0,0017;-1,00E-04;0,0008
727,2;-0,0009;0,0007;1,00E-04;-0,0005;0,0018;-0,0002;0,001
727,3;-0,001;0,0006;-0,0001;-0,0005;0,0018;-0,0003;0,0009
727,4;-0,001;0,0007;-0,0001;-0,0003;0,0018;-0,0002;0,0009
727,5;-0,001;0,0007;-1,00E-04;-0,0003;0,0017;-0,0001;0,0009
727,6;-0,001;0,0007;-0,0002;-0,0003;0,0016;0;0,0008
727,7;-0,001;0,0005;-0,0001;-0,0004;0,0016;-1,00E-04;0,0009
727,8;-0,0009;0,0005;-0,0002;-0,0006;0,0016;-0,0003;0,0009
727,9;-0,001;0,0006;-0,0003;-0,0005;0,0017;-0,0003;0,0008
728;-0,0009;0,0006;-0,0003;-0,0005;0,0017;-0,0003;0,0008
728,1;-0,0009;0,0007;-0,0003;-0,0005;0,0017;-0,0003;0,0009
728,2;-0,0011;0,0008;-0,0003;-0,0004;0,0017;0;0,0008
728,3;-0,0011;0,0007;-0,0003;-0,0006;0,0017;-1,00E-04;0,0009
728,4;-0,0011;0,0007;-0,0002;-0,0005;0,0017;-0,0002;0,0009
728,5;-0,0011;0,0008;-0,0002;-0,0005;0,0017;-0,0002;0,0009
728,6;-0,0011;0,0006;-0,0001;-0,0004;0,0016;-0,0004;0,0007
728,7;-0,001;0,0005;0,0001;-0,0004;0,0017;-0,0004;0,0008
728,8;-0,001;0,0004;0,0001;-0,0004;0,0017;-0,0004;0,0009
728,9;-0,0012;0,0003;0;-0,0004;0,0016;-0,0004;0,0009
729;-0,0011;0,0003;0;-0,0005;0,0017;-0,0005;0,0009
729,1;-0,0011;0,0003;-0,0001;-0,0005;0,0017;-0,0004;0,001
729,2;-0,0011;0,0004;-0,0002;-0,0005;0,0015;-0,0003;0,0009
729,3;-0,001;0,0004;-0,0002;-0,0006;0,0015;-0,0002;0,0009
729,4;-0,0011;0,0003;-0,0002;-0,0006;0,0014;-0,0003;0,0008
729,5;-0,0011;0,0002;-0,0003;-0,0007;0,0014;-0,0004;0,0007
729,6;-0,0011;0,0003;-0,0002;-0,0006;0,0015;-0,0004;0,0007
729,7;-0,0012;0,0003;-0,0003;-0,0007;0,0015;-0,0004;0,0006
729,8;-0,0013;0,0003;-0,0004;-0,0007;0,0015;-0,0005;0,0007
729,9;-0,0014;0,0004;-0,0004;-0,0007;0,0014;-0,0005;0,0006
730;-0,0014;0,0005;-0,0004;-0,0007;0,0015;-0,0004;0,0007
730,1;-0,0013;0,0004;-0,0004;-0,0007;0,0014;-0,0005;0,0008
730,2;-0,0013;0,0004;-0,0003;-0,0006;0,0014;-0,0004;0,0008
730,3;-0,0013;0,0003;-0,0003;-0,0006;0,0014;-0,0003;0,0009
730,4;-0,0013;0,0003;-0,0003;-0,0006;0,0014;-0,0003;0,0008
730,5;-0,0013;0,0003;-0,0004;-0,0006;0,0014;-0,0003;0,0007
730,6;-0,0012;0,0005;-0,0003;-0,0006;0,0016;-0,0003;0,0007
730,7;-0,0013;0,0005;-0,0003;-0,0007;0,0015;-0,0004;0,0007
730,8;-0,0011;0,0003;-0,0002;-0,0008;0,0014;-0,0005;0,0008
730,9;-0,0013;0,0003;-0,0002;-0,0008;0,0014;-0,0006;0,0008
731;-0,0012;0,0003;0;-0,0009;0,0016;-0,0006;0,001
731,1;-0,0012;0,0002;0;-0,0009;0,0016;-0,0005;0,0009
731,2;-0,0013;0,0003;0;-0,0009;0,0016;-0,0005;0,0008
731,3;-0,0013;0,0002;-0,0001;-0,0009;0,0016;-0,0006;0,0008
731,4;-0,0013;0,0001;-0,0002;-0,001;0,0015;-0,0007;0,0008
731,5;-0,0014;0,0001;-0,0003;-0,001;0,0014;-0,0008;0,0007
731,6;-0,0014;0;-0,0002;-0,001;0,0015;-0,0009;0,0008
731,7;-0,0013;0,0002;-0,0003;-0,001;0,0014;-0,0008;0,0008
731,8;-0,0014;0,0003;-0,0003;-0,0009;0,0014;-0,0007;0,0009
731,9;-0,0014;0,0003;-0,0004;-0,0009;0,0013;-0,0006;0,0008
732;-0,0014;0,0003;-0,0003;-0,0008;0,0013;-0,0006;0,0009
732,1;-0,0014;0,0001;-0,0001;-0,0009;0,0013;-0,0007;0,0009
732,2;-0,0015;0;-0,0002;-0,0009;0,0012;-0,0007;0,0008
732,3;-0,0014;1,00E-04;-0,0001;-0,0009;0,0013;-0,0006;0,0009
732,4;-0,0014;0,0002;-0,0001;-0,0009;0,0015;-0,0006;0,0009
732,5;-0,0015;0,0002;-0,0003;-0,001;0,0015;-0,0006;0,0008
732,6;-0,0016;0,0002;-0,0003;-0,001;0,0014;-0,0005;0,0007
732,7;-0,0016;0,0002;-0,0003;-0,001;0,0014;-0,0006;0,0006
732,8;-0,0016;0,0001;-0,0004;-0,0009;0,0011;-0,0006;0,0005
732,9;-0,0015;0,0002;-0,0002;-0,0009;0,0014;-0,0006;0,0007
733;-0,0014;0,0002;-0,0003;-0,0009;0,0013;-0,0007;0,0007
733,1;-0,0014;0,0002;-0,0004;-0,0008;0,0012;-0,0007;0,0007
733,2;-0,0013;0,0002;-0,0002;-0,0008;0,0014;-0,0007;0,0008
733,3;-0,0013;0,0002;-0,0003;-0,0007;0,0013;-0,0007;0,0007
733,4;-0,0014;0,0002;-0,0003;-0,0007;0,0013;-0,0007;0,0007
733,5;-0,0014;0,0002;-0,0003;-0,0009;0,0013;-0,0008;0,0007
733,6;-0,0015;1,00E-04;-0,0003;-0,0009;0,0014;-0,0008;0,0007
733,7;-0,0016;0;-0,0004;-0,0009;0,0013;-0,0007;0,0007
733,8;-0,0017;1,00E-04;-0,0004;-0,0009;0,0013;-0,0007;0,0007
733,9;-0,0017;1,00E-04;-0,0004;-0,001;0,0011;-0,0007;0,0007
734;-0,0017;0,0002;-0,0005;-0,001;0,001;-0,0007;0,0006
734,1;-0,0016;0,0003;-0,0003;-0,001;0,0012;-0,0007;0,0007
734,2;-0,0016;0,0002;-0,0003;-0,0009;0,0013;-0,0007;0,0006
734,3;-0,0015;0;-0,0004;-0,001;0,0014;-0,0008;0,0006
734,4;-0,0015;0,0002;-0,0002;-0,0009;0,0014;-0,0007;0,0006
734,5;-0,0016;0,0002;-0,0004;-0,001;0,0013;-0,0006;0,0006
734,6;-0,0016;0,0003;-0,0004;-0,0009;0,0012;-0,0006;0,0005
734,7;-0,0016;0,0003;-0,0003;-0,0009;0,0014;-0,0005;0,0005
734,8;-0,0014;0,0002;-0,0003;-0,0008;0,0014;-0,0006;0,0005
734,9;-0,0013;0,0001;-0,0002;-0,0008;0,0015;-0,0006;0,0005
735;-0,0014;0;-0,0002;-0,0008;0,0014;-0,0007;0,0004
735,1;-0,0013;-1,00E-04;-0,0002;-0,0009;0,0013;-0,0008;0,0006
735,2;-0,0013;0;-0,0002;-0,0009;0,0013;-0,0007;0,0006
735,3;-0,0013;1,00E-04;-0,0001;-0,0008;0,0014;-0,0006;0,0008
735,4;-0,0014;0,0001;-0,0002;-0,0009;0,0013;-0,0008;0,0008
735,5;-0,0015;0,0002;-0,0003;-0,0009;0,0013;-0,0008;0,0008
735,6;-0,0016;0,0002;-0,0005;-0,0009;0,0013;-0,0008;0,0007
735,7;-0,0016;0,0003;-0,0004;-0,0008;0,0012;-0,0007;0,0006
735,8;-0,0016;0,0003;-0,0005;-0,0009;0,0012;-0,0007;0,0006
735,9;-0,0015;0,0004;-0,0004;-0,0009;0,0013;-0,0007;0,0005
736;-0,0016;0,0003;-0,0005;-0,001;0,0013;-0,0007;0,0004
736,1;-0,0015;0,0002;-0,0005;-0,0011;0,0012;-0,0008;0,0006
736,2;-0,0014;0,0002;-0,0002;-0,001;0,0014;-0,0006;0,0007
736,3;-0,0015;0,0002;-0,0001;-0,0009;0,0014;-0,0004;0,0008
736,4;-0,0015;1,00E-04;-0,0001;-0,0009;0,0014;-0,0005;0,0008
736,5;-0,0015;1,00E-04;-0,0001;-0,0009;0,0014;-0,0005;0,0008
736,6;-0,0014;0,0002;-0,0002;-0,0009;0,0014;-0,0005;0,0008
736,7;-0,0015;1,00E-04;-0,0003;-0,0011;0,0013;-0,0007;0,0007
