wavelength;s1.4;s2.4;s3.4;s4.4;s5.4;s6.4;s7.4
341,7;0,018;0,017;0,0186;0,0102;0,0219;0,0093;0,0159
341,8;0,0174;0,0167;0,0184;0,01;0,0219;0,0093;0,0152
341,9;0,0174;0,0165;0,0182;0,0098;0,0221;0,0092;0,0151
342;0,0178;0,0167;0,0185;0,0101;0,0217;0,0092;0,0156
342,1;0,0174;0,0159;0,018;0,01;0,0207;0,0096;0,0156
342,2;0,0175;0,0157;0,0178;0,0094;0,0204;0,0096;0,0156
342,3;0,0179;0,0158;0,0179;0,0089;0,0206;0,0096;0,0157
342,4;0,0178;0,0154;0,0181;0,0083;0,0212;0,0093;0,0155
342,5;0,018;0,0157;0,0181;0,0079;0,0214;0,009;0,0153
342,6;0,0177;0,0149;0,0182;0,0078;0,0213;0,0086;0,0154
342,7;0,0174;0,0149;0,0183;0,008;0,021;0,0088;0,0157
342,8;0,0174;0,015;0,0181;0,0081;0,021;0,0087;0,0159
342,9;0,0166;0,0149;0,0176;0,0084;0,0205;0,0091;0,0151
343;0,0163;0,0153;0,0173;0,0084;0,0205;0,0091;0,0143
343,1;0,016;0,0153;0,0169;0,0087;0,0203;0,0091;0,014
343,2;0,0152;0,0146;0,0162;0,0082;0,0202;0,0087;0,0136
343,3;0,0154;0,0142;0,0168;0,0076;0,0207;0,0079;0,0144
343,4;0,0154;0,0137;0,0167;0,0073;0,0204;0,0077;0,0144
343,5;0,015;0,0135;0,0169;0,007;0,0204;0,0076;0,014
343,6;0,0149;0,0138;0,0166;0,0073;0,0199;0,0079;0,014
343,7;0,0149;0,0138;0,0164;0,0071;0,0198;0,008;0,0138
343,8;0,0155;0,0139;0,0167;0,0068;0,0204;0,0079;0,0144
343,9;0,0155;0,0138;0,0163;0,0067;0,02;0,0076;0,0145
344;0,0153;0,0138;0,0169;0,007;0,02;0,0076;0,0145
344,1;0,015;0,0139;0,0166;0,0077;0,0197;0,0078;0,0144
344,2;0,0144;0,0143;0,0163;0,0082;0,0193;0,0081;0,0145
344,3;0,0144;0,0145;0,0163;0,0081;0,0194;0,0079;0,0147
344,4;0,0152;0,0148;0,0161;0,0081;0,0195;0,008;0,0149
344,5;0,0152;0,0148;0,0161;0,0077;0,0197;0,0079;0,015
344,6;0,0154;0,0145;0,0165;0,0077;0,02;0,008;0,0151
344,7;0,0154;0,0141;0,0167;0,0077;0,0198;0,0083;0,0151
344,8;0,0144;0,014;0,0165;0,0081;0,0199;0,0081;0,0147
344,9;0,0141;0,0138;0,0165;0,008;0,0197;0,0077;0,0144
345;0,0137;0,0129;0,016;0,0074;0,0194;0,0068;0,0139
345,1;0,0138;0,0133;0,0165;0,0079;0,0196;0,007;0,0139
345,2;0,0145;0,0133;0,0161;0,0077;0,0193;0,0077;0,014
345,3;0,0144;0,0138;0,0161;0,0084;0,0194;0,0083;0,0142
345,4;0,0148;0,0143;0,0163;0,0086;0,0198;0,0092;0,0144
345,5;0,0145;0,0139;0,0157;0,0079;0,0196;0,0089;0,0143
345,6;0,0141;0,0135;0,0161;0,0075;0,0203;0,0085;0,0147
345,7;0,0143;0,0129;0,0161;0,0069;0,0203;0,0083;0,0145
345,8;0,0143;0,0129;0,0158;0,0071;0,0205;0,0082;0,0147
345,9;0,0146;0,013;0,0159;0,0074;0,0212;0,0081;0,0154
346;0,0146;0,0134;0,0159;0,008;0,0202;0,0087;0,0153
346,1;0,0149;0,0138;0,0162;0,0083;0,0205;0,0091;0,0157
346,2;0,0144;0,0139;0,0165;0,0083;0,02;0,0093;0,0151
346,3;0,014;0,0138;0,0162;0,0083;0,0197;0,0095;0,0145
346,4;0,0137;0,0136;0,0161;0,0081;0,0198;0,009;0,0142
346,5;0,0135;0,0132;0,0156;0,008;0,0195;0,0086;0,0142
346,6;0,0135;0,0131;0,0159;0,0078;0,0192;0,0083;0,0146
346,7;0,0138;0,0132;0,0162;0,0077;0,0189;0,008;0,0145
346,8;0,0141;0,0134;0,0164;0,0078;0,0195;0,0083;0,0149
346,9;0,0137;0,0133;0,0163;0,0073;0,0194;0,008;0,0146
347;0,0138;0,0136;0,0166;0,0075;0,02;0,0081;0,0147
347,1;0,0138;0,014;0,0168;0,0075;0,0204;0,0085;0,0146
347,2;0,0134;0,0145;0,017;0,008;0,0203;0,0084;0,0145
347,3;0,0134;0,0153;0,0173;0,0089;0,0205;0,0093;0,0147
347,4;0,0135;0,0154;0,0171;0,0091;0,0205;0,0095;0,0145
347,5;0,0137;0,015;0,0171;0,0092;0,0208;0,0092;0,0148
347,6;0,0141;0,0145;0,0168;0,0086;0,0205;0,0092;0,015
347,7;0,0147;0,0142;0,0169;0,0083;0,0207;0,0087;0,0151
347,8;0,0148;0,014;0,017;0,0082;0,0205;0,0091;0,0156
347,9;0,0149;0,0145;0,0166;0,0085;0,0204;0,0094;0,0159
348;0,015;0,0151;0,0166;0,0086;0,0206;0,01;0,0164
348,1;0,0147;0,0153;0,0167;0,009;0,0208;0,0105;0,0163
348,2;0,0153;0,0157;0,0169;0,0097;0,0212;0,0108;0,0165
348,3;0,0158;0,0163;0,0172;0,0105;0,0213;0,0117;0,0161
348,4;0,016;0,0162;0,0175;0,0106;0,0215;0,0113;0,0156
348,5;0,0159;0,0162;0,0179;0,0106;0,0211;0,011;0,0157
348,6;0,0156;0,0166;0,0183;0,0103;0,0213;0,0109;0,0159
348,7;0,0154;0,0161;0,0187;0,0099;0,0219;0,0106;0,0166
348,8;0,0152;0,0165;0,0187;0,0102;0,0219;0,0111;0,0164
348,9;0,0157;0,0167;0,0187;0,0104;0,0226;0,0112;0,0171
349;0,0156;0,0164;0,0177;0,0105;0,0222;0,0113;0,0168
349,1;0,0159;0,0166;0,0176;0,0109;0,0221;0,0116;0,0168
349,2;0,0162;0,0164;0,0178;0,0111;0,0223;0,0113;0,0173
349,3;0,0166;0,016;0,0179;0,0113;0,0226;0,0116;0,0171
349,4;0,0168;0,0162;0,019;0,0117;0,0236;0,0118;0,0175
349,5;0,0168;0,016;0,0196;0,0117;0,0234;0,0122;0,0176
349,6;0,017;0,0159;0,0197;0,0114;0,0235;0,0125;0,0178
349,7;0,0167;0,0166;0,02;0,0117;0,0229;0,0129;0,0178
349,8;0,0169;0,017;0,0195;0,0117;0,0226;0,0129;0,0178
349,9;0,0169;0,0176;0,0195;0,0117;0,0226;0,0127;0,0181
350;0,0168;0,0181;0,0195;0,0123;0,0229;0,0127;0,0187
350,1;0,017;0,0179;0,0195;0,0126;0,0232;0,0124;0,019
350,2;0,0168;0,0181;0,0195;0,0129;0,0232;0,0128;0,0188
350,3;0,0167;0,0183;0,0196;0,013;0,0236;0,0128;0,0185
350,4;0,0173;0,0181;0,0202;0,0125;0,0238;0,013;0,0181
350,5;0,0173;0,0188;0,0205;0,0126;0,0237;0,0132;0,0179
350,6;0,0174;0,0195;0,0209;0,0134;0,0245;0,0139;0,0183
350,7;0,0178;0,0194;0,0208;0,0137;0,0245;0,0143;0,0183
350,8;0,0179;0,0195;0,0212;0,0142;0,0249;0,0144;0,0189
350,9;0,0182;0,0195;0,0213;0,0139;0,0254;0,0147;0,0195
351;0,0188;0,0187;0,022;0,0133;0,0253;0,0142;0,0203
351,1;0,0194;0,0192;0,022;0,0137;0,0256;0,0144;0,0205
351,2;0,019;0,0199;0,0218;0,0141;0,0251;0,0149;0,02
351,3;0,0191;0,0203;0,0217;0,0148;0,0247;0,0151;0,0199
351,4;0,0194;0,0206;0,022;0,0148;0,0252;0,0146;0,0197
351,5;0,02;0,0202;0,0231;0,0143;0,0258;0,0145;0,0205
351,6;0,021;0,0203;0,0233;0,0143;0,0266;0,0142;0,0213
351,7;0,0217;0,0206;0,0237;0,0141;0,0274;0,0142;0,0219
351,8;0,0211;0,0213;0,0232;0,0146;0,0268;0,0154;0,0218
351,9;0,0214;0,0221;0,0232;0,0153;0,0269;0,0153;0,0219
352;0,0215;0,0226;0,0238;0,0163;0,0273;0,0159;0,0217
352,1;0,0212;0,0224;0,0242;0,0169;0,0278;0,0163;0,0215
352,2;0,0225;0,0228;0,0251;0,0175;0,0286;0,0167;0,0223
352,3;0,0225;0,0227;0,0249;0,0175;0,029;0,0168;0,0224
352,4;0,0223;0,0229;0,0248;0,0173;0,0287;0,017;0,0229
352,5;0,0227;0,0242;0,0249;0,0179;0,0285;0,0178;0,0229
352,6;0,0228;0,0243;0,0247;0,0177;0,0283;0,0177;0,0227
352,7;0,0231;0,0242;0,025;0,0177;0,028;0,0184;0,023
352,8;0,0235;0,0241;0,0252;0,0177;0,0285;0,0181;0,0232
352,9;0,0241;0,0234;0,0257;0,0173;0,0292;0,0176;0,0239
353;0,0245;0,0235;0,0267;0,0168;0,0302;0,0179;0,0246
353,1;0,0246;0,0246;0,0271;0,0177;0,0308;0,0182;0,0246
353,2;0,0254;0,0248;0,0277;0,0183;0,0314;0,0189;0,0258
353,3;0,0254;0,0254;0,0278;0,0192;0,0311;0,0192;0,0255
353,4;0,0259;0,0261;0,0275;0,0204;0,0308;0,0195;0,0255
353,5;0,0263;0,0257;0,0278;0,02;0,0308;0,0193;0,0255
353,6;0,0264;0,0259;0,0275;0,0201;0,0303;0,0192;0,0247
353,7;0,0269;0,0261;0,0271;0,0204;0,0303;0,0199;0,0252
353,8;0,027;0,0256;0,0273;0,02;0,0302;0,0198;0,0252
353,9;0,0274;0,0259;0,0277;0,0202;0,0305;0,0203;0,0258
354;0,0278;0,0262;0,028;0,0198;0,0311;0,0199;0,0261
354,1;0,0281;0,0269;0,0283;0,0194;0,0313;0,0198;0,0262
354,2;0,0283;0,0272;0,0279;0,0193;0,0318;0,0196;0,0266
354,3;0,0277;0,0276;0,0273;0,0194;0,0318;0,0195;0,0262
354,4;0,0277;0,0279;0,0274;0,0201;0,0318;0,0205;0,0259
354,5;0,027;0,0272;0,0272;0,0208;0,0317;0,0206;0,0254
354,6;0,0269;0,0276;0,028;0,0216;0,0319;0,0217;0,0253
354,7;0,0281;0,028;0,0289;0,0223;0,0325;0,0222;0,0261
354,8;0,029;0,028;0,0293;0,0224;0,0328;0,022;0,0273
354,9;0,0299;0,0283;0,0302;0,022;0,0333;0,0222;0,0277
355;0,0304;0,0286;0,0297;0,0221;0,0331;0,0216;0,0276
355,1;0,0304;0,0289;0,0294;0,0223;0,0328;0,0215;0,0271
355,2;0,0302;0,0291;0,0296;0,0226;0,0326;0,0216;0,0264
355,3;0,0305;0,0295;0,0295;0,0227;0,0327;0,0211;0,0264
355,4;0,0305;0,0296;0,0293;0,0231;0,0329;0,0215;0,0263
355,5;0,0312;0,0293;0,0299;0,0231;0,0331;0,0217;0,0263
355,6;0,0317;0,0295;0,0307;0,0232;0,0337;0,0216;0,0272
355,7;0,032;0,0295;0,0313;0,023;0,0345;0,0219;0,0278
355,8;0,0323;0,0298;0,0318;0,023;0,0342;0,0227;0,0279
355,9;0,0318;0,03;0,0313;0,0232;0,0341;0,0227;0,0283
356;0,0321;0,0301;0,0307;0,0234;0,0339;0,0232;0,0283
356,1;0,0319;0,0305;0,0301;0,0238;0,033;0,0235;0,028
356,2;0,0319;0,0298;0,0308;0,0235;0,0339;0,0231;0,0283
356,3;0,0325;0,0298;0,0307;0,0233;0,034;0,0227;0,0278
356,4;0,0327;0,0301;0,0312;0,0233;0,0342;0,0225;0,0275
356,5;0,0336;0,0298;0,0323;0,0236;0,0348;0,0224;0,0281
356,6;0,0345;0,0305;0,0319;0,0239;0,0345;0,0225;0,0286
356,7;0,0342;0,0308;0,0319;0,0238;0,0346;0,0227;0,0287
356,8;0,0346;0,0306;0,0316;0,0236;0,0347;0,0232;0,0286
356,9;0,0349;0,0311;0,031;0,024;0,0348;0,0236;0,0284
357;0,0345;0,0312;0,0317;0,0237;0,0353;0,0236;0,0283
357,1;0,0351;0,0312;0,0325;0,0244;0,0357;0,0242;0,029
357,2;0,0347;0,0316;0,0327;0,0248;0,0354;0,0242;0,0291
357,3;0,0347;0,0318;0,0329;0,0249;0,0347;0,0244;0,0289
357,4;0,0349;0,0323;0,033;0,0257;0,0343;0,0242;0,0287
357,5;0,0347;0,0323;0,0327;0,0257;0,034;0,0237;0,0286
357,6;0,0348;0,0324;0,0323;0,0258;0,0338;0,0236;0,0285
357,7;0,0342;0,032;0,0319;0,025;0,034;0,0234;0,0278
357,8;0,0349;0,032;0,0318;0,0242;0,0344;0,024;0,028
357,9;0,035;0,0321;0,0316;0,0239;0,0347;0,0245;0,0277
358;0,0354;0,0322;0,0323;0,0239;0,0355;0,0246;0,0281
358,1;0,0358;0,0324;0,0326;0,0247;0,0352;0,0247;0,0288
358,2;0,0356;0,0324;0,0322;0,0254;0,0348;0,0239;0,0285
358,3;0,0357;0,0324;0,0325;0,0257;0,0343;0,0237;0,029
358,4;0,0357;0,0325;0,0322;0,026;0,0341;0,0239;0,0287
358,5;0,0356;0,0326;0,0318;0,026;0,0342;0,0238;0,0289
358,6;0,0355;0,0325;0,0323;0,0258;0,0345;0,024;0,0289
358,7;0,0352;0,0329;0,0323;0,0256;0,0348;0,0242;0,0285
358,8;0,0358;0,0329;0,033;0,0252;0,0351;0,0243;0,029
358,9;0,0356;0,0323;0,0328;0,0249;0,0351;0,024;0,0284
359;0,0351;0,0322;0,0322;0,0245;0,0346;0,0238;0,028
359,1;0,0354;0,0313;0,0322;0,0238;0,0347;0,0231;0,028
359,2;0,0338;0,0309;0,0311;0,0238;0,0341;0,0229;0,0273
359,3;0,0337;0,0304;0,0312;0,0235;0,0342;0,0228;0,0274
359,4;0,0333;0,0304;0,0308;0,0241;0,034;0,023;0,0273
359,5;0,0334;0,0306;0,0303;0,0244;0,0332;0,0228;0,0271
359,6;0,0338;0,0299;0,0306;0,0237;0,0327;0,0221;0,0267
359,7;0,0337;0,0307;0,0303;0,0235;0,0325;0,0219;0,0263
359,8;0,034;0,0306;0,0306;0,0231;0,0327;0,0219;0,0265
359,9;0,0336;0,0305;0,0306;0,0228;0,0328;0,0221;0,0262
360;0,0338;0,0309;0,0301;0,0231;0,0327;0,022;0,0263
360,1;0,0338;0,0303;0,0301;0,0229;0,0323;0,022;0,0264
360,2;0,0338;0,03;0,0301;0,0226;0,032;0,0217;0,0262
360,3;0,0337;0,0294;0,0298;0,0224;0,0319;0,0214;0,0262
360,4;0,0333;0,0293;0,0299;0,0226;0,0321;0,0216;0,0263
360,5;0,0331;0,0292;0,0299;0,0224;0,032;0,0214;0,0263
360,6;0,033;0,0293;0,0301;0,0225;0,0323;0,0215;0,0264
360,7;0,0324;0,0295;0,0297;0,0225;0,0317;0,0215;0,0261
360,8;0,0325;0,0293;0,0297;0,0222;0,0317;0,0212;0,026
360,9;0,0324;0,0289;0,0293;0,022;0,0316;0,0209;0,0257
361;0,0321;0,0288;0,0287;0,0217;0,0313;0,0206;0,0254
361,1;0,0323;0,0287;0,0288;0,0214;0,0314;0,0205;0,0253
361,2;0,0321;0,0287;0,0286;0,0211;0,0313;0,0204;0,0249
361,3;0,032;0,0285;0,0285;0,021;0,031;0,0204;0,0246
361,4;0,032;0,0281;0,0287;0,0208;0,0308;0,0202;0,0245
361,5;0,0317;0,0277;0,0282;0,0205;0,0305;0,02;0,0244
361,6;0,0316;0,0273;0,0281;0,0205;0,03;0,0197;0,0244
361,7;0,0312;0,0271;0,0282;0,0204;0,0301;0,0194;0,0245
361,8;0,031;0,0271;0,028;0,0203;0,0298;0,0193;0,0244
361,9;0,0307;0,0268;0,028;0,0202;0,0297;0,0191;0,0242
362;0,0302;0,0269;0,0275;0,02;0,0295;0,0191;0,0238
362,1;0,0302;0,027;0,0272;0,0197;0,0293;0,0191;0,0238
362,2;0,0298;0,0268;0,0269;0,0194;0,0293;0,0187;0,0234
362,3;0,0298;0,0266;0,0268;0,0193;0,0292;0,0183;0,0233
362,4;0,0297;0,0265;0,0267;0,0194;0,0291;0,0183;0,0231
362,5;0,0293;0,0264;0,0263;0,0194;0,0288;0,018;0,0228
362,6;0,0294;0,0262;0,0262;0,0191;0,0287;0,018;0,0228
362,7;0,0294;0,0259;0,026;0,0187;0,0285;0,018;0,0228
362,8;0,0291;0,0255;0,0257;0,0182;0,028;0,0177;0,0225
362,9;0,0289;0,0252;0,0257;0,018;0,0279;0,0177;0,0222
363;0,0285;0,0253;0,0253;0,0183;0,0277;0,0176;0,0219
363,1;0,0281;0,0251;0,0251;0,0182;0,0273;0,0173;0,0216
363,2;0,0281;0,0249;0,0251;0,018;0,0273;0,017;0,0215
363,3;0,0278;0,0245;0,0247;0,0178;0,0269;0,0166;0,0212
363,4;0,0272;0,0242;0,0243;0,0174;0,0265;0,0166;0,0209
363,5;0,0268;0,0238;0,0239;0,0171;0,0262;0,0163;0,0205
363,6;0,0265;0,0236;0,0236;0,0169;0,0261;0,016;0,0204
363,7;0,0261;0,0235;0,0233;0,0165;0,0258;0,0157;0,0202
363,8;0,026;0,023;0,0232;0,0162;0,0258;0,0154;0,0201
363,9;0,0256;0,0229;0,0231;0,016;0,0255;0,0153;0,0199
364;0,0254;0,0227;0,0229;0,0158;0,0252;0,0152;0,0195
364,1;0,0254;0,0223;0,0226;0,0155;0,025;0,015;0,0193
364,2;0,0253;0,0223;0,0226;0,0153;0,0249;0,0149;0,0191
364,3;0,0251;0,0218;0,022;0,0152;0,0247;0,0147;0,0188
364,4;0,0248;0,0214;0,0217;0,0148;0,0246;0,0141;0,0187
364,5;0,0243;0,0212;0,0217;0,0146;0,0244;0,0138;0,0185
364,6;0,0241;0,0209;0,0215;0,0138;0,024;0,0125;0,0187
364,7;0,0237;0,0207;0,0214;0,0135;0,0238;0,0124;0,0183
364,8;0,0236;0,0203;0,0213;0,0134;0,0238;0,0124;0,0183
364,9;0,0231;0,0199;0,0207;0,0129;0,0234;0,0121;0,0178
365;0,0226;0,0196;0,02;0,0127;0,0229;0,0125;0,0169
365,1;0,0222;0,0195;0,0198;0,0124;0,0227;0,012;0,0168
365,2;0,0217;0,0193;0,0193;0,0121;0,0222;0,0116;0,0162
365,3;0,0215;0,0189;0,0189;0,012;0,0218;0,0113;0,016
365,4;0,0213;0,0185;0,0188;0,012;0,022;0,0113;0,0159
365,5;0,0212;0,0184;0,0185;0,0116;0,0215;0,0111;0,0156
365,6;0,0207;0,018;0,0182;0,0112;0,0213;0,011;0,0153
365,7;0,0204;0,0178;0,0182;0,0109;0,0209;0,0108;0,015
365,8;0,0196;0,0174;0,0175;0,0106;0,02;0,0106;0,0144
365,9;0,0191;0,0171;0,0174;0,0105;0,0195;0,0102;0,0143
366;0,0186;0,0168;0,017;0,0102;0,0191;0,0099;0,0142
366,1;0,0181;0,0162;0,0168;0,0099;0,0187;0,0096;0,0139
366,2;0,0176;0,0158;0,0169;0,0098;0,0186;0,0093;0,014
366,3;0,0174;0,0151;0,0166;0,0095;0,0187;0,0091;0,014
366,4;0,0172;0,0153;0,0162;0,0094;0,0183;0,009;0,0135
366,5;0,0169;0,015;0,0157;0,0091;0,0184;0,0088;0,0133
366,6;0,0168;0,0148;0,0155;0,0088;0,0183;0,0084;0,0131
366,7;0,0163;0,0145;0,0151;0,0086;0,018;0,008;0,0129
366,8;0,0161;0,014;0,0151;0,0082;0,0179;0,0077;0,0128
366,9;0,0158;0,014;0,0149;0,0078;0,0175;0,0073;0,0128
367;0,0156;0,0138;0,0145;0,0075;0,0175;0,0073;0,0126
367,1;0,0151;0,0137;0,0141;0,0071;0,0172;0,0072;0,0121
367,2;0,0145;0,0134;0,0137;0,0072;0,017;0,007;0,0121
367,3;0,014;0,0132;0,0135;0,0072;0,0166;0,0069;0,0116
367,4;0,0134;0,0126;0,0131;0,0069;0,0164;0,0065;0,0114
367,5;0,013;0,0126;0,0129;0,007;0,016;0,0066;0,0111
367,6;0,013;0,0122;0,0129;0,0064;0,0161;0,0062;0,0112
367,7;0,0126;0,0119;0,0126;0,006;0,0159;0,0063;0,011
367,8;0,0124;0,0115;0,0126;0,0057;0,0157;0,006;0,011
367,9;0,0123;0,0111;0,0124;0,0056;0,0156;0,0057;0,0108
368;0,0117;0,011;0,0121;0,0054;0,0151;0,0057;0,0104
368,1;0,0115;0,0108;0,0119;0,0056;0,015;0,0057;0,0103
368,2;0,0112;0,0107;0,0118;0,0054;0,0149;0,0056;0,0102
368,3;0,0108;0,0105;0,0117;0,0051;0,0147;0,0055;0,0099
368,4;0,0106;0,0106;0,0115;0,0052;0,0146;0,0056;0,0098
368,5;0,0106;0,0105;0,0115;0,005;0,0147;0,0057;0,0098
368,6;0,0101;0,0104;0,0113;0,005;0,0142;0,0056;0,0094
368,7;0,0101;0,0103;0,0111;0,0048;0,0142;0,0054;0,0096
368,8;0,0099;0,0098;0,011;0,0046;0,0141;0,0053;0,0096
368,9;0,0097;0,0096;0,0108;0,0044;0,0142;0,0051;0,0094
369;0,0095;0,0095;0,0106;0,0043;0,0141;0,0052;0,0094
369,1;0,0093;0,0093;0,0104;0,0042;0,0139;0,0049;0,0092
369,2;0,0091;0,0091;0,0102;0,004;0,0139;0,0045;0,009
369,3;0,0087;0,0091;0,0101;0,0039;0,0134;0,0044;0,0091
369,4;0,0088;0,0086;0,0103;0,0039;0,0139;0,0041;0,0091
369,5;0,0083;0,0086;0,0103;0,0039;0,0136;0,004;0,009
369,6;0,0083;0,0086;0,0102;0,0039;0,0137;0,0042;0,009
369,7;0,008;0,0087;0,01;0,0039;0,0136;0,0041;0,0089
369,8;0,0079;0,0086;0,0096;0,0035;0,0133;0,0041;0,0088
369,9;0,0078;0,0086;0,0097;0,0034;0,0132;0,0042;0,0086
370;0,0077;0,0086;0,0098;0,0034;0,013;0,004;0,0089
370,1;0,0073;0,0084;0,0096;0,0035;0,0128;0,0042;0,0087
370,2;0,0071;0,0085;0,0097;0,0035;0,0125;0,004;0,0085
370,3;0,0072;0,0082;0,0095;0,0034;0,0124;0,0039;0,0086
370,4;0,0068;0,0081;0,0093;0,0032;0,0122;0,0038;0,0084
370,5;0,007;0,0082;0,0092;0,0031;0,0123;0,0038;0,0083
370,6;0,0067;0,008;0,0092;0,0028;0,0125;0,0038;0,0084
370,7;0,007;0,0078;0,0092;0,0028;0,0127;0,0036;0,0083
370,8;0,0069;0,0077;0,0092;0,0031;0,0128;0,0037;0,0081
370,9;0,0071;0,0077;0,0094;0,003;0,0129;0,0035;0,0083
371;0,0069;0,0077;0,0094;0,0034;0,0128;0,0037;0,0082
371,1;0,0066;0,0077;0,0093;0,0032;0,0126;0,0036;0,0083
371,2;0,0063;0,0079;0,009;0,0031;0,0124;0,0037;0,0083
371,3;0,0058;0,0078;0,0088;0,003;0,0122;0,0037;0,0082
371,4;0,0059;0,0077;0,0085;0,0027;0,0122;0,0034;0,0081
371,5;0,0055;0,0074;0,0084;0,0026;0,012;0,0034;0,0078
371,6;0,0057;0,0071;0,0085;0,0025;0,0122;0,0033;0,0079
371,7;0,0058;0,007;0,0086;0,0027;0,0121;0,0034;0,008
371,8;0,0058;0,0069;0,0086;0,0028;0,0119;0,0034;0,0079
371,9;0,0059;0,007;0,0086;0,0028;0,012;0,0033;0,0082
372;0,0055;0,0071;0,0086;0,0026;0,0118;0,003;0,0078
372,1;0,0057;0,0071;0,0086;0,0026;0,012;0,0029;0,0077
372,2;0,0056;0,007;0,0087;0,0024;0,0121;0,0026;0,0075
372,3;0,0058;0,0073;0,0085;0,0027;0,0121;0,003;0,0075
372,4;0,0054;0,0073;0,0084;0,0029;0,0116;0,0031;0,0072
372,5;0,0054;0,0074;0,0083;0,003;0,0115;0,0034;0,0074
372,6;0,0054;0,0072;0,0083;0,0032;0,0112;0,0036;0,0076
372,7;0,0055;0,0072;0,0086;0,0031;0,0116;0,0035;0,0077
372,8;0,0055;0,0072;0,0084;0,0029;0,0116;0,0035;0,0078
372,9;0,0052;0,0072;0,0083;0,0027;0,0115;0,0033;0,0077
373;0,005;0,0072;0,0082;0,0027;0,0114;0,0033;0,0077
373,1;0,0049;0,0071;0,008;0,0023;0,0114;0,0029;0,0078
373,2;0,0049;0,007;0,0079;0,0024;0,0116;0,003;0,0079
373,3;0,0049;0,0069;0,008;0,0022;0,0119;0,0027;0,0079
373,4;0,005;0,0069;0,008;0,0022;0,0119;0,0029;0,0078
373,5;0,0049;0,0069;0,0081;0,0025;0,0118;0,0032;0,0074
373,6;0,0049;0,0069;0,0081;0,0025;0,0118;0,0031;0,0075
373,7;0,005;0,0068;0,0081;0,0026;0,0116;0,0033;0,0075
373,8;0,005;0,0069;0,0082;0,0024;0,0117;0,0031;0,0074
373,9;0,005;0,0067;0,0081;0,0021;0,0114;0,0028;0,0076
374;0,0051;0,0066;0,0083;0,0021;0,0116;0,0027;0,0075
374,1;0,0052;0,0065;0,0084;0,0021;0,0118;0,0027;0,0077
374,2;0,005;0,0066;0,0087;0,002;0,0119;0,0027;0,0077
374,3;0,005;0,0065;0,0086;0,0022;0,0119;0,0029;0,0077
374,4;0,0047;0,0064;0,0082;0,002;0,0116;0,0028;0,0074
374,5;0,0046;0,0065;0,0081;0,002;0,0114;0,0029;0,0072
374,6;0,0044;0,0066;0,0077;0,0024;0,0112;0,003;0,0071
374,7;0,0045;0,007;0,0079;0,0024;0,0114;0,0032;0,0071
374,8;0,0044;0,007;0,008;0,0026;0,0114;0,0031;0,0072
374,9;0,0047;0,0069;0,0082;0,0024;0,0117;0,0031;0,0074
375;0,0051;0,0067;0,0083;0,0023;0,0117;0,0029;0,0077
375,1;0,0049;0,0066;0,0082;0,0022;0,0119;0,0028;0,0077
375,2;0,0051;0,0064;0,0081;0,0022;0,0117;0,0028;0,0076
375,3;0,0048;0,0065;0,0077;0,0022;0,0115;0,0026;0,0073
375,4;0,0048;0,0065;0,0077;0,0022;0,0114;0,0027;0,0073
375,5;0,0049;0,0064;0,0078;0,002;0,0114;0,0029;0,0074
375,6;0,0051;0,0065;0,0078;0,0018;0,0114;0,003;0,0075
375,7;0,0049;0,0065;0,0081;0,002;0,0112;0,0032;0,0076
375,8;0,005;0,0065;0,0083;0,0018;0,0114;0,0032;0,0076
375,9;0,0051;0,0064;0,0081;0,0021;0,0113;0,003;0,0076
376;0,0047;0,0064;0,008;0,002;0,0113;0,0028;0,0075
376,1;0,0049;0,0063;0,0076;0,0019;0,0113;0,0027;0,0074
376,2;0,0047;0,0065;0,0076;0,0019;0,0112;0,0027;0,0072
376,3;0,0046;0,0064;0,0078;0,0019;0,0112;0,0028;0,0072
376,4;0,0045;0,0065;0,0079;0,0019;0,0114;0,0029;0,0072
376,5;0,0044;0,0066;0,0081;0,0021;0,0114;0,0031;0,0074
376,6;0,0043;0,0064;0,008;0,0022;0,0113;0,0029;0,0073
376,7;0,0045;0,0065;0,0078;0,0019;0,0113;0,0028;0,0073
376,8;0,0045;0,0065;0,0077;0,002;0,0112;0,0028;0,0072
376,9;0,0044;0,0061;0,0075;0,0017;0,0114;0,0027;0,0071
377;0,0046;0,0063;0,0076;0,0019;0,0115;0,0028;0,0072
377,1;0,0045;0,0061;0,0077;0,002;0,0116;0,0029;0,0072
377,2;0,0046;0,006;0,0078;0,0019;0,0116;0,0028;0,0073
377,3;0,0046;0,0062;0,008;0,002;0,0117;0,0028;0,0074
377,4;0,0046;0,0062;0,0079;0,0019;0,0116;0,0029;0,0074
377,5;0,0044;0,0064;0,0078;0,0019;0,0113;0,0029;0,0072
377,6;0,0044;0,0065;0,0076;0,0021;0,0112;0,0032;0,0071
377,7;0,0044;0,0064;0,0076;0,002;0,0111;0,003;0,007
377,8;0,0045;0,0065;0,0076;0,002;0,0112;0,0031;0,0072
377,9;0,0048;0,0066;0,0077;0,0021;0,0114;0,0029;0,0074
378;0,0048;0,0065;0,0078;0,0021;0,0112;0,0029;0,0075
378,1;0,0049;0,0067;0,0078;0,0025;0,0114;0,003;0,0077
378,2;0,0046;0,0064;0,0075;0,0023;0,0112;0,0028;0,0073
