wavelength;s1.3;s2.3;s3.3;s4.3;s5.3;s6.3;hcl
361,8;0,0478;0,0594;0,0223;0,0327;0,015;0,0115;0,0016
361,9;0,0476;0,0592;0,0221;0,0324;0,0152;0,0115;0,0017
362;0,0472;0,059;0,0221;0,0323;0,0152;0,0118;0,0016
362,1;0,0468;0,0583;0,0219;0,0321;0,0152;0,0117;0,0016
362,2;0,0465;0,0582;0,0219;0,0321;0,0152;0,0118;0,0014
362,3;0,0461;0,0577;0,0216;0,032;0,015;0,0119;0,0012
362,4;0,0461;0,0575;0,0216;0,0319;0,0153;0,0118;0,0015
362,5;0,0459;0,0573;0,0215;0,0316;0,0153;0,012;0,0015
362,6;0,0459;0,0567;0,0213;0,0312;0,0156;0,0119;0,0018
362,7;0,0454;0,0561;0,0211;0,0308;0,0157;0,0115;0,0019
362,8;0,045;0,0554;0,0211;0,0303;0,0157;0,0113;0,0021
362,9;0,0444;0,0549;0,0208;0,0301;0,0155;0,0112;0,002
363;0,0439;0,0543;0,0207;0,03;0,0154;0,0113;0,0018
363,1;0,0436;0,0542;0,0208;0,03;0,0152;0,0116;0,0016
363,2;0,0432;0,0538;0,0206;0,0297;0,0153;0,0115;0,0017
363,3;0,0427;0,0534;0,0203;0,0294;0,0155;0,0113;0,0017
363,4;0,0425;0,0532;0,02;0,0291;0,0156;0,011;0,0018
363,5;0,0421;0,0525;0,0195;0,0285;0,0157;0,0105;0,0021
363,6;0,0415;0,0522;0,0192;0,0285;0,0156;0,0108;0,0018
363,7;0,0412;0,0519;0,019;0,0285;0,0155;0,0111;0,0017
363,8;0,0403;0,0512;0,0186;0,0284;0,0153;0,0111;0,0017
363,9;0,0401;0,0507;0,0185;0,0282;0,0154;0,0117;0,0017
364;0,0398;0,0503;0,0183;0,0278;0,0153;0,0117;0,0017
364,1;0,0394;0,0498;0,0181;0,0275;0,0153;0,0115;0,0018
364,2;0,0389;0,0495;0,0179;0,0272;0,0152;0,0117;0,0016
364,3;0,0383;0,049;0,0177;0,0269;0,0152;0,0113;0,0017
364,4;0,0377;0,0482;0,0175;0,0266;0,0151;0,0111;0,0019
364,5;0,0372;0,0476;0,0171;0,0265;0,0148;0,0112;0,0017
364,6;0,0374;0,0474;0,017;0,0267;0,0148;0,0119;0,0012
364,7;0,0368;0,0467;0,0165;0,0263;0,0148;0,0117;0,0012
364,8;0,0364;0,0462;0,0164;0,0263;0,0148;0,012;0,001
364,9;0,036;0,0458;0,0162;0,0259;0,0153;0,0118;0,0012
365;0,0348;0,0446;0,0159;0,025;0,0153;0,011;0,0019
365,1;0,0345;0,0441;0,0158;0,0249;0,0152;0,0113;0,0018
365,2;0,0339;0,0435;0,0157;0,0244;0,0153;0,011;0,0021
365,3;0,0333;0,043;0,0155;0,0239;0,0151;0,0113;0,0019
365,4;0,0327;0,0424;0,0152;0,0235;0,0153;0,0112;0,0018
365,5;0,0322;0,0421;0,0148;0,0236;0,0154;0,0117;0,0016
365,6;0,0315;0,0413;0,0145;0,0231;0,0155;0,0115;0,0016
365,7;0,0309;0,0405;0,0143;0,0229;0,0155;0,0114;0,0017
365,8;0,0304;0,04;0,0139;0,0228;0,0155;0,0115;0,0015
365,9;0,0294;0,0388;0,0138;0,0221;0,0151;0,0112;0,0017
366;0,0289;0,0382;0,0133;0,0218;0,015;0,011;0,0017
366,1;0,0282;0,0377;0,0128;0,0221;0,0149;0,0111;0,0015
366,2;0,0277;0,037;0,0125;0,0217;0,0148;0,0109;0,0016
366,3;0,0274;0,0363;0,0121;0,0217;0,0151;0,0108;0,0016
366,4;0,0267;0,0358;0,0118;0,0215;0,0151;0,0112;0,0014
366,5;0,0262;0,035;0,0116;0,0209;0,0152;0,011;0,0016
366,6;0,0258;0,0347;0,0117;0,0207;0,0151;0,0114;0,0014
366,7;0,0254;0,034;0,0116;0,0201;0,0151;0,0111;0,0015
366,8;0,0248;0,0335;0,0116;0,02;0,015;0,011;0,0015
366,9;0,0242;0,0329;0,0112;0,0198;0,015;0,011;0,0014
367;0,0234;0,0322;0,0109;0,0199;0,0151;0,011;0,0015
367,1;0,023;0,0321;0,0109;0,0199;0,0151;0,0115;0,0013
367,2;0,0228;0,0315;0,0109;0,0195;0,0153;0,0116;0,0014
367,3;0,0223;0,031;0,0112;0,019;0,0154;0,0116;0,0017
367,4;0,0221;0,0307;0,0109;0,0188;0,0153;0,0114;0,0016
367,5;0,0214;0,0303;0,0107;0,0188;0,0151;0,0114;0,0015
367,6;0,0211;0,0299;0,0103;0,0188;0,0151;0,0113;0,0015
367,7;0,0207;0,0298;0,0099;0,0189;0,015;0,0115;0,0012
367,8;0,0205;0,029;0,0097;0,0184;0,0153;0,0114;0,0014
367,9;0,0201;0,0284;0,0095;0,0181;0,0154;0,0113;0,0015
368;0,0196;0,028;0,0093;0,0179;0,0154;0,0111;0,0017
368,1;0,0195;0,0274;0,0094;0,0178;0,0153;0,0109;0,0017
368,2;0,0188;0,0271;0,0093;0,0181;0,015;0,0111;0,0014
368,3;0,0187;0,0269;0,0094;0,0182;0,0151;0,0112;0,0014
368,4;0,0182;0,0266;0,0094;0,018;0,0151;0,0113;0,0013
368,5;0,0179;0,0261;0,0092;0,0177;0,0151;0,0113;0,0015
368,6;0,0179;0,0262;0,0091;0,0175;0,0151;0,0113;0,0015
368,7;0,0176;0,0258;0,0089;0,0171;0,0152;0,0112;0,0016
368,8;0,0174;0,0254;0,0089;0,0169;0,0152;0,011;0,0018
368,9;0,0171;0,0255;0,0084;0,017;0,0153;0,0114;0,0015
369;0,0166;0,0252;0,0084;0,0168;0,0152;0,0113;0,0014
369,1;0,016;0,0252;0,0082;0,017;0,015;0,0116;0,0011
369,2;0,0158;0,0251;0,008;0,0168;0,0148;0,0118;0,0008
369,3;0,0155;0,0247;0,0081;0,0167;0,0147;0,0117;0,0009
369,4;0,0155;0,0246;0,0083;0,0167;0,0148;0,0119;0,0009
369,5;0,0155;0,0238;0,0081;0,0163;0,0149;0,0114;0,0013
369,6;0,0153;0,0234;0,008;0,0163;0,015;0,0114;0,0013
369,7;0,0151;0,0231;0,0081;0,0162;0,015;0,0112;0,0014
369,8;0,0151;0,0227;0,008;0,0159;0,0151;0,0109;0,0017
369,9;0,0152;0,0227;0,0081;0,0159;0,0149;0,0111;0,0016
370;0,0149;0,0227;0,0078;0,0158;0,0149;0,0109;0,0015
370,1;0,0147;0,0222;0,0076;0,0156;0,0147;0,011;0,0014
370,2;0,0145;0,0219;0,0075;0,0156;0,0147;0,0109;0,0015
370,3;0,0144;0,0217;0,0075;0,0155;0,0147;0,011;0,0014
370,4;0,0143;0,0215;0,0075;0,0155;0,0148;0,011;0,0014
370,5;0,0142;0,0217;0,0075;0,0155;0,0149;0,0112;0,0013
370,6;0,0141;0,0215;0,0073;0,0153;0,0148;0,0113;0,0013
370,7;0,0138;0,0216;0,0073;0,0154;0,0147;0,0113;0,001
370,8;0,0138;0,0213;0,0074;0,0153;0,0146;0,0113;0,0011
370,9;0,0136;0,0214;0,0073;0,0155;0,0149;0,0112;0,001
371;0,0137;0,0212;0,0077;0,0154;0,015;0,0113;0,0011
371,1;0,0136;0,0212;0,0075;0,0155;0,015;0,0112;0,0011
371,2;0,0135;0,0211;0,0078;0,0152;0,0149;0,0114;0,0012
371,3;0,0134;0,021;0,0076;0,0152;0,0149;0,0114;0,0012
371,4;0,0131;0,021;0,0075;0,0152;0,0148;0,0114;0,0011
371,5;0,0129;0,0206;0,0074;0,015;0,0149;0,0114;0,0012
371,6;0,0127;0,0203;0,0072;0,0148;0,0151;0,0111;0,0013
371,7;0,0126;0,0199;0,0073;0,0146;0,0152;0,0111;0,0015
371,8;0,0125;0,0196;0,0071;0,0145;0,0151;0,011;0,0015
371,9;0,0126;0,0194;0,007;0,0145;0,0151;0,0111;0,0016
372;0,0125;0,0193;0,007;0,0146;0,0152;0,0111;0,0016
372,1;0,0124;0,019;0,0068;0,0143;0,0148;0,0109;0,0017
372,2;0,0125;0,0191;0,0067;0,0145;0,0152;0,011;0,0016
372,3;0,0123;0,0192;0,0068;0,0145;0,015;0,0112;0,0014
372,4;0,0125;0,0194;0,0067;0,0147;0,0151;0,0114;0,0013
372,5;0,0124;0,0193;0,0067;0,0146;0,015;0,0114;0,0013
372,6;0,0123;0,019;0,0068;0,0143;0,0148;0,0114;0,0014
372,7;0,0122;0,019;0,0068;0,0142;0,015;0,0111;0,0014
372,8;0,0123;0,0189;0,0069;0,014;0,0149;0,011;0,0015
372,9;0,0122;0,019;0,0068;0,0141;0,0151;0,0109;0,0015
373;0,0123;0,0191;0,0069;0,0143;0,0151;0,0112;0,0014
373,1;0,012;0,019;0,0067;0,0142;0,0151;0,0112;0,0014
373,2;0,0119;0,0189;0,0068;0,0142;0,015;0,0109;0,0014
373,3;0,0118;0,0187;0,0066;0,014;0,0147;0,0109;0,0013
373,4;0,0117;0,0183;0,0066;0,0137;0,0146;0,0106;0,0014
373,5;0,0118;0,0183;0,0066;0,014;0,0145;0,0108;0,0013
373,6;0,0117;0,0182;0,0067;0,0139;0,0145;0,0109;0,0014
373,7;0,0117;0,0183;0,0068;0,0142;0,0146;0,0112;0,0013
373,8;0,0117;0,0183;0,0066;0,0143;0,0146;0,011;0,0013
373,9;0,0117;0,0181;0,0065;0,0142;0,0146;0,0109;0,0013
374;0,0117;0,0178;0,0062;0,0139;0,0145;0,0108;0,0013
374,1;0,0116;0,0176;0,0063;0,0136;0,0144;0,0105;0,0014
374,2;0,0116;0,018;0,0063;0,0137;0,0143;0,0106;0,0011
374,3;0,0118;0,0179;0,0066;0,0134;0,0145;0,0103;0,0015
374,4;0,0117;0,0179;0,0067;0,0137;0,0144;0,0105;0,0013
374,5;0,0118;0,018;0,0069;0,0138;0,0146;0,0105;0,0014
374,6;0,012;0,0178;0,0068;0,0139;0,0148;0,0106;0,0015
374,7;0,0118;0,018;0,0066;0,014;0,0146;0,0109;0,0012
374,8;0,0113;0,0179;0,0064;0,014;0,0145;0,0107;0,0011
374,9;0,0115;0,0179;0,0064;0,014;0,0146;0,0109;0,001
375;0,0112;0,0179;0,0065;0,0138;0,0144;0,0108;0,0009
375,1;0,0113;0,0177;0,0067;0,0138;0,0144;0,0109;0,0009
375,2;0,0116;0,0179;0,0069;0,0136;0,0145;0,0111;0,001
375,3;0,0113;0,0178;0,0067;0,0136;0,0142;0,0111;0,0008
375,4;0,0118;0,0178;0,0067;0,0135;0,0147;0,0112;0,0011
375,5;0,0118;0,0177;0,0063;0,0135;0,0146;0,011;0,0011
375,6;0,0116;0,0176;0,0063;0,0134;0,0144;0,011;0,001
375,7;0,0115;0,0173;0,006;0,0133;0,0144;0,0109;0,001
375,8;0,0111;0,0173;0,006;0,0134;0,0143;0,0111;0,0008
375,9;0,0111;0,0173;0,0061;0,0134;0,0145;0,0111;0,0009
376;0,0114;0,0171;0,0063;0,0134;0,0148;0,0109;0,0011
376,1;0,0115;0,0171;0,0064;0,0136;0,0149;0,011;0,0013
376,2;0,0115;0,0168;0,0063;0,0133;0,0147;0,0106;0,0015
376,3;0,0115;0,0169;0,0065;0,0132;0,0148;0,0107;0,0015
376,4;0,0114;0,0169;0,0064;0,0133;0,0144;0,0108;0,0014
376,5;0,0115;0,0171;0,0065;0,0133;0,0143;0,0109;0,0012
376,6;0,0115;0,017;0,0062;0,0133;0,0142;0,0108;0,0011
376,7;0,0118;0,0171;0,0063;0,0133;0,0145;0,0108;0,0012
376,8;0,0116;0,017;0,0062;0,0132;0,0146;0,0108;0,0012
376,9;0,0115;0,017;0,0063;0,0133;0,0146;0,0108;0,001
377;0,0113;0,017;0,0064;0,0133;0,0146;0,0108;0,001
377,1;0,0113;0,0169;0,0063;0,0133;0,0144;0,0108;0,0009
377,2;0,0112;0,0169;0,0059;0,0133;0,0143;0,0109;0,0008
377,3;0,0115;0,0169;0,0061;0,0132;0,0144;0,0108;0,0011
377,4;0,0114;0,0171;0,0061;0,0131;0,0145;0,0109;0,001
377,5;0,0115;0,0169;0,0061;0,0129;0,0144;0,0107;0,0013
377,6;0,0116;0,0169;0,0065;0,013;0,0147;0,0106;0,0013
377,7;0,0117;0,0168;0,0064;0,0129;0,0148;0,0108;0,0014
377,8;0,0117;0,0166;0,0065;0,013;0,0147;0,0108;0,0014
377,9;0,0116;0,0165;0,0065;0,013;0,0147;0,0108;0,0015
378;0,0115;0,0163;0,0064;0,0127;0,0145;0,0106;0,0016
378,1;0,0112;0,0163;0,0064;0,0128;0,0145;0,0105;0,0016
378,2;0,0115;0,0165;0,0066;0,0131;0,0147;0,0106;0,0017
378,3;0,0113;0,0165;0,0063;0,013;0,0145;0,0107;0,0014
378,4;0,0111;0,0167;0,0061;0,0132;0,0144;0,011;0,0011
378,5;0,0112;0,0168;0,0059;0,0129;0,0144;0,011;0,001
378,6;0,0111;0,0167;0,0059;0,0127;0,0143;0,0108;0,001
378,7;0,011;0,0167;0,006;0,0128;0,0144;0,0108;0,0009
378,8;0,0112;0,0165;0,0064;0,0128;0,0143;0,0107;0,0012
378,9;0,0112;0,0166;0,0066;0,013;0,0142;0,0111;0,001
379;0,0109;0,0165;0,0064;0,0128;0,014;0,0111;0,001
379,1;0,0112;0,0165;0,0065;0,0129;0,014;0,0112;0,0011
379,2;0,011;0,0165;0,0061;0,0127;0,014;0,0109;0,001
379,3;0,0112;0,0163;0,0062;0,0126;0,0142;0,0108;0,0012
379,4;0,0114;0,0162;0,0062;0,0126;0,0143;0,0106;0,0012
379,5;0,0114;0,0163;0,0062;0,0126;0,0144;0,0105;0,0012
379,6;0,0115;0,0162;0,0062;0,0126;0,0146;0,0106;0,0012
379,7;0,0115;0,0163;0,0061;0,0126;0,0145;0,0104;0,0012
379,8;0,0111;0,0165;0,006;0,0128;0,0142;0,0108;0,0007
379,9;0,0109;0,0164;0,0059;0,0125;0,0141;0,0107;0,0008
380;0,011;0,0165;0,0061;0,0126;0,0141;0,0108;0,0008
380,1;0,011;0,0166;0,0062;0,0126;0,0143;0,0108;0,0009
380,2;0,0113;0,0163;0,0064;0,0124;0,0144;0,0105;0,0012
380,3;0,0114;0,0162;0,0064;0,0126;0,0146;0,0106;0,0011
380,4;0,0115;0,0161;0,0064;0,0127;0,0147;0,0108;0,0011
380,5;0,0113;0,0158;0,0063;0,0126;0,0146;0,0108;0,0011
380,6;0,0114;0,0159;0,0064;0,0127;0,0148;0,0107;0,0012
380,7;0,0113;0,0157;0,0064;0,0124;0,0146;0,0105;0,0013
380,8;0,0114;0,0157;0,0062;0,0124;0,0144;0,0103;0,0013
380,9;0,0115;0,0159;0,0064;0,0125;0,0143;0,0105;0,0011
381;0,0112;0,0159;0,006;0,0125;0,0141;0,0106;0,0009
381,1;0,0111;0,0161;0,0058;0,0128;0,014;0,0109;0,0006
381,2;0,0113;0,0158;0,006;0,0123;0,0141;0,0107;0,0009
381,3;0,0112;0,0159;0,0059;0,0123;0,014;0,0107;0,0008
381,4;0,0113;0,0157;0,0061;0,0121;0,0141;0,0106;0,001
381,5;0,0115;0,0157;0,0063;0,012;0,0142;0,0104;0,0011
381,6;0,0113;0,0158;0,0061;0,0121;0,0143;0,0103;0,0011
381,7;0,0113;0,016;0,0061;0,0122;0,0142;0,0105;0,0009
381,8;0,0111;0,0158;0,0061;0,0121;0,0142;0,0105;0,0009
381,9;0,0111;0,0158;0,0059;0,0121;0,0141;0,0106;0,0007
382;0,0109;0,0158;0,006;0,0123;0,0139;0,0108;0,0006
382,1;0,011;0,0156;0,006;0,0123;0,0139;0,0105;0,0007
382,2;0,011;0,0159;0,0059;0,0125;0,0138;0,0106;0,0006
382,3;0,0113;0,0158;0,0061;0,0123;0,014;0,0106;0,001
382,4;0,0112;0,0157;0,0061;0,0123;0,0138;0,0106;0,0009
382,5;0,0112;0,0155;0,0061;0,0119;0,0139;0,0105;0,0012
382,6;0,0112;0,0155;0,0061;0,0118;0,014;0,0106;0,0012
382,7;0,0112;0,0155;0,0059;0,0119;0,0141;0,0105;0,0011
382,8;0,011;0,0153;0,0057;0,0118;0,014;0,0105;0,001
382,9;0,0111;0,0154;0,0058;0,012;0,0141;0,0105;0,001
383;0,0111;0,0152;0,0058;0,0118;0,0139;0,0104;0,001
383,1;0,011;0,0153;0,006;0,0119;0,0139;0,0104;0,001
383,2;0,0112;0,0154;0,0061;0,012;0,0139;0,0104;0,001
383,3;0,0112;0,0154;0,0061;0,0119;0,0137;0,0105;0,0009
383,4;0,0111;0,0155;0,0062;0,0122;0,0137;0,0106;0,0008
383,5;0,0111;0,0155;0,0063;0,012;0,0137;0,0105;0,001
383,6;0,0111;0,0154;0,0063;0,0119;0,0138;0,0104;0,0011
383,7;0,0111;0,0153;0,0062;0,0118;0,014;0,0104;0,0012
383,8;0,0111;0,0155;0,0061;0,0118;0,0141;0,0104;0,0011
383,9;0,011;0,0152;0,0061;0,0117;0,0139;0,0103;0,001
384;0,0111;0,0152;0,0061;0,0118;0,014;0,0104;0,0011
384,1;0,0109;0,0153;0,0061;0,0121;0,0138;0,0105;0,0008
384,2;0,0108;0,0151;0,0062;0,0119;0,0138;0,0103;0,0009
384,3;0,0108;0,0152;0,0061;0,0121;0,0139;0,0106;0,0008
384,4;0,0107;0,0153;0,0063;0,0121;0,0138;0,0106;0,0007
384,5;0,0108;0,0152;0,0061;0,0119;0,0137;0,0104;0,0008
384,6;0,0108;0,0152;0,0062;0,0119;0,0138;0,0105;0,0009
384,7;0,0108;0,0153;0,0061;0,012;0,0138;0,0106;0,0008
384,8;0,0108;0,0152;0,0061;0,0118;0,0139;0,0105;0,0009
384,9;0,0109;0,0153;0,006;0,0118;0,014;0,0106;0,0009
385;0,0111;0,0153;0,0061;0,0118;0,014;0,0104;0,0009
385,1;0,0111;0,0153;0,0061;0,0119;0,0139;0,0106;0,0007
385,2;0,0112;0,0152;0,0061;0,012;0,014;0,0106;0,0008
385,3;0,0111;0,0152;0,0061;0,012;0,0138;0,0107;0,0008
385,4;0,0109;0,0153;0,0059;0,0122;0,0137;0,0108;0,0006
385,5;0,011;0,0153;0,0062;0,012;0,0139;0,0107;0,0009
385,6;0,0113;0,0155;0,0063;0,0121;0,014;0,0108;0,0009
385,7;0,0112;0,0153;0,0064;0,0118;0,014;0,0106;0,001
385,8;0,0115;0,0152;0,0065;0,0116;0,014;0,0104;0,0012
385,9;0,0115;0,015;0,0066;0,0115;0,014;0,0102;0,0013
386;0,0115;0,0151;0,0067;0,0115;0,014;0,0104;0,0012
386,1;0,0117;0,0152;0,0068;0,0116;0,0141;0,0103;0,0013
386,2;0,0118;0,0153;0,0068;0,0118;0,0143;0,0105;0,0012
386,3;0,0119;0,0154;0,0068;0,0119;0,0143;0,0104;0,0012
386,4;0,0117;0,0153;0,0065;0,0119;0,0142;0,0104;0,001
386,5;0,0117;0,0155;0,0066;0,0118;0,0142;0,0104;0,001
386,6;0,0117;0,0155;0,0067;0,0118;0,014;0,0105;0,0009
386,7;0,0119;0,0154;0,0068;0,0116;0,0141;0,0104;0,0011
386,8;0,0121;0,0154;0,0069;0,0117;0,0141;0,0104;0,0012
386,9;0,0119;0,0154;0,0066;0,0119;0,0139;0,0105;0,0009
387;0,0118;0,0154;0,0066;0,0119;0,0139;0,0104;0,0009
387,1;0,0116;0,0156;0,0064;0,012;0,0138;0,0107;0,0005
387,2;0,0117;0,0157;0,0067;0,0121;0,0139;0,0107;0,0007
387,3;0,0116;0,0156;0,0066;0,0121;0,0139;0,0106;0,0007
387,4;0,0118;0,0155;0,0067;0,0121;0,0138;0,0107;0,0008
387,5;0,0118;0,0154;0,0067;0,0122;0,0138;0,0106;0,0009
387,6;0,0118;0,0154;0,0066;0,0122;0,0137;0,0104;0,0008
387,7;0,0118;0,0156;0,0065;0,0124;0,0134;0,0104;0,0006
387,8;0,0118;0,0156;0,0064;0,0122;0,0133;0,0104;0,0005
387,9;0,0119;0,0157;0,0063;0,0122;0,0133;0,0102;0,0005
388;0,0119;0,0156;0,0064;0,0121;0,0134;0,0103;0,0005
388,1;0,012;0,0155;0,0066;0,0119;0,0134;0,0102;0,0008
388,2;0,0121;0,0154;0,0068;0,0118;0,0137;0,0101;0,001
388,3;0,0122;0,0155;0,0069;0,0118;0,0137;0,0101;0,0009
388,4;0,0123;0,0156;0,0069;0,0119;0,0138;0,0101;0,0009
388,5;0,0123;0,0158;0,0068;0,0118;0,0138;0,0103;0,0008
388,6;0,0124;0,0159;0,0068;0,0121;0,0137;0,0103;0,0007
388,7;0,0123;0,016;0,0067;0,0121;0,0135;0,0104;0,0006
388,8;0,0123;0,016;0,0068;0,0121;0,0136;0,0104;0,0007
388,9;0,0124;0,016;0,007;0,0123;0,0136;0,0104;0,0007
389;0,0125;0,016;0,0069;0,012;0,0137;0,0104;0,0008
389,1;0,0126;0,016;0,0069;0,0123;0,0136;0,0104;0,0008
389,2;0,0129;0,016;0,007;0,0121;0,0136;0,0102;0,001
389,3;0,013;0,0161;0,0071;0,0122;0,0136;0,0103;0,001
389,4;0,0131;0,016;0,0072;0,0121;0,0135;0,0102;0,0011
389,5;0,0132;0,0161;0,0073;0,0119;0,0139;0,0102;0,0012
389,6;0,0131;0,016;0,0071;0,0118;0,0136;0,0102;0,0011
389,7;0,0132;0,0161;0,0071;0,012;0,0138;0,0104;0,001
389,8;0,0134;0,0163;0,0074;0,0123;0,0138;0,0105;0,0009
389,9;0,0134;0,0163;0,0075;0,0123;0,0137;0,0104;0,0009
390;0,0134;0,0164;0,0076;0,0126;0,0137;0,0103;0,0009
390,1;0,0135;0,0166;0,0076;0,0126;0,0136;0,0103;0,0008
390,2;0,0135;0,0165;0,0076;0,0124;0,0137;0,0101;0,001
390,3;0,0135;0,0167;0,0076;0,0126;0,0137;0,0102;0,0008
390,4;0,0135;0,0166;0,0078;0,0126;0,0138;0,0103;0,0009
390,5;0,0136;0,0165;0,0078;0,0125;0,0138;0,0102;0,001
390,6;0,0137;0,0163;0,0077;0,0124;0,0138;0,0101;0,0011
390,7;0,0137;0,0164;0,0076;0,0124;0,0136;0,0101;0,0011
390,8;0,0137;0,0166;0,0074;0,0123;0,0135;0,0102;0,0009
390,9;0,0136;0,0166;0,0075;0,0122;0,0135;0,0103;0,0009
391;0,0139;0,0169;0,0077;0,0124;0,0137;0,0105;0,0009
391,1;0,014;0,0168;0,0078;0,0124;0,0137;0,0105;0,001
391,2;0,0142;0,0169;0,008;0,0126;0,0138;0,0104;0,0009
391,3;0,0143;0,0167;0,0081;0,0125;0,0137;0,0101;0,0011
391,4;0,0143;0,0168;0,0081;0,0125;0,0136;0,0101;0,0011
391,5;0,0142;0,0171;0,0081;0,0127;0,0135;0,0101;0,0009
391,6;0,0142;0,0172;0,0081;0,0127;0,0137;0,0101;0,001
391,7;0,0141;0,0175;0,008;0,0128;0,0137;0,0102;0,0008
391,8;0,0145;0,0176;0,0083;0,0131;0,0139;0,0104;0,0009
391,9;0,0146;0,0178;0,0083;0,0131;0,0139;0,0103;0,0009
392;0,0148;0,0178;0,0084;0,0131;0,0137;0,0103;0,0009
392,1;0,0151;0,0182;0,0084;0,0134;0,0136;0,0105;0,0007
392,2;0,015;0,0182;0,0081;0,0133;0,0133;0,0102;0,0006
392,3;0,0154;0,0182;0,0084;0,0134;0,0135;0,0101;0,0008
392,4;0,0156;0,0183;0,0086;0,0135;0,0135;0,01;0,0009
392,5;0,0159;0,0184;0,0087;0,0134;0,0135;0,0099;0,0009
392,6;0,0162;0,0187;0,0092;0,0137;0,0137;0,0099;0,001
392,7;0,0166;0,0192;0,0095;0,0141;0,0137;0,0102;0,0009
392,8;0,017;0,0196;0,0097;0,0143;0,0137;0,0102;0,0009
392,9;0,0173;0,0198;0,0101;0,0144;0,0138;0,0101;0,0012
393;0,0177;0,0202;0,0103;0,0147;0,0138;0,0102;0,0011
393,1;0,0179;0,0203;0,0103;0,0147;0,0136;0,0101;0,001
393,2;0,0184;0,0208;0,0108;0,0151;0,0137;0,0102;0,0009
393,3;0,0191;0,0212;0,0112;0,0155;0,0137;0,0101;0,001
393,4;0,0195;0,0218;0,0116;0,0159;0,0137;0,0102;0,0009
393,5;0,0203;0,0226;0,0122;0,0165;0,0139;0,0102;0,001
393,6;0,0207;0,0231;0,0124;0,0168;0,0137;0,0099;0,0011
393,7;0,0213;0,0239;0,0128;0,0173;0,0136;0,0099;0,001
393,8;0,0221;0,0247;0,0132;0,0178;0,0137;0,0098;0,0011
393,9;0,0229;0,0258;0,0136;0,0184;0,0136;0,0101;0,0009
394;0,0238;0,0266;0,0143;0,0189;0,0136;0,0101;0,001
394,1;0,0245;0,0275;0,0148;0,0193;0,0137;0,0102;0,0009
394,2;0,0253;0,028;0,0154;0,0195;0,0137;0,0101;0,001
394,3;0,0261;0,0286;0,0158;0,0197;0,0139;0,01;0,0011
394,4;0,0269;0,0291;0,0162;0,0201;0,0139;0,01;0,0011
394,5;0,0277;0,0298;0,0165;0,0204;0,0139;0,0101;0,001
394,6;0,0282;0,0307;0,0167;0,0209;0,0138;0,0102;0,0009
394,7;0,0288;0,0312;0,017;0,0214;0,0137;0,0102;0,0009
394,8;0,0293;0,0319;0,0173;0,0218;0,0136;0,0105;0,0007
394,9;0,0297;0,0322;0,0173;0,0221;0,0135;0,0104;0,0007
395;0,03;0,0324;0,0176;0,0222;0,0134;0,0104;0,0007
395,1;0,0302;0,0324;0,0176;0,022;0,0133;0,0102;0,0008
395,2;0,0304;0,0326;0,0177;0,022;0,0133;0,0099;0,0009
395,3;0,0305;0,0327;0,0178;0,022;0,0131;0,0098;0,0009
395,4;0,0307;0,033;0,0178;0,0223;0,0132;0,0098;0,0009
395,5;0,0308;0,0332;0,018;0,0224;0,0131;0,01;0,0008
395,6;0,031;0,0333;0,0181;0,0224;0,0132;0,01;0,0008
395,7;0,0311;0,0336;0,0182;0,0224;0,0133;0,01;0,0008
395,8;0,0313;0,0338;0,0184;0,0226;0,0133;0,0101;0,0007
395,9;0,0315;0,034;0,0184;0,0227;0,0134;0,0102;0,0006
396;0,0315;0,0343;0,0183;0,0229;0,0132;0,0103;0,0004
396,1;0,0317;0,0344;0,0183;0,0229;0,0131;0,0104;0,0003
396,2;0,0318;0,0345;0,0184;0,023;0,0132;0,0103;0,0003
396,3;0,0319;0,0347;0,0183;0,0229;0,0132;0,01;0,0004
396,4;0,0324;0,0349;0,0187;0,0228;0,0135;0,0101;0,0007
396,5;0,0326;0,0351;0,0187;0,0228;0,0135;0,0101;0,0007
396,6;0,0328;0,0353;0,0187;0,0228;0,0136;0,0102;0,0008
396,7;0,0327;0,0353;0,0187;0,0228;0,0135;0,0102;0,0007
396,8;0,0327;0,0352;0,0186;0,0227;0,0133;0,01;0,0008
396,9;0,0328;0,0352;0,0185;0,0229;0,0132;0,01;0,0007
397;0,033;0,0354;0,0187;0,0229;0,0132;0,0101;0,0007
397,1;0,0334;0,0354;0,0189;0,0231;0,0132;0,01;0,0008
397,2;0,0335;0,0356;0,0189;0,0232;0,0133;0,0099;0,0008
397,3;0,0336;0,0357;0,019;0,0232;0,0133;0,0097;0,0008
397,4;0,0337;0,0361;0,0189;0,0233;0,0132;0,0096;0,0006
397,5;0,0339;0,0364;0,0192;0,0236;0,0132;0,0098;0,0005
397,6;0,0343;0,0366;0,0197;0,0237;0,0132;0,01;0,0005
397,7;0,0346;0,0368;0,0199;0,0237;0,0133;0,01;0,0007
397,8;0,0349;0,0371;0,0201;0,0239;0,0132;0,0101;0,0007
397,9;0,035;0,0373;0,0202;0,0241;0,0133;0,01;0,0008
398;0,0353;0,0377;0,0203;0,0244;0,0133;0,0101;0,0008
398,1;0,0357;0,0382;0,0205;0,0247;0,0133;0,0101;0,0007
398,2;0,0363;0,0388;0,0208;0,0251;0,0134;0,01;0,0008
398,3;0,0367;0,0391;0,0209;0,0252;0,0133;0,01;0,0008
