X MnCl+;Y MnCl+;X MnCl2;Y MnCl2;X MnCl3-;Y MnCl3-;X MnClH2O;Y MnClH2O;X MnCl2aq;Y MnCl2aq;X MnH2O;Y MnH2O
172,64;86,7328411;179,04;40,23061497;181,76;10724,57297;;;177,2;8591,459138;147,2;22076,29396
172,88;117,7015594;179,18;50,0209176;181,92;11565,71884;;;177,4;8889,493079;147,4;21888,10648
173,12;157,9705513;179,32;61,92300859;182,08;12415,25401;;;177,6;9229,495374;147,6;21428,12254
173,36;209,416668;179,46;76,32509041;182,24;13265,87676;;;177,8;9615,375507;147,8;20708,00787
173,6;274,0547971;179,6;93,67139616;182,4;14109,82655;;;178;10049,51749;148;19752,42727
173,84;353,9622786;179,74;114,4670753;182,56;14939,00857;;;178,2;10532,66948;148,2;18597,40255
174,08;451,1782807;179,88;139,2828641;182,72;15745,13328;;;178,4;11063,91284;148,4;17287,68467
174,32;567,5794535;180,02;168,7593837;182,88;16519,86774;;;178,6;11640,71046;148,6;15873,44412
174,56;704,7357583;180,16;203,6108879;183,04;17254,99473;;;178,8;12259,02987;148,8;14406,65098
174,8;863,7531768;180,3;244,6282668;183,2;17942,57553;;;179;12913,53255;149;12937,52999
175,04;1045,112743;180,44;292,6810943;183,36;18575,11177;;;179,2;13597,81748;149,2;11511,43804
175,28;1248,517679;180,58;348,7185009;183,52;19145,7018;;;179,4;14304,70459;149,4;10166,4326
175,52;1472,761992;180,72;413,7686454;183,68;19648,18706;;;179,6;15026,54194;149,6;8931,694502
175,76;1715,634388;180,86;488,9365611;183,84;20077,28418;;;179,8;15755,51995;149,8;7826,854911
176;1973,87054;181;575,400163;184;20428,69898;;;180;16483,97624;150;6862,1706
176,24;2243,164478;181,14;674,4042171;184,16;20699,21913;;;180,2;17204,67558;150,2;6039,407471
176,48;2518,246242;181,28;787,2521019;184,32;20886,78296;;;180,4;17911,05161;150,4;5353,236951
176,72;2793,028122;181,42;915,295228;184,48;20990,52246;;;180,6;18597,39924;150,6;4792,926897
176,96;3060,816247;181,56;1059,920026;184,64;21010,7797;;;180,8;19259,00962;150,8;4344,115295
177,2;3314,578457;181,7;1222,53247;184,8;20949,09652;;;181;19892,24288;151;3990,485627
