Wavelengt [nm],s1.1,s2.1,s3.1,s4.1,s5.1,s6.1,s7.1,s8.1
399.4,9.56318643655434e-23,1.4343085709676456e-22,2.521500188962311e-22,2.4420422263521897e-22,7.184164627583616e-22,1.883696770378531e-21,7.881908989073961e-22,2.0836090999667883e-21
399.6,9.763812725433103e-23,1.4614770546763728e-22,2.5498316517596407e-22,2.469792706197101e-22,7.19854733955075e-22,1.885299916566087e-21,7.881908989073961e-22,2.090181999335769e-21
399.8,9.973992647115616e-23,1.487708694119282e-22,2.576274350370481e-22,2.4896144775148945e-22,7.2057386955343175e-22,1.883696770378531e-21,7.826206452048704e-22,2.10990069744271e-21
400.0,1.0150734853985001e-22,1.5101929564989187e-22,2.5970507564218563e-22,2.497543186042012e-22,7.234504119468586e-22,1.883696770378531e-21,7.965462794611848e-22,2.0836090999667883e-21
400.2,1.0308369795246886e-22,1.5242456204861916e-22,2.60460581316781e-22,2.521329311623365e-22,7.241695475452153e-22,1.882093624190975e-21,7.937611526099219e-22,2.0770362005978085e-21
400.4,1.0442120654499394e-22,1.536424595941828e-22,2.6083833415407874e-22,2.525293665886924e-22,7.256078187419288e-22,1.883696770378531e-21,7.909760257586591e-22,2.0638904018598473e-21
400.6,1.054721061534065e-22,1.5401719730051006e-22,2.606494577354299e-22,2.517364957359806e-22,7.270460899386422e-22,1.882093624190975e-21,7.993314063124477e-22,2.070463301228828e-21
400.8,1.0628416494172532e-22,1.5345509074101915e-22,2.5970507564218563e-22,2.529258020150482e-22,7.227312763485019e-22,1.8788873318158624e-21,7.854057720561333e-22,2.0836090999667883e-21
401.0,1.0704845556602535e-22,1.532677218878555e-22,2.585718171302924e-22,2.5094362488326884e-22,7.2057386955343175e-22,1.8788873318158624e-21,7.854057720561333e-22,2.090181999335769e-21
401.2,1.079082825183629e-22,1.5289298418152826e-22,2.5743855861839927e-22,2.4816857689877775e-22,7.169781915616481e-22,1.87568103944075e-21,7.854057720561333e-22,2.096754898704749e-21
401.4,1.0886364579873796e-22,1.5233087762203733e-22,2.5573867085055946e-22,2.4737570604606596e-22,7.126633779715078e-22,1.869268454690525e-21,7.714801377998188e-22,2.090181999335769e-21
401.6,1.097712409150943e-22,1.5176877106254642e-22,2.5479428875731514e-22,2.4618639976699836e-22,7.112251067747944e-22,1.8724747470656378e-21,7.714801377998188e-22,2.0836090999667883e-21
401.8,1.1067883603145057e-22,1.5167508663596459e-22,2.542276595013686e-22,2.4420422263521897e-22,7.119442423731512e-22,1.8772841856283063e-21,7.798355183536076e-22,2.070463301228828e-21
402.0,1.1149089481976938e-22,1.5083192679672824e-22,2.5328327740812426e-22,2.426184809297955e-22,7.119442423731512e-22,1.8676653085029693e-21,7.798355183536076e-22,2.057317502490867e-21
402.2,1.117775038038819e-22,1.4942666039800095e-22,2.5026125470974246e-22,2.390505620925926e-22,7.061911575862973e-22,1.856443285190076e-21,7.659098840972931e-22,2.031025905014945e-21
402.4,1.118730401319194e-22,1.482087628524373e-22,2.476169848486584e-22,2.3667194953445735e-22,7.018763439961571e-22,1.850030700439851e-21,7.547693766922415e-22,2.0375988043839258e-21
402.6,1.1182527196790065e-22,1.4642875874738274e-22,2.45350467824872e-22,2.354826432553897e-22,6.989998016027301e-22,1.8516338466274074e-21,7.547693766922415e-22,2.0375988043839258e-21
402.8,1.1129982216369437e-22,1.4483612349549182e-22,2.436505800570323e-22,2.323111598445427e-22,6.9684239480766e-22,1.8484275542522947e-21,7.603396303947673e-22,2.024453005645965e-21
403.0,1.1082214052350685e-22,1.4305611939043726e-22,2.4176181587054367e-22,2.3151828899183097e-22,6.925275812175197e-22,1.8436181156896262e-21,7.519842498409787e-22,2.031025905014945e-21
403.2,1.1034445888331932e-22,1.4136979971196453e-22,2.391175460094596e-22,2.3032898271276333e-22,6.896510388240928e-22,1.8388086771269574e-21,7.4641399613845295e-22,2.057317502490867e-21
403.4,1.1001008173518804e-22,1.3987084888665542e-22,2.3722878182297094e-22,2.279503701546281e-22,6.8893190322573605e-22,1.835602384751845e-21,7.4641399613845295e-22,2.0638904018598473e-21
403.6,1.0953240009500051e-22,1.3865295134109177e-22,2.351511412178335e-22,2.25175322170137e-22,6.896510388240928e-22,1.833999238564289e-21,7.4641399613845295e-22,2.031025905014945e-21
403.8,1.0962793642303802e-22,1.3743505379552814e-22,2.336401298686426e-22,2.247788867437811e-22,6.86774496430666e-22,1.835602384751845e-21,7.519842498409787e-22,2.024453005645965e-21
404.0,1.099623135711693e-22,1.3640452510312813e-22,2.33073500612696e-22,2.231931450383576e-22,6.853362252339525e-22,1.8275866538140643e-21,7.491991229897158e-22,2.031025905014945e-21
404.2,1.101533862272443e-22,1.3546768083730995e-22,2.3194024210080283e-22,2.2160740333293407e-22,6.838979540372391e-22,1.8211740690638396e-21,7.408437424359271e-22,2.044171703752906e-21
404.4,1.1053553153939432e-22,1.348118898512372e-22,2.3080698358890967e-22,2.18832355348443e-22,6.817405472421689e-22,1.817967776688727e-21,7.380586155846642e-22,2.0178801062769848e-21
404.6,1.1110874950761935e-22,1.3453083657149177e-22,2.2948484865836763e-22,2.1764304906937533e-22,6.817405472421689e-22,1.8147614843136146e-21,7.408437424359271e-22,1.9981614081700434e-21
404.8,1.1201634462397565e-22,1.3387504558541903e-22,2.287293429837722e-22,2.1843591992208713e-22,6.774257336520286e-22,1.8163646305011708e-21,7.380586155846642e-22,2.0178801062769848e-21
405.0,1.1282840341229446e-22,1.336876767322554e-22,2.281627137278256e-22,2.1803948449573123e-22,6.745491912586017e-22,1.8163646305011708e-21,7.3527348873340135e-22,2.0178801062769848e-21
405.2,1.1344938954453826e-22,1.3312557017276448e-22,2.2665170237863467e-22,2.1605730736395184e-22,6.738300556602451e-22,1.8147614843136146e-21,7.380586155846642e-22,2.0047343075390236e-21
405.4,1.1392707118472579e-22,1.3256346361327355e-22,2.260850731226881e-22,2.148680010848842e-22,6.745491912586017e-22,1.8067457533758335e-21,7.408437424359271e-22,2.0047343075390236e-21
405.6,1.1450028915295082e-22,1.31813988200619e-22,2.2476293819214608e-22,2.152644365112401e-22,6.709535132668181e-22,1.8067457533758335e-21,7.297032350308756e-22,2.0047343075390236e-21
405.8,1.1488243446510084e-22,1.3134556606770992e-22,2.2381855609890175e-22,2.136786948058166e-22,6.673578352750345e-22,1.800333168625609e-21,7.213478544770869e-22,1.9981614081700434e-21
406.0,1.1507350712117584e-22,1.3106451278796445e-22,2.2419630893619947e-22,2.1288582395310485e-22,6.6951524207010475e-22,1.803539461000721e-21,7.3527348873340135e-22,2.0047343075390236e-21
406.2,1.150257389571571e-22,1.2994029966898264e-22,2.2325192684295515e-22,2.132822593794607e-22,6.68796106471748e-22,1.8067457533758335e-21,7.3527348873340135e-22,2.0047343075390236e-21
406.4,1.1454805731696957e-22,1.2928450868290992e-22,2.22118668331062e-22,2.1130008224768136e-22,6.666386996766779e-22,1.7955237300629403e-21,7.213478544770869e-22,1.9718698106941214e-21
406.6,1.1426144833285704e-22,1.2872240212341899e-22,2.206076569818711e-22,2.1169651767403723e-22,6.666386996766779e-22,1.7955237300629403e-21,7.129924739232983e-22,1.9981614081700434e-21
406.8,1.1373599852865079e-22,1.2806661113734625e-22,2.200410277259245e-22,2.1090364682132546e-22,6.644812928816076e-22,1.7955237300629403e-21,7.157776007745612e-22,1.9915885088010628e-21
407.0,1.1301947606836948e-22,1.272234512981099e-22,2.192855220513291e-22,2.1050721139496961e-22,6.608856148898241e-22,1.7939205838753842e-21,7.157776007745612e-22,1.9915885088010628e-21
407.2,1.1215964911603193e-22,1.2628660703229171e-22,2.185300163767336e-22,2.1130008224768136e-22,6.594473436931107e-22,1.7939205838753842e-21,7.102073470720354e-22,2.0047343075390236e-21
407.4,1.1120428583565687e-22,1.2516239391330987e-22,2.172078814461916e-22,2.0971434054225787e-22,6.558516657013271e-22,1.7891111453127153e-21,7.0742222022077245e-22,1.9981614081700434e-21
407.6,1.1010561806322554e-22,1.2413186522090988e-22,2.164523757715961e-22,2.0852503426319022e-22,6.551325301029704e-22,1.787507999125159e-21,7.102073470720354e-22,1.9915885088010628e-21
407.8,1.088158776347192e-22,1.232887053816735e-22,2.162634993529473e-22,2.0773216341047847e-22,6.558516657013271e-22,1.787507999125159e-21,7.1856272762582405e-22,1.9718698106941214e-21
408.0,1.0766944169826913e-22,1.2197712340952805e-22,2.1494136442240524e-22,2.0614642170505496e-22,6.544133945046136e-22,1.784301706750047e-21,7.157776007745612e-22,1.978442710063102e-21
408.2,1.0628416494172532e-22,1.2122764799687348e-22,2.1437473516645864e-22,2.0495711542598736e-22,6.551325301029704e-22,1.7810954143749346e-21,7.1856272762582405e-22,1.9652969113251412e-21
408.4,1.0513772900527524e-22,1.2047817258421893e-22,2.1380810591051203e-22,2.053535508523432e-22,6.558516657013271e-22,1.7810954143749346e-21,7.1856272762582405e-22,1.9652969113251412e-21
408.6,1.0408682939686268e-22,1.1954132831840075e-22,2.1343035307321436e-22,2.057499862786991e-22,6.544133945046136e-22,1.7794922681873784e-21,7.157776007745612e-22,1.9652969113251412e-21
408.8,1.0289262529639385e-22,1.1888553733232803e-22,2.126748473986189e-22,2.0495711542598736e-22,6.522559877095435e-22,1.7730796834371534e-21,7.102073470720354e-22,1.9455782132182002e-21
409.0,1.0174618935994378e-22,1.1785500863992802e-22,2.1116383604942798e-22,2.0337137372056384e-22,6.486603097177599e-22,1.768270244874485e-21,7.018519665182467e-22,1.9455782132182002e-21
409.2,1.0093413057162498e-22,1.1719921765385528e-22,2.1040833037483254e-22,2.041642445732756e-22,6.486603097177599e-22,1.769873391062041e-21,7.018519665182467e-22,1.9652969113251412e-21
409.4,1.0016983994732494e-22,1.167307955209462e-22,2.1040833037483254e-22,2.0337137372056384e-22,6.500985809144733e-22,1.7714765372495972e-21,7.046370933695096e-22,1.9652969113251412e-21
409.6,9.931001299498738e-23,1.167307955209462e-22,2.100305775375348e-22,2.02974938294208e-22,6.493794453161167e-22,1.77468282962471e-21,7.0742222022077245e-22,1.958724011956161e-21
409.8,9.868902686274359e-23,1.15793951255128e-22,2.0946394828158822e-22,2.0337137372056384e-22,6.486603097177599e-22,1.7762859758122657e-21,7.102073470720354e-22,1.978442710063102e-21
410.0,9.782919991040604e-23,1.1504447584247345e-22,2.0870844260699278e-22,2.02974938294208e-22,6.486603097177599e-22,1.7714765372495972e-21,6.990668396669839e-22,1.9718698106941214e-21
410.2,9.701714112208725e-23,1.1476342256272798e-22,2.0833068976969504e-22,2.0178563201514035e-22,6.479411741194032e-22,1.7634608063118164e-21,7.046370933695096e-22,1.9521511125871804e-21
410.4,9.625285049778719e-23,1.1457605370956437e-22,2.0833068976969504e-22,2.0138919658878448e-22,6.465029029226897e-22,1.7634608063118164e-21,7.157776007745612e-22,1.9521511125871804e-21
410.6,9.548855987348714e-23,1.142950004298189e-22,2.075751840950996e-22,2.0138919658878448e-22,6.429072249309061e-22,1.7634608063118164e-21,6.990668396669839e-22,1.9455782132182002e-21
410.8,9.458096475713085e-23,1.1354552501716436e-22,2.0663080200185528e-22,2.0138919658878448e-22,6.436263605292629e-22,1.7634608063118164e-21,6.907114591131951e-22,1.9455782132182002e-21
411.0,9.376890596881204e-23,1.1345184059058253e-22,2.0644192558320642e-22,2.0218206744149622e-22,6.45783767324333e-22,1.7650639524993726e-21,6.96281712815721e-22,1.9718698106941214e-21
411.2,9.314791983656825e-23,1.132644717374189e-22,2.0663080200185528e-22,2.025785028678521e-22,6.436263605292629e-22,1.76185766012426e-21,6.96281712815721e-22,1.9718698106941214e-21
411.4,9.233586104824945e-23,1.1260868075134618e-22,2.0644192558320642e-22,2.0178563201514035e-22,6.414689537341927e-22,1.7602545139367038e-21,6.907114591131951e-22,1.9521511125871804e-21
411.6,9.152380225993064e-23,1.123276274716007e-22,2.0606417274590872e-22,2.0178563201514035e-22,6.414689537341927e-22,1.76185766012426e-21,6.907114591131951e-22,1.9718698106941214e-21
411.8,9.052067081553684e-23,1.122339430450189e-22,2.054975434899621e-22,2.0178563201514035e-22,6.40749818135836e-22,1.758651367749148e-21,6.851412054106694e-22,1.9652969113251412e-21
412.0,8.961307569918053e-23,1.1214025861843707e-22,2.054975434899621e-22,2.0059632573607273e-22,6.40749818135836e-22,1.753841929186479e-21,6.851412054106694e-22,1.9455782132182002e-21
412.2,8.865771241880547e-23,1.1195288976527344e-22,2.0606417274590872e-22,2.0059632573607273e-22,6.414689537341927e-22,1.750635636811367e-21,6.990668396669839e-22,1.932432414480239e-21
412.4,8.813226261459919e-23,1.1167183648552797e-22,2.0568641990861098e-22,2.009927611624286e-22,6.400306825374792e-22,1.7490324906238107e-21,6.990668396669839e-22,1.9390053138492196e-21
412.6,8.736797199029915e-23,1.1148446763236433e-22,2.0530866707131326e-22,2.0019989030971686e-22,6.378732757424091e-22,1.7474293444362545e-21,6.934965859644581e-22,1.9521511125871804e-21
412.8,8.665144953001785e-23,1.1167183648552797e-22,2.0530866707131326e-22,2.0019989030971686e-22,6.371541401440524e-22,1.7490324906238107e-21,6.96281712815721e-22,1.9521511125871804e-21
413.0,8.612599972581156e-23,1.1157815205894616e-22,2.045531613967178e-22,2.009927611624286e-22,6.342775977506255e-22,1.7490324906238107e-21,6.907114591131951e-22,1.9390053138492196e-21
413.2,8.555278175758654e-23,1.1110972992603706e-22,2.0436428497806896e-22,2.009927611624286e-22,6.335584621522688e-22,1.7474293444362545e-21,6.851412054106694e-22,1.932432414480239e-21
413.4,8.51706364454365e-23,1.112034143526189e-22,2.0436428497806896e-22,2.0218206744149622e-22,6.371541401440524e-22,1.745826198248698e-21,6.934965859644581e-22,1.9390053138492196e-21
413.6,8.459741847721148e-23,1.1101604549945523e-22,2.0417540855942008e-22,2.025785028678521e-22,6.371541401440524e-22,1.7426199058735856e-21,6.934965859644581e-22,1.932432414480239e-21
413.8,8.411973683702395e-23,1.1110972992603706e-22,2.045531613967178e-22,2.0218206744149622e-22,6.349967333489823e-22,1.737810467310917e-21,6.907114591131951e-22,1.932432414480239e-21
414.0,8.392866418094893e-23,1.1110972992603706e-22,2.0417540855942008e-22,2.025785028678521e-22,6.335584621522688e-22,1.7394136134984733e-21,6.934965859644581e-22,1.9455782132182002e-21
414.2,8.354651886879891e-23,1.1092236107287342e-22,2.0341990288482464e-22,2.025785028678521e-22,6.321201909555554e-22,1.7394136134984733e-21,6.823560785594066e-22,1.9390053138492196e-21
414.4,8.330767804870515e-23,1.1092236107287342e-22,2.0379765572212236e-22,2.025785028678521e-22,6.321201909555554e-22,1.7394136134984733e-21,6.851412054106694e-22,1.9390053138492196e-21
414.6,8.292553273655512e-23,1.1101604549945523e-22,2.0417540855942008e-22,2.0178563201514035e-22,6.32839326553912e-22,1.736207321123361e-21,6.879263322619323e-22,1.925859515111259e-21
414.8,8.249561926038634e-23,1.112970987792007e-22,2.0379765572212236e-22,2.009927611624286e-22,6.335584621522688e-22,1.731397882560692e-21,6.879263322619323e-22,1.8995679176353373e-21
415.0,8.230454660431133e-23,1.1101604549945523e-22,2.0323102646617578e-22,2.0059632573607273e-22,6.321201909555554e-22,1.731397882560692e-21,6.851412054106694e-22,1.8929950182663567e-21
415.2,8.225677844029258e-23,1.1110972992603706e-22,2.0379765572212236e-22,2.0138919658878448e-22,6.32839326553912e-22,1.731397882560692e-21,6.934965859644581e-22,1.912713716373298e-21
415.4,8.230454660431133e-23,1.112034143526189e-22,2.0398653214077122e-22,2.0178563201514035e-22,6.335584621522688e-22,1.729794736373136e-21,6.96281712815721e-22,1.925859515111259e-21
415.6,8.197016945618007e-23,1.1092236107287342e-22,2.036087793034735e-22,2.009927611624286e-22,6.299627841604852e-22,1.7233821516229114e-21,6.851412054106694e-22,1.8995679176353373e-21
415.8,8.096703801178626e-23,1.1195288976527344e-22,2.0568641990861098e-22,1.9068544007717585e-22,6.349967333489823e-22,1.6800972045588942e-21,6.48934556344252e-22,1.7155267353038858e-21
416.0,8.09192698477675e-23,1.1185920533869163e-22,2.054975434899621e-22,1.9187474635624347e-22,6.342775977506255e-22,1.6833034969340063e-21,6.433643026417262e-22,1.7286725340418466e-21
416.2,8.163579230804879e-23,1.1148446763236433e-22,2.0341990288482464e-22,2.025785028678521e-22,6.285245129637718e-22,1.7233821516229114e-21,6.823560785594066e-22,1.906140817004318e-21
416.4,8.163579230804879e-23,1.1185920533869163e-22,2.036087793034735e-22,2.0218206744149622e-22,6.30681919758842e-22,1.720175859247799e-21,6.851412054106694e-22,1.912713716373298e-21
416.6,8.144471965197379e-23,1.1167183648552797e-22,2.0341990288482464e-22,2.0178563201514035e-22,6.292436485621285e-22,1.7169695668726868e-21,6.851412054106694e-22,1.912713716373298e-21
416.8,8.149248781599253e-23,1.1139078320578253e-22,2.0323102646617578e-22,2.025785028678521e-22,6.270862417670583e-22,1.718572713060243e-21,6.795709517081437e-22,1.9192866157422783e-21
417.0,8.163579230804879e-23,1.1185920533869163e-22,2.0379765572212236e-22,2.0218206744149622e-22,6.278053773654151e-22,1.718572713060243e-21,6.823560785594066e-22,1.906140817004318e-21
417.2,8.168356047206755e-23,1.123276274716007e-22,2.036087793034735e-22,2.025785028678521e-22,6.263671061687016e-22,1.7153664206851302e-21,6.823560785594066e-22,1.906140817004318e-21
417.4,8.163579230804879e-23,1.1242131189818252e-22,2.0379765572212236e-22,2.0218206744149622e-22,6.263671061687016e-22,1.7121601283100183e-21,6.851412054106694e-22,1.8995679176353373e-21
417.6,8.163579230804879e-23,1.123276274716007e-22,2.036087793034735e-22,2.009927611624286e-22,6.249288349719882e-22,1.7073506897473494e-21,6.795709517081437e-22,1.8864221188973765e-21
417.8,8.177909680010504e-23,1.1185920533869163e-22,2.026643972102292e-22,2.0218206744149622e-22,6.213331569802046e-22,1.7089538359349056e-21,6.656453174518293e-22,1.8929950182663567e-21
418.0,8.187463312814255e-23,1.1195288976527344e-22,2.0247552079158032e-22,2.025785028678521e-22,6.206140213818479e-22,1.7073506897473494e-21,6.600750637493035e-22,1.906140817004318e-21
418.2,8.18268649641238e-23,1.123276274716007e-22,2.0323102646617578e-22,2.0218206744149622e-22,6.220522925785613e-22,1.702541251184681e-21,6.740006980056178e-22,1.912713716373298e-21
418.4,8.17313286360863e-23,1.1242131189818252e-22,2.0323102646617578e-22,2.0218206744149622e-22,6.213331569802046e-22,1.7009381049971248e-21,6.740006980056178e-22,1.8995679176353373e-21
418.6,8.18268649641238e-23,1.1270236517792798e-22,2.0341990288482464e-22,2.0337137372056384e-22,6.220522925785613e-22,1.697731812622012e-21,6.851412054106694e-22,1.879849219528396e-21
418.8,8.211347394823632e-23,1.1288973403109162e-22,2.0341990288482464e-22,2.0337137372056384e-22,6.220522925785613e-22,1.697731812622012e-21,6.823560785594066e-22,1.879849219528396e-21
419.0,8.240008293234883e-23,1.1298341845767345e-22,2.026643972102292e-22,2.0376780914691974e-22,6.191757501851344e-22,1.697731812622012e-21,6.740006980056178e-22,1.906140817004318e-21
419.2,8.240008293234883e-23,1.1288973403109162e-22,2.0247552079158032e-22,2.02974938294208e-22,6.177374789884211e-22,1.697731812622012e-21,6.684304443030921e-22,1.8929950182663567e-21
419.4,8.244785109636759e-23,1.1298341845767345e-22,2.026643972102292e-22,2.0337137372056384e-22,6.177374789884211e-22,1.697731812622012e-21,6.656453174518293e-22,1.8929950182663567e-21
419.6,8.254338742440511e-23,1.132644717374189e-22,2.0285327362887804e-22,2.0337137372056384e-22,6.191757501851344e-22,1.6945255202468998e-21,6.71215571154355e-22,1.8929950182663567e-21
419.8,8.254338742440511e-23,1.132644717374189e-22,2.0323102646617578e-22,2.025785028678521e-22,6.170183433900643e-22,1.6865097893091188e-21,6.740006980056178e-22,1.8732763201594157e-21
420.0,8.26389237524426e-23,1.1307710288425526e-22,2.0247552079158032e-22,2.0218206744149622e-22,6.155800721933508e-22,1.6817003507464502e-21,6.71215571154355e-22,1.8601305214214545e-21
420.2,8.287776457253636e-23,1.132644717374189e-22,2.020977679542826e-22,2.02974938294208e-22,6.170183433900643e-22,1.6865097893091188e-21,6.740006980056178e-22,1.8732763201594157e-21
420.4,8.311660539263012e-23,1.1335815616400072e-22,2.020977679542826e-22,2.0495711542598736e-22,6.134226653982807e-22,1.6897160816842311e-21,6.656453174518293e-22,1.8864221188973765e-21
420.6,8.321214172066764e-23,1.1354552501716436e-22,2.026643972102292e-22,2.0456067999963146e-22,6.127035297999239e-22,1.6865097893091188e-21,6.656453174518293e-22,1.8667034207904355e-21
420.8,8.330767804870515e-23,1.13732893870328e-22,2.026643972102292e-22,2.0337137372056384e-22,6.127035297999239e-22,1.6865097893091188e-21,6.600750637493035e-22,1.8667034207904355e-21
421.0,8.34509825407614e-23,1.13732893870328e-22,2.0228664437293146e-22,2.0376780914691974e-22,6.1198439420156725e-22,1.6865097893091188e-21,6.545048100467777e-22,1.8864221188973765e-21
421.2,8.359428703281765e-23,1.1392026272349163e-22,2.0247552079158032e-22,2.041642445732756e-22,6.134226653982807e-22,1.6817003507464502e-21,6.600750637493035e-22,1.879849219528396e-21
421.4,8.373759152487393e-23,1.1401394715007344e-22,2.0247552079158032e-22,2.0376780914691974e-22,6.127035297999239e-22,1.6768909121837817e-21,6.572899368980406e-22,1.8601305214214545e-21
421.6,8.388089601693018e-23,1.138265782969098e-22,2.0153113869833602e-22,2.02974938294208e-22,6.112652586032106e-22,1.6704783274335569e-21,6.572899368980406e-22,1.8535576220524743e-21
421.8,8.411973683702395e-23,1.1410763157665527e-22,2.0172001511698488e-22,2.0337137372056384e-22,6.112652586032106e-22,1.6720814736211132e-21,6.600750637493035e-22,1.8601305214214545e-21
422.0,8.42630413290802e-23,1.1466973813614618e-22,2.0247552079158032e-22,2.0376780914691974e-22,6.112652586032106e-22,1.6736846198086694e-21,6.71215571154355e-22,1.8535576220524743e-21
422.2,8.435857765711772e-23,1.1466973813614618e-22,2.020977679542826e-22,2.041642445732756e-22,6.091078518081404e-22,1.6752877659962253e-21,6.600750637493035e-22,1.8601305214214545e-21
422.4,8.464518664123022e-23,1.1457605370956437e-22,2.0228664437293146e-22,2.0456067999963146e-22,6.091078518081404e-22,1.6736846198086694e-21,6.545048100467777e-22,1.8601305214214545e-21
422.6,8.474072296926773e-23,1.143886848564007e-22,2.0153113869833602e-22,2.041642445732756e-22,6.091078518081404e-22,1.6704783274335569e-21,6.48934556344252e-22,1.8535576220524743e-21
422.8,8.478849113328648e-23,1.1466973813614618e-22,2.0153113869833602e-22,2.0376780914691974e-22,6.07669580611427e-22,1.6672720350584444e-21,6.48934556344252e-22,1.846984722683494e-21
423.0,8.474072296926773e-23,1.1485710698930981e-22,2.0172001511698488e-22,2.041642445732756e-22,6.0551217381635675e-22,1.6624625964957759e-21,6.545048100467777e-22,1.8404118233145135e-21
423.2,8.483625929730524e-23,1.1513816026905526e-22,2.020977679542826e-22,2.0456067999963146e-22,6.07669580611427e-22,1.6592563041206634e-21,6.628601906005664e-22,1.8404118233145135e-21
423.4,8.521840460945526e-23,1.1504447584247345e-22,2.020977679542826e-22,2.0456067999963146e-22,6.083887162097836e-22,1.6608594503082197e-21,6.628601906005664e-22,1.8535576220524743e-21
423.6,8.540947726553027e-23,1.1504447584247345e-22,2.0153113869833602e-22,2.053535508523432e-22,6.069504450130702e-22,1.6608594503082197e-21,6.545048100467777e-22,1.8601305214214545e-21
423.8,8.555278175758654e-23,1.1504447584247345e-22,2.0096450944238942e-22,2.0654285713141085e-22,6.0551217381635675e-22,1.6560500117455513e-21,6.517196831955148e-22,1.8667034207904355e-21
424.0,8.56960862496428e-23,1.1504447584247345e-22,2.0077563302374059e-22,2.057499862786991e-22,6.033547670212867e-22,1.6592563041206634e-21,6.433643026417262e-22,1.879849219528396e-21
424.2,8.574385441366154e-23,1.1495079141589164e-22,2.0077563302374059e-22,2.041642445732756e-22,6.019164958245732e-22,1.654446865557995e-21,6.405791757904633e-22,1.8601305214214545e-21
424.4,8.593492706973656e-23,1.1523184469563709e-22,2.0134226227968714e-22,2.0456067999963146e-22,6.011973602262164e-22,1.6496374269953264e-21,6.433643026417262e-22,1.846984722683494e-21
424.6,8.612599972581156e-23,1.1541921354880072e-22,2.0096450944238942e-22,2.057499862786991e-22,6.004782246278598e-22,1.646431134620214e-21,6.405791757904633e-22,1.846984722683494e-21
424.8,8.626930421786783e-23,1.1541921354880072e-22,2.0115338586103828e-22,2.0495711542598736e-22,5.9903995343114635e-22,1.6480342808077701e-21,6.405791757904633e-22,1.8404118233145135e-21
425.0,8.641260870992409e-23,1.1541921354880072e-22,2.0134226227968714e-22,2.057499862786991e-22,5.9903995343114635e-22,1.6480342808077701e-21,6.48934556344252e-22,1.8404118233145135e-21
425.2,8.660368136599909e-23,1.1532552912221892e-22,2.0115338586103828e-22,2.0654285713141085e-22,6.004782246278598e-22,1.6480342808077701e-21,6.46149429492989e-22,1.8404118233145135e-21
425.4,8.655591320198034e-23,1.1560658240196436e-22,2.005867566050917e-22,2.057499862786991e-22,5.99759089029503e-22,1.6432248422451014e-21,6.405791757904633e-22,1.8338389239455333e-21
425.6,8.655591320198034e-23,1.1551289797538255e-22,2.000201273491451e-22,2.0456067999963146e-22,5.968825466360762e-22,1.6368122574948766e-21,6.322237952366747e-22,1.8075473264696117e-21
425.8,8.665144953001785e-23,1.1523184469563709e-22,1.996423745118474e-22,2.0376780914691974e-22,5.954442754393627e-22,1.630399672744652e-21,6.322237952366747e-22,1.800974427100631e-21
426.0,8.67947540220741e-23,1.1551289797538255e-22,1.996423745118474e-22,2.0376780914691974e-22,5.954442754393627e-22,1.6271933803695397e-21,6.377940489392004e-22,1.814120225838592e-21
426.2,8.703359484216787e-23,1.1598132010829163e-22,2.000201273491451e-22,2.0456067999963146e-22,5.954442754393627e-22,1.630399672744652e-21,6.46149429492989e-22,1.820693125207572e-21
426.4,8.712913117020538e-23,1.1616868896145527e-22,2.0020900376779396e-22,2.0495711542598736e-22,5.94725139841006e-22,1.6320028189322082e-21,6.48934556344252e-22,1.814120225838592e-21
426.6,8.727243566226164e-23,1.1607500453487346e-22,2.000201273491451e-22,2.053535508523432e-22,5.9256773304593585e-22,1.630399672744652e-21,6.433643026417262e-22,1.8075473264696117e-21
426.8,8.722466749824289e-23,1.1616868896145527e-22,1.996423745118474e-22,2.0456067999963146e-22,5.911294618492224e-22,1.6239870879944272e-21,6.377940489392004e-22,1.800974427100631e-21
427.0,8.74157401543179e-23,1.1598132010829163e-22,1.9945349809319852e-22,2.041642445732756e-22,5.918485974475792e-22,1.6239870879944272e-21,6.350089220879375e-22,1.8075473264696117e-21
427.2,8.760681281039291e-23,1.1598132010829163e-22,1.9926462167454966e-22,2.041642445732756e-22,5.918485974475792e-22,1.6207807956193147e-21,6.377940489392004e-22,1.814120225838592e-21
427.4,8.760681281039291e-23,1.1598132010829163e-22,1.9888686883725194e-22,2.0456067999963146e-22,5.89691190652509e-22,1.6159713570566462e-21,6.377940489392004e-22,1.800974427100631e-21
427.6,8.770234913843042e-23,1.1588763568170983e-22,1.9850911599995423e-22,2.041642445732756e-22,5.868146482590821e-22,1.6127650646815337e-21,6.322237952366747e-22,1.800974427100631e-21
