Wavelengt [nm],s1.1,s2.1,s3.1,s4.1,s5.1,s6.1,s7.1,s8.1
554.8,6.797409739868545e-23,8.206755768567324e-23,1.1030382849093556e-22,1.3042725527108285e-22,2.315616626708633e-22,6.572899368980406e-22,1.3368608886061843e-22,7.033002324809034e-22
555.0,6.768748841457293e-23,8.197387325909142e-23,1.1049270490958442e-22,1.3082369069743875e-22,2.3228079826922e-22,6.556867907104844e-22,1.392563425631442e-22,6.901544337429426e-22
555.2,6.763972025055418e-23,8.188018883250961e-23,1.1030382849093556e-22,1.296343844183711e-22,2.3228079826922e-22,6.556867907104844e-22,1.392563425631442e-22,6.770086350049818e-22
555.4,6.744864759447916e-23,8.159913555276415e-23,1.0973719923498896e-22,1.2884151356565936e-22,2.3084252707250655e-22,6.556867907104844e-22,1.3090096200935555e-22,6.835815343739621e-22
555.6,6.740087943046041e-23,8.141176669960052e-23,1.0992607565363784e-22,1.2923794899201523e-22,2.3012339147414986e-22,6.572899368980406e-22,1.3368608886061843e-22,6.835815343739621e-22
555.8,6.72098067743854e-23,8.13180822730187e-23,1.0973719923498896e-22,1.2923794899201523e-22,2.3012339147414986e-22,6.556867907104844e-22,1.392563425631442e-22,6.901544337429426e-22
556.0,6.701873411831039e-23,8.113071341985505e-23,1.0935944639769124e-22,1.2923794899201523e-22,2.3084252707250655e-22,6.556867907104844e-22,1.392563425631442e-22,6.901544337429426e-22
556.2,6.687542962625413e-23,8.08496601401096e-23,1.0917056997904238e-22,1.2844507813930348e-22,2.3012339147414986e-22,6.540836445229283e-22,1.3368608886061843e-22,6.835815343739621e-22
556.4,6.663658880616037e-23,8.08496601401096e-23,1.0935944639769124e-22,1.2725577186023584e-22,2.3012339147414986e-22,6.476710597727034e-22,1.364712157118813e-22,6.704357356360014e-22
556.6,6.64932843141041e-23,8.08496601401096e-23,1.095483228163401e-22,1.2725577186023584e-22,2.294042558757931e-22,6.4606791358514725e-22,1.392563425631442e-22,6.704357356360014e-22
556.8,6.639774798606661e-23,8.066229128694596e-23,1.0917056997904238e-22,1.2725577186023584e-22,2.294042558757931e-22,6.4606791358514725e-22,1.392563425631442e-22,6.704357356360014e-22
557.0,6.625444349401033e-23,8.047492243378233e-23,1.0879281714174466e-22,1.2765220728659174e-22,2.294042558757931e-22,6.4606791358514725e-22,1.364712157118813e-22,6.638628362670209e-22
557.2,6.611113900195408e-23,8.019386915403686e-23,1.0841506430444692e-22,1.2725577186023584e-22,2.2580857788400953e-22,6.44464767397591e-22,1.2811583515809265e-22,6.638628362670209e-22
557.4,6.601560267391657e-23,8.019386915403686e-23,1.0822618788579806e-22,1.2765220728659174e-22,2.2580857788400953e-22,6.4606791358514725e-22,1.3090096200935555e-22,6.770086350049818e-22
557.6,6.57767618538228e-23,8.000650030087324e-23,1.080373114671492e-22,1.280486427129476e-22,2.2652771348236626e-22,6.4606791358514725e-22,1.3368608886061843e-22,6.770086350049818e-22
557.8,6.563345736176655e-23,8.000650030087324e-23,1.0822618788579806e-22,1.2725577186023584e-22,2.2652771348236626e-22,6.44464767397591e-22,1.364712157118813e-22,6.704357356360014e-22
558.0,6.544238470569154e-23,7.991281587429142e-23,1.0784843504850034e-22,1.264629010075241e-22,2.2652771348236626e-22,6.412584750224787e-22,1.3368608886061843e-22,6.638628362670209e-22
558.2,6.525131204961653e-23,7.963176259454596e-23,1.0765955862985148e-22,1.264629010075241e-22,2.2580857788400953e-22,6.396553288349224e-22,1.3090096200935555e-22,6.572899368980405e-22
558.4,6.515577572157901e-23,7.93507093148005e-23,1.0765955862985148e-22,1.2685933643388e-22,2.2508944228565284e-22,6.412584750224787e-22,1.3368608886061843e-22,6.638628362670209e-22
558.6,6.501247122952276e-23,7.916334046163687e-23,1.0728180579255376e-22,1.2606646558116824e-22,2.2365117108893936e-22,6.396553288349224e-22,1.3090096200935555e-22,6.638628362670209e-22
558.8,6.486916673746651e-23,7.897597160847322e-23,1.0690405295525602e-22,1.2567003015481235e-22,2.2293203549058267e-22,6.396553288349224e-22,1.3090096200935555e-22,6.572899368980405e-22
559.0,6.467809408139149e-23,7.897597160847322e-23,1.0690405295525602e-22,1.2567003015481235e-22,2.2508944228565284e-22,6.380521826473663e-22,1.3368608886061843e-22,6.507170375290602e-22
559.2,6.453478958933523e-23,7.878860275530959e-23,1.065263001179583e-22,1.252735947284565e-22,2.2365117108893936e-22,6.380521826473663e-22,1.3090096200935555e-22,6.572899368980405e-22
559.4,6.448702142531648e-23,7.869491832872778e-23,1.0633742369930944e-22,1.252735947284565e-22,2.2221289989222593e-22,6.380521826473663e-22,1.3090096200935555e-22,6.704357356360014e-22
559.6,6.434371693326022e-23,7.850754947556413e-23,1.0633742369930944e-22,1.252735947284565e-22,2.2149376429386924e-22,6.332427440846977e-22,1.3090096200935555e-22,6.704357356360014e-22
559.8,6.420041244120396e-23,7.832018062240048e-23,1.0614854728066058e-22,1.252735947284565e-22,2.2149376429386924e-22,6.316395978971415e-22,1.2533070830682978e-22,6.704357356360014e-22
560.0,6.410487611316647e-23,7.813281176923686e-23,1.0614854728066058e-22,1.2567003015481235e-22,2.207746286955125e-22,6.34845890272254e-22,1.225455814555669e-22,6.770086350049818e-22
560.2,6.39615716211102e-23,7.813281176923686e-23,1.0577079444336286e-22,1.2567003015481235e-22,2.2149376429386924e-22,6.3644903645981e-22,1.225455814555669e-22,6.704357356360014e-22
560.4,6.377049896503519e-23,7.785175848949139e-23,1.0558191802471399e-22,1.248771593021006e-22,2.207746286955125e-22,6.34845890272254e-22,1.225455814555669e-22,6.638628362670209e-22
560.6,6.357942630896017e-23,7.775807406290959e-23,1.0558191802471399e-22,1.2448072387574473e-22,2.2005549309715577e-22,6.300364517095853e-22,1.2533070830682978e-22,6.638628362670209e-22
560.8,6.348388998092267e-23,7.775807406290959e-23,1.050152887687674e-22,1.2448072387574473e-22,2.1861722190044234e-22,6.28433305522029e-22,1.225455814555669e-22,6.638628362670209e-22
561.0,6.329281732484767e-23,7.766438963632777e-23,1.0482641235011855e-22,1.2368785302303298e-22,2.1861722190044234e-22,6.28433305522029e-22,1.225455814555669e-22,6.507170375290602e-22
561.2,6.31495128327914e-23,7.747702078316412e-23,1.0520416518741627e-22,1.2368785302303298e-22,2.193363574987991e-22,6.300364517095853e-22,1.2533070830682978e-22,6.572899368980405e-22
561.4,6.31495128327914e-23,7.72896519300005e-23,1.0463753593146968e-22,1.2408428844938888e-22,2.193363574987991e-22,6.316395978971415e-22,1.2533070830682978e-22,6.704357356360014e-22
561.6,6.300620834073514e-23,7.719596750341866e-23,1.0444865951282082e-22,1.2368785302303298e-22,2.1789808630208565e-22,6.28433305522029e-22,1.2811583515809265e-22,6.572899368980405e-22
561.8,6.291067201269764e-23,7.700859865025503e-23,1.0444865951282082e-22,1.2408428844938888e-22,2.1789808630208565e-22,6.28433305522029e-22,1.225455814555669e-22,6.572899368980405e-22
562.0,6.281513568466013e-23,7.691491422367322e-23,1.0425978309417196e-22,1.2408428844938888e-22,2.1789808630208565e-22,6.268301593344729e-22,1.19760454604304e-22,6.638628362670209e-22
562.2,6.257629486456636e-23,7.68212297970914e-23,1.040709066755231e-22,1.232914175966771e-22,2.171789507037289e-22,6.236238669593605e-22,1.19760454604304e-22,6.507170375290602e-22
562.4,6.23374540444726e-23,7.654017651734594e-23,1.040709066755231e-22,1.2249854674396536e-22,2.171789507037289e-22,6.220207207718043e-22,1.19760454604304e-22,6.507170375290602e-22
562.6,6.23374540444726e-23,7.63528076641823e-23,1.0350427741957651e-22,1.232914175966771e-22,2.171789507037289e-22,6.252270131469167e-22,1.1419020090177825e-22,6.572899368980405e-22
562.8,6.228968588045384e-23,7.625912323760048e-23,1.0350427741957651e-22,1.2368785302303298e-22,2.157406795070155e-22,6.220207207718043e-22,1.1419020090177825e-22,6.4414413816007975e-22
563.0,6.205084506036007e-23,7.607175438443683e-23,1.0331540100092764e-22,1.2249854674396536e-22,2.1430240831030205e-22,6.188144283966919e-22,1.1419020090177825e-22,6.309983394221189e-22
563.2,6.190754056830382e-23,7.597806995785503e-23,1.0331540100092764e-22,1.2249854674396536e-22,2.135832727119453e-22,6.172112822091357e-22,1.1697532775304112e-22,6.4414413816007975e-22
563.4,6.181200424026631e-23,7.597806995785503e-23,1.0331540100092764e-22,1.2249854674396536e-22,2.1502154390865875e-22,6.188144283966919e-22,1.1419020090177825e-22,6.572899368980405e-22
563.6,6.171646791222882e-23,7.579070110469139e-23,1.0293764816362992e-22,1.2249854674396536e-22,2.1430240831030205e-22,6.188144283966919e-22,1.1419020090177825e-22,6.572899368980405e-22
563.8,6.157316342017254e-23,7.560333225152774e-23,1.0274877174498105e-22,1.2249854674396536e-22,2.1430240831030205e-22,6.172112822091357e-22,1.1419020090177825e-22,6.572899368980405e-22
564.0,6.138209076409754e-23,7.550964782494594e-23,1.0274877174498105e-22,1.2210211131760949e-22,2.1502154390865875e-22,6.172112822091357e-22,1.1697532775304112e-22,6.507170375290602e-22
564.2,6.123878627204128e-23,7.550964782494594e-23,1.025598953263322e-22,1.2210211131760949e-22,2.1502154390865875e-22,6.172112822091357e-22,1.1419020090177825e-22,6.507170375290602e-22
564.4,6.109548177998503e-23,7.541596339836412e-23,1.025598953263322e-22,1.2249854674396536e-22,2.1430240831030205e-22,6.172112822091357e-22,1.1419020090177825e-22,6.4414413816007975e-22
564.6,6.099994545194752e-23,7.522859454520047e-23,1.025598953263322e-22,1.2210211131760949e-22,2.1430240831030205e-22,6.156081360215794e-22,1.1697532775304112e-22,6.3757123879109935e-22
564.8,6.085664095989126e-23,7.522859454520047e-23,1.0237101890768333e-22,1.2170567589125361e-22,2.135832727119453e-22,6.124018436464671e-22,1.1419020090177825e-22,6.3757123879109935e-22
565.0,6.066556830381625e-23,7.513491011861865e-23,1.0218214248903448e-22,1.2170567589125361e-22,2.1142586591687518e-22,6.107986974589109e-22,1.1419020090177825e-22,6.309983394221189e-22
565.2,6.042672748372248e-23,7.494754126545501e-23,1.0180438965173675e-22,1.20516369612186e-22,2.1142586591687518e-22,6.059892588962424e-22,1.1419020090177825e-22,6.244254400531386e-22
565.4,6.037895931970374e-23,7.494754126545501e-23,1.0180438965173675e-22,1.20516369612186e-22,2.1286413711358863e-22,6.075924050837985e-22,1.1419020090177825e-22,6.309983394221189e-22
565.6,6.028342299166622e-23,7.466648798570956e-23,1.0161551323308789e-22,1.20516369612186e-22,2.121450015152319e-22,6.075924050837985e-22,1.1697532775304112e-22,6.3757123879109935e-22
565.8,6.014011849960997e-23,7.43854347059641e-23,1.0180438965173675e-22,1.20516369612186e-22,2.0998759472016175e-22,6.091955512713547e-22,1.1697532775304112e-22,6.3757123879109935e-22
566.0,5.99968140075537e-23,7.43854347059641e-23,1.0180438965173675e-22,1.1972349875947425e-22,2.1070673031851846e-22,6.091955512713547e-22,1.1419020090177825e-22,6.309983394221189e-22
566.2,5.98057413514787e-23,7.419806585280048e-23,1.0161551323308789e-22,1.1932706333311835e-22,2.1070673031851846e-22,6.059892588962424e-22,1.0861994719925247e-22,6.244254400531386e-22
566.4,5.98057413514787e-23,7.410438142621865e-23,1.0123776039579016e-22,1.1972349875947425e-22,2.0998759472016175e-22,6.059892588962424e-22,1.0861994719925247e-22,6.3757123879109935e-22
566.6,5.971020502344118e-23,7.401069699963683e-23,1.0086000755849244e-22,1.2011993418583012e-22,2.0926845912180503e-22,6.075924050837985e-22,1.1140507405051535e-22,6.3757123879109935e-22
566.8,5.956690053138493e-23,7.391701257305501e-23,1.0067113113984357e-22,1.1932706333311835e-22,2.0854932352344832e-22,6.059892588962424e-22,1.0861994719925247e-22,6.244254400531386e-22
567.0,5.932805971129117e-23,7.382332814647318e-23,1.0067113113984357e-22,1.1893062790676247e-22,2.0854932352344832e-22,6.0278296652113e-22,1.0861994719925247e-22,6.112796413151777e-22
567.2,5.923252338325366e-23,7.363595929330956e-23,1.0010450188389698e-22,1.1972349875947425e-22,2.0854932352344832e-22,6.0278296652113e-22,1.0583482034798958e-22,6.244254400531386e-22
567.4,5.91847552192349e-23,7.344859044014591e-23,9.991562546524813e-23,1.1972349875947425e-22,2.0854932352344832e-22,6.011798203335737e-22,1.0583482034798958e-22,6.244254400531386e-22
567.6,5.90892188911974e-23,7.335490601356409e-23,1.0029337830254585e-22,1.1972349875947425e-22,2.0783018792509158e-22,6.0278296652113e-22,1.0861994719925247e-22,6.244254400531386e-22
567.8,5.894591439914114e-23,7.326122158698229e-23,1.0010450188389698e-22,1.1972349875947425e-22,2.0783018792509158e-22,6.011798203335737e-22,1.0861994719925247e-22,6.244254400531386e-22
568.0,5.865930541502863e-23,7.316753716040047e-23,9.991562546524813e-23,1.1893062790676247e-22,2.0854932352344832e-22,5.995766741460176e-22,1.1140507405051535e-22,6.244254400531386e-22
568.2,5.856376908699112e-23,7.298016830723682e-23,9.972674904659926e-23,1.1813775705405073e-22,2.0711105232673487e-22,5.995766741460176e-22,1.0861994719925247e-22,6.244254400531386e-22
568.4,5.84682327589536e-23,7.2886483880655e-23,9.95378726279504e-23,1.1734488620133898e-22,2.0639191672837815e-22,5.979735279584613e-22,1.0861994719925247e-22,6.112796413151777e-22
568.6,5.83726964309161e-23,7.27927994540732e-23,9.934899620930154e-23,1.1813775705405073e-22,2.0567278113002144e-22,5.995766741460176e-22,1.0583482034798958e-22,6.244254400531386e-22
568.8,5.813385561082234e-23,7.260543060090955e-23,9.934899620930154e-23,1.185341924804066e-22,2.0639191672837815e-22,5.963703817709051e-22,1.0026456664546382e-22,6.178525406841582e-22
569.0,5.803831928278484e-23,7.260543060090955e-23,9.95378726279504e-23,1.1813775705405073e-22,2.0783018792509158e-22,5.94767235583349e-22,1.0583482034798958e-22,6.047067419461973e-22
569.2,5.803831928278484e-23,7.232437732116409e-23,9.859349053470609e-23,1.1774132162769485e-22,2.0639191672837815e-22,5.931640893957927e-22,1.0304969349672671e-22,6.047067419461973e-22
569.4,5.794278295474732e-23,7.223069289458227e-23,9.840461411605723e-23,1.1774132162769485e-22,2.0495364553166473e-22,5.94767235583349e-22,1.0304969349672671e-22,6.178525406841582e-22
569.6,5.779947846269106e-23,7.213700846800046e-23,9.859349053470609e-23,1.1734488620133898e-22,2.0567278113002144e-22,5.979735279584613e-22,1.0583482034798958e-22,6.178525406841582e-22
569.8,5.760840580661606e-23,7.204332404141864e-23,9.840461411605723e-23,1.1734488620133898e-22,2.04234509933308e-22,5.963703817709051e-22,1.0304969349672671e-22,6.178525406841582e-22
570.0,5.751286947857855e-23,7.1855955188255e-23,9.80268612787595e-23,1.169484507749831e-22,2.0351537433495127e-22,5.94767235583349e-22,1.0026456664546382e-22,6.112796413151777e-22
570.2,5.73695649865223e-23,7.1855955188255e-23,9.80268612787595e-23,1.169484507749831e-22,2.04234509933308e-22,5.931640893957927e-22,1.0583482034798958e-22,6.112796413151777e-22
570.4,5.722626049446603e-23,7.166858633509136e-23,9.783798486011064e-23,1.169484507749831e-22,2.04234509933308e-22,5.931640893957927e-22,1.0304969349672671e-22,6.178525406841582e-22
570.6,5.708295600240977e-23,7.194963961483681e-23,9.840461411605723e-23,1.1655201534862723e-22,2.0567278113002144e-22,5.931640893957927e-22,1.0861994719925247e-22,6.178525406841582e-22
570.8,5.703518783839102e-23,7.166858633509136e-23,9.821573769740836e-23,1.169484507749831e-22,2.0495364553166473e-22,5.931640893957927e-22,1.0583482034798958e-22,6.178525406841582e-22
571.0,5.689188334633476e-23,7.129384862876409e-23,9.746023202281291e-23,1.1655201534862723e-22,2.0279623873659456e-22,5.931640893957927e-22,1.0304969349672671e-22,6.047067419461973e-22
571.2,5.679634701829726e-23,7.120016420218226e-23,9.708247918551519e-23,1.169484507749831e-22,2.0279623873659456e-22,5.931640893957927e-22,1.0583482034798958e-22,6.178525406841582e-22
571.4,5.665304252624099e-23,7.110647977560044e-23,9.708247918551519e-23,1.1655201534862723e-22,2.0279623873659456e-22,5.915609432082366e-22,1.0304969349672671e-22,6.178525406841582e-22
571.6,5.646196987016599e-23,7.101279534901864e-23,9.670472634821747e-23,1.1615557992227136e-22,2.0135796753988113e-22,5.915609432082366e-22,1.0304969349672671e-22,6.178525406841582e-22
571.8,5.641420170614723e-23,7.091911092243682e-23,9.670472634821747e-23,1.1734488620133898e-22,2.0063883194152442e-22,5.915609432082366e-22,1.0583482034798958e-22,6.244254400531386e-22
572.0,5.636643354212848e-23,7.063805764269135e-23,9.65158499295686e-23,1.169484507749831e-22,2.0135796753988113e-22,5.899577970206803e-22,1.0304969349672671e-22,6.178525406841582e-22
572.2,5.627089721409098e-23,7.054437321610955e-23,9.65158499295686e-23,1.1655201534862723e-22,2.0063883194152442e-22,5.931640893957927e-22,1.0304969349672671e-22,6.178525406841582e-22
572.4,5.603205639399721e-23,7.054437321610955e-23,9.670472634821747e-23,1.1575914449591549e-22,2.0063883194152442e-22,5.899577970206803e-22,1.0583482034798958e-22,6.047067419461973e-22
572.6,5.58409837379222e-23,7.045068878952772e-23,9.65158499295686e-23,1.1496627364320374e-22,2.0135796753988113e-22,5.851483584580118e-22,1.0304969349672671e-22,5.98133842577217e-22
572.8,5.574544740988469e-23,7.016963550978226e-23,9.594922067362201e-23,1.1456983821684784e-22,1.9991969634316768e-22,5.8194206608289935e-22,9.747943979420094e-23,5.98133842577217e-22
573.0,5.564991108184719e-23,7.007595108320044e-23,9.576034425497316e-23,1.14173402790492e-22,1.9920056074481097e-22,5.8194206608289935e-22,9.747943979420094e-23,5.915609432082365e-22
573.2,5.560214291782844e-23,7.026331993636408e-23,9.613809709227088e-23,1.1496627364320374e-22,2.0135796753988113e-22,5.851483584580118e-22,1.0304969349672671e-22,6.112796413151777e-22
573.4,5.541107026175342e-23,7.016963550978226e-23,9.594922067362201e-23,1.1496627364320374e-22,2.0135796753988113e-22,5.86751504645568e-22,1.0304969349672671e-22,6.178525406841582e-22
573.6,5.526776576969716e-23,6.98885822300368e-23,9.576034425497316e-23,1.1496627364320374e-22,1.9991969634316768e-22,5.8194206608289935e-22,1.0026456664546382e-22,6.047067419461973e-22
573.8,5.526776576969716e-23,6.970121337687316e-23,9.538259141767543e-23,1.1536270906955961e-22,1.9920056074481097e-22,5.835452122704556e-22,1.0026456664546382e-22,6.047067419461973e-22
574.0,5.517222944165966e-23,6.960752895029135e-23,9.519371499902657e-23,1.1496627364320374e-22,1.9848142514645425e-22,5.851483584580118e-22,9.747943979420094e-23,6.112796413151777e-22
574.2,5.498115678558465e-23,6.960752895029135e-23,9.519371499902657e-23,1.1456983821684784e-22,1.9776228954809754e-22,5.8194206608289935e-22,9.469431294293804e-23,5.98133842577217e-22
574.4,5.488562045754714e-23,6.942016009712771e-23,9.50048385803777e-23,1.1456983821684784e-22,1.963240183513841e-22,5.787357737077869e-22,9.747943979420094e-23,5.849880438392561e-22
574.6,5.483785229352838e-23,6.932647567054588e-23,9.481596216172886e-23,1.14173402790492e-22,1.9560488275302737e-22,5.787357737077869e-22,1.0304969349672671e-22,5.849880438392561e-22
574.8,5.469454780147213e-23,6.923279124396407e-23,9.481596216172886e-23,1.14173402790492e-22,1.963240183513841e-22,5.787357737077869e-22,1.0026456664546382e-22,5.98133842577217e-22
575.0,5.450347514539711e-23,6.913910681738226e-23,9.481596216172886e-23,1.1298409651142437e-22,1.9704315394974082e-22,5.771326275202308e-22,1.0026456664546382e-22,5.915609432082365e-22
575.2,5.43124024893221e-23,6.895173796421861e-23,9.481596216172886e-23,1.121912256587126e-22,1.9704315394974082e-22,5.723231889575622e-22,1.0026456664546382e-22,5.784151444702757e-22
575.4,5.426463432530335e-23,6.885805353763679e-23,9.462708574307998e-23,1.1298409651142437e-22,1.9560488275302737e-22,5.755294813326746e-22,9.747943979420094e-23,5.915609432082365e-22
575.6,5.42168661612846e-23,6.876436911105499e-23,9.443820932443112e-23,1.14173402790492e-22,1.963240183513841e-22,5.803389198953432e-22,9.469431294293804e-23,6.047067419461973e-22
575.8,5.412132983324709e-23,6.876436911105499e-23,9.443820932443112e-23,1.1338053193778025e-22,1.9704315394974082e-22,5.803389198953432e-22,9.469431294293804e-23,5.98133842577217e-22
576.0,5.397802534119083e-23,6.867068468447317e-23,9.424933290578226e-23,1.1338053193778025e-22,1.9704315394974082e-22,5.755294813326746e-22,1.0026456664546382e-22,5.915609432082365e-22
576.2,5.393025717717208e-23,6.83896314047277e-23,9.368270364983567e-23,1.1377696736413612e-22,1.9560488275302737e-22,5.739263351451184e-22,9.469431294293804e-23,5.915609432082365e-22
576.4,5.388248901315333e-23,6.820226255156407e-23,9.368270364983567e-23,1.1338053193778025e-22,1.9560488275302737e-22,5.755294813326746e-22,9.469431294293804e-23,5.915609432082365e-22
576.6,5.369141635707831e-23,6.820226255156407e-23,9.368270364983567e-23,1.121912256587126e-22,1.9560488275302737e-22,5.739263351451184e-22,9.747943979420094e-23,5.915609432082365e-22
576.8,5.354811186502206e-23,6.810857812498225e-23,9.349382723118682e-23,1.1179479023235673e-22,1.9488574715467066e-22,5.70720042770006e-22,9.469431294293804e-23,5.784151444702757e-22
577.0,5.354811186502206e-23,6.801489369840043e-23,9.368270364983567e-23,1.121912256587126e-22,1.9488574715467066e-22,5.691168965824497e-22,9.747943979420094e-23,5.784151444702757e-22
577.2,5.35003437010033e-23,6.792120927181861e-23,9.349382723118682e-23,1.1298409651142437e-22,1.9344747595795723e-22,5.70720042770006e-22,9.469431294293804e-23,5.849880438392561e-22
577.4,5.335703920894704e-23,6.782752484523679e-23,9.311607439388908e-23,1.125876610850685e-22,1.9272834035960052e-22,5.691168965824497e-22,8.912405924041229e-23,5.718422451012952e-22
577.6,5.33092710449283e-23,6.773384041865497e-23,9.311607439388908e-23,1.125876610850685e-22,1.9344747595795723e-22,5.691168965824497e-22,9.190918609167517e-23,5.784151444702757e-22
577.8,5.316596655287204e-23,6.773384041865497e-23,9.311607439388908e-23,1.121912256587126e-22,1.9416661155631394e-22,5.659106042073374e-22,9.747943979420094e-23,5.849880438392561e-22
578.0,5.307043022483452e-23,6.754647156549134e-23,9.273832155659135e-23,1.125876610850685e-22,1.9344747595795723e-22,5.675137503948937e-22,9.469431294293804e-23,5.849880438392561e-22
578.2,5.302266206081577e-23,6.726541828574588e-23,9.236056871929363e-23,1.125876610850685e-22,1.9129006916288706e-22,5.70720042770006e-22,8.912405924041229e-23,5.915609432082365e-22
578.4,5.297489389679702e-23,6.726541828574588e-23,9.25494451379425e-23,1.125876610850685e-22,1.9272834035960052e-22,5.723231889575622e-22,9.190918609167517e-23,5.915609432082365e-22
578.6,5.278382124072201e-23,6.717173385916406e-23,9.25494451379425e-23,1.1179479023235673e-22,1.9272834035960052e-22,5.675137503948937e-22,9.469431294293804e-23,5.718422451012952e-22
578.8,5.273605307670325e-23,6.707804943258223e-23,9.236056871929363e-23,1.1179479023235673e-22,1.9129006916288706e-22,5.675137503948937e-22,9.190918609167517e-23,5.652693457323149e-22
579.0,5.273605307670325e-23,6.698436500600042e-23,9.236056871929363e-23,1.1179479023235673e-22,1.9129006916288706e-22,5.70720042770006e-22,8.912405924041229e-23,5.718422451012952e-22
579.2,5.264051674866575e-23,6.689068057941861e-23,9.236056871929363e-23,1.1179479023235673e-22,1.9272834035960052e-22,5.691168965824497e-22,9.190918609167517e-23,5.784151444702757e-22
579.4,5.249721225660949e-23,6.679699615283679e-23,9.217169230064479e-23,1.1139835480600086e-22,1.9344747595795723e-22,5.659106042073374e-22,9.190918609167517e-23,5.784151444702757e-22
579.6,5.230613960053448e-23,6.670331172625496e-23,9.179393946334704e-23,1.106054839532891e-22,1.9129006916288706e-22,5.611011656446688e-22,8.633893238914939e-23,5.652693457323149e-22
579.8,5.230613960053448e-23,6.670331172625496e-23,9.16050630446982e-23,1.1100191937964498e-22,1.9057093356453035e-22,5.62704311832225e-22,8.633893238914939e-23,5.718422451012952e-22
580.0,5.221060327249697e-23,6.651594287309132e-23,9.141618662604933e-23,1.1139835480600086e-22,1.8985179796617364e-22,5.659106042073374e-22,8.912405924041229e-23,5.784151444702757e-22
580.2,5.201953061642196e-23,6.642225844650952e-23,9.141618662604933e-23,1.1100191937964498e-22,1.9057093356453035e-22,5.611011656446688e-22,8.633893238914939e-23,5.652693457323149e-22
580.4,5.201953061642196e-23,6.642225844650952e-23,9.103843378875161e-23,1.1100191937964498e-22,1.9129006916288706e-22,5.578948732695564e-22,8.912405924041229e-23,5.652693457323149e-22
580.6,5.1971762452403205e-23,6.623488959334587e-23,9.103843378875161e-23,1.106054839532891e-22,1.8985179796617364e-22,5.594980194571127e-22,8.633893238914939e-23,5.652693457323149e-22
580.8,5.182845796034695e-23,6.623488959334587e-23,9.141618662604933e-23,1.106054839532891e-22,1.8985179796617364e-22,5.594980194571127e-22,9.190918609167517e-23,5.652693457323149e-22
581.0,5.168515346829069e-23,6.623488959334587e-23,9.141618662604933e-23,1.0981261310057736e-22,1.8985179796617364e-22,5.578948732695564e-22,9.190918609167517e-23,5.586964463633345e-22
581.2,5.168515346829069e-23,6.614120516676405e-23,9.103843378875161e-23,1.0981261310057736e-22,1.8985179796617364e-22,5.594980194571127e-22,8.912405924041229e-23,5.718422451012952e-22
581.4,5.168515346829069e-23,6.595383631360042e-23,9.084955737010273e-23,1.1020904852693324e-22,1.884135267694602e-22,5.594980194571127e-22,8.633893238914939e-23,5.849880438392561e-22
581.6,5.1494080812215683e-23,6.595383631360042e-23,9.103843378875161e-23,1.0981261310057736e-22,1.8985179796617364e-22,5.54688580894444e-22,8.912405924041229e-23,5.718422451012952e-22
581.8,5.135077632015942e-23,6.576646746043678e-23,9.066068095145388e-23,1.0981261310057736e-22,1.8985179796617364e-22,5.54688580894444e-22,8.912405924041229e-23,5.718422451012952e-22
582.0,5.125523999212192e-23,6.557909860727314e-23,9.047180453280502e-23,1.094161776742215e-22,1.876943911711035e-22,5.562917270820003e-22,8.633893238914939e-23,5.652693457323149e-22
582.2,5.120747182810316e-23,6.53917297541095e-23,8.990517527685844e-23,1.0981261310057736e-22,1.8625611997439004e-22,5.562917270820003e-22,8.076867868662363e-23,5.718422451012952e-22
582.4,5.1159703664084407e-23,6.529804532752769e-23,8.971629885820957e-23,1.106054839532891e-22,1.8625611997439004e-22,5.562917270820003e-22,8.076867868662363e-23,5.718422451012952e-22
582.6,5.101639917202815e-23,6.520436090094586e-23,9.009405169550728e-23,1.1020904852693324e-22,1.8697525557274676e-22,5.54688580894444e-22,8.633893238914939e-23,5.586964463633345e-22
582.8,5.09686310080094e-23,6.520436090094586e-23,9.028292811415616e-23,1.094161776742215e-22,1.876943911711035e-22,5.54688580894444e-22,8.912405924041229e-23,5.586964463633345e-22
583.0,5.0825326515953136e-23,6.520436090094586e-23,9.028292811415616e-23,1.0862330682150974e-22,1.8697525557274676e-22,5.530854347068879e-22,9.190918609167517e-23,5.586964463633345e-22
583.2,5.068202202389688e-23,6.501699204778223e-23,8.990517527685844e-23,1.0822687139515387e-22,1.840987131793199e-22,5.514822885193316e-22,8.633893238914939e-23,5.586964463633345e-22
583.4,5.063425385987812e-23,6.492330762120041e-23,8.95274224395607e-23,1.0862330682150974e-22,1.8625611997439004e-22,5.498791423317754e-22,8.355380553788652e-23,5.52123546994354e-22
583.6,5.053871753184062e-23,6.473593876803677e-23,8.933854602091185e-23,1.0901974224786562e-22,1.8697525557274676e-22,5.514822885193316e-22,8.076867868662363e-23,5.586964463633345e-22
583.8,5.0490949367821866e-23,6.464225434145496e-23,8.933854602091185e-23,1.0822687139515387e-22,1.8553698437603333e-22,5.498791423317754e-22,7.798355183536075e-23,5.586964463633345e-22
584.0,5.0443181203803115e-23,6.454856991487314e-23,8.896079318361413e-23,1.0822687139515387e-22,1.840987131793199e-22,5.46672849956663e-22,7.798355183536075e-23,5.52123546994354e-22
