X Mn cam 1;Y Mn cam 1;X Mn cam 2;Y Mn cam 2;X Mn wb 1;Y Mn wb 1;X Mn wb 2;Y Mn wb 2;X MnCl+ cam 1;Y MnCl+ cam 1;X MnCl+ cam 2;Y MnCl+ cam 2;X MnCl+ wb 1;Y MnCl+ wb 1;X MnCl+ wb 2;Y MnCl+ wb 2;X MnCl2 cam 1;Y MnCl2 cam 1;X MnCl2 cam 2;Y MnCl2 cam 2;X MnCl2 wb 1;Y MnCl2 wb 1;X MnCl2 wb 2;Y MnCl2 wb 2;X MnCl2 wb 3;Y MnCl2 wb 3;X MnCl2 wb 4;Y MnCl2 wb 4;X MnCl2 wb 5;Y MnCl2 wb 5;X MnCl3- cam 1;Y MnCl3- cam 1;X MnCl3- cam 2;Y MnCl3- cam 2;X MnCl3- cam 3;Y MnCl3- cam 3;X MnCl3- cam 4;Y MnCl3- cam 4;X MnCl3- cam 5;Y MnCl3- cam 5;X MnCl3- wb 1;Y MnCl3- wb 1;X MnCl3- wb 2;Y MnCl3- wb 2;X MnCl3- wb 3;Y MnCl3- wb 3
80;0;100;0;80;0;100;0;100;0;100;0;100;0;100;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0;140;0
80,36;0;100,28;0;80,36;0;100,28;0;100,6;0;100,5;0;100,6;0;100,5;0;140,32;0;140,28;0;140,32;0;140,28;0;140,28;0;140,28;0;140,24;0;140,28;0;140,28;0;140,32;0;140,28;0;140,28;0;140,28;0;140,28;0;140,24;0
80,72;0;100,56;0;80,72;0;100,56;0;101,2;0;101;0;101,2;0;101;0;140,64;0;140,56;0;140,64;0;140,56;0;140,56;0;140,56;0;140,48;0;140,56;0;140,56;0;140,64;0;140,56;0;140,56;0;140,56;0;140,56;0;140,48;0
81,08;0;100,84;0;81,08;0;100,84;0;101,8;0;101,5;0;101,8;0;101,5;0;140,96;0;140,84;0;140,96;0;140,84;0;140,84;0;140,84;0;140,72;0;140,84;0;140,84;0;140,96;0;140,84;0;140,84;0;140,84;0;140,84;0;140,72;0
81,44;0;101,12;0;81,44;0;101,12;0;102,4;0;102;0;102,4;0;102;0;141,28;0;141,12;0;141,28;0;141,12;0;141,12;0;141,12;0;140,96;0;141,12;0;141,12;0;141,28;0;141,12;0;141,12;0;141,12;0;141,12;0;140,96;0
81,8;0;101,4;0;81,8;0;101,4;0;103;0;102,5;0;103;0;102,5;0;141,6;0;141,4;0;141,6;0;141,4;0;141,4;0;141,4;0;141,2;0;141,4;0;141,4;0;141,6;0;141,4;0;141,4;0;141,4;0;141,4;0;141,2;0
82,16;0;101,68;0;82,16;0;101,68;0;103,6;0;103;0;103,6;0;103;0;141,92;0;141,68;0;141,92;0;141,68;0;141,68;0;141,68;0;141,44;0;141,68;0;141,68;0;141,92;0;141,68;0;141,68;0;141,68;0;141,68;0;141,44;0
82,52;0;101,96;0;82,52;0;101,96;0;104,2;0;103,5;0;104,2;0;103,5;0;142,24;0;141,96;0;142,24;0;141,96;0;141,96;0;141,96;0;141,68;0;141,96;0;141,96;0;142,24;0;141,96;0;141,96;0;141,96;0;141,96;0;141,68;0
82,88;0;102,24;0;82,88;0;102,24;0;104,8;0;104;0;104,8;0;104;0;142,56;0;142,24;0;142,56;0;142,24;0;142,24;0;142,24;0;141,92;0;142,24;0;142,24;0;142,56;0;142,24;0;142,24;0;142,24;0;142,24;0;141,92;0
83,24;0;102,52;0;83,24;0;102,52;0;105,4;0;104,5;0;105,4;0;104,5;0;142,88;0;142,52;0;142,88;0;142,52;0;142,52;0;142,52;0;142,16;0;142,52;0;142,52;0;142,88;0;142,52;0;142,52;0;142,52;0;142,52;0;142,16;0
83,6;0;102,8;0;83,6;0;102,8;0;106;0;105;0;106;0;105;0;143,2;0;142,8;0;143,2;0;142,8;0;142,8;0;142,8;0;142,4;0;142,8;0;142,8;0;143,2;0;142,8;0;142,8;0;142,8;0;142,8;0;142,4;0
83,96;0;103,08;0;83,96;0;103,08;0;106,6;0;105,5;0;106,6;0;105,5;0;143,52;0;143,08;0;143,52;0;143,08;0;143,08;0;143,08;0;142,64;0;143,08;0;143,08;0;143,52;0;143,08;0;143,08;0;143,08;0;143,08;0;142,64;0
84,32;0;103,36;0;84,32;0;103,36;0;107,2;0;106;0;107,2;0;106;0;143,84;0;143,36;0;143,84;0;143,36;0;143,36;0;143,36;0;142,88;0;143,36;0;143,36;0;143,84;0;143,36;0;143,36;0;143,36;0;143,36;0;142,88;0
84,68;0;103,64;0;84,68;0;103,64;0;107,8;0;106,5;0;107,8;0;106,5;0;144,16;0;143,64;0;144,16;0;143,64;0;143,64;0;143,64;0;143,12;0;143,64;0;143,64;0;144,16;0;143,64;0;143,64;0;143,64;0;143,64;0;143,12;0
85,04;0;103,92;0;85,04;0;103,92;0;108,4;0;107;0;108,4;0;107;0;144,48;0;143,92;0;144,48;0;143,92;0;143,92;0;143,92;0;143,36;0;143,92;0;143,92;0;144,48;0;143,92;0;143,92;0;143,92;0;143,92;0;143,36;0
85,4;0;104,2;0;85,4;0;104,2;0;109;0;107,5;0;109;0;107,5;0;144,8;0;144,2;0;144,8;0;144,2;0;144,2;0;144,2;0;143,6;0;144,2;0;144,2;0;144,8;0;144,2;0;144,2;0;144,2;0;144,2;0;143,6;0
85,76;0;104,48;0;85,76;0;104,48;0;109,6;0;108;0;109,6;0;108;0;145,12;0;144,48;0;145,12;0;144,48;0;144,48;0;144,48;0;143,84;0;144,48;0;144,48;0;145,12;0;144,48;0;144,48;0;144,48;0;144,48;0;143,84;0
86,12;0;104,76;0;86,12;0;104,76;0;110,2;0;108,5;0;110,2;0;108,5;0;145,44;0;144,76;0;145,44;0;144,76;0;144,76;0;144,76;0;144,08;0;144,76;0;144,76;0;145,44;0;144,76;0;144,76;0;144,76;0;144,76;0;144,08;0
86,48;0;105,04;0;86,48;0;105,04;0;110,8;0;109;0;110,8;0;109;0;145,76;0;145,04;0;145,76;0;145,04;0;145,04;0;145,04;0;144,32;0;145,04;0;145,04;0;145,76;0;145,04;0;145,04;0;145,04;0;145,04;0;144,32;0
86,84;0;105,32;0;86,84;0;105,32;0;111,4;0;109,5;0;111,4;0;109,5;0;146,08;0;145,32;0;146,08;0;145,32;0;145,32;0;145,32;0;144,56;0;145,32;0;145,32;0;146,08;0;145,32;0;145,32;0;145,32;0;145,32;0;144,56;0
87,2;0;105,6;0;87,2;0;105,6;0;112;0;110;0;112;0;110;0;146,4;0;145,6;0;146,4;0;145,6;0;145,6;0;145,6;0;144,8;0;145,6;0;145,6;0;146,4;0;145,6;0;145,6;0;145,6;0;145,6;0;144,8;0
87,56;0;105,88;0;87,56;0;105,88;0;112,6;0;110,5;0;112,6;0;110,5;0;146,72;0;145,88;0;146,72;0;145,88;0;145,88;0;145,88;0;145,04;0;145,88;0;145,88;0;146,72;0;145,88;0;145,88;0;145,88;0;145,88;0;145,04;0
87,92;0;106,16;0;87,92;0;106,16;0;113,2;0;111;0;113,2;0;111;0;147,04;0;146,16;0;147,04;0;146,16;0;146,16;0;146,16;0;145,28;0;146,16;0;146,16;0;147,04;0;146,16;0;146,16;0;146,16;0;146,16;0;145,28;0
88,28;0;106,44;0;88,28;0;106,44;0;113,8;0;111,5;0;113,8;0;111,5;0;147,36;0;146,44;0;147,36;0;146,44;0;146,44;0;146,44;0;145,52;0;146,44;0;146,44;0;147,36;0;146,44;0;146,44;0;146,44;0;146,44;0;145,52;0
88,64;0;106,72;0;88,64;0;106,72;0;114,4;0;112;0;114,4;0;112;0;147,68;0;146,72;0;147,68;0;146,72;0;146,72;0;146,72;0;145,76;0;146,72;0;146,72;0;147,68;0;146,72;0;146,72;0;146,72;0;146,72;0;145,76;0
89;0;107;0;89;0;107;0;115;0;112,5;0;115;0;112,5;0;148;0;147;0;148;0;147;0;147;0;147;0;146;0;147;0;147;0;148;0;147;0;147;0;147;0;147;0;146;0
89,36;0;107,28;0;89,36;0;107,28;0;115,6;0;113;0;115,6;0;113;0;148,32;0;147,28;0;148,32;0;147,28;0;147,28;0;147,28;0;146,24;0;147,28;0;147,28;0;148,32;0;147,28;0;147,28;0;147,28;0;147,28;0;146,24;0
89,72;0;107,56;0;89,72;0;107,56;0;116,2;0;113,5;0;116,2;0;113,5;0;148,64;0;147,56;0;148,64;0;147,56;0;147,56;0;147,56;0;146,48;0;147,56;0;147,56;0;148,64;0;147,56;0;147,56;0;147,56;0;147,56;0;146,48;0
90,08;0;107,84;0;90,08;0;107,84;0;116,8;0;114;0;116,8;0;114;0;148,96;0;147,84;0;148,96;0;147,84;0;147,84;0;147,84;0;146,72;0;147,84;0;147,84;0;148,96;0;147,84;0;147,84;0;147,84;0;147,84;0;146,72;0
90,44;0;108,12;0;90,44;0;108,12;0;117,4;0;114,5;0;117,4;0;114,5;0;149,28;0;148,12;0;149,28;0;148,12;0;148,12;0;148,12;0;146,96;0;148,12;0;148,12;0;149,28;0;148,12;0;148,12;0;148,12;0;148,12;0;146,96;0
90,8;0;108,4;0;90,8;0;108,4;0;118;0;115;0;118;0;115;0;149,6;0;148,4;0;149,6;0;148,4;0;148,4;0;148,4;0;147,2;0;148,4;0;148,4;0;149,6;0;148,4;0;148,4;0;148,4;0;148,4;0;147,2;0
91,16;0;108,68;0;91,16;0;108,68;0;118,6;0;115,5;0;118,6;0;115,5;0;149,92;0;148,68;0;149,92;0;148,68;0;148,68;0;148,68;0;147,44;0;148,68;0;148,68;0;149,92;0;148,68;0;148,68;0;148,68;0;148,68;0;147,44;0
91,52;0;108,96;0;91,52;0;108,96;0;119,2;0;116;0;119,2;0;116;0;150,24;0;148,96;0;150,24;0;148,96;0;148,96;0;148,96;0;147,68;0;148,96;0;148,96;0;150,24;0;148,96;0;148,96;0;148,96;0;148,96;0;147,68;0
91,88;0;109,24;0;91,88;0;109,24;0;119,8;0;116,5;0;119,8;0;116,5;0;150,56;0;149,24;0;150,56;0;149,24;0;149,24;0;149,24;0;147,92;0;149,24;0;149,24;0;150,56;0;149,24;0;149,24;0;149,24;0;149,24;0;147,92;0
92,24;0;109,52;0;92,24;0;109,52;0;120,4;0;117;0;120,4;0;117;0;150,88;0;149,52;0;150,88;0;149,52;0;149,52;0;149,52;0;148,16;0;149,52;0;149,52;0;150,88;0;149,52;0;149,52;0;149,52;0;149,52;0;148,16;0
92,6;0;109,8;0;92,6;0;109,8;0;121;0;117,5;0;121;0;117,5;0;151,2;0;149,8;0;151,2;0;149,8;0;149,8;0;149,8;0;148,4;0;149,8;0;149,8;0;151,2;0;149,8;0;149,8;0;149,8;0;149,8;0;148,4;0
92,96;0;110,08;0;92,96;0;110,08;0;121,6;0;118;0;121,6;0;118;0;151,52;0;150,08;0;151,52;0;150,08;0;150,08;0;150,08;0;148,64;0;150,08;0;150,08;0;151,52;0;150,08;0;150,08;0;150,08;0;150,08;0;148,64;0
93,32;0;110,36;0;93,32;0;110,36;0;122,2;0;118,5;0;122,2;0;118,5;0;151,84;0;150,36;0;151,84;0;150,36;0;150,36;0;150,36;0;148,88;0;150,36;0;150,36;0;151,84;0;150,36;0;150,36;0;150,36;0;150,36;0;148,88;0
93,68;0;110,64;0;93,68;0;110,64;0;122,8;0;119;0;122,8;0;119;0;152,16;0;150,64;0;152,16;0;150,64;0;150,64;0;150,64;0;149,12;0;150,64;0;150,64;0;152,16;0;150,64;0;150,64;0;150,64;0;150,64;0;149,12;0
94,04;0;110,92;0;94,04;0;110,92;0;123,4;0;119,5;0;123,4;0;119,5;0;152,48;0;150,92;0;152,48;0;150,92;0;150,92;0;150,92;0;149,36;0;150,92;0;150,92;0;152,48;0;150,92;0;150,92;0;150,92;0;150,92;0;149,36;0
94,4;0;111,2;0;94,4;0;111,2;0;124;0;120;0;124;0;120;0;152,8;0;151,2;0;152,8;0;151,2;0;151,2;0;151,2;0;149,6;0;151,2;0;151,2;0;152,8;0;151,2;0;151,2;0;151,2;0;151,2;0;149,6;0
94,76;0;111,48;0;94,76;0;111,48;0;124,6;0;120,5;0;124,6;0;120,5;0;153,12;0;151,48;0;153,12;0;151,48;0;151,48;0;151,48;0;149,84;0;151,48;0;151,48;0;153,12;0;151,48;0;151,48;0;151,48;0;151,48;0;149,84;0
95,12;0;111,76;0;95,12;0;111,76;0;125,2;0;121;0;125,2;0;121;0;153,44;0;151,76;0;153,44;0;151,76;0;151,76;0;151,76;0;150,08;0;151,76;0;151,76;0;153,44;0;151,76;0;151,76;0;151,76;0;151,76;0;150,08;0
95,48;0;112,04;0;95,48;0;112,04;0;125,8;0;121,5;0;125,8;0;121,5;0;153,76;0;152,04;0;153,76;0;152,04;0;152,04;0;152,04;0;150,32;1,00E-10;152,04;0;152,04;0;153,76;0;152,04;0;152,04;0;152,04;0;152,04;0;150,32;0
95,84;0;112,32;0;95,84;0;112,32;0;126,4;0;122;0;126,4;0;122;0;154,08;0;152,32;0;154,08;0;152,32;0;152,32;0;152,32;1,00E-10;150,56;1,00E-10;152,32;0;152,32;0;154,08;0;152,32;0;152,32;0;152,32;0;152,32;0;150,56;0
96,2;0;112,6;0;96,2;0;112,6;0;127;0;122,5;0;127;0;122,5;0;154,4;0;152,6;0;154,4;0;152,6;0;152,6;0;152,6;1,00E-10;150,8;2,00E-10;152,6;0;152,6;0;154,4;0;152,6;0;152,6;0;152,6;0;152,6;0;150,8;0
96,56;0;112,88;0;96,56;0;112,88;0;127,6;0;123;0;127,6;0;123;0;154,72;0;152,88;0;154,72;0;152,88;0;152,88;0;152,88;2,00E-10;151,04;4,00E-10;152,88;0;152,88;0;154,72;0;152,88;0;152,88;0;152,88;0;152,88;0;151,04;0
96,92;0;113,16;0;96,92;0;113,16;0;128,2;0;123,5;0;128,2;0;123,5;0;155,04;0;153,16;0;155,04;0;153,16;0;153,16;0;153,16;5,00E-10;151,28;7,00E-10;153,16;0;153,16;0;155,04;0;153,16;0;153,16;0;153,16;0;153,16;0;151,28;0
97,28;0;113,44;0;97,28;0;113,44;0;128,8;0;124;0;128,8;0;124;0;155,36;0;153,44;0;155,36;0;153,44;0;153,44;0;153,44;9,00E-10;151,52;1,20E-09;153,44;0;153,44;0;155,36;0;153,44;0;153,44;0;153,44;0;153,44;0;151,52;0
97,64;0;113,72;0;97,64;0;113,72;0;129,4;0;124,5;0;129,4;0;124,5;0;155,68;0;153,72;0;155,68;0;153,72;0;153,72;0;153,72;1,70E-09;151,76;2,10E-09;153,72;0;153,72;0;155,68;0;153,72;0;153,72;1,00E-10;153,72;0;153,72;0;151,76;0
98;0;114;0;98;0;114;0;130;0;125;0;130;0;125;0;156;0;154;0;156;0;154;0;154;0;154;3,20E-09;152;3,80E-09;154;0;154;0;156;0;154;0;154;1,00E-10;154;0;154;0;152;0
98,36;0;114,28;0;98,36;0;114,28;1,00E-10;130,6;0;125,5;0;130,6;0;125,5;0;156,32;0;154,28;0;156,32;0;154,28;0;154,28;0;154,28;0,000000006;152,24;6,50E-09;154,28;0;154,28;0;156,32;0;154,28;0;154,28;2,00E-10;154,28;0;154,28;1,00E-10;152,24;0
98,72;0;114,56;0;98,72;0;114,56;2,00E-10;131,2;0;126;0;131,2;0;126;0;156,64;0;154,56;0;156,64;0;154,56;0;154,56;0;154,56;1,12E-08;152,48;1,13E-08;154,56;0;154,56;0;156,64;0;154,56;1,00E-10;154,56;4,00E-10;154,56;0;154,56;1,00E-10;152,48;0
99,08;0;114,84;0;99,08;1,00E-10;114,84;6,00E-10;131,8;0;126,5;0;131,8;0;126,5;0;156,96;0;154,84;0;156,96;0;154,84;0;154,84;0;154,84;2,06E-08;152,72;1,94E-08;154,84;0;154,84;0;156,96;0;154,84;2,00E-10;154,84;8,00E-10;154,84;0;154,84;3,00E-10;152,72;0
99,44;0;115,12;0;99,44;4,00E-10;115,12;0,000000002;132,4;0;127;0;132,4;0;127;0;157,28;0;155,12;0;157,28;0;155,12;0;155,12;1,00E-10;155,12;3,76E-08;152,96;3,31E-08;155,12;0;155,12;0;157,28;1,00E-10;155,12;3,00E-10;155,12;1,60E-09;155,12;0;155,12;6,00E-10;152,96;0
99,8;0;115,4;0;99,8;2,90E-09;115,4;6,50E-09;133;0;127,5;0;133;0;127,5;0;157,6;0;155,4;0;157,6;0;155,4;0;155,4;1,00E-10;155,4;6,79E-08;153,2;5,61E-08;155,4;0;155,4;0;157,6;2,00E-10;155,4;6,00E-10;155,4;0,000000003;155,4;0;155,4;1,10E-09;153,2;0
100,16;0;115,68;1,00E-10;100,16;1,86E-08;115,68;1,99E-08;133,6;0;128;0;133,6;0;128;0;157,92;0;155,68;0;157,92;0;155,68;0;155,68;3,00E-10;155,68;1,22E-07;153,44;9,42E-08;155,68;0;155,68;0;157,92;4,00E-10;155,68;1,10E-09;155,68;5,50E-09;155,68;0;155,68;0,000000002;153,44;0
100,52;0;115,96;4,00E-10;100,52;1,08E-07;115,96;5,98E-08;134,2;0;128,5;0;134,2;0;128,5;0;158,24;0;155,96;0;158,24;0;155,96;0;155,96;5,00E-10;155,96;2,16E-07;153,68;1,57E-07;155,96;0;155,96;1,00E-10;158,24;7,00E-10;155,96;0,000000002;155,96;1,01E-08;155,96;0;155,96;3,90E-09;153,68;0
100,88;0;116,24;1,20E-09;100,88;0,000000582;116,24;1,74E-07;134,8;0;129;0;134,8;0;129;0;158,56;0;156,24;0;158,56;0;156,24;0;156,24;9,00E-10;156,24;0,000000379;153,92;2,60E-07;156,24;0;156,24;2,00E-10;158,56;1,40E-09;156,24;3,80E-09;156,24;1,83E-08;156,24;0;156,24;7,30E-09;153,92;0
101,24;0;116,52;3,80E-09;101,24;2,89E-06;116,52;4,95E-07;135,4;0;129,5;0;135,4;0;129,5;0;158,88;0;156,52;0;158,88;0;156,52;0;156,52;1,80E-09;156,52;6,61E-07;154,16;4,29E-07;156,52;0;156,52;4,00E-10;158,88;2,90E-09;156,52;0,000000007;156,52;0,000000033;156,52;0;156,52;1,35E-08;154,16;0
101,6;0;116,8;1,13E-08;101,6;1,33E-05;116,8;0,000001365;136;0;130;0;136;0;130;0;159,2;0;156,8;0;159,2;0;156,8;0;156,8;3,30E-09;156,8;1,14E-06;154,4;7,01E-07;156,8;0;156,8;7,00E-10;159,2;5,70E-09;156,8;1,29E-08;156,8;5,89E-08;156,8;0;156,8;2,49E-08;154,4;0
101,96;0;117,08;3,26E-08;101,96;0,000056728;117,08;0,000003665;136,6;0;130,5;0;136,6;0;130,5;0;159,52;0;157,08;0;159,52;0;157,08;0;157,08;6,10E-09;157,08;1,95E-06;154,64;1,14E-06;157,08;0;157,08;1,30E-09;159,52;1,11E-08;157,08;2,33E-08;157,08;1,04E-07;157,08;0;157,08;4,55E-08;154,64;1,00E-10
102,32;0;117,36;9,19E-08;102,32;0,000224772;117,36;9,58E-06;137,2;0;131;0;137,2;0;131;0;159,84;0;157,36;0;159,84;0;157,36;0;157,36;1,12E-08;157,36;3,32E-06;154,88;1,83E-06;157,36;0;157,36;2,50E-09;159,84;2,14E-08;157,36;4,19E-08;157,36;1,83E-07;157,36;0;157,36;8,25E-08;154,88;1,00E-10
102,68;0;117,64;2,52E-07;102,68;0,000828385;117,64;2,44E-05;137,8;0;131,5;0;137,8;0;131,5;0;160,16;0;157,64;0;160,16;0;157,64;0;157,64;2,03E-08;157,64;5,59E-06;155,12;2,94E-06;157,64;0;157,64;4,70E-09;160,16;4,09E-08;157,64;7,47E-08;157,64;3,19E-07;157,64;0;157,64;1,48E-07;155,12;2,00E-10
103,04;0;117,92;6,74E-07;103,04;0,002843686;117,92;6,05E-05;138,4;0;132;0;138,4;0;132;0;160,48;0;157,92;0;160,48;0;157,92;0;157,92;3,65E-08;157,92;9,34E-06;155,36;0,000004673;157,92;1,00E-10;157,92;8,70E-09;160,48;7,72E-08;157,92;1,32E-07;157,92;5,50E-07;157,92;1,00E-10;157,92;2,64E-07;155,36;3,00E-10
103,4;0;118,2;1,76E-06;103,4;0,009105276;118,2;0,000146117;139;0;132,5;0;139;0;132,5;0;160,8;0;158,2;0;160,8;0;158,2;0;158,2;6,51E-08;158,2;1,55E-05;155,6;0,000007387;158,2;1,00E-10;158,2;0,000000016;160,8;1,44E-07;158,2;2,31E-07;158,2;9,41E-07;158,2;1,00E-10;158,2;0,000000465;155,6;5,00E-10
103,76;2,00E-10;118,48;4,47E-06;103,76;0,027230525;118,48;0,000344205;139,6;0;133;0;139,6;0;133;0;161,12;0;158,48;0;161,12;0;158,48;0;158,48;0,000000115;158,48;2,54E-05;155,84;1,16E-05;158,48;3,00E-10;158,48;2,91E-08;161,12;2,66E-07;158,48;4,00E-07;158,48;1,60E-06;158,48;2,00E-10;158,48;8,14E-07;155,84;9,00E-10
104,12;9,00E-10;118,76;0,000011068;104,12;0,07616372;118,76;0,000790691;140,2;0;133,5;0;140,2;1,00E-10;133,5;0;161,44;0;158,76;0;161,44;0;158,76;0;158,76;2,01E-07;158,76;4,14E-05;156,08;0,000018104;158,76;5,00E-10;158,76;5,26E-08;161,44;0,000000487;158,76;6,89E-07;158,76;2,69E-06;158,76;4,00E-10;158,76;1,41E-06;156,08;1,50E-09
104,48;5,30E-09;119,04;2,68E-05;104,48;0,19949668;119,04;0,001771794;140,8;0;134;0;140,8;7,00E-10;134;0;161,76;0;159,04;0;161,76;0;159,04;0;159,04;3,50E-07;159,04;6,69E-05;156,32;2,81E-05;159,04;9,00E-10;159,04;0,000000094;161,76;8,81E-07;159,04;1,18E-06;159,04;4,49E-06;159,04;7,00E-10;159,04;2,43E-06;156,32;2,60E-09
104,84;2,79E-08;119,32;6,31E-05;104,84;0,48997443;119,32;0,003874158;141,4;0;134,5;0;141,4;3,60E-09;134,5;0;162,08;0;159,32;0;162,08;0;159,32;0;159,32;6,03E-07;159,32;0,000107202;156,56;0,00004325;159,32;1,60E-09;159,32;1,67E-07;162,08;1,58E-06;159,32;0,000001988;159,32;7,42E-06;159,32;1,30E-09;159,32;4,14E-06;156,56;4,30E-09
105,2;1,38E-07;119,6;0,000145443;105,2;1,12980945;119,6;0,008268705;142;0;135;0;142;0,000000018;135;0;162,4;0;159,6;0;162,4;0;159,6;0;159,6;0,00000103;159,6;0,000170515;156,8;6,62E-05;159,6;2,90E-09;159,6;2,93E-07;162,4;2,80E-06;159,6;3,34E-06;159,6;1,22E-05;159,6;2,30E-09;159,6;7,02E-06;156,8;7,30E-09
105,56;6,39E-07;119,88;0,000327229;105,56;2,448861713;119,88;0,01723179;142,6;2,00E-10;135,5;0;142,6;8,54E-08;135,5;0;162,72;0;159,88;0;162,72;0;159,88;0;159,88;1,75E-06;159,88;0,000269098;157,04;0,000100762;159,88;5,30E-09;159,88;5,12E-07;162,72;4,92E-06;159,88;5,55E-06;159,88;1,99E-05;159,88;4,10E-09;159,88;1,18E-05;157,04;1,22E-08
105,92;2,77E-06;120,16;0,000719299;105,92;4,995440187;120,16;0,035074473;143,2;0,000000001;136;0;143,2;3,81E-07;136;0;163,04;0;160,16;0;163,04;0;160,16;0;160,16;2,93E-06;160,16;0,000421386;157,28;0,000152377;160,16;9,50E-09;160,16;8,85E-07;163,04;8,55E-06;160,16;9,16E-06;160,16;3,21E-05;160,16;7,40E-09;160,16;1,96E-05;157,28;2,02E-08
106,28;1,12E-05;120,44;0,00154532;106,28;9,601689083;120,44;0,069751407;143,8;0,000000005;136,5;0;143,8;1,60E-06;136,5;0;163,36;0;160,44;0;163,36;0;160,44;1,00E-10;160,44;0,000004892;160,44;0,000654792;157,52;0,000229028;160,44;1,67E-08;160,44;1,52E-06;163,36;1,47E-05;160,44;1,50E-05;160,44;5,14E-05;160,44;1,31E-08;160,44;3,24E-05;157,52;3,34E-08
106,64;4,28E-05;120,72;0,003245876;106,64;17,40972559;120,72;0,135564936;144,4;2,35E-08;137;0;144,4;6,38E-06;137;0;163,68;0;160,72;0;163,68;0;160,72;1,00E-10;160,72;8,09E-06;160,72;0,001009742;157,76;0,000342157;160,72;2,94E-08;160,72;0,000002585;163,68;2,51E-05;160,72;0,000024372;160,72;8,18E-05;160,72;2,31E-08;160,72;5,31E-05;157,76;5,47E-08
107;0,000153439;121;0,006668078;107;29,81310146;121;0,257575293;145;1,05E-07;137,5;0;145;2,40E-05;137,5;0;164;0;161;0;164;0;161;2,00E-10;161;1,33E-05;161;0,001545373;158;0,000508103;161;5,12E-08;161;4,36E-06;164;0,000042388;161;3,93E-05;161;0,000129144;161;4,04E-08;161;8,64E-05;158;8,91E-08
107,36;0,000517296;121,28;0,013402157;107,36;48,2717159;121,28;0,478576793;145,6;4,41E-07;138;0;145,6;0,000085659;138;0;164,32;0;161,28;1,00E-10;164,32;0;161,28;3,00E-10;161,28;2,16E-05;161,28;0,002347482;158,24;0,000750052;161,28;8,84E-08;161,28;7,31E-06;164,32;7,09E-05;161,28;6,28E-05;161,28;0,000202303;161,28;0,00000007;161,28;0,000139454;158,24;1,44E-07
107,72;0,001643174;121,56;0,026363507;107,72;73,98694462;121,56;0,869793677;146,2;1,76E-06;138,5;0;146,2;0,000289682;138,5;0;164,64;0;161,56;1,00E-10;164,64;0;161,56;6,00E-10;161,56;0,000034938;161,56;0,003539549;158,48;0,001100691;161,56;1,52E-07;161,56;1,21E-05;164,64;0,000117558;161,56;9,97E-05;161,56;0,000314515;161,56;1,20E-07;161,56;0,000223351;158,48;2,32E-07
108,08;0,004923827;121,84;0,050773149;108,08;107,4788507;121,84;1,546760353;146,8;6,68E-06;139;0;146,8;0,000930226;139;0;164,96;0;161,84;2,00E-10;164,96;0;161,84;1,10E-09;161,84;5,60E-05;161,84;0,005297859;158,72;0,001605821;161,84;2,58E-07;161,84;2,00E-05;164,96;0,000193075;161,84;0,000156948;161,84;0,000485312;161,84;2,05E-07;161,84;0,000355012;158,72;3,71E-07
108,44;0,013935949;122,12;0,09576667;108,44;148,1755071;122,12;2,692126458;147,4;0,000024003;139,5;0;147,4;0,00283967;139,5;0;165,28;0;162,12;4,00E-10;165,28;0;162,12;1,90E-09;162,12;8,91E-05;162,12;0,00787208;158,96;0,002329205;162,12;0,000000435;162,12;3,28E-05;165,28;0,000314224;162,12;0,000245269;162,12;0,000743318;162,12;3,47E-07;162,12;0,00056005;158,96;5,89E-07
108,8;0,037302154;122,4;0,176965969;108,8;194,178041;122,4;4,587282581;148;8,20E-05;140;0;148;0,008249817;140;0;165,6;0;162,4;8,00E-10;165,6;0;162,4;3,40E-09;162,4;0,00014078;162,4;0,011613013;159,2;0,003359072;162,4;7,29E-07;162,4;0,000053233;165,6;0,000506801;162,4;0,000380418;162,4;0,001130139;162,4;5,83E-07;162,4;0,00087694;159,2;9,29E-07
109,16;0,09454937;122,68;0,320482772;109,16;242,3722685;122,68;7,654620624;148,6;0,000266673;140,5;0;148,6;0,022834441;140,5;0;165,92;0;162,68;1,40E-09;165,92;0;162,68;0,000000006;162,68;0,000220685;162,68;0,017009678;159,44;0,004816741;162,68;1,21E-06;162,68;8,58E-05;165,92;0,000810149;162,68;0,000585655;162,68;0,001705783;162,68;9,72E-07;162,68;0,001363016;159,44;1,46E-06
109,52;0,227245542;122,96;0,568986921;109,52;288,9993482;122,96;12,51178042;149,2;0,000825855;141;0;149,2;0,060279264;141;0;166,24;0;162,96;2,50E-09;166,24;0;162,96;1,05E-08;162,96;0,000343398;162,96;0,024738433;159,68;0,006868014;162,96;2,00E-06;162,96;0,000137222;166,24;0,001283707;162,96;0,000894983;162,96;0,002556117;162,96;1,61E-06;162,96;0,00210305;159,68;2,27E-06
