X MnH2O;Y MnH2O;X MnCl+;Y MnCl+;X MnCl2;Y MnCl2;X MnCl3-;Y MnCl3-
202,18;0;393,3;166,6832351;307,6;28,88245316;274,08;0,151483996
202,4;0;394;155,9991758;308;26,42432356;274,4;0,1314444
202,62;0;394,7;145,8859992;308,4;24,15811553;274,72;0,113983922
202,84;0;395,4;136,3230853;308,8;22,07061348;275,04;0,098781061
203,06;0;396,1;127,2896854;309,2;20,14933471;275,36;0,085552903
203,28;0;396,8;118,7650187;309,6;18,3825065;275,68;0,074050699
203,5;0;397,5;110,7283625;310;16,75904204;276;0,064055921
203,72;0;398,2;103,1591326;310,4;15,26851532;276,32;0,055376747
203,94;0;398,9;96,03695735;310,8;13,90113543;276,64;0,047844934
204,16;0;399,6;89,34174342;311,2;12,64772035;276,96;0,04131304
204,38;0;400,3;83,05373422;311,6;11,49967047;277,28;0,035651951
204,6;0;401;77,15356182;312;10,4489421;277,6;0,030748694
204,82;0;401,7;71,62229185;312,4;9,488021067;277,92;0,026504495
205,04;0;402,4;66,44146232;312,8;8,609896503;278,24;0,022833059
205,26;0;403,1;61,59311641;313,2;7,808035096;278,56;0,019659054
205,48;0;403,8;57,0598297;313,6;7,07635577;278,88;0,016916763
205,7;0;404,5;52,82473228;314;6,409204951;279,2;0,014548903
205,92;0;405,2;48,87152591;314,4;5,801332509;279,52;0,012505577
206,14;0;405,9;45,18449682;314,8;5,247868401;279,84;0,010743353
206,36;0;406,6;41,74852431;315,2;4,744300109;280,16;0,009224457
206,58;0;407,3;38,54908574;315,6;4,28645088;280,48;0,007916052
206,8;0;408;35,57225795;316;3,870458822;280,8;0,006789621
207,02;0;408,7;32,80471572;316,4;3,492756868;281,12;0,005820409
207,24;0;409,4;30,23372741;316,8;3,150053616;281,44;0,004986947
207,46;0;410,1;27,84714819;317,2;2,839315063;281,76;0,004270622
207,68;0;410,8;25,63341108;317,6;2,557747224;282,08;0,003655316
207,9;0;411,5;23,5815161;318;2,302779625;282,4;0,003127073
208,12;0;412,2;21,68101777;318,4;2,072049672;282,72;0,002673822
208,34;0;412,9;19,92201128;318,8;1,863387867;283,04;0,002285127
208,56;0;413,6;18,29511739;319,2;1,674803855;283,36;0,001951972
208,78;0;414,3;16,79146648;319,6;1,504473285;283,68;0,001666571
209;0;415;15,40268171;320;1,350725451;284;0,00142221
209,22;0;415,7;14,12086173;320,4;1,212031696;284,32;0,001213095
209,44;0;416,4;12,9385628;320,8;1,086994537;284,64;0,001034234
209,66;0;417,1;11,84878075;321,2;0,974337499;284,96;0,000881329
209,88;0;417,8;10,84493273;321,6;0,87289561;285,28;0,000750679
210,1;0;418,5;9,920838911;322;0,781606539;285,6;0,0006391
210,32;0;419,2;9,070704279;322,4;0,69950234;285,92;0,000543857
210,54;0;419,9;8,289100591;322,8;0,625701771;286,24;0,000462597
210,76;0;420,6;7,570948555;323,2;0,559403165;286,56;0,000393302
210,98;0;421,3;6,911500335;323,6;0,499877807;286,88;0,000334237
211,2;0;422;6,306322425;324;0,446463806;287,2;0,000283917
211,42;0;422,7;5,751278951;324,4;0,398560421;287,52;0,000241068
211,64;0;423,4;5,242515434;324,8;0,355622822;287,84;0,000204596
211,86;0;424,1;4,776443066;325,2;0,317157243;288,16;0,000173568
212,08;0;424,8;4,349723503;325,6;0,282716528;288,48;0,000147183
212,3;0;425,5;3,959254222;326;0,251896018;288,8;0,000124756
212,52;0;426,2;3,602154434;326,4;0,224329769;289,12;0,000105702
212,74;0;426,9;3,275751582;326,8;0,199687083;289,44;8,95E-05
212,96;0;427,6;2,977568413;327,2;0,177669315;289,76;7,58E-05
213,18;0;428,3;2,705310643;327,6;0,158006952;290,08;6,41E-05
213,4;0;429;2,456855192;328;0,140456933;290,4;5,42E-05
213,62;0;429,7;2,230239001;328,4;0,124800199;290,72;4,59E-05
213,84;0;430,4;2,023648411;328,8;0,110839449;291,04;3,88E-05
214,06;0;431,1;1,835409101;329,2;0,098397097;291,36;3,28E-05
214,28;0;431,8;1,663976564;329,6;0,087313401;291,68;2,77E-05
214,5;0;432,5;1,507927111;330;0,077444762;292;2,34E-05
214,72;0;433,2;1,365949391;330,4;0,068662171;292,32;1,97E-05
214,94;0;433,9;1,236836399;330,8;0,060849801;292,64;1,66E-05
215,16;0;434,6;1,119477966;331,2;0,053903718;292,96;1,40E-05
215,38;0;435,3;1,012853699;331,6;0,047730721;293,28;1,18E-05
215,6;0;436;0,916026371;332;0,042247279;293,6;9,96E-06
215,82;0;436,7;0,828135717;332,4;0,037378571;293,92;8,39E-06
216,04;0;437,4;0,748392643;332,8;0,033057622;294,24;0,000007066
216,26;0;438,1;0,676073805;333,2;0,029224506;294,56;0,000005948
216,48;0;438,8;0,610516559;333,6;0,025825643;294,88;5,01E-06
216,7;0;439,5;0,551114246;334;0,022813145;295,2;4,21E-06
216,92;0;440,2;0,497311809;334,4;0,020144242;295,52;3,54E-06
217,14;0;440,9;0,44860171;334,8;0,017780752;295,84;2,98E-06
217,36;0;441,6;0,404520141;335,2;0,015688607;296,16;2,50E-06
217,58;0;442,3;0,364643506;335,6;0,013837427;296,48;2,10E-06
217,8;0;443;0,328585158;336;0,012200136;296,8;1,76E-06
218,02;0;443,7;0,295992374;336,4;0,010752611;297,12;1,48E-06
218,24;0;444,4;0,266543565;336,8;0,009473375;297,44;0,000001243
218,46;0;445,1;0,239945685;337,2;0,008343316;297,76;1,04E-06
218,68;0;445,8;0,215931841;337,6;0,007345433;298,08;8,75E-07
218,9;0;446,5;0,194259094;338;0,006464611;298,4;7,33E-07
219,12;0;447,2;0,174706418;338,4;0,005687419;298,72;6,15E-07
219,34;0;447,9;0,157072835;338,8;0,005001928;299,04;0,000000515
219,56;0;448,6;0,141175681;339,2;0,004397548;299,36;4,31E-07
219,78;0;449,3;0,126849027;339,6;0,003864881;299,68;3,61E-07
220;0;450;0,113942217;340;0,003395593;300;3,02E-07
