X Mn cam 1aq;Y Mn cam 1aq;X Mn cam 2aq;Y Mn cam 2aq;X Mn cam 3aq;Y Mn cam 3aq;X Mn cam 4aq;Y Mn cam 4aq;X Mn cam 5aq;Y Mn cam 5aq;X Mn cam 6aq;Y Mn cam 6aq;X Mn wb 1aq;Y Mn wb 1aq;X Mn wb 2aq;Y Mn wb 2aq;X Mn wb 3aq;Y Mn wb 3aq;X Mn wb 4aq;Y Mn wb 4aq;X Mn wb 5aq;Y Mn wb 5aq;X Mn wb 6aq;Y Mn wb 6aq;X Cl cam 1aq;Y Cl cam 1aq;X Cl cam 2aq;Y Cl cam 2aq;X Cl cam 3aq;Y Cl cam 3aq;X Cl cam 4aq;Y Cl cam 4aq;X Cl cam 5aq;Y Cl cam 5aq;X Cl cam 6aq;Y Cl cam 6aq;X Cl wb 1aq;Y Cl wb 1aq;X Cl wb 2aq;Y Cl wb 2aq;X Cl wb 4aq;Y Cl wb 4aq;X Cl wb 5aq;Y Cl wb 5aq;X Cl wb 6aq;Y Cl wb 6aq;X Cl2 cam 1aq;Y Cl2 cam 1aq;X Cl2 cam 2aq;Y Cl2 cam 2aq;X Cl2 cam 3aq;Y Cl2 cam 3aq;X Cl2 cam 4aq;Y Cl2 cam 4aq;X Cl2 cam 5aq;Y Cl2 cam 5aq;X Cl2 cam 6aq;Y Cl2 cam 6aq;X Cl2 wb 1aq;Y Cl2 wb 1aq;X Cl2 wb 2aq;Y Cl2 wb 2aq;X Cl2 wb 3aq;Y Cl2 wb 3aq;X Cl3 cam 1aq;Y Cl3 cam 1aq;X Cl3 cam 2aq;Y Cl3 cam 2aq;X Cl3 cam 3aq;Y Cl3 cam 3aq;X Cl3 cam 4aq;Y Cl3 cam 4aq;X Cl3 cam 5aq;Y Cl3 cam 5aq;X Cl3 cam 6aq;Y Cl3 cam 6aq;X Cl3 wb 1aq;Y Cl3 wb 1aq;X Cl3 wb 2aq;Y Cl3 wb 2aq;X Cl3 wb 3aq;Y Cl3 wb 3aq;X Cl3 wb 4aq;Y Cl3 wb 4aq;X Cl3 wb 5aq;Y Cl3 wb 5aq;X Cl3 wb 6aq;Y Cl3 wb 6aq
139,76;455,8106617;146,48;312,9091891;143,2;848,9170067;149,88;3896,243908;146,52;8503,998808;146,52;4222,004315;139,76;197,9704664;146,48;148,7205396;143,2;408,4002579;146,56;1074,978419;143,2;652,0378569;143,2;11406,13497;199,6;572,2181068;193,04;2465,395282;173,12;1240,345393;173,12;401,6187655;179,76;2257,954186;166,48;2910,304778;183;37,61242652;186,4;1046,82461;173,12;2721,173462;173,12;1760,530619;166,48;1526,985127;193,12;1038,854798;193,12;4740,119699;186,48;4449,163186;186,48;5303,074783;186,48;8395,921036;173,12;3917,919454;193,12;1422,307721;186,48;6596,736901;179,84;3001,407753;193,12;12614,69992;193,12;13768,64744;186,48;7639,370647;186,48;9550,119784;186,48;12285,65591;186,48;10084,90889;186,48;4736,934345;186,48;4765,43021;186,48;6807,92726;186,48;14841,95397;179,84;7220,255421;173,12;2873,471406
140,12;442,7799643;146,76;299,8705088;143,4;855,276275;150,06;3979,237212;146,74;8585,96568;146,74;4418,945767;140,12;179,2846049;146,76;131,9259896;143,4;419,6422725;146,72;1148,995781;143,4;727,965878;143,4;11684,03621;200,2;682,3176512;193,48;2505,751752;173,44;1294,825082;173,44;458,5104189;180,12;2359,333773;166,76;2962,806615;183,5;20,30522853;186,8;1151,940844;173,44;2836,282308;173,44;1883,635911;166,76;1607,777409;193,44;1153,035824;193,44;4800,913886;186,76;4603,722001;186,76;5492,684154;186,76;8508,733475;173,44;4320,47817;193,44;1590,88637;186,76;6864,659274;180,08;3180,306487;193,44;12795,73014;193,44;13165,1825;186,76;7815,396702;186,76;9664,836886;186,76;12058,04122;186,76;9803,226163;186,76;5119,476347;186,76;4983,555164;186,76;7074,789505;186,76;14468,509;180,08;7454,131081;173,44;3242,530614
140,48;424,3111636;147,04;284,9126313;143,6;858,0951665;150,24;4062,38318;146,96;8633,681786;146,96;4634,014243;140,48;165,9564743;147,04;116,0348349;143,6;432,9697755;146,88;1225,565527;143,6;810,2787001;143,6;11914,15622;200,8;804,2110808;193,92;2531,067709;173,76;1345,59366;173,76;521,1686126;180,48;2478,857832;167,04;3005,974461;184;10,49518979;187,2;1268,488141;173,76;2955,596506;173,76;2017,004076;167,04;1696,814137;193,76;1275,769416;193,76;4862,012776;187,04;4761,556066;187,04;5682,303827;187,04;8614,813266;173,76;4740,662967;193,76;1773,085849;187,04;7123,93579;180,32;3363,205508;193,76;12953,25914;193,76;12554,29235;187,04;7976,411961;187,04;9760,350891;187,04;11807,464;187,04;9508,611229;187,04;5515,768395;187,04;5197,637277;187,04;7334,585699;187,04;14077,01783;180,32;7680,781586;173,76;3637,65538
140,84;401,4277778;147,32;268,3901597;143,8;857,5026057;150,42;4145,552165;147,18;8646,801213;147,18;4865,073772;140,84;156,6243083;147,32;101,2016165;143,8;448,1540238;147,04;1304,554796;143,8;899,2776731;143,8;12093,97905;201,4;936,6117224;194,36;2540,693566;174,08;1392,50368;174,08;589,825516;180,84;2617,43188;167,32;3040,114939;184,5;5,197521282;187,6;1395,317742;174,08;3079,49769;174,08;2160,754376;167,32;1794,410223;194,08;1407,20707;194,08;4923,924229;187,32;4922,621067;187,32;5871,26485;187,32;8713,590003;174,08;5176,501477;194,08;1969,151487;187,32;7373,219934;180,56;3549,719207;194,08;13086,73609;194,08;11940,90306;187,32;8121,703879;187,32;9836,531006;187,32;11536,26214;187,32;9203,396519;187,32;5924,521006;187,32;5406,407942;187,32;7585,943807;187,32;13670,20865;180,56;7899,286207;174,08;4057,481402
141,2;375,2278478;147,6;250,6810764;144;853,6894676;150,6;4228,559715;147,4;8625,368231;147,4;5109,471682;141,2;150,0288526;147,6;87,53257915;144;464,9299745;147,2;1385,812332;144;995,2619156;144;12221,65052;202;1077,723156;194,8;2534,373316;174,4;1435,550005;174,4;664,6700982;181,2;2775,689068;167,6;3065,709228;185;2,467963412;188;1531,021529;174,4;3208,255212;174,4;2314,922614;167,6;1900,748912;194,4;1547,442455;194,4;4987,060877;187,6;5086,802156;187,6;6058,829602;187,6;8804,488601;174,4;5625,781612;194,4;2179,218122;187,6;7611,255897;180,8;3739,43741;194,4;13195,71476;194,4;11329,60356;187,6;8250,684712;187,6;9893,390826;187,6;11246,8349;187,6;8889,900058;187,6;6344,269433;187,6;5608,605956;187,6;7827,527262;187,6;13250,748;180,8;8108,759194;174,4;4500,144994
141,56;346,8041112;147,88;232,1697128;144,2;846,9037576;150,78;4311,165993;147,62;8569,814291;147,62;5364,091969;141,56;145,0831101;147,88;75,08913396;144,2;483,0008544;147,36;1469,169359;144,2;1098,52565;144,2;12296,00748;202,6;1225,249181;195,24;2512,249285;174,72;1474,874559;174,72;745,8403055;181,56;2953,964044;167,88;3083,40147;185,5;1,124412388;188,4;1673,946889;174,72;3341,991727;174,72;2479,455301;167,88;2015,873309;194,72;1696,505287;194,72;5051,727626;187,88;5253,907575;187,88;6244,195688;187,88;8886,939468;174,72;6086,084319;194,72;2403,298143;187,88;7836,894889;181,04;3931,927725;194,72;13279,85758;194,72;10724,60614;187,88;8362,897013;187,88;9931,085279;187,88;10941,61549;187,88;8570,402241;187,88;6773,381533;187,88;5802,992839;187,88;8058,049644;187,88;12821,21991;181,04;8308,356974;174,72;4963,284591
141,92;317,1778873;148,16;213,2315518;144,4;837,4443219;150,96;4393,076425;147,84;8480,948566;147,84;5625,421601;141,92;140,9173492;148,16;63,89267768;144,4;502,0434269;147,52;1554,44073;144,4;1209,354579;144,4;12316,5917;203,2;1376,437282;195,68;2474,85241;175,04;1510,765787;175,04;833,4155157;181,92;3152,27025;168,16;3093,983938;186;0,491881043;188,8;1822,219905;175,04;3480,652854;175,04;2654,20358;168,16;2139,68144;195,04;1854,355588;195,04;5118,112225;188,16;5423,663592;188,16;6426,501632;188,16;8960,388834;175,04;6554,819677;195,04;2641,270472;188,16;8049,110008;181,28;4126,738105;195,04;13338,93991;195,04;10129,71703;188,16;8458,01762;188,16;9949,90577;188,16;10623,04526;188,16;8247,124485;188,16;7210,06831;188,16;5988,368252;188,16;8276,288956;188,16;12384,10784;181,28;8497,285083;175,04;5444,055686
142,28;287,2509417;148,44;194,2202982;144,6;825,653288;151,14;4473,943577;148,06;8359,942198;148,06;5889,62798;142,28;136,9020963;148,44;53,93030206;144,6;521,7138624;147,68;1641,426367;144,6;1328,021148;144,6;12283,6482;203,8;1528,155145;196,12;2423,079128;175,36;1543,652669;175,36;927,409521;182,28;3370,281581;168,44;3098,379495;186,5;0,206747532;189,2;1973,776814;175,36;3623,982613;175,36;2838,917125;168,44;2271,925053;195,36;2020,878475;195,36;5186,279108;188,44;5595,710879;188,44;6604,834349;188,44;9024,309004;175,36;7029,26491;195,36;2892,870785;188,44;8247,009411;181,52;4323,399589;195,36;13372,85441;195,36;9548,31672;188,44;8535,860106;188,44;9950,273626;188,44;10293,54953;188,44;7922,209972;188,44;7652,397051;188,44;6163,58523;188,44;8481,101247;188,44;11941,7794;181,52;8674,804742;175,36;5939,159467
142,64;257,7766338;148,72;175,4575083;144,8;811,9074729;151,32;4553,370219;148,28;8208,306526;148,28;6152,645402;142,64;132,6526134;148,72;45,16095595;144,8;541,6540988;147,84;1729,912973;144,8;1454,778581;144,8;12198,10865;204,4;1676,99714;196,56;2358,156539;175,68;1574,093365;175,68;1027,764302;182,64;3607,319388;168,72;3097,621929;187;0,083552584;189,6;2126,403269;175,68;3771,506163;175,68;3033,238363;168,72;2412,212227;195,68;2195,879604;195,68;5256,166652;188,72;5769,602488;188,72;6778,238291;188,72;9078,208288;175,68;7506,602934;195,68;3157,683237;188,72;8429,847547;181,76;4521,429218;195,68;13381,6151;195,68;8983,349434;188,72;8596,375657;188,72;9932,731968;188,72;9955,515531;188,72;7597,706633;188,72;8098,306927;188,72;6327,564917;188,72;8671,433349;188,72;11496,4738;181,76;8840,238993;175,68;6444,884911
143;229,349075;149;157,2249243;145;796,6090238;151,5;4630,913515;148,5;8027,865746;148,5;6410,268099;143;128,0186248;149;37,52167634;145;561,498558;148;1819,675996;145;1589,8536;145;12061,56048;205;1819,41514;197;2281,597966;176;1602,758774;176;1134,34486;183;3862,345749;169;3092,834731;187,5;0,032486936;190;2277,780529;176;3922,521007;176;3236,69738;169;2560,013783;196;2379,081434;196;5327,587841;189;5944,803502;189;6945,726147;189;9121,64039;176;7983,960096;196;3435,133994;189;8597,034284;182;4720,333082;196;13365,36096;196;8437,321223;189;8639,652374;189;9897,936171;189;9611,272487;189;7275,552468;189;8545,626863;189;6479,310523;189;8846,334498;189;11050,29189;182;8992,978335;176;6957,163563
143,36;202,4071508;149,28;139,7595047;145,2;780,1755766;151,68;4706,090266;148,72;7820,724542;148,72;6658,247224;143,36;123,0629506;149,28;30,93357178;145,2;580,8810683;148,16;1910,481836;145,2;1733,437825;145,2;11876,20304;205,6;1951,865911;197,44;2195,151337;176,32;1630,411543;176,32;1246,935367;183,36;4133,963878;169,28;3085,208888;188;0,012161466;190,4;2425,537358;176,32;4076,097475;176,32;3448,707946;169,28;2714,673329;196,32;2570,120429;196,32;5400,23428;189,28;6120,692422;189,28;7106,290904;189,28;9154,213052;176,32;8458,441934;196,32;3724,486794;189,28;8748,141759;182,24;4919,60948;196,32;13324,35864;196,32;7912,305746;189,28;8665,913025;189,28;9846,643098;189,28;9263,073848;189,28;6957,563245;189,28;8992,095449;189,28;6617,920215;189,28;9004,966638;189,28;10605,18872;182,24;9132,485766;176,32;7471,635744
143,72;177,2492394;149,56;123,2510094;145,4;763,0302206;151,86;4778,383086;148,94;7589,23138;148,94;6892,389018;143,72;118,0323471;149,56;25,30731685;145,4;599,4418336;148,32;2002,090246;145,4;1885,677879;145,4;11644,79238;206,2;2070,965817;197,88;2100,74295;176,64;1657,881203;176,64;1365,236855;183,72;4420,426329;169,56;3075,980194;188,5;0,004387677;190,8;2567,306021;176,64;4231,088868;176,64;3668,565083;169,56;2875,420686;196,64;2768,545329;196,64;5473,683385;189,56;6296,564323;189,56;7258,919055;189,56;9175,595766;176,64;8927,165984;196,64;4024,840781;189,56;8882,908855;182,48;5118,752158;196,64;13259,00417;196,64;7409,956915;189,56;8675,511269;189,56;9779,699326;189,56;8913,081864;189,56;6645,422569;189,56;9435,382604;189,56;6742,598674;189,56;9146,613229;189,56;10162,96834;182,48;9258,301182;176,64;7983,726443
144,08;154,054246;149,84;107,8418827;145,6;745,5915622;152,04;4847,247398;149,16;7335,938238;149,16;7108,651361;144,08;113,3233384;149,84;20,54799115;145,6;616,8342811;148,48;2094,256912;145,6;2046,66433;145,6;11370,57638;206,8;2173,642795;198,32;2000,41914;176,96;1686,036335;176,96;1488,866666;184,08;4719,651456;169,84;3066,406549;189;0,001532809;191,2;2700,780556;176,96;4386,151178;176,96;3895,444605;169,84;3041,388315;196,96;2973,816611;196,96;5547,408509;189,84;6471,635758;189,84;7402,604695;189,84;9185,526409;176,96;9387,290928;196,96;4335,130778;189,84;9001,243223;182,72;5317,253592;196,96;13169,8232;196,96;6931,527388;189,84;8668,926402;189,84;9698,028561;189,84;8563,35436;189,84;6340,674265;189,84;9873,112679;189,84;6852,667082;189,84;9270,686413;189,84;9725,280804;182,72;9370,04506;176,96;8488,728753
144,44;132,9050217;150,12;93,62909725;145,8;728,2641636;152,22;4912,11911;149,38;7063,557679;149,38;7303,235982;144,44;109,4452176;150,12;16,55916681;145,8;632,7316207;148,64;2186,736153;145,8;2216,419659;145,8;11057,22243;207,4;2257,275688;198,76;1896,288238;177,28;1715,754739;177,28;1617,359803;184,44;5029,248279;170,12;3057,745643;189,5;0,000540858;191,6;2823,775268;177,28;4539,7719;177,28;4128,405014;170,12;3211,630292;197,28;3185,307219;197,28;5620,791668;190,12;6645,051361;190,12;7536,364211;190,12;9183,816675;177,28;9836,041667;197,28;4654,130168;190,12;9103,220813;182,96;5514,608299;197,28;13057,46982;197,28;6477,891951;190,12;8646,7567;190,12;9602,618512;190,12;8215,83371;190,12;6044,71697;190,12;10302,88866;190,12;6947,571349;190,12;9376,732407;190,12;9293,62108;182,96;9467,421381;177,28;8981,892414
144,8;113,8111016;150,4;80,66756528;146;711,4296179;152,4;4972,42281;149,6;6774,918182;149,6;7472,67372;144,8;106,9817716;150,4;13,24620959;146;646,8329543;148,8;2279,283714;146;2394,88554;146;10708,73963;208;2319,811941;199,2;1790,464919;177,6;1747,892716;177,6;1750,172277;184,8;5346,549613;170,4;3051,233353;190;0,000266607;192;2934,281338;177,6;4690,306991;177,6;4366,392072;170,4;3385,14328;197,6;3402,304654;197,6;5693,138497;190,4;6815,892062;190,4;7659,251268;190,4;9170,356199;177,6;10270,73019;197,6;4980,456437;190,4;9189,082951;183,2;5710,316109;197,6;12922,72365;197,6;6049,574764;190,4;8609,711449;190,4;9494,507442;190,4;7872,337902;190,4;5758,800824;190,4;10722,31706;190,4;7026,888392;190,4;9464,435063;190,4;8869,329737;183,2;9550,219742;177,6;9458,514784
145,16;96,72874389;150,68;68,97470689;146,2;695,4384909;152,58;5027,580339;149,82;6472,918747;149,82;7613,900523;145,16;106,5527192;150,68;10,51880903;146,2;658,8687832;148,96;2371,659581;146,2;2581,909773;146,2;10329,39777;208,6;2359,85635;199,64;1685,01869;177,92;1783,254583;177,92;1886,686498;185,16;5668,652956;170,68;3048,063133;190,5;0,00038081;192,4;3030,519459;177,92;4836,024678;177,92;4608,246284;170,68;3560,888882;197,92;3624,014444;197,92;5763,694993;190,68;6983,1848;190,68;7770,371754;190,68;9145,11534;177,92;10688,77242;197,92;5312,579454;190,68;9259,230972;183,44;5903,885403;197,92;12766,4851;197,92;5646,77953;190,68;8558,601749;190,68;9374,770638;190,68;7534,553569;190,68;5484,026073;190,68;11129,0332;190,68;7090,330374;190,68;9533,617523;190,68;8453,595175;183,44;9618,316634;177,92;9914,031484
145,52;81,57726535;150,96;58,53576812;146,4;680,6033321;152,76;5077,019553;150,04;6160,483761;150,04;7724,32214;145,52;108,7754161;150,96;8,292790785;146,4;668,6057812;149,12;2463,63079;146,4;2777,233311;146,4;9923,645224;209,2;2376,72579;200,08;1581,927863;178,24;1822,563546;178,24;2026,218664;185,52;5992,468325;170,96;3049,366585;191;0,001037538;192,8;3110,986551;178,24;4975,154516;178,24;4852,713421;170,96;3737,81674;198,24;3849,565034;198,24;5831,665579;190,96;7145,913571;190,96;7868,898364;190,96;9108,146561;178,24;11087,70143;198,24;5648,832446;190,96;9314,218543;183,68;6094,836253;198,24;12589,76891;198,24;5269,421642;190,96;8494,33023;190,96;9244,507059;190,96;7204,030866;190,96;5221,343427;190,96;11520,72629;190,96;7137,746797;190,96;9584,241989;190,96;8047,457235;183,68;9671,675854;178,24;10344,10395
145,88;68,25150238;151,24;49,30951348;146,6;667,1929166;152,94;5120,183131;150,26;5840,519106;150,26;7801,865893;145,88;114,2271404;151,24;6,491290896;146,6;675,8507179;149,28;2554,974153;146,6;2980,477848;146,6;9496,027791;209,8;2370,467429;200,52;1483,039956;178,56;1866,435015;178,56;2168,028029;185,88;6314,771904;171,24;3056,195383;191,5;0,003035622;193,2;3174,494821;178,56;5105,939845;178,56;5098,458085;171,24;3914,887699;198,56;4078,014067;198,56;5896,231989;191,24;7303,031633;191,24;7954,084509;191,24;9059,584437;178,56;11465,17766;198,56;5987,425594;191,24;9354,741769;183,92;6282,703435;198,56;12393,69588;198,56;4917,161477;191,24;8417,879797;191,24;9104,826355;191,24;6882,180007;191,24;4971,555972;191,24;11895,16417;191,24;7169,12446;191,24;9616,407621;191,24;7651,811991;183,92;9710,348045;178,56;10744,70127
146,24;56,63080538;151,52;41,23396314;146,8;655,4278437;153,12;5156,53725;150,48;5515,870448;150,48;7845,018319;146,24;123,4082703;151,52;5,045386294;146,8;680,4534481;149,44;2645,478867;146,8;3191,134505;146,8;9051,110331;210,4;2341,840605;200,96;1390,03902;178,88;1915,353333;178,88;2311,327881;186,24;6632,264119;171,52;3069,504664;192;0,008594454;193,6;3220,201788;178,88;5226,691676;178,88;5344,08022;171,52;4091,096377;198,88;4308,356;198,88;5956,57249;191,52;7453,474664;191,52;8025,277206;191,52;8999,644312;178,88;11818,9969;198,88;6326,462103;191,52;9381,627269;184,16;6467,039294;198,88;12179,48298;198,88;4589,438056;191,52;8330,301564;191,52;8956,836487;191,52;6570,269337;191,52;4735,322434;191,52;12250,21712;191,52;7184,585264;191,52;9630,346633;191,52;7267,417544;184,16;9734,469368;178,88;11112,17396
146,6;46,58528587;151,8;34,23190385;147;645,4775726;153,3;5185,579978;150,7;5189,284531;150,7;7852,847993;146,6;136,7068923;151,8;3,894282278;147;682,3089067;149,6;2734,948937;147;3408,554159;147;8593,402958;211;2292,265093;201,4;1304,420052;179,2;1969,652762;179,2;2455,297952;186,6;6941,630539;171,8;3090,137988;192,5;0,023301592;194;3247,630228;179,2;5335,841954;179,2;5588,134284;171,8;4265,492489;199,2;4539,530988;199,2;6011,880917;191,8;7596,174644;191,8;8081,928701;191,8;8928,619657;179,2;12147,09692;199,2;6663,956562;191,8;9395,818401;184,4;6647,41641;199,2;11948,43189;199,2;4285,502376;191,8;8232,702126;191,8;8801,632141;191,8;6269,424744;191,8;4513,161596;191,8;12583,88038;191,8;7184,381981;191,8;9626,418703;191,8;6894,900647;184,4;9744,259318;179,2;11443,31749
146,96;37,98011998;152,08;28,21596506;147,2;637,4589379;153,48;5206,849222;150,92;4863,374249;150,92;7825,013287;146,96;154,3657917;152,08;2,985155857;147,2;681,3580814;149,76;2823,205365;147,2;3631,93996;147,2;8127,293142;211,6;2223,740605;201,84;1227,470323;179,52;2029,503423;179,52;2599,097966;186,96;7239,603886;172,08;3118,813928;193;0,060472058;194,4;3256,677461;179,52;5431,994208;179,52;5829,150739;172,08;4437,200336;199,52;4770,434896;199,52;6061,385085;192,08;7730,07421;192,08;8123,606525;192,08;8846,878237;179,52;12447,56341;199,52;6997,85532;192,08;9398,359872;184,64;6823,430045;199,52;11701,91634;199,52;4004,449832;192,08;8126,230343;192,08;8640,284074;192,08;5980,630268;192,08;4305,45767;192,08;12894,29515;192,08;7168,892053;192,08;9605,103805;192,08;6534,764011;184,64;9740,017719;179,52;11735,42409
147,32;30,67863063;152,36;23,09311523;147,4;631,436145;153,66;5219,930104;151,14;4540,588083;151,14;7761,755339;147,32;176,4532898;152,36;2,272747082;147,4;677,5879678;149,92;2910,08807;147,4;3860,342568;147,4;7656,984927;212,2;2138,744053;202,28;1160,257167;179,84;2094,902663;179,84;2741,881934;187,32;7523,025353;172,36;3156,114377;193,5;0,150298988;194,8;3247,613832;179,84;5513,96973;179,84;6065,659343;172,36;4605,435919;199,84;4999,93031;199,84;6104,364094;192,36;7854,141245;192,36;8150,001778;192,36;8754,857168;179,84;12718,63628;199,84;7326,058577;192,36;9390,380975;184,88;6994,700332;199,84;11441,36839;199,84;3745,251232;192,36;8012,063809;192,36;8473,829561;192,36;5704,729749;192,36;4112,466442;192,36;13179,76762;192,36;7138,609627;192,36;9566,99366;192,36;6187,394126;184,88;9722,120923;179,84;11986,32154
147,68;24,54469794;152,64;18,76849227;147,6;627,4222068;153,84;5224,461636;151,36;4223,184384;151,36;7663,876961;147,68;202,8398668;152,64;1,718779913;147,6;671,0305384;150,08;2995,457471;147,6;4092,658579;147,6;7186,446134;212,8;2040,11206;202,72;1103,621661;180,16;2165,67214;180,16;2882,812793;187,68;7788,903493;172,64;3202,47466;194;0,357979525;195,2;3221,07064;180,16;5580,847577;180,16;6296,213668;172,64;4769,521231;200,16;5226,858357;200,16;6140,164154;192,64;7967,38342;192,64;8160,935446;192,64;8653,057019;180,16;12958,71673;200,16;7646,44385;192,64;9373,077723;185,12;7160,87419;200,16;11168,26397;200,16;3506,781992;192,64;7891,395191;192,64;8303,264028;192,64;5442,429371;192,64;3934,322009;192,64;13438,78584;192,64;7094,135977;192,64;9512,781949;192,64;5853,069481;185,12;9691,01729;180,16;12194,39815
148,04;19,44484503;152,92;15,14853392;147,8;625,3817501;154,02;5220,142576;151,58;3913,210814;151,58;7532,708616;148,04;233,1828326;152,92;1,291281763;147,8;661,7607897;150,24;3079,195719;147,8;4327,632551;147,8;6719,364149;213,4;1930,916603;203,16;1058,177438;180,48;2241,460678;180,48;3021,076965;188,04;8034,468998;172,92;3258,175511;194,5;0,817579426;195,6;3178,018243;180,48;5631,997038;180,48;6519,416155;172,92;4928,895357;200,48;5450,051128;200,48;6168,212564;192,92;8068,862455;192,92;8156,36261;192,92;8542,03507;180,48;13166,37562;200,48;7956,890399;192,92;9347,694172;185,36;7321,626932;200,48;10884,10791;200,48;3287,849217;192,92;7765,418614;192,92;8129,533954;192,92;5194,300966;192,92;3771,043954;192,92;13670,03409;192,92;7036,168576;192,92;9443,253529;192,92;5531,969029;185,36;9647,221986;180,48;12358,614
148,4;15,25016289;153,2;12,14341671;148;625,235084;154,2;5206,73638;151,8;3612,489093;151,8;7370,062993;148,4;266,9213395;153,2;0,963857745;148;649,893955;150,4;3161,20753;148;4563,862934;148;6259,110603;214;1814,341363;203,6;1024,313892;180,8;2321,752757;180,8;3155,898389;188,4;8257,223895;173,2;3323,337044;195;1,791581406;196;3119,735343;180,8;5667,101444;180,8;6733,942994;173,2;5083,122141;200,8;5668,344486;200,8;6188,029559;193,2;8157,707813;193,2;8136,374463;193,2;8422,397905;180,8;13340,3634;200,8;8255,304222;193,2;9315,50322;185,6;7476,663552;200,8;10590,41896;200,8;3087,216423;193,2;7635,316287;193,2;7953,531093;193,2;4960,785969;193,2;3622,54482;193,2;13872,40466;193,2;6965,489029;193,2;9359,272844;193,2;5224,180805;185,6;9591,311192;180,8;12478,49843
148,76;11,83809958;153,48;9,668845335;148,2;626,8634;154,38;5184,075177;152,02;3322,605066;152,02;7178,179962;148,76;303,2837101;153,48;0,714963004;148,2;635,5819942;150,56;3241,420603;148,2;4799,812092;148,2;5808,715009;214,6;1693,565564;204,04;1002,203019;181,12;2405,882257;181,12;3286,551607;188,76;8454,983899;173,48;3397,914811;195,5;3,769113457;196,4;3047,770807;181,12;5686,172614;181,12;6938,568067;173,48;5231,894244;201,12;5880,591021;201,12;6199,237799;193,48;8233,12962;193,48;8101,198079;193,48;8294,793484;181,12;13479,62171;201,12;8539,643159;193,48;9277,787208;185,84;7625,719674;201,12;10288,71484;201,12;2903,625763;193,48;7502,245547;193,48;7776,08802;193,48;4742,199912;193,48;3488,637768;193,48;14045,00684;193,48;6882,950167;193,48;9261,771765;193,48;4929,710583;185,84;9523,915802;181,12;12554,13477
149,12;9,094056979;153,76;7,64725762;148,4;630,1149464;154,56;5152,062707;152,24;3044,903922;152,24;6959,663945;149,12;341,3083449;153,76;0,527204906;148,4;619,0094882;150,72;3319,78561;148,4;5033,820486;148,4;5370,847159;215,2;1571,660848;204,48;991,8091974;181,44;2493,050924;181,44;3412,373498;189,12;8625,912925;173,76;3481,698063;196;7,61719855;196,8;2963,899555;181,44;5689,555557;181,44;7132,185215;173,76;5375,033583;201,44;6085,672904;201,44;6201,569338;193,76;8294,430546;193,76;8051,193954;193,76;8159,902868;181,44;13583,29619;201,44;8807,94168;193,76;9235,818605;186,08;7768,562149;201,44;9980,497883;201,44;2735,817693;193,76;7367,326486;193,76;7597,974989;193,76;4538,737382;193,76;3369,04431;193,76;14187,17302;193,76;6789,462554;193,76;9151,737082;193,76;4648,490467;186,08;9445,714697;181,44;12586,13331
149,48;6,912706304;154,04;6,008524471;148,6;634,812003;154,74;5110,67619;152,46;2780,4903;152,46;6717,415829;149,48;379,8784313;154,04;0,386696847;148,6;600,3890786;150,88;3396,275745;148,6;5264,124921;148,6;4947,80787;215,8;1451,505244;204,92;992,9013084;181,76;2582,35083;181,76;3532,773326;189,48;8768,549099;174,04;3574,310336;196,5;14,79647334;197,2;2870,074194;181,76;5677,923436;181,76;7313,828111;174,04;5512,488191;201,76;6282,514385;201,76;6194,869982;194,04;8341,016471;194,04;7986,851379;194,04;8018,431748;181,76;13650,75032;201,76;9058,334897;194,04;9190,841106;186,32;7904,989303;201,76;9667,241289;201,76;2582,548035;194,04;7231,630349;194,04;7419,898066;194,04;4350,477354;194,04;3263,402053;194,04;14298,46189;194,04;6685,980697;194,04;9030,19787;194,04;4380,387357;186,32;9357,427695;181,76;12575,59401
149,84;5,198941733;154,32;4,690230951;148,8;640,758471;154,92;5059,967114;152,68;2530,232876;152,68;6454,56164;149,84;417,769409;154,32;0,282477107;148,8;579,9566032;151,04;3470,885833;148,8;5488,88064;148,8;4541,527524;216,4;1335,716699;205,36;1005,06669;182,08;2672,789985;182,08;3647,240797;189,84;8881,821877;174,32;3675,212448;197;27,64252508;197,6;2768,374125;182,08;5652,263164;182,08;7482,687096;174,32;5644,325679;202,08;6470,093708;202,08;6179,101027;194,32;8372,405732;194,32;7908,78174;194,32;7871,101957;182,08;13681,57955;202,08;9289,081376;194,32;9144,05142;186,56;8034,830829;202,08;9350,37644;202,08;2442,602508;194,32;7096,168839;194,32;7242,498455;194,32;4177,388858;194,32;3171,272378;194,32;14378,65878;194,32;6573,489227;194,32;8898,21295;194,32;4125,211191;186,56;9259,808275;182,08;12524,06076
