X MnH2O;Y MnH2O;X MnCl+;Y MnCl+;X MnCl2;Y MnCl2;X MnCl3-;Y MnCl3-
204,16;41,77994512;239,04;977,2112923;221,84;634,3053489;229,28;943,5890379
204,44;38,8596246;239,36;924,9301383;222,06;596,8007814;229,52;880,6229705
204,72;36,07540353;239,68;874,3255742;222,28;560,9869073;229,76;821,1047672
205;33,42831155;240;825,4378807;222,5;526,8305738;230;764,9114398
205,28;30,91839697;240,32;778,2976419;222,72;494,2955183;230,24;711,9185642
205,56;28,54481747;240,64;732,9262213;222,94;463,3427495;230,48;662,000935
205,84;26,3059315;240,96;689,336268;223,16;433,9309136;230,72;615,0331701
206,12;24,19938904;241,28;647,5322472;223,38;406,0166464;230,96;570,8902652
206,4;22,22222077;241,6;607,5109876;223,6;379,5549089;231,2;529,4481002
206,68;20,37092453;241,92;569,2622419;223,82;354,4993058;231,44;490,5838971
206,96;18,64154835;242,24;532,7692521;224,04;330,802386;231,68;454,1766316
207,24;17,0297693;242,56;498,0093178;224,26;308,4159256;231,92;420,1073996
207,52;15,53096782;242,88;464,9543602;224,48;287,2911918;232,16;388,2597406
207,8;14,14029682;243,2;433,5714785;224,7;267,3791881;232,4;358,5199186
208,08;12,85274559;243,52;403,8234952;224,92;248,6308815;232,64;330,7771651
208,36;11,66319814;243,84;375,6694868;225,14;230,9974105;232,88;304,9238835
208,64;10,56648605;244,16;349,0652956;225,36;214,4302753;233,12;280,8558187
208,92;9,557435682;244,48;323,9640226;225,58;198,8815098;233,36;258,4721939
209,2;8,63091006;244,8;300,3164965;225,8;184,3038366;233,6;237,6758168
209,48;7,781845381;245,12;278,0717192;226,02;170,6508053;233,84;218,3731566
209,76;7,00528251;245,44;257,1772853;226,24;157,8769136;234,08;200,4743961
210,04;6,296393651;245,76;237,579775;226,46;145,9377145;234,32;183,8934583
210,32;5,650504498;246,08;219,2251194;226,68;134,7899072;234,56;168,548013
210,6;5,06311219;246,4;202,058938;226,9;124,3914155;234,8;154,3594617
210,88;4,529899385;246,72;186,0268484;227,12;114,7014513;235,04;141,2529066
211,16;4,0467448;247,04;171,0747484;227,34;105,6805676;235,28;129,1571026
211,44;3,609730555;247,36;157,1490701;227,56;97,29069866;235,52;118,0043965
211,72;3,215146659;247,68;144,1970076;227,78;89,49518996;235,76;107,7306529
212;2,859492965;248;132,1667191;228;82,25881833;236;98,2751711
212,28;2,539478904;248,32;121,0075032;228,22;75,54780295;236,24;89,58059197
212,56;2,252021318;248,64;110,6699517;228,44;69,32980815;236,48;81,59279806
212,84;1,994240648;248,96;101,1060791;228,66;63,57393871;236,72;74,26080758
213,12;1,763455777;249,28;92,26943122;228,88;58,25072853;236,96;67,53666357
213,4;1,557177732;249,6;84,11517303;229,1;53,33212323;237,2;61,37531958
213,68;1,373102508;249,92;76,60015762;229,32;48,79145755;237,44;55,73452268
213,96;1,209103194;250,24;69,68297793;229,54;44,60342806;237,68;50,57469505
214,24;1,063221586;250,56;63,32400222;229,76;40,74406192;237,92;45,85881473
214,52;0,933659456;250,88;57,48539485;229,98;37,19068213;238,16;41,55229656
214,8;0,818769619;251,2;52,13112376;230,2;33,92187007;238,4;37,62287377
215,08;0,717046912;251,52;47,22695596;230,42;30,91742549;238,64;34,04048104
215,36;0,627119207;251,84;42,74044235;230,64;28,15832481;238,88;30,77713938
215,64;0,547738533;252,16;38,64089308;230,86;25,62667782;239,12;27,80684341
215,92;0,477772399;252,48;34,89934471;231,08;23,30568345;239,36;25,10545136
216,2;0,41619536;252,8;31,48852029;231,3;21,17958479;239,6;22,65057822
216,48;0,362080895;253,12;28,38278345;231,52;19,23362377;239,84;20,4214921
216,76;0,314593619;253,44;25,55808736;231,74;17,45399584;240,08;18,3990143
217,04;0,272981869;253,76;22,99191977;231,96;15,82780479;240,32;16,56542299
217,32;0,236570675;254,08;20,66324473;232,18;14,34301805;240,56;14,90436085
217,6;0,204755134;254,4;18,55244188;232,4;12,98842265;240,8;13,40074652
217,88;0,176994185;254,72;16,6412441;232,62;11,75358199;241,04;12,04069017
218,16;0,152804796;255,04;14,912674;232,84;10,62879361;241,28;10,81141293
218,44;0,131756548;255,36;13,35098001;233,06;9,605048037;241,52;9,701170465
218,72;0,113466607;255,68;11,9415725;233,28;8,673988909;241,76;8,699180321
219;0,097595084;256;10,67096032;233,5;7,82787435;242;7,795553316
219,28;0,083840752;256,32;9,526688294;233,72;7,059539759;242,24;6,981228656
219,56;0,071937121;256,64;8,497275928;233,94;6,362362007;242,48;6,2479128
219,84;0,061648836;256,96;7,57215762;234,16;5,730225108;242,72;5,588021948
220,12;0,052768398;257,28;6,74162463;234,38;5,15748738;242,96;4,994628013
220,4;0,045113173;257,6;5,996769001;234,6;4,6389501;243,2;4,461407988
220,68;0,03852268;257,92;5,329429593;234,82;4,169827663;243,44;3,982596546
220,96;0,032856134;258,24;4,732140335;235,04;3,745719232;243,68;3,55294176
221,24;0,027990228;258,56;4,198080792;235,26;3,362581857;243,92;3,167663796
221,52;0,023817139;258,88;3,721029097;235,48;3,016705045;244,16;2,822416434
221,8;0,02024273;259,2;3,29531728;235,7;2,704686745;244,4;2,513251291
222,08;0,017184941;259,52;2,915788998;235,92;2,423410713;244,64;2,236584594
222,36;0,014572349;259,84;2,577759649;236,14;2,170025213;244,88;1,989166368
222,64;0,012342888;260,16;2,276978846;236,36;1,941923021;245,12;1,768051911
222,92;0,0104427;260,48;2,009595198;236,58;1,736722664;245,36;1,570575408
223,2;0,008825121;260,8;1,772123336;236,8;1,55225087;245,6;1,394325569
223,48;0,007449781;261,12;1,561413128;237,02;1,386526159;245,84;1,237123165
223,76;0,006281804;261,44;1,374620986;237,24;1,237743533;246,08;1,097000328
224,04;0,005291105;261,76;1,209183205;237,46;1,104260211;246,32;0,972181511
224,32;0,004451768;262,08;1,062791217;237,68;0,984582355;246,56;0,861066
224,6;0,003741501;262,4;0,9333687;237,9;0,877352738;246,8;0,762211857
224,88;0,003141156;262,72;0,819050418;238,12;0,781339309;247,04;0,674321206
225,16;0,002634308;263,04;0,718162721;238,34;0,695424586;247,28;0,596226762
225,44;0,002206886;263,36;0,629205598;238,56;0,61859585;247,52;0,526879508
225,72;0,001846855;263,68;0,550836191;238,78;0,549936084;247,76;0,465337442
226;0,001543931;264;0,481853685;239;0,488615606;248;0,410755304
226,28;0,001289344;264,32;0,421185468;239,22;0,433884355;248,24;0,362375218
226,56;0,001075618;264,64;0,367874501;239,44;0,385064796;248,48;0,319518164
226,84;0,000896393;264,96;0,321067785;239,66;0,341545393;248,72;0,281576226
227,12;0,000746267;265,28;0,280005868;239,88;0,302774605;248,96;0,248005546
227,4;0,00062065;265,6;0,244013295;240,1;0,268255392;249,2;0,218319926
227,68;0,000515657;265,92;0,212489949;240,32;0,237540173;249,44;0,192085032
227,96;0,000427994;266,24;0,184903197;240,54;0,210226205;249,68;0,168913133
228,24;0,00035488;266,56;0,160780784;240,76;0,185951369;249,92;0,148458348
228,52;0,000293965;266,88;0,139704408;240,98;0,164390313;250,16;0,130412347
228,8;0,000243266;267,2;0,121303928;241,2;0,145250933;250,4;0,114500459
229,08;0,000201114;267,52;0,105252142;241,42;0,12827117;250,64;0,100478171
229,36;0,000166105;267,84;0,091260082;241,64;0,113216084;250,88;0,088127962
229,64;0,000137059;268,16;0,079072798;241,86;0,099875205;251,12;0,077256454
229,92;0,000112983;268,48;0,068465565;242,08;0,088060113;251,36;0,067691848
230,2;9,30E-05;268,8;0,059240484;242,3;0,077602248;251,6;0,059281617
230,48;7,66E-05;269,12;0,051223444;242,52;0,068350922;251,84;0,051890431
230,76;0,000062932;269,44;0,044261404;242,74;0,060171517;252,08;0,045398299
231,04;0,000051683;269,76;0,038219964;242,96;0,052943851;252,32;0,039698896
231,32;4,24E-05;270,08;0,032981201;243,18;0,046560707;252,56;0,034698069
231,6;3,48E-05;270,4;0,02844174;243,4;0,040926494;252,8;0,030312493
231,88;2,85E-05;270,72;0,024511043;243,62;0,035956045;253,04;0,026468478
232,16;2,33E-05;271,04;0,021109877;243,84;0,031573529;253,28;0,023100889
232,44;1,90E-05;271,36;0,01816897;244,06;0,027711474;253,52;0,02015219
232,72;1,56E-05;271,68;0,015627804;244,28;0,024309882;253,76;0,017571591
233;1,27E-05;272;0,013433556;244,5;0,021315436;254;0,015314282
233,28;1,04E-05;272,32;0,011540158;244,72;0,018680787;254,24;0,013340752
233,56;8,43E-06;272,64;0,009907465;244,94;0,01636391;254,48;0,011616185
233,84;6,86E-06;272,96;0,008500524;245,16;0,014327532;254,72;0,010109919
234,12;5,58E-06;273,28;0,007288926;245,38;0,012538611;254,96;0,008794966
234,4;4,54E-06;273,6;0,006246234;245,6;0,010967879;255,2;0,007647586
234,68;3,68E-06;273,92;0,005349488;245,82;0,009589422;255,44;0,006646908
234,96;2,99E-06;274,24;0,004578757;246,04;0,00838031;255,68;0,005774594
235,24;2,42E-06;274,56;0,003916757;246,26;0,007320269;255,92;0,005014539
235,52;1,96E-06;274,88;0,00334851;246,48;0,006391379;256,16;0,004352611
235,8;0,000001587;275,2;0,002861046;246,7;0,005577815;256,4;0,003776411
236,08;1,28E-06;275,52;0,002443139;246,92;0,004865606;256,64;0,003275069
236,36;1,04E-06;275,84;0,002085087;247,14;0,004242427;256,88;0,002839062
236,64;8,37E-07;276,16;0,001778504;247,36;0,003697412;257,12;0,00246005
236,92;6,75E-07;276,48;0,001516151;247,58;0,003220984;257,36;0,002130732
237,2;5,44E-07;276,8;0,001291781;247,8;0,002804709;257,6;0,001844721
237,48;4,38E-07;277,12;0,00110001;248,02;0,002441164;257,84;0,001596435
237,76;3,53E-07;277,44;0,000936198;248,24;0,002123819;258,08;0,001380993
238,04;2,84E-07;277,76;0,00079635;248,46;0,001846929;258,32;0,001194133
238,32;2,28E-07;278,08;0,00067703;248,68;0,00160545;258,56;0,001032135
238,6;0,000000183;278,4;0,000575282;248,9;0,001394949;258,8;0,000891751
238,88;1,47E-07;278,72;0,000488569;249,12;0,001211536;259,04;0,000770151
239,16;1,18E-07;279,04;0,00041471;249,34;0,001051797;259,28;0,000664866
239,44;9,43E-08;279,36;0,000351835;249,56;0,000912738;259,52;0,000573746
239,72;7,55E-08;279,68;0,00029834;249,78;0,000791736;259,76;0,000494919
;;280;0,00025285;250;0,000686492;;
