Wavelengt [nm],s1.4,s2.4,s3.4,s4.4,s5.4,s6.4,s7.4
597.3,3.345365284217817e-24,6.133169687732664e-24,5.9473160608316745e-24,2.9736580304158373e-24,9.478534971950482e-24,3.159511657316827e-24,7.062437822237613e-24
597.4,3.345365284217817e-24,6.319023314633654e-24,5.9473160608316745e-24,3.159511657316827e-24,9.478534971950482e-24,3.345365284217817e-24,7.248291449138603e-24
597.5,3.5312189111188065e-24,6.133169687732664e-24,6.133169687732664e-24,3.159511657316827e-24,9.66438859885147e-24,3.345365284217817e-24,7.434145076039594e-24
597.6,3.5312189111188065e-24,6.133169687732664e-24,5.9473160608316745e-24,2.9736580304158373e-24,9.478534971950482e-24,3.345365284217817e-24,7.434145076039594e-24
597.7,3.345365284217817e-24,6.133169687732664e-24,5.761462433930684e-24,2.9736580304158373e-24,9.478534971950482e-24,3.159511657316827e-24,7.062437822237613e-24
597.8,3.345365284217817e-24,6.133169687732664e-24,5.761462433930684e-24,2.9736580304158373e-24,9.292681345049491e-24,3.159511657316827e-24,7.062437822237613e-24
597.9,3.5312189111188065e-24,6.319023314633654e-24,5.5756088070296945e-24,3.159511657316827e-24,9.478534971950482e-24,3.345365284217817e-24,7.062437822237613e-24
598.0,3.345365284217817e-24,6.133169687732664e-24,5.5756088070296945e-24,3.159511657316827e-24,9.478534971950482e-24,3.159511657316827e-24,7.062437822237613e-24
598.1,3.159511657316827e-24,6.319023314633654e-24,5.389755180128704e-24,3.345365284217817e-24,9.106827718148501e-24,3.5312189111188065e-24,6.876584195336624e-24
598.2,3.345365284217817e-24,5.9473160608316745e-24,5.5756088070296945e-24,3.159511657316827e-24,9.292681345049491e-24,3.159511657316827e-24,7.062437822237613e-24
598.3,3.159511657316827e-24,6.133169687732664e-24,5.5756088070296945e-24,3.345365284217817e-24,9.292681345049491e-24,3.159511657316827e-24,7.062437822237613e-24
598.4,3.159511657316827e-24,5.9473160608316745e-24,5.761462433930684e-24,3.159511657316827e-24,9.292681345049491e-24,2.9736580304158373e-24,6.876584195336624e-24
598.5,3.345365284217817e-24,5.9473160608316745e-24,5.761462433930684e-24,3.159511657316827e-24,9.478534971950482e-24,2.9736580304158373e-24,7.062437822237613e-24
598.6,3.159511657316827e-24,5.9473160608316745e-24,5.761462433930684e-24,3.159511657316827e-24,9.478534971950482e-24,2.9736580304158373e-24,6.876584195336624e-24
598.7,3.159511657316827e-24,5.761462433930684e-24,5.5756088070296945e-24,2.7878044035148473e-24,9.292681345049491e-24,2.9736580304158373e-24,6.690730568435634e-24
598.8,3.159511657316827e-24,5.5756088070296945e-24,5.5756088070296945e-24,2.7878044035148473e-24,9.478534971950482e-24,2.9736580304158373e-24,6.690730568435634e-24
598.9,3.345365284217817e-24,5.5756088070296945e-24,5.761462433930684e-24,2.6019507766138577e-24,9.292681345049491e-24,2.7878044035148473e-24,6.690730568435634e-24
599.0,3.345365284217817e-24,5.5756088070296945e-24,5.5756088070296945e-24,2.6019507766138577e-24,9.292681345049491e-24,2.9736580304158373e-24,6.690730568435634e-24
599.1,3.345365284217817e-24,5.761462433930684e-24,5.5756088070296945e-24,2.7878044035148473e-24,9.292681345049491e-24,2.9736580304158373e-24,6.690730568435634e-24
599.2,3.345365284217817e-24,5.9473160608316745e-24,5.761462433930684e-24,2.9736580304158373e-24,9.292681345049491e-24,2.7878044035148473e-24,6.690730568435634e-24
599.3,3.345365284217817e-24,5.761462433930684e-24,5.761462433930684e-24,2.7878044035148473e-24,9.292681345049491e-24,2.4160971497128677e-24,6.876584195336624e-24
599.4,3.159511657316827e-24,5.761462433930684e-24,5.761462433930684e-24,2.7878044035148473e-24,9.478534971950482e-24,2.4160971497128677e-24,6.876584195336624e-24
599.5,3.159511657316827e-24,5.761462433930684e-24,5.5756088070296945e-24,2.9736580304158373e-24,9.292681345049491e-24,2.4160971497128677e-24,6.690730568435634e-24
599.6,3.159511657316827e-24,5.5756088070296945e-24,5.389755180128704e-24,2.7878044035148473e-24,9.478534971950482e-24,2.4160971497128677e-24,6.876584195336624e-24
599.7,2.9736580304158373e-24,5.5756088070296945e-24,5.203901553227715e-24,2.7878044035148473e-24,9.292681345049491e-24,2.4160971497128677e-24,6.690730568435634e-24
599.8,2.9736580304158373e-24,5.5756088070296945e-24,5.203901553227715e-24,2.9736580304158373e-24,9.106827718148501e-24,2.6019507766138577e-24,6.690730568435634e-24
599.9,2.7878044035148473e-24,5.5756088070296945e-24,5.389755180128704e-24,2.9736580304158373e-24,9.106827718148501e-24,2.6019507766138577e-24,6.690730568435634e-24
600.0,2.6019507766138577e-24,5.761462433930684e-24,5.203901553227715e-24,3.159511657316827e-24,8.92097409124751e-24,2.7878044035148473e-24,6.504876941534644e-24
600.1,2.4160971497128677e-24,5.761462433930684e-24,5.018047926326726e-24,2.9736580304158373e-24,8.92097409124751e-24,2.7878044035148473e-24,6.319023314633654e-24
600.2,2.6019507766138577e-24,5.761462433930684e-24,5.389755180128704e-24,2.7878044035148473e-24,9.106827718148501e-24,2.7878044035148473e-24,6.504876941534644e-24
600.3,2.7878044035148473e-24,5.5756088070296945e-24,5.389755180128704e-24,2.7878044035148473e-24,9.106827718148501e-24,2.7878044035148473e-24,6.504876941534644e-24
600.4,3.159511657316827e-24,5.761462433930684e-24,5.5756088070296945e-24,2.7878044035148473e-24,9.292681345049491e-24,2.7878044035148473e-24,6.690730568435634e-24
600.5,3.159511657316827e-24,5.761462433930684e-24,5.5756088070296945e-24,2.9736580304158373e-24,9.106827718148501e-24,2.7878044035148473e-24,6.690730568435634e-24
600.6,3.159511657316827e-24,5.761462433930684e-24,5.5756088070296945e-24,2.7878044035148473e-24,9.106827718148501e-24,2.7878044035148473e-24,6.690730568435634e-24
600.7,2.9736580304158373e-24,5.761462433930684e-24,5.5756088070296945e-24,2.6019507766138577e-24,9.106827718148501e-24,2.7878044035148473e-24,6.504876941534644e-24
600.8,2.9736580304158373e-24,5.761462433930684e-24,5.389755180128704e-24,2.6019507766138577e-24,8.92097409124751e-24,2.6019507766138577e-24,6.504876941534644e-24
600.9,2.9736580304158373e-24,5.9473160608316745e-24,5.389755180128704e-24,2.7878044035148473e-24,8.92097409124751e-24,2.7878044035148473e-24,6.504876941534644e-24
601.0,2.9736580304158373e-24,5.9473160608316745e-24,5.203901553227715e-24,2.7878044035148473e-24,8.735120464346522e-24,2.6019507766138577e-24,6.319023314633654e-24
601.1,2.9736580304158373e-24,5.761462433930684e-24,5.018047926326726e-24,2.7878044035148473e-24,8.735120464346522e-24,2.6019507766138577e-24,6.319023314633654e-24
601.2,2.9736580304158373e-24,5.761462433930684e-24,5.018047926326726e-24,2.9736580304158373e-24,8.735120464346522e-24,2.6019507766138577e-24,6.133169687732664e-24
601.3,2.7878044035148473e-24,5.5756088070296945e-24,4.832194299425735e-24,2.9736580304158373e-24,8.549266837445531e-24,2.6019507766138577e-24,6.133169687732664e-24
601.4,2.6019507766138577e-24,5.5756088070296945e-24,4.646340672524746e-24,2.9736580304158373e-24,8.363413210544541e-24,2.6019507766138577e-24,6.133169687732664e-24
601.5,2.6019507766138577e-24,5.5756088070296945e-24,4.832194299425735e-24,2.9736580304158373e-24,8.363413210544541e-24,2.6019507766138577e-24,5.9473160608316745e-24
601.6,2.4160971497128677e-24,5.389755180128704e-24,4.832194299425735e-24,2.7878044035148473e-24,8.363413210544541e-24,2.4160971497128677e-24,6.133169687732664e-24
601.7,2.9736580304158373e-24,5.389755180128704e-24,5.203901553227715e-24,2.6019507766138577e-24,8.735120464346522e-24,2.4160971497128677e-24,6.504876941534644e-24
601.8,2.9736580304158373e-24,5.389755180128704e-24,5.389755180128704e-24,2.6019507766138577e-24,8.735120464346522e-24,2.4160971497128677e-24,6.504876941534644e-24
601.9,2.9736580304158373e-24,5.203901553227715e-24,5.203901553227715e-24,2.2302435228118777e-24,8.92097409124751e-24,2.4160971497128677e-24,6.504876941534644e-24
602.0,2.9736580304158373e-24,5.203901553227715e-24,5.203901553227715e-24,2.2302435228118777e-24,8.92097409124751e-24,2.2302435228118777e-24,6.504876941534644e-24
602.1,2.7878044035148473e-24,5.389755180128704e-24,5.018047926326726e-24,2.4160971497128677e-24,8.92097409124751e-24,2.2302435228118777e-24,6.319023314633654e-24
602.2,2.6019507766138577e-24,5.389755180128704e-24,5.018047926326726e-24,2.4160971497128677e-24,8.92097409124751e-24,2.4160971497128677e-24,5.9473160608316745e-24
602.3,2.6019507766138577e-24,5.5756088070296945e-24,5.018047926326726e-24,2.7878044035148473e-24,8.735120464346522e-24,2.4160971497128677e-24,5.9473160608316745e-24
602.4,2.7878044035148473e-24,5.5756088070296945e-24,5.203901553227715e-24,2.7878044035148473e-24,9.106827718148501e-24,2.4160971497128677e-24,6.319023314633654e-24
602.5,2.7878044035148473e-24,5.5756088070296945e-24,5.203901553227715e-24,2.7878044035148473e-24,8.92097409124751e-24,2.4160971497128677e-24,6.319023314633654e-24
602.6,2.7878044035148473e-24,5.5756088070296945e-24,5.018047926326726e-24,2.7878044035148473e-24,8.92097409124751e-24,2.4160971497128677e-24,6.504876941534644e-24
602.7,2.9736580304158373e-24,5.389755180128704e-24,5.018047926326726e-24,2.6019507766138577e-24,8.92097409124751e-24,2.2302435228118777e-24,6.319023314633654e-24
602.8,2.7878044035148473e-24,5.389755180128704e-24,4.832194299425735e-24,2.4160971497128677e-24,8.549266837445531e-24,2.4160971497128677e-24,6.133169687732664e-24
602.9,2.7878044035148473e-24,5.5756088070296945e-24,4.832194299425735e-24,2.2302435228118777e-24,8.549266837445531e-24,2.4160971497128677e-24,6.133169687732664e-24
603.0,2.6019507766138577e-24,5.389755180128704e-24,4.832194299425735e-24,2.2302435228118777e-24,8.549266837445531e-24,2.2302435228118777e-24,6.133169687732664e-24
603.1,2.6019507766138577e-24,5.5756088070296945e-24,5.018047926326726e-24,2.4160971497128677e-24,8.549266837445531e-24,2.2302435228118777e-24,6.133169687732664e-24
603.2,2.6019507766138577e-24,5.389755180128704e-24,5.018047926326726e-24,2.4160971497128677e-24,8.549266837445531e-24,2.2302435228118777e-24,6.133169687732664e-24
603.3,2.6019507766138577e-24,5.203901553227715e-24,5.018047926326726e-24,2.2302435228118777e-24,8.549266837445531e-24,2.044389895910888e-24,6.133169687732664e-24
603.4,2.7878044035148473e-24,5.018047926326726e-24,4.832194299425735e-24,2.2302435228118777e-24,8.549266837445531e-24,2.044389895910888e-24,6.133169687732664e-24
603.5,2.7878044035148473e-24,5.018047926326726e-24,4.832194299425735e-24,2.2302435228118777e-24,8.549266837445531e-24,2.044389895910888e-24,6.133169687732664e-24
603.6,2.7878044035148473e-24,5.018047926326726e-24,4.832194299425735e-24,2.2302435228118777e-24,8.549266837445531e-24,2.044389895910888e-24,5.9473160608316745e-24
603.7,2.6019507766138577e-24,5.018047926326726e-24,4.832194299425735e-24,2.044389895910888e-24,8.549266837445531e-24,2.044389895910888e-24,5.9473160608316745e-24
603.8,2.7878044035148473e-24,5.203901553227715e-24,4.832194299425735e-24,2.4160971497128677e-24,8.363413210544541e-24,2.4160971497128677e-24,5.9473160608316745e-24
603.9,2.6019507766138577e-24,5.203901553227715e-24,4.646340672524746e-24,2.4160971497128677e-24,8.363413210544541e-24,2.4160971497128677e-24,5.9473160608316745e-24
604.0,2.4160971497128677e-24,5.018047926326726e-24,4.460487045623755e-24,2.4160971497128677e-24,8.177559583643552e-24,2.2302435228118777e-24,5.761462433930684e-24
604.1,2.4160971497128677e-24,5.203901553227715e-24,4.646340672524746e-24,2.4160971497128677e-24,8.177559583643552e-24,2.2302435228118777e-24,5.9473160608316745e-24
604.2,2.6019507766138577e-24,5.203901553227715e-24,4.832194299425735e-24,2.4160971497128677e-24,8.363413210544541e-24,2.4160971497128677e-24,5.9473160608316745e-24
604.3,2.6019507766138577e-24,5.389755180128704e-24,4.832194299425735e-24,2.6019507766138577e-24,8.177559583643552e-24,2.2302435228118777e-24,5.761462433930684e-24
604.4,2.6019507766138577e-24,5.389755180128704e-24,4.646340672524746e-24,2.4160971497128677e-24,8.177559583643552e-24,2.2302435228118777e-24,5.9473160608316745e-24
604.5,2.7878044035148473e-24,5.018047926326726e-24,4.646340672524746e-24,2.2302435228118777e-24,8.177559583643552e-24,1.8585362690098984e-24,5.761462433930684e-24
604.6,2.7878044035148473e-24,5.018047926326726e-24,4.646340672524746e-24,2.2302435228118777e-24,8.177559583643552e-24,1.8585362690098984e-24,5.761462433930684e-24
604.7,2.6019507766138577e-24,4.832194299425735e-24,4.460487045623755e-24,2.044389895910888e-24,8.177559583643552e-24,1.6726826421089084e-24,5.761462433930684e-24
604.8,2.7878044035148473e-24,5.018047926326726e-24,4.832194299425735e-24,2.2302435228118777e-24,8.363413210544541e-24,1.8585362690098984e-24,5.9473160608316745e-24
604.9,2.6019507766138577e-24,5.018047926326726e-24,4.832194299425735e-24,2.2302435228118777e-24,8.363413210544541e-24,2.044389895910888e-24,5.9473160608316745e-24
605.0,2.6019507766138577e-24,5.203901553227715e-24,4.832194299425735e-24,2.4160971497128677e-24,8.363413210544541e-24,2.2302435228118777e-24,5.9473160608316745e-24
605.1,2.4160971497128677e-24,5.203901553227715e-24,4.832194299425735e-24,2.2302435228118777e-24,8.363413210544541e-24,2.2302435228118777e-24,5.761462433930684e-24
605.2,2.2302435228118777e-24,5.203901553227715e-24,4.646340672524746e-24,2.4160971497128677e-24,8.177559583643552e-24,2.2302435228118777e-24,5.5756088070296945e-24
605.3,2.4160971497128677e-24,5.203901553227715e-24,4.646340672524746e-24,2.2302435228118777e-24,8.363413210544541e-24,2.2302435228118777e-24,5.9473160608316745e-24
605.4,2.6019507766138577e-24,5.203901553227715e-24,4.646340672524746e-24,2.4160971497128677e-24,8.177559583643552e-24,2.044389895910888e-24,5.9473160608316745e-24
605.5,2.6019507766138577e-24,5.018047926326726e-24,4.646340672524746e-24,2.4160971497128677e-24,8.177559583643552e-24,2.044389895910888e-24,5.9473160608316745e-24
605.6,2.4160971497128677e-24,5.018047926326726e-24,4.646340672524746e-24,2.2302435228118777e-24,8.363413210544541e-24,2.044389895910888e-24,5.9473160608316745e-24
605.7,2.4160971497128677e-24,5.018047926326726e-24,4.646340672524746e-24,2.2302435228118777e-24,8.363413210544541e-24,1.8585362690098984e-24,5.761462433930684e-24
605.8,2.2302435228118777e-24,5.018047926326726e-24,4.460487045623755e-24,2.044389895910888e-24,8.177559583643552e-24,1.8585362690098984e-24,5.5756088070296945e-24
605.9,2.2302435228118777e-24,5.018047926326726e-24,4.274633418722766e-24,2.2302435228118777e-24,8.177559583643552e-24,1.8585362690098984e-24,5.5756088070296945e-24
606.0,2.2302435228118777e-24,5.018047926326726e-24,4.274633418722766e-24,2.4160971497128677e-24,8.177559583643552e-24,1.8585362690098984e-24,5.389755180128704e-24
606.1,2.044389895910888e-24,4.832194299425735e-24,4.088779791821776e-24,2.2302435228118777e-24,7.991705956742562e-24,2.044389895910888e-24,5.389755180128704e-24
606.2,2.2302435228118777e-24,4.646340672524746e-24,4.088779791821776e-24,2.044389895910888e-24,7.991705956742562e-24,1.8585362690098984e-24,5.5756088070296945e-24
606.3,2.2302435228118777e-24,4.646340672524746e-24,4.088779791821776e-24,1.8585362690098984e-24,7.805852329841571e-24,1.8585362690098984e-24,5.5756088070296945e-24
606.4,2.2302435228118777e-24,4.646340672524746e-24,4.274633418722766e-24,1.8585362690098984e-24,7.805852329841571e-24,1.6726826421089084e-24,5.5756088070296945e-24
606.5,2.4160971497128677e-24,4.646340672524746e-24,4.460487045623755e-24,1.8585362690098984e-24,7.991705956742562e-24,1.6726826421089084e-24,5.761462433930684e-24
606.6,2.4160971497128677e-24,4.646340672524746e-24,4.460487045623755e-24,1.8585362690098984e-24,7.991705956742562e-24,1.6726826421089084e-24,5.5756088070296945e-24
606.7,2.6019507766138577e-24,4.832194299425735e-24,4.460487045623755e-24,2.2302435228118777e-24,7.991705956742562e-24,1.8585362690098984e-24,5.389755180128704e-24
606.8,2.4160971497128677e-24,4.832194299425735e-24,4.274633418722766e-24,2.044389895910888e-24,7.805852329841571e-24,1.8585362690098984e-24,5.5756088070296945e-24
606.9,2.2302435228118777e-24,5.018047926326726e-24,4.274633418722766e-24,2.044389895910888e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
607.0,2.2302435228118777e-24,5.018047926326726e-24,4.088779791821776e-24,2.044389895910888e-24,7.991705956742562e-24,1.8585362690098984e-24,5.389755180128704e-24
607.1,2.044389895910888e-24,5.018047926326726e-24,4.088779791821776e-24,2.044389895910888e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
607.2,2.044389895910888e-24,4.832194299425735e-24,4.088779791821776e-24,2.044389895910888e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
607.3,2.044389895910888e-24,4.832194299425735e-24,4.274633418722766e-24,2.044389895910888e-24,7.619998702940584e-24,1.8585362690098984e-24,5.389755180128704e-24
607.4,2.044389895910888e-24,4.832194299425735e-24,4.088779791821776e-24,2.044389895910888e-24,7.434145076039594e-24,1.6726826421089084e-24,5.389755180128704e-24
607.5,2.044389895910888e-24,4.832194299425735e-24,4.274633418722766e-24,2.044389895910888e-24,7.619998702940584e-24,1.8585362690098984e-24,5.389755180128704e-24
607.6,2.2302435228118777e-24,5.018047926326726e-24,4.274633418722766e-24,2.044389895910888e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
607.7,2.044389895910888e-24,5.018047926326726e-24,4.088779791821776e-24,1.8585362690098984e-24,7.619998702940584e-24,1.8585362690098984e-24,5.203901553227715e-24
607.8,2.2302435228118777e-24,5.018047926326726e-24,4.274633418722766e-24,1.8585362690098984e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
607.9,2.2302435228118777e-24,5.018047926326726e-24,4.274633418722766e-24,2.044389895910888e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
608.0,2.2302435228118777e-24,5.018047926326726e-24,4.274633418722766e-24,1.8585362690098984e-24,7.805852329841571e-24,1.6726826421089084e-24,5.389755180128704e-24
608.1,2.044389895910888e-24,4.832194299425735e-24,4.274633418722766e-24,2.044389895910888e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
608.2,2.044389895910888e-24,4.832194299425735e-24,4.274633418722766e-24,1.8585362690098984e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
608.3,1.8585362690098984e-24,4.832194299425735e-24,4.088779791821776e-24,1.6726826421089084e-24,7.619998702940584e-24,1.8585362690098984e-24,5.203901553227715e-24
608.4,1.8585362690098984e-24,4.832194299425735e-24,4.088779791821776e-24,1.8585362690098984e-24,7.619998702940584e-24,1.8585362690098984e-24,5.203901553227715e-24
608.5,2.2302435228118777e-24,4.832194299425735e-24,4.088779791821776e-24,1.8585362690098984e-24,7.805852329841571e-24,1.8585362690098984e-24,5.389755180128704e-24
608.6,1.8585362690098984e-24,4.832194299425735e-24,4.088779791821776e-24,2.044389895910888e-24,7.619998702940584e-24,1.8585362690098984e-24,5.203901553227715e-24
608.7,2.044389895910888e-24,4.832194299425735e-24,4.274633418722766e-24,2.044389895910888e-24,7.805852329841571e-24,1.6726826421089084e-24,5.389755180128704e-24
608.8,2.044389895910888e-24,4.646340672524746e-24,4.274633418722766e-24,2.2302435228118777e-24,7.805852329841571e-24,1.6726826421089084e-24,5.389755180128704e-24
608.9,2.044389895910888e-24,4.832194299425735e-24,4.274633418722766e-24,2.2302435228118777e-24,7.805852329841571e-24,1.6726826421089084e-24,5.389755180128704e-24
609.0,2.2302435228118777e-24,4.646340672524746e-24,4.460487045623755e-24,2.044389895910888e-24,7.991705956742562e-24,1.6726826421089084e-24,5.5756088070296945e-24
609.1,2.044389895910888e-24,4.646340672524746e-24,4.274633418722766e-24,2.044389895910888e-24,7.991705956742562e-24,1.6726826421089084e-24,5.389755180128704e-24
609.2,2.044389895910888e-24,4.646340672524746e-24,4.274633418722766e-24,1.8585362690098984e-24,7.805852329841571e-24,1.6726826421089084e-24,5.389755180128704e-24
609.3,1.8585362690098984e-24,4.832194299425735e-24,4.088779791821776e-24,1.6726826421089084e-24,7.619998702940584e-24,1.6726826421089084e-24,5.203901553227715e-24
609.4,1.8585362690098984e-24,4.646340672524746e-24,4.088779791821776e-24,1.6726826421089084e-24,7.619998702940584e-24,1.6726826421089084e-24,5.203901553227715e-24
609.5,1.8585362690098984e-24,4.832194299425735e-24,4.088779791821776e-24,1.8585362690098984e-24,7.619998702940584e-24,1.8585362690098984e-24,5.203901553227715e-24
609.6,2.044389895910888e-24,4.832194299425735e-24,4.274633418722766e-24,2.044389895910888e-24,7.619998702940584e-24,1.8585362690098984e-24,5.018047926326726e-24
609.7,2.044389895910888e-24,4.832194299425735e-24,4.088779791821776e-24,2.044389895910888e-24,7.619998702940584e-24,1.6726826421089084e-24,5.018047926326726e-24
609.8,1.8585362690098984e-24,4.832194299425735e-24,4.274633418722766e-24,2.044389895910888e-24,7.434145076039594e-24,1.8585362690098984e-24,4.832194299425735e-24
609.9,1.8585362690098984e-24,4.832194299425735e-24,4.274633418722766e-24,1.8585362690098984e-24,7.434145076039594e-24,1.6726826421089084e-24,4.832194299425735e-24
610.0,1.8585362690098984e-24,4.646340672524746e-24,4.274633418722766e-24,1.6726826421089084e-24,7.434145076039594e-24,1.3009753883069288e-24,4.832194299425735e-24
610.1,1.8585362690098984e-24,4.460487045623755e-24,4.274633418722766e-24,1.6726826421089084e-24,7.619998702940584e-24,1.4868290152079186e-24,4.832194299425735e-24
610.2,2.044389895910888e-24,4.460487045623755e-24,4.088779791821776e-24,1.4868290152079186e-24,7.619998702940584e-24,1.3009753883069288e-24,5.018047926326726e-24
610.3,1.8585362690098984e-24,4.460487045623755e-24,3.902926164920786e-24,1.4868290152079186e-24,7.434145076039594e-24,1.3009753883069288e-24,4.832194299425735e-24
610.4,1.8585362690098984e-24,4.460487045623755e-24,3.902926164920786e-24,1.6726826421089084e-24,7.434145076039594e-24,1.4868290152079186e-24,5.018047926326726e-24
610.5,1.6726826421089084e-24,4.646340672524746e-24,3.717072538019797e-24,1.6726826421089084e-24,7.248291449138603e-24,1.8585362690098984e-24,4.832194299425735e-24
610.6,1.6726826421089084e-24,4.460487045623755e-24,3.717072538019797e-24,1.6726826421089084e-24,7.248291449138603e-24,1.8585362690098984e-24,4.832194299425735e-24
610.7,1.6726826421089084e-24,4.646340672524746e-24,3.902926164920786e-24,2.044389895910888e-24,7.434145076039594e-24,2.044389895910888e-24,5.018047926326726e-24
610.8,1.8585362690098984e-24,4.646340672524746e-24,4.088779791821776e-24,2.044389895910888e-24,7.434145076039594e-24,1.8585362690098984e-24,5.203901553227715e-24
610.9,1.6726826421089084e-24,4.646340672524746e-24,3.902926164920786e-24,2.044389895910888e-24,7.248291449138603e-24,1.6726826421089084e-24,5.018047926326726e-24
611.0,1.6726826421089084e-24,4.646340672524746e-24,3.902926164920786e-24,2.044389895910888e-24,7.248291449138603e-24,1.4868290152079186e-24,5.018047926326726e-24
611.1,1.6726826421089084e-24,4.460487045623755e-24,3.902926164920786e-24,1.6726826421089084e-24,7.248291449138603e-24,1.4868290152079186e-24,5.018047926326726e-24
611.2,1.6726826421089084e-24,4.460487045623755e-24,3.902926164920786e-24,1.6726826421089084e-24,7.434145076039594e-24,1.3009753883069288e-24,5.018047926326726e-24
611.3,1.6726826421089084e-24,4.274633418722766e-24,3.902926164920786e-24,1.6726826421089084e-24,7.434145076039594e-24,1.3009753883069288e-24,4.832194299425735e-24
611.4,1.8585362690098984e-24,4.460487045623755e-24,3.717072538019797e-24,1.6726826421089084e-24,7.434145076039594e-24,1.4868290152079186e-24,4.832194299425735e-24
611.5,1.8585362690098984e-24,4.274633418722766e-24,3.717072538019797e-24,1.4868290152079186e-24,7.248291449138603e-24,1.3009753883069288e-24,5.018047926326726e-24
611.6,1.8585362690098984e-24,4.460487045623755e-24,3.902926164920786e-24,1.6726826421089084e-24,7.248291449138603e-24,1.6726826421089084e-24,5.018047926326726e-24
611.7,1.6726826421089084e-24,4.460487045623755e-24,3.902926164920786e-24,1.6726826421089084e-24,7.248291449138603e-24,1.4868290152079186e-24,5.018047926326726e-24
611.8,1.6726826421089084e-24,4.460487045623755e-24,4.088779791821776e-24,1.6726826421089084e-24,7.248291449138603e-24,1.4868290152079186e-24,5.018047926326726e-24
611.9,1.4868290152079186e-24,4.274633418722766e-24,4.088779791821776e-24,1.6726826421089084e-24,7.434145076039594e-24,1.4868290152079186e-24,5.018047926326726e-24
612.0,1.3009753883069288e-24,4.274633418722766e-24,3.902926164920786e-24,1.6726826421089084e-24,7.248291449138603e-24,1.4868290152079186e-24,4.832194299425735e-24
612.1,1.1151217614059388e-24,4.088779791821776e-24,3.717072538019797e-24,1.4868290152079186e-24,6.876584195336624e-24,1.3009753883069288e-24,4.646340672524746e-24
612.2,1.4868290152079186e-24,4.088779791821776e-24,4.088779791821776e-24,1.4868290152079186e-24,7.248291449138603e-24,1.3009753883069288e-24,5.203901553227715e-24
612.3,1.6726826421089084e-24,4.088779791821776e-24,4.088779791821776e-24,1.4868290152079186e-24,7.248291449138603e-24,1.4868290152079186e-24,5.203901553227715e-24
612.4,1.8585362690098984e-24,4.274633418722766e-24,4.088779791821776e-24,1.4868290152079186e-24,7.248291449138603e-24,1.4868290152079186e-24,5.018047926326726e-24
612.5,1.8585362690098984e-24,4.274633418722766e-24,4.088779791821776e-24,1.4868290152079186e-24,7.434145076039594e-24,1.4868290152079186e-24,5.018047926326726e-24
612.6,1.6726826421089084e-24,4.274633418722766e-24,3.902926164920786e-24,1.6726826421089084e-24,7.248291449138603e-24,1.4868290152079186e-24,4.832194299425735e-24
612.7,1.4868290152079186e-24,4.088779791821776e-24,3.717072538019797e-24,1.4868290152079186e-24,7.062437822237613e-24,1.1151217614059388e-24,4.646340672524746e-24
612.8,1.4868290152079186e-24,4.088779791821776e-24,3.902926164920786e-24,1.4868290152079186e-24,6.876584195336624e-24,9.292681345049492e-25,4.832194299425735e-24
612.9,1.6726826421089084e-24,4.088779791821776e-24,4.088779791821776e-24,1.6726826421089084e-24,6.876584195336624e-24,9.292681345049492e-25,4.832194299425735e-24
613.0,1.4868290152079186e-24,3.902926164920786e-24,3.902926164920786e-24,1.4868290152079186e-24,7.062437822237613e-24,9.292681345049492e-25,4.832194299425735e-24
613.1,1.6726826421089084e-24,4.274633418722766e-24,4.088779791821776e-24,1.6726826421089084e-24,7.248291449138603e-24,1.3009753883069288e-24,5.018047926326726e-24
613.2,1.6726826421089084e-24,4.274633418722766e-24,3.902926164920786e-24,1.4868290152079186e-24,7.434145076039594e-24,1.3009753883069288e-24,4.832194299425735e-24
613.3,1.6726826421089084e-24,4.274633418722766e-24,3.902926164920786e-24,1.4868290152079186e-24,7.434145076039594e-24,1.3009753883069288e-24,5.018047926326726e-24
613.4,1.8585362690098984e-24,4.460487045623755e-24,4.088779791821776e-24,1.6726826421089084e-24,7.434145076039594e-24,1.4868290152079186e-24,5.018047926326726e-24
613.5,1.6726826421089084e-24,4.460487045623755e-24,3.902926164920786e-24,1.6726826421089084e-24,7.248291449138603e-24,1.4868290152079186e-24,5.018047926326726e-24
613.6,1.6726826421089084e-24,4.460487045623755e-24,3.717072538019797e-24,1.6726826421089084e-24,7.062437822237613e-24,1.4868290152079186e-24,4.832194299425735e-24
613.7,1.6726826421089084e-24,4.460487045623755e-24,3.717072538019797e-24,1.6726826421089084e-24,7.062437822237613e-24,1.4868290152079186e-24,4.646340672524746e-24
613.8,1.4868290152079186e-24,4.460487045623755e-24,3.717072538019797e-24,1.6726826421089084e-24,7.062437822237613e-24,1.4868290152079186e-24,4.646340672524746e-24
