X MnCl2wH2O,Y MnCl2wH2O,X MnCl+,Y MnCl+,X MnCl3-,Y MnCl3-,X MnClH2O,Y MnClH2O,X MnCl2,Y MnCl2,X MnH2O,Y MnH2O,X MnCl2wH2O fit2,Y MnCl2wH2O fit2,X MnCl+ fit2,Y MnCl+ fit2,X MnCl3- fit2,Y MnCl3- fit2,X MnClH2O fit2,Y MnClH2O fit2,X MnCl2 fit2,Y MnCl2 fit2,X MnH2O fit2,Y MnH2O fit2
154.2,0.0,145.04,0.0,163.36,0.0,,,162.94,0.0,124.2,0.0,126.72,0.0,126.72,0.0,145.04,0.0,,,144.62,0.0,105.88,0.0
154.4,0.0,145.28,0.0,163.52,0.0,,,163.08,0.0,124.4,0.0,127.04,0.0,127.04,0.0,145.28,0.0,,,144.84,0.0,106.16,0.0
154.6,0.0,145.52,0.0,163.68,0.0,,,163.22,0.0,124.6,0.0,127.36,0.0,127.36,0.0,145.52,0.0,,,145.06,0.0,106.44,0.0
154.8,0.0,145.76,0.0,163.84,0.0,,,163.36,0.0,124.8,0.0,127.68,0.0,127.68,0.0,145.76,0.0,,,145.28,0.0,106.72,0.0
155.0,0.0,146.0,0.0,164.0,0.0,,,163.5,0.0,125.0,0.0,128.0,0.0,128.0,0.0,146.0,0.0,,,145.5,0.0,107.0,0.0
155.2,0.0,146.24,0.0,164.16,0.0,,,163.64,0.0,125.2,0.0,128.32,0.0,128.32,0.0,146.24,0.0,,,145.72,0.0,107.28,0.0
155.4,0.0,146.48,0.0,164.32,0.0,,,163.78,0.0,125.4,0.0,128.64,0.0,128.64,0.0,146.48,0.0,,,145.94,0.0,107.56,0.0
155.6,0.0,146.72,0.0,164.48,0.0,,,163.92,0.0,125.6,0.0,128.96,0.0,128.96,0.0,146.72,0.0,,,146.16,0.0,107.84,0.0
155.8,0.0,146.96,0.0,164.64,0.0,,,164.06,0.0,125.8,0.0,129.28,0.0,129.28,0.0,146.96,0.0,,,146.38,0.0,108.12,0.0
156.0,0.0,147.2,0.0,164.8,0.0,,,164.2,0.0,126.0,0.0,129.6,0.0,129.6,0.0,147.2,0.0,,,146.6,0.0,108.4,0.0
156.2,0.0,147.44,0.0,164.96,0.0,,,164.34,0.0,126.2,0.0,129.92,0.0,129.92,0.0,147.44,0.0,,,146.82,0.0,108.68,0.0
156.4,0.0,147.68,0.0,165.12,0.0,,,164.48,0.0,126.4,0.0,130.24,0.0,130.24,0.0,147.68,0.0,,,147.04,0.0,108.96,0.0
156.6,0.0,147.92,0.0,165.28,0.0,,,164.62,0.0,126.6,0.0,130.56,0.0,130.56,0.0,147.92,0.0,,,147.26,0.0,109.24,0.0
156.8,0.0,148.16,0.0,165.44,0.0,,,164.76,0.0,126.8,0.0,130.88,0.0,130.88,0.0,148.16,0.0,,,147.48,0.0,109.52,0.0
157.0,0.0,148.4,0.0,165.6,0.0,,,164.9,0.0,127.0,0.0,131.2,0.0,131.2,0.0,148.4,0.0,,,147.7,0.0,109.8,0.0
157.2,0.0,148.64,0.0,165.76,0.0,,,165.04,0.0,127.2,0.0,131.52,0.0,131.52,0.0,148.64,0.0,,,147.92,0.0,110.08,0.0
157.4,0.0,148.88,0.0,165.92,1.660577881102624e-31,,,165.18,0.0,127.4,0.0,131.84,0.0,131.84,0.0,148.88,0.0,,,148.14,0.0,110.36,0.0
157.6,0.0,149.12,0.0,166.08,1.660577881102624e-31,,,165.32,0.0,127.6,0.0,132.16,0.0,132.16,0.0,149.12,0.0,,,148.36,0.0,110.64,0.0
157.8,0.0,149.36,0.0,166.24,4.9817336433078715e-31,,,165.46,0.0,127.8,0.0,132.48,0.0,132.48,0.0,149.36,0.0,,,148.58,0.0,110.92,0.0
158.0,0.0,149.6,0.0,166.4,8.30288940551312e-31,,,165.6,0.0,128.0,0.0,132.8,0.0,132.8,0.0,149.6,0.0,,,148.8,0.0,111.2,0.0
158.2,0.0,149.84,0.0,166.56,1.4945200929923613e-30,,,165.74,0.0,128.2,0.0,133.12,0.0,133.12,0.0,149.84,0.0,,,149.02,0.0,111.48,0.0
158.4,0.0,150.08,0.0,166.72,2.9890401859847226e-30,,,165.88,0.0,128.4,0.0,133.44,0.0,133.44,0.0,150.08,0.0,,,149.24,0.0,111.76,0.0
158.6,0.0,150.32,0.0,166.88,5.313849219528397e-30,,,166.02,0.0,128.6,0.0,133.76,0.0,133.76,0.0,150.32,0.0,,,149.46,0.0,112.04,0.0
158.8,0.0,150.56,0.0,167.04,9.631351710395217e-30,,,166.16,0.0,128.8,0.0,134.08,0.0,134.08,0.0,150.56,0.0,,,149.68,0.0,112.32,0.0
159.0,0.0,150.8,0.0,167.2,1.7602125539687813e-29,,,166.3,0.0,129.0,0.0,134.4,0.0,134.4,0.0,150.8,0.0,,,149.9,0.0,112.6,0.0
159.2,0.0,151.04,0.0,167.36,3.138492195283959e-29,,,166.44,0.0,129.2,0.0,134.72,0.0,134.72,0.0,151.04,0.0,,,150.12,0.0,112.88,0.0
159.4,0.0,151.28,0.0,167.52,5.579541680504817e-29,,,166.58,0.0,129.4,0.0,135.04,0.0,135.04,0.0,151.28,0.0,,,150.34,0.0,113.16,0.0
159.6,1.660577881102624e-31,151.52,0.0,167.68,9.830621056127533e-29,,,166.72,0.0,129.6,0.0,135.36,0.0,135.36,0.0,151.52,0.0,,,150.56,0.0,113.44,0.0
159.8,3.321155762205248e-31,151.76,0.0,167.84,1.7270009963467288e-28,,,166.86,0.0,129.8,0.0,135.68,0.0,135.68,0.0,151.76,0.0,,,150.78,0.0,113.72,0.0
160.0,6.642311524410496e-31,152.0,0.0,168.0,2.9890401859847225e-28,,,167.0,0.0,130.0,0.0,136.0,0.0,136.0,0.0,152.0,0.0,,,151.0,0.0,114.0,0.0
160.2,1.3284623048820992e-30,152.24,0.0,168.16,5.147791431418134e-28,,,167.14,0.0,130.2,0.0,136.32,0.0,136.32,0.0,152.24,0.0,,,151.22,0.0,114.28,0.0
160.4,3.1550979740949852e-30,152.48,0.0,168.32,8.78445699103288e-28,,,167.28,0.0,130.4,0.0,136.64,0.0,136.64,0.0,152.48,0.0,,,151.44,0.0,114.56,0.0
160.6,7.140484888741281e-30,152.72,0.0,168.48,1.4895383593490536e-27,,,167.42,0.0,130.6,0.0,136.96,0.0,136.96,0.0,152.72,1.660577881102624e-31,,,151.66,0.0,114.84,0.0
160.8,1.610760544669545e-29,152.96,0.0,168.64,2.5074726004649616e-27,,,167.56,0.0,130.8,0.0,137.28,0.0,137.28,0.0,152.96,1.660577881102624e-31,,,151.88,0.0,115.12,0.0
161.0,3.5370308867485886e-29,153.2,1.660577881102624e-31,168.8,4.1846562603786125e-27,,,167.7,0.0,131.0,0.0,137.6,0.0,137.6,0.0,153.2,3.321155762205248e-31,,,152.1,0.0,115.4,0.0
161.2,7.671869810694122e-29,153.44,4.9817336433078715e-31,168.96,6.957821321819993e-27,,,167.84,0.0,131.2,0.0,137.92,0.0,137.92,0.0,153.44,6.642311524410496e-31,,,152.32,0.0,115.68,0.0
161.4,1.6439721022915974e-28,153.68,1.4945200929923613e-30,169.12,1.1441381600797079e-26,,,167.98,0.0,131.4,0.0,138.24,0.0,138.24,0.0,153.68,1.3284623048820992e-30,,,152.54,0.0,115.96,0.0
161.6,3.470607771504484e-28,153.92,4.317502490866822e-30,169.28,1.876453005645965e-26,,,168.12,0.0,131.6,0.0,138.56,0.0,138.56,0.0,153.92,2.158751245433411e-30,,,152.76,0.0,116.24,0.0
161.8,7.240119561607439e-28,154.16,1.2288276320159416e-29,169.44,3.0388575224178015e-26,,,168.26,0.0,131.8,0.0,138.88,0.0,138.88,0.0,154.16,3.819329126536035e-30,,,152.98,0.0,116.52,0.0
162.0,1.4862172035868483e-27,154.4,3.3543673198273e-29,169.6,4.89870474925274e-26,,,168.4,0.0,132.0,0.0,139.2,0.0,139.2,0.0,154.4,6.642311524410496e-30,,,153.2,0.0,116.8,0.0
162.2,3.0139488542012622e-27,154.64,8.933909000332116e-29,169.76,7.821321819993359e-26,,,168.54,0.0,132.2,0.0,139.52,0.0,139.52,0.0,154.64,1.1291929591497841e-29,,,153.42,0.0,117.08,0.0
162.4,6.0278977084025245e-27,154.88,2.3248090335436737e-28,169.92,1.2421122550647627e-25,,,168.68,0.0,132.4,0.0,139.84,0.0,139.84,0.0,154.88,1.9262703420790434e-29,,,153.64,0.0,117.36,0.0
162.6,1.1906343407505813e-26,155.12,5.928263035536367e-28,170.08,1.9592162072401198e-25,,,168.82,0.0,132.6,1.660577881102624e-31,140.16,0.0,140.16,0.0,155.12,3.2381268681501164e-29,,,153.86,0.0,117.64,0.0
162.8,2.3248090335436734e-26,155.36,1.4696114247758222e-27,170.24,3.0682497509133185e-25,,,168.96,0.0,132.8,8.30288940551312e-31,140.48,0.0,140.48,0.0,155.36,5.43008967120558e-29,,,154.08,0.0,117.92,0.0
163.0,4.4669545001660584e-26,155.6,3.5702424443706414e-27,170.4,4.771903022251744e-25,,,169.1,0.0,133.0,2.6569246097641984e-30,140.8,0.0,140.8,0.0,155.6,9.050149452009299e-29,,,154.3,0.0,118.2,0.0
163.2,8.485552972434408e-26,155.84,8.435735636001329e-27,170.56,7.370790435071405e-25,,,169.24,0.0,133.2,8.801062769843907e-30,141.12,0.0,141.12,0.0,155.84,1.4961806708734643e-28,,,154.52,0.0,118.48,0.0
163.4,1.5908336100963135e-25,156.08,1.9428761208900698e-26,170.72,1.1308003985386916e-24,,,169.38,1.660577881102624e-31,133.4,2.723347725008303e-29,141.44,0.0,141.44,0.0,156.08,2.457655264031883e-28,,,154.74,0.0,118.76,0.0
163.6,2.94676187313185e-25,156.32,4.400531384921953e-26,170.88,1.7231949518432418e-24,,,169.52,3.321155762205248e-31,133.6,8.186648953835935e-29,141.76,0.0,141.76,0.0,156.32,4.0185984722683503e-28,,,154.96,1.660577881102624e-31,119.04,0.0
163.8,5.390634340750581e-25,156.56,9.730986383261375e-26,171.04,2.6084855529724344e-24,,,169.66,4.9817336433078715e-31,133.8,2.394553304549984e-28,142.08,0.0,142.08,1.660577881102624e-31,156.56,6.509465293922286e-28,,,155.18,1.660577881102624e-31,119.32,0.0
164.0,9.740833610096315e-25,156.8,2.099252739953504e-25,171.2,3.922623713052143e-24,,,169.8,8.30288940551312e-31,134.0,6.798405845234141e-28,142.4,0.0,142.4,1.660577881102624e-31,156.8,1.0511457987379608e-27,,,155.4,3.321155762205248e-31,119.6,0.0
164.2,1.7388691464629694e-24,157.04,4.42896047824643e-25,171.36,5.860415144470276e-24,,,169.94,1.4945200929923613e-30,134.2,1.87329790767187e-27,142.72,0.0,142.72,4.9817336433078715e-31,157.04,1.6771836599136502e-27,,,155.62,4.9817336433078715e-31,119.88,0.0
164.4,3.0669312520757226e-24,157.28,9.136914646296912e-25,171.52,8.699091663899038e-24,,,170.08,2.4908668216539358e-30,134.4,5.0142809697774826e-27,143.04,0.0,143.04,1.3284623048820992e-30,157.28,2.6901361673862504e-27,,,155.84,8.30288940551312e-31,120.16,0.0
164.6,5.3451527731650616e-24,157.52,1.8434872135503158e-24,171.68,1.2830509797409499e-23,,,170.22,4.15144470275656e-30,134.6,1.3040019926934574e-26,143.36,0.0,143.36,2.8229823978744603e-30,157.52,4.251079375622718e-27,,,156.06,1.3284623048820992e-30,120.44,0.0
164.8,9.206308535370309e-24,157.76,3.6383742942544014e-24,171.84,1.8804837263367653e-23,,,170.36,7.306542676851544e-30,134.8,3.295499833942212e-26,143.68,0.0,143.68,6.3101959481899704e-30,157.76,6.692128860843575e-27,,,156.28,2.324809033543673e-30,120.72,0.0
165.0,1.567221188973763e-23,158.0,7.025621056127533e-24,172.0,2.738941381600797e-23,,,170.5,1.2288276320159416e-29,135.0,8.095815343739622e-26,144.0,0.0,144.0,1.3450680836931253e-29,158.0,1.046164065094653e-26,,,156.5,3.819329126536035e-30,121.0,0.0
165.2,2.637198106941216e-23,158.24,1.3275601129192958e-23,172.16,3.9647495848555297e-23,,,170.64,2.0757223513782795e-29,135.2,1.9337927598804385e-25,144.32,0.0,144.32,2.8894055131185656e-29,158.24,1.6273663234805714e-26,,,156.72,6.144138160079708e-30,121.28,0.0
165.4,4.3870252407837934e-23,158.48,2.455258718033876e-23,172.32,5.704288442377947e-23,,,170.78,3.5038193291265366e-29,135.4,4.49254400531385e-25,144.64,0.0,144.64,6.061109266024577e-29,158.48,2.5240783792759882e-26,,,156.94,1.0129525074726006e-29,121.56,0.0
165.6,7.215363334440386e-23,158.72,4.445234971770176e-23,172.48,8.157803387578878e-23,,,170.92,5.861839920292261e-29,135.6,1.0153636665559616e-24,144.96,0.0,144.96,1.2520757223513785e-28,158.72,3.869146462969114e-26,,,157.16,1.6439721022915975e-29,121.84,0.0
165.8,1.1734140484888744e-22,158.96,7.880006642311525e-23,172.64,1.1597510295582864e-22,,,171.06,9.764197940883428e-29,135.8,2.2331733643307875e-24,145.28,0.0,145.28,2.5406841580870146e-28,158.96,5.911657256725341e-26,,,157.38,2.6569246097641985e-29,122.12,0.0
166.0,1.8870878777814682e-22,159.2,1.3679561939554965e-22,172.8,1.639117834606443e-22,,,171.2,1.6157422783128532e-28,136.0,4.781001328462305e-24,145.6,0.0,145.6,5.114579873796081e-28,159.2,8.991697110594487e-26,,,157.6,4.2510793756227174e-29,122.4,0.0
166.2,3.0013862670209235e-22,159.44,2.326002407837928e-22,172.96,2.3032647293258057e-22,,,171.34,2.6569246097641985e-28,136.2,9.966434739289273e-24,145.92,0.0,145.92,1.0079707738292927e-27,159.44,1.3583527067419463e-25,,,157.82,6.791763533709733e-29,122.68,0.0
166.4,4.72150112919296e-22,159.68,3.8745245765526405e-22,173.12,3.2181063766190636e-22,,,171.48,4.350714048488874e-28,136.4,2.02357472600465e-23,146.24,0.0,146.24,1.959481899701096e-27,159.68,2.0418465626037862e-25,,,158.04,1.0793756227167054e-28,122.96,0.0
166.6,7.346907804716042e-22,159.92,6.323742826303554e-22,173.28,4.471101079375623e-22,,,171.62,7.074061773497177e-28,136.6,4.0031044503487217e-23,146.56,0.0,146.56,3.75290601129193e-27,159.92,3.05112919295915e-25,,,158.26,1.7103952175357026e-28,123.24,0.0
166.8,1.1309190551311857e-21,160.16,1.011472419461973e-21,173.44,6.177614812354699e-22,,,171.76,1.1441381600797077e-27,136.8,7.718282132182e-23,146.88,0.0,146.88,7.090667552308203e-27,160.16,4.534058452341416e-25,,,158.48,2.6735303885752245e-28,123.52,0.0
167.0,1.7222466954500166e-21,160.4,1.5857467369644635e-21,173.6,8.488949900365327e-22,,,171.9,1.8432414480239123e-27,137.0,1.4509345566257058e-22,147.2,1.660577881102624e-31,147.2,1.3184988375954835e-26,160.4,6.700714048488875e-25,,,158.7,4.184656260378612e-28,123.8,0.0
167.2,2.5949494420458324e-21,160.64,2.437186383261375e-21,173.76,1.1602410694121556e-21,,,172.04,2.9392228495516443e-27,137.2,2.6604046164065095e-22,147.52,1.660577881102624e-31,147.52,2.4244437064098308e-26,160.64,9.848754566589174e-25,,,158.92,6.492859515111259e-28,124.08,1.660577881102624e-31
167.4,3.868684382265028e-21,160.88,3.672766584191299e-21,173.92,1.5773843556957823e-21,,,172.18,4.682829624709399e-27,137.4,4.759967651942877e-22,147.84,4.9817336433078715e-31,147.84,4.383925606110927e-26,160.88,1.4397459315841914e-24,,,159.14,1.0029890401859847e-27,124.36,3.321155762205248e-31
167.6,5.707266079375623e-21,161.12,5.427770285619396e-21,174.08,2.13331615244105e-21,,,172.32,7.406177349717702e-27,137.6,8.314153835934906e-22,148.16,9.963467286615743e-31,148.16,7.804716041182332e-26,161.12,2.0934008635004984e-24,,,159.36,1.5426768515443375e-27,124.64,6.642311524410496e-31
167.8,8.332040833610096e-21,161.36,7.867674055131186e-21,174.24,2.87034416971106e-21,,,172.46,1.1657256725340418e-26,137.8,1.4184440700763869e-21,148.48,2.324809033543673e-30,148.48,1.37329790767187e-25,161.36,3.027607107273331e-24,,,159.58,2.3580205911657257e-27,124.92,1.826635669212886e-30
168.0,1.203814799402192e-20,161.6,1.1187694784124876e-20,174.4,3.842426648953836e-21,,,172.6,1.826635669212886e-26,138.0,2.365014526735304e-21,148.8,5.147791431418134e-30,148.8,2.383576884755895e-25,161.6,4.35555795416805e-24,,,159.8,3.586848223181668e-27,125.2,4.483560278977084e-30
168.2,1.7213856658917304e-20,161.84,1.5609038462304885e-20,174.56,5.1180064380604454e-21,,,172.74,2.8395881766854867e-26,138.2,3.8561983493855866e-21,149.12,1.0959814015277318e-29,149.12,4.0813018930587852e-25,161.84,6.2330870142809705e-24,,,160.02,5.4300896712055796e-27,125.48,1.0959814015277318e-29
168.4,2.436300320491531e-20,162.08,2.137097278312853e-20,174.72,6.783428985386915e-21,,,172.88,4.400531384921953e-26,138.4,6.153169809033544e-21,149.44,2.3414148123546997e-29,149.44,6.895831949518433e-25,162.08,8.87349385586184e-24,,,160.24,8.186648953835937e-27,125.76,2.673530388575224e-29
168.6,3.413031929591498e-20,162.32,2.871810071404849e-20,174.88,8.947035989704417e-21,,,173.02,6.758551976087679e-26,138.6,9.616123933909001e-21,149.76,4.9153105280637665e-29,149.76,1.1498987047492528e-24,162.32,1.2567100631019596e-23,,,160.46,1.2271670541348391e-26,126.04,6.376619063434076e-29
168.8,4.7329124277648626e-20,162.56,3.788266134174693e-20,175.04,1.1744033095317172e-20,,,173.16,1.0362005978080372e-25,138.8,1.4731649784124878e-20,150.08,1.016273663234806e-28,150.08,1.8927183659913653e-24,162.56,1.770684656260379e-23,,,160.68,1.826635669212886e-26,126.32,1.4928595151112588e-28
169.0,6.497046067751578e-20,162.8,4.906231564264364e-20,175.2,1.5342234697774827e-20,,,173.3,1.5775489870474926e-25,139.0,2.2145437080704084e-20,150.4,2.074061773497177e-28,150.4,3.075611092660246e-24,162.8,2.4821597475921624e-23,,,160.9,2.716373297907672e-26,126.6,3.4241115908336104e-28
169.2,8.829228490534707e-20,163.04,6.239463327798074e-20,175.36,1.9948790750581203e-20,,,173.44,2.391248754566589e-25,139.2,3.27018432580538e-20,150.72,4.174692793091996e-28,150.72,4.934701095981402e-24,163.04,3.4619196280305547e-23,,,161.12,4.0185984722683494e-26,126.88,7.710063101959483e-28
169.4,1.1878680707406178e-19,163.28,7.79302918631684e-20,175.52,2.581799825639323e-20,,,173.58,3.604383925606111e-25,139.4,4.7492716755230823e-20,151.04,8.292925938226503e-28,151.04,7.818774493523746e-24,163.28,4.804179508468947e-23,,,161.34,5.895051477914316e-26,127.16,1.7039189637994025e-27
169.6,1.5822353937230158e-19,163.52,9.560770278977084e-20,175.68,3.3260292809697777e-20,,,173.72,5.404466954500167e-25,139.6,6.791875974759216e-20,151.36,1.6260378611756894e-27,151.36,1.2235694121554303e-23,163.52,6.633649618067088e-23,,,161.56,8.618399202922618e-26,127.44,3.697110594486881e-27
169.8,2.0866510710727335e-19,163.76,1.1523224681169045e-19,175.84,4.265250101295251e-20,,,173.86,8.061258718033876e-25,139.8,9.576723226502825e-20,151.68,3.1476253736300234e-27,151.68,1.8914433742942543e-23,163.76,9.114499667884424e-23,,,161.78,1.2553968781135836e-25,127.72,7.878611756891399e-27
170.0,2.7247246446363337e-19,164.0,1.364634069246098e-19,176.0,5.44494127698439e-20,,,174.0,1.196164065094653e-24,140.0,1.3330939503487215e-19,152.0,6.015941547658585e-27,152.0,2.88865028229824e-23,164.0,1.2461660411823317e-22,,,162.0,1.818199933576885e-25,128.0,1.6494354035204252e-26
170.2,3.5229590750581203e-19,164.24,1.5881272974094987e-19,176.16,6.919669935237462e-20,,,174.14,1.7657372965792095e-24,140.2,1.8341913234805714e-19,152.32,1.1353204915310528e-26,152.32,4.359078877449353e-23,164.24,1.6954984058452343e-22,,,162.22,2.6215210893390904e-25,128.28,3.393507140484889e-26
170.4,4.510482693457323e-19,164.48,1.8165470375290603e-19,176.32,8.754516014613087e-20,,,174.28,2.5931019594819e-24,140.4,2.4971016340086354e-19,152.64,2.1159913649950184e-26,152.64,6.500595649285952e-23,164.48,2.2956873630023247e-22,,,162.44,3.7620724011956166e-25,128.56,6.863118565260711e-26
170.6,5.718569902025905e-19,164.72,2.0425136532713385e-19,176.48,1.1026622422783128e-19,,,174.42,3.7886217203586845e-24,140.6,3.366829712720027e-19,152.96,3.895317170375291e-26,152.96,9.581423779475258e-23,164.72,3.0934089173032214e-22,,,162.66,5.373762869478579e-25,128.84,1.364837263367652e-25
170.8,7.179924468615079e-19,164.96,2.2578987180338757e-19,176.64,1.3826856265360346e-19,,,174.56,5.507079043507141e-24,140.8,4.4986449501826645e-19,153.28,7.083842577216872e-26,153.28,1.395997010959814e-22,164.96,4.1484549319163076e-22,,,162.88,7.640534706077715e-25,129.12,2.669677847891066e-25
171.0,8.927710267353039e-19,165.2,2.4543061906343413e-19,176.8,1.7261558319495184e-19,,,174.7,7.964342411159085e-24,141.0,5.959149822318167e-19,153.6,1.2727632015941548e-25,153.6,2.0108275821986053e-22,165.2,5.537005579541681e-22,,,163.1,1.081374958485553e-24,129.4,5.137827964131519e-25
171.2,1.099432976419794e-18,165.44,2.6236198256393227e-19,176.96,2.145434805712388e-19,,,174.84,1.1459799070076387e-23,141.2,7.826692346396547e-19,153.92,2.259631351710395e-25,153.92,2.863905978080372e-22,165.44,7.355599119893723e-22,,,163.32,1.5235303885752243e-24,129.68,9.731368316174028e-25
171.4,1.3409969739289272e-18,165.68,2.758566612421123e-19,177.12,2.6547940352042513e-19,,,174.98,1.6406378279641315e-23,141.4,1.0190764148123549e-18,154.24,3.964596479574892e-25,154.24,4.033603786117569e-22,165.68,9.725915692460976e-22,,,163.54,2.1367967452673534e-24,129.96,1.814540019926935e-24
171.6,1.6200956022915975e-18,165.92,2.853241002989041e-19,177.28,3.270591775157755e-19,,,175.12,2.33704483560279e-23,141.6,1.3150062560611093e-18,154.56,6.875190966456327e-25,154.56,5.618683759548323e-22,165.92,1.2800503105280637e-21,,,163.76,2.983507140484889e-24,130.24,3.3318216539355695e-24
171.8,1.9387982962470943e-18,166.16,2.903536710395218e-19,177.44,4.011438930587845e-19,,,175.26,3.3124543341082694e-23,141.8,1.6809018415808702e-18,154.88,1.1785652607107274e-24,154.88,7.741738093656593e-22,166.16,1.6769584025240784e-21,,,163.98,4.147218532049153e-24,130.52,6.026183992029227e-24
172.0,2.298430699103288e-18,166.4,2.9074418498837595e-19,177.6,4.898345345400199e-19,,,175.4,4.6716597475921625e-23,142.0,2.127280436731983e-18,155.2,1.997377947525739e-24,155.2,1.0552610743938891e-21,166.4,2.1869092876120892e-21,,,164.2,5.739410494852209e-24,130.8,1.0739133178346066e-23
172.2,2.699401466290269e-18,166.64,2.865168018930588e-19,177.76,5.954836986051147e-19,,,175.54,6.556028727997344e-23,142.2,2.6641122583859186e-18,155.52,3.347034207904351e-24,155.52,1.4231586864828962e-21,166.64,2.8390097841248756e-21,,,164.42,7.90810362005978e-24,131.08,1.886168382597144e-23
172.4,3.141049202922617e-18,166.88,2.7791024908668216e-19,177.92,7.207033282962471e-19,,,175.68,9.155217037529061e-23,142.4,3.3001381949518436e-18,155.84,5.546360013284624e-24,155.84,1.8992079442045832e-21,166.88,3.6689767867818e-21,,,164.64,1.084891564264364e-23,131.36,3.265818000664231e-23
172.6,3.6215230405181e-18,167.12,2.653592339754235e-19,178.08,8.683672965792096e-19,,,175.82,1.2722264031883096e-22,142.6,4.04221467950847e-18,156.16,9.089873796081036e-24,156.16,2.5082495250747263e-21,167.12,4.720404450348722e-21,,,164.86,1.4819148123546997e-23,131.64,5.575923945533046e-23
