Wavelengt [nm],s1.3,s2.3,s3.3,s4.3
729.9,1.43677956466119e-09,7.743978338590338e-10,4.349420918187724e-10,1.7745918342481205e-09
729.8,1.5566708208515972e-09,8.340524242965705e-10,6.52480045033843e-10,1.8856971890638804e-09
729.7,1.43707425844945e-09,7.745566684060258e-10,5.437891269496062e-10,1.7749558157544784e-09
729.6,1.3773373717875977e-09,7.150486944734046e-10,3.263069298226058e-10,1.7751378065076574e-09
729.5,1.3774785792278056e-09,6.555285024987072e-10,3.26340383475448e-10,1.7753197972608362e-09
729.4,1.317723274204187e-09,5.959960924819336e-10,2.175825580855268e-10,1.7755017880140153e-09
729.3,1.3777609941082213e-09,7.15268619230778e-10,3.2640729078113233e-10,1.8866640149401435e-09
729.2,1.3779022015484292e-09,7.153419274832358e-10,3.2644074443397455e-10,1.7758657695203731e-09
729.1,1.378043408988637e-09,7.154152357356936e-10,5.44123663478028e-10,1.665044775256455e-09
729.0,1.378184616428845e-09,7.154885439881514e-10,5.441794195660983e-10,1.5542010321483896e-09
728.9,1.3783258238690529e-09,7.751920065939934e-10,5.442351756541685e-10,1.6653860079186657e-09
728.8,1.2586003329345425e-09,7.752714238674893e-10,3.2657455904534324e-10,1.665556624249771e-09
728.7,1.2587292614669062e-09,8.946355859319061e-10,2.1773867513212365e-10,1.8878242059916595e-09
728.6,1.1989125619040663e-09,8.947272212474784e-10,0.0,1.8880175711669124e-09
728.5,1.3189388860807591e-09,8.948188565630506e-10,1.0889164000128994e-10,1.888210936342165e-09
728.4,1.3790318610700923e-09,8.35249792420048e-10,2.17805582437808e-10,1.8884043015174177e-09
728.3,1.4991011614242395e-09,7.756685102349691e-10,4.3565576974607225e-10,1.7775036862989838e-09
728.2,1.4992546477722916e-09,7.75747927508465e-10,5.446254682706606e-10,1.7776856770521629e-09
728.1,1.4994081341203436e-09,7.758273447819609e-10,5.446812243587309e-10,1.777867667805342e-09
728.0,1.4395791556496591e-09,7.75906762055457e-10,5.447369804468012e-10,1.7780496585585207e-09
727.9,1.3797378982711317e-09,8.356774238927185e-10,5.447927365348715e-10,1.8893711273936808e-09
727.8,1.3798791057113396e-09,8.357629501872526e-10,6.5381819114753e-10,1.7784136400648788e-09
727.7,1.440021196332049e-09,8.955519390876287e-10,7.628659481954169e-10,2.1120823115964434e-09
727.6,1.5001755658606038e-09,8.956435744032009e-10,6.539520057588988e-10,1.889951222919439e-09
727.5,1.440315890120309e-09,8.957352097187732e-10,5.450157608871527e-10,1.8901445880946914e-09
727.4,1.560501840098976e-09,8.958268450343455e-10,5.45071516975223e-10,1.7791416030775946e-09
727.3,1.5606614659009501e-09,9.556463790399123e-10,5.451272730632933e-10,1.7793235938307736e-09
727.2,1.5608210917029243e-09,1.0154781310875552e-09,5.451830291513636e-10,1.7795055845839526e-09
727.1,1.5609807175048984e-09,1.0155819844452037e-09,7.633342993352075e-10,1.890918048795702e-09
727.0,1.5611403433068724e-09,9.559396120497435e-10,6.543534495930049e-10,1.8911114139709545e-09
726.9,1.5612999691088465e-09,8.962850216122067e-10,6.544203568986893e-10,1.8913047791462074e-09
726.8,1.50140345664502e-09,8.366182131325936e-10,4.3632484280291583e-10,1.7802335475966684e-09
726.7,1.5015569429930721e-09,9.562328450595747e-10,4.36369447673372e-10,1.8916915094967127e-09
726.6,1.501710429341124e-09,9.563305893961851e-10,5.455175656797854e-10,1.891884874671965e-09
726.5,1.3817148024340419e-09,1.0759818754493946e-09,4.364586574142845e-10,1.892078239847218e-09
726.4,1.4419367059557385e-09,1.0163089579487436e-09,6.54754893427111e-10,1.8922716050224705e-09
726.3,1.4420840528498685e-09,9.566238224060163e-10,6.548218007327955e-10,2.0037864390328836e-09
726.2,1.3821384247546655e-09,9.567215667426266e-10,5.457405900320665e-10,2.0039911786302097e-09
726.1,1.3822796321948734e-09,8.970181041367847e-10,4.3663707689610947e-10,1.6701632651896137e-09
726.0,1.4425260935322584e-09,9.569170554158475e-10,3.2751126132492426e-10,1.7816894736221002e-09
725.9,1.4426734404263882e-09,1.0168282247369863e-09,3.275447149777664e-10,1.781871464375279e-09
725.8,1.5029383201255403e-09,8.972930100835015e-10,5.459636143843478e-10,1.782053455128458e-09
725.7,1.5030918064735924e-09,9.572102884256787e-10,6.552232445669016e-10,1.7822354458816371e-09
725.6,1.4431154811087781e-09,1.017139784809932e-09,7.645051771846837e-10,1.8938185264244918e-09
725.5,1.5033987791696965e-09,9.574057770988995e-10,7.64583235707982e-10,1.8940118915997447e-09
725.4,1.5035522655177486e-09,1.0771914616149485e-09,7.646612942312805e-10,2.005629095408821e-09
725.3,1.5638539819404324e-09,1.0773014239936351e-09,5.462423948246992e-10,2.1172690480620442e-09
725.2,1.6241679772709606e-09,1.0175551982405261e-09,6.555577810953233e-10,2.117485162081444e-09
725.1,1.5641732335443807e-09,9.577967544453411e-10,5.463539070008399e-10,2.0062433142007995e-09
725.0,1.5643328593463549e-09,9.578944987819514e-10,5.464096630889102e-10,2.117917390120244e-09
724.9,1.4441469093676877e-09,8.981177279236518e-10,5.464654191769805e-10,2.0066527933954525e-09
724.8,1.4442942562618177e-09,8.98209363239224e-10,4.3721694021204055e-10,1.895365447826513e-09
724.7,1.4444416031559477e-09,8.983009985547963e-10,3.2794615881187256e-10,1.895558813001766e-09
724.6,1.4445889500500777e-09,8.983926338703685e-10,3.279796124647147e-10,1.7842373441666057e-09
724.5,1.3845389512381994e-09,8.38585317906878e-10,2.1867537741170462e-10,1.7844193349197847e-09
724.4,1.3846801586784072e-09,8.98575904501513e-10,3.280465197703991e-10,1.8961389085275237e-09
724.3,1.3848213661186151e-09,9.585787091382243e-10,3.2807997342324125e-10,1.896332273702776e-09
724.2,1.384962573558823e-09,8.987591751326575e-10,3.2811342707608346e-10,1.7849653071793216e-09
724.1,1.5657694915641219e-09,9.587741978114452e-10,6.562937614578513e-10,1.8967190040532815e-09
724.0,1.565929117366096e-09,9.588719421480555e-10,6.563606687635356e-10,1.8969123692285344e-09
723.9,1.5660887431680702e-09,9.58969686484666e-10,6.5642757606922e-10,2.0087001893687157e-09
723.8,1.6264886908535073e-09,1.019009145247606e-09,6.564944833749043e-10,2.0089049289660422e-09
723.7,1.6266544561094035e-09,1.0790608220526224e-09,6.565613906805886e-10,2.1207268723724445e-09
723.6,1.6268202213652998e-09,1.0791707844313092e-09,5.471902483218943e-10,2.009314408160695e-09
723.5,1.626985986621196e-09,1.0792807468099958e-09,6.566952052919574e-10,2.009519147758021e-09
723.4,1.627151751877092e-09,1.0194245586782002e-09,6.567621125976417e-10,2.1213752144306444e-09
723.3,1.6273175171329883e-09,1.0195284120358487e-09,6.568290199033261e-10,2.1215913284500445e-09
723.2,1.68776044099588e-09,1.0196322653934972e-09,6.568959272090105e-10,2.1218074424694446e-09
723.1,1.6879323457056982e-09,9.59751641177549e-10,5.474690287622458e-10,2.1220235564888448e-09
723.0,1.627814812900677e-09,1.0198399721087943e-09,6.570297418203792e-10,2.1222396705082445e-09
722.9,1.627980578156573e-09,1.0199438254664429e-09,6.570966491260635e-10,2.1224557845276446e-09
722.8,1.6281463434124693e-09,1.0200476788240914e-09,7.666908158370393e-10,2.0109523249393055e-09
722.7,1.6886199645449713e-09,1.0801604458394894e-09,7.667688743603377e-10,2.122888012566445e-09
722.6,1.6887918692547896e-09,1.0802704082181762e-09,6.572973710431166e-10,2.1231041265858445e-09
722.5,1.6286436391801579e-09,1.020359238897037e-09,7.669249914069345e-10,2.1233202406052446e-09
722.4,1.6891356786744261e-09,1.2005448144172774e-09,7.67003049930233e-10,2.347066497216712e-09
722.3,1.6893075833842445e-09,1.2006669948380404e-09,6.574980929601697e-10,2.459081805798368e-09
722.2,1.6291409349478466e-09,1.2007891752588034e-09,6.57565000265854e-10,2.347544222943807e-09
722.1,1.6896513928038811e-09,1.2009113556795664e-09,6.576319075715384e-10,2.2359838912450997e-09
722.0,1.6898232975136993e-09,1.140981859295313e-09,5.48082345731019e-10,2.348021948670902e-09
721.9,1.6899952022235176e-09,1.081040144868983e-09,5.481381018190893e-10,2.124616924721645e-09
721.8,1.6298039959714314e-09,1.0811501072476698e-09,3.2891631474429574e-10,2.124833038741045e-09
721.7,1.690339011643154e-09,1.0812600696263565e-09,3.289497683971379e-10,2.1250491527604448e-09
721.6,1.6301355264832237e-09,1.081370032005043e-09,4.3864429606664015e-10,2.0134092001072214e-09
721.5,1.63030129173912e-09,1.08147999438373e-09,4.386889009370964e-10,2.013613939704548e-09
721.4,1.690854725772609e-09,1.141678287693662e-09,6.581002587113289e-10,2.125697494818645e-09
721.3,1.6306328222509124e-09,1.141794359093387e-09,5.484726383475111e-10,2.0140234188992004e-09
721.2,1.751598482877683e-09,1.08180988151979e-09,5.485283944355814e-10,1.9023265941356085e-09
721.1,1.7517765270414235e-09,1.0819198438984766e-09,6.583009806283819e-10,2.0144328980938534e-09
721.0,1.7519545712051637e-09,1.0219170392617655e-09,5.48639906611722e-10,2.0146376376911795e-09
720.9,1.8125509814161081e-09,1.08213976865585e-09,6.584347952397507e-10,2.1267780649156453e-09
720.8,1.7523106595326446e-09,1.0221247459770626e-09,5.487514187878626e-10,2.238941240984258e-09
720.7,1.812919348651433e-09,1.0823596934132235e-09,7.68330044826306e-10,2.127210292954445e-09
720.6,1.7526667478601252e-09,1.1426068588914608e-09,7.684081033496045e-10,2.2393962178672054e-09
720.5,1.7528447920238657e-09,1.0224363060500082e-09,6.587024244624881e-10,2.015661335677811e-09
720.4,1.7530228361876059e-09,1.1428390016909105e-09,6.587693317681724e-10,2.1278586350126455e-09
720.3,1.7532008803513463e-09,1.0827995429279704e-09,6.588362390738568e-10,2.128074749032045e-09
720.2,1.7533789245150867e-09,1.082909505306657e-09,5.490859553162844e-10,2.1282908630514453e-09
720.1,1.753556968678827e-09,1.0830194676853437e-09,4.393133691234837e-10,2.0164802940671167e-09
720.0,1.81420863397507e-09,1.0831294300640305e-09,4.3935797399393997e-10,2.1287230910902455e-09
719.9,1.814577001210395e-09,1.083349354821404e-09,3.2958538780113926e-10,2.1291553191290454e-09
719.8,1.754447189497529e-09,1.2039658661986414e-09,3.2965229510682364e-10,2.3537546573960393e-09
719.7,1.6942928199689746e-09,1.1439997156881591e-09,3.29719202412508e-10,2.46633868708138e-09
719.6,1.694636629388611e-09,1.1442318584876087e-09,4.3971481295758986e-10,2.3547101088502288e-09
719.5,1.755515454479971e-09,1.1444640012870585e-09,4.398040226985023e-10,2.355187834577324e-09
719.4,1.8164188373870194e-09,1.0844489786082708e-09,6.598398486591222e-10,2.2434910098137324e-09
719.3,1.695668057647521e-09,1.0846689033656443e-09,5.499780527254092e-10,2.24394598669668e-09
719.2,1.6960118670671574e-09,1.0848888281230177e-09,5.500895649015497e-10,2.2444009635796274e-09
719.1,1.6357715451836945e-09,1.1453925724848574e-09,5.502010770776903e-10,2.2448559404625744e-09
719.0,1.6966994859064305e-09,1.2059207529308495e-09,5.50312589253831e-10,2.245310917345522e-09
718.9,1.7576519844448554e-09,1.2664733694609944e-09,6.605089217159657e-10,2.2457658942284694e-09
718.8,1.6367661367190717e-09,1.3270504220752918e-09,5.505356136061121e-10,2.3585319146669875e-09
718.7,1.6977309141653402e-09,1.3273192190009703e-09,5.506471257822527e-10,2.4713434327938013e-09
718.6,1.6980747235849768e-09,1.2672431061118012e-09,6.609103655500718e-10,2.359487366121177e-09
718.5,1.6377607282544488e-09,1.2674996849954035e-09,6.610441801614406e-10,2.3599650918482717e-09
718.4,1.8201025097402681e-09,1.2073869179800055e-09,9.91766992159214e-10,2.3604428175753664e-09
718.3,1.6991061518438865e-09,1.2680128427626082e-09,7.71530444281541e-10,2.360920543302461e-09
718.2,1.820839244210918e-09,1.1474818576799047e-09,7.716865613281379e-10,2.2489507324091014e-09
718.1,1.8212076114462429e-09,1.2081200005045836e-09,6.615794386069153e-10,2.249405709292049e-09
718.0,1.8215759786815677e-09,1.2083643613461096e-09,6.617132532182841e-10,2.1373676518662465e-09
717.9,1.7612128677196625e-09,1.2086087221876356e-09,5.515392231913774e-10,2.2503156630579435e-09
717.8,1.8223127131522176e-09,1.2692957371806198e-09,6.619808824410215e-10,2.1382321079438466e-09
717.7,1.8834371164004605e-09,1.1486425716771533e-09,7.724671465611221e-10,2.0261030551414544e-09
717.6,1.9445860774643917e-09,1.148874714476603e-09,7.726232636077189e-10,2.0265125343361074e-09
717.5,1.9449790025154047e-09,1.2095861655537397e-09,7.727793806543157e-10,2.1395287920602465e-09
717.4,1.8237861820935171e-09,1.1493390000755023e-09,6.625161408864964e-10,2.0273314927254126e-09
717.3,1.7633493976845469e-09,1.2705786315986312e-09,5.52208296248221e-10,2.253045524355628e-09
717.2,1.7028880554598887e-09,1.2708352104822336e-09,5.523198084243616e-10,2.4788505513624336e-09
717.1,1.7032318648795251e-09,1.2105636089198437e-09,6.629175847206025e-10,2.479351025933676e-09
717.0,1.7035756742991618e-09,1.2108079697613697e-09,5.525428327766428e-10,2.479851500504918e-09
716.9,1.8256280182701415e-09,1.150499714072751e-09,7.737160829338967e-10,2.48035197507616e-09
716.8,1.8259963855054663e-09,1.1507318568722006e-09,5.52765857128924e-10,2.368086429208883e-09
716.7,1.8263647527407914e-09,1.2115410522859478e-09,6.634528431660774e-10,2.368564154935978e-09
716.6,1.8267331199761162e-09,1.2117854131274738e-09,5.529888814812052e-10,2.3690418806630725e-09
716.5,1.827101487211441e-09,1.2120297739689997e-09,5.531003936573457e-10,2.4823538733611288e-09
716.4,1.7665541926318733e-09,1.272887841551052e-09,5.532119058334863e-10,2.595711363747478e-09
716.3,1.827838221682091e-09,1.333770345217257e-09,6.639881016115523e-10,2.5962345871628675e-09
716.2,1.7672663692868349e-09,1.3340391421429356e-09,6.641219162229209e-10,2.483855297074855e-09
716.1,1.7676224576143157e-09,1.273657578201859e-09,5.535464423619081e-10,2.3714305092985466e-09
716.0,1.8289433233880656e-09,1.2739141570854613e-09,5.536579545380487e-10,2.3719082350256414e-09
715.9,1.8293116906233904e-09,1.2741707359690636e-09,5.537694667141894e-10,2.259415200716892e-09
715.8,1.8906693931206725e-09,1.33511432984565e-09,6.646571746683958e-10,2.372863686479831e-09
715.7,1.8300484250940401e-09,1.3353831267713287e-09,6.647909892797645e-10,2.373341412206926e-09
715.6,1.8914306854070105e-09,1.2749404726198706e-09,7.757456045396555e-10,2.2607801313657344e-09
715.5,1.7697589875792e-09,1.3359207206226858e-09,6.650586185025019e-10,2.3742968636611155e-09
715.4,1.8311535268000148e-09,1.2754536303870753e-09,7.760578386328492e-10,2.4878590936447927e-09
715.3,1.8315218940353397e-09,1.2757102092706774e-09,7.76213955679446e-10,2.375252315115305e-09
715.2,1.8318902612706647e-09,1.2759667881542797e-09,6.654600623366081e-10,2.3757300408423997e-09
715.1,1.954409203739722e-09,1.3369959083254004e-09,7.765261897726397e-10,2.489360517358519e-09
715.0,1.9548021287907352e-09,1.3372647052510788e-09,7.766823068192365e-10,2.489860991929761e-09
714.9,1.9551950538417482e-09,1.3375335021767575e-09,8.878153415609523e-10,2.4903614665010035e-09
714.8,2.0167001032331606e-09,1.3378022991024362e-09,8.879937610427773e-10,2.377640943750779e-09
714.7,2.017105307192018e-09,1.3380710960281147e-09,7.77150657959027e-10,2.378118669477874e-09
714.6,1.956373828994788e-09,1.3383398929537934e-09,6.662629500048203e-10,2.49186289021473e-09
714.5,1.89561779298187e-09,1.4603003889594238e-09,6.663967646161891e-10,2.4923633647859722e-09
714.4,1.895998439125039e-09,1.460593621969255e-09,6.665305792275577e-10,2.4928638393572142e-09
714.3,1.896379085268208e-09,1.521757140603215e-09,6.666643938389265e-10,2.606699055470658e-09
714.2,1.8355739336239135e-09,1.4611800879889174e-09,5.556651737085794e-10,2.380507298113348e-09
714.1,1.8971403775545464e-09,1.4614733209987486e-09,5.557766858847201e-10,2.2676047846099455e-09
714.0,1.897521023697715e-09,1.4617665540085799e-09,5.558881980608606e-10,2.268059761492893e-09
713.9,1.8366790353298882e-09,1.462059787018411e-09,5.559997102370012e-10,2.1550890014570484e-09
713.8,1.9595172294028936e-09,1.4623530200282423e-09,6.6733346689577e-10,2.268969715258788e-09
713.7,1.959910154453907e-09,1.4626462530380735e-09,6.674672815071387e-10,2.3828959267488216e-09
713.6,1.8990436082703916e-09,1.4629394860479047e-09,6.676010961185075e-10,2.4968676359271514e-09
