X MnCl2wH2O,Y MnCl2wH2O,X MnCl+,Y MnCl+,X MnCl3-,Y MnCl3-,X MnClH2O,Y MnClH2O,X MnCl2,Y MnCl2,X MnH2O,Y MnH2O,X MnCl2wH2O fit2,Y MnCl2wH2O fit2,X MnCl+ fit2,Y MnCl+ fit2,X MnCl3- fit2,Y MnCl3- fit2,X MnClH2O fit2,Y MnClH2O fit2,X MnCl2 fit2,Y MnCl2 fit2,X MnH2O fit2,Y MnH2O fit2
170.62,7.206310195948191e-25,179.5,9.793178346064431e-24,181.8,2.5406841580870144e-26,150.62,2.491254433742943e-22,196.52,7.3617568913982075e-25,138.26,1.4214169204583195e-20,156.52,8.58850880106277e-28,135.4,0.0,158.88,0.0,136.52,1.0793756227167055e-29,163.6,0.0,121.8,0.0
170.8,1.2082115576220526e-24,180.0,2.862320657588841e-23,182.0,4.4669545001660584e-26,150.8,4.1056843241448023e-22,196.8,1.2929309199601462e-24,138.4,2.1397777200265693e-20,156.8,1.5006642311524412e-27,136.0,0.0,159.2,0.0,136.8,2.374626369976752e-29,164.0,0.0,122.0,0.0
170.98,2.007163732979077e-24,180.5,7.905973596811691e-23,182.2,7.771504483560279e-26,150.98,6.672098555297244e-22,197.08,2.2420441713716375e-24,138.54,3.1829727299900365e-20,157.08,2.599302557289937e-27,136.6,0.0,159.52,0.0,137.08,5.131185652607108e-29,164.4,0.0,122.2,0.0
171.16,3.304124875456659e-24,181.0,2.0654797409498506e-22,182.4,1.3400863500498173e-25,151.16,1.0693292759880439e-21,197.36,3.839121554300897e-24,138.68,4.678994403852541e-20,157.36,4.462636997675191e-27,137.2,0.0,159.84,0.0,137.36,1.0926602457655265e-28,164.8,0.0,122.4,0.0
171.34,5.38998505479907e-24,181.5,5.10852027565593e-22,182.6,2.2907339754234474e-25,151.34,1.690426997675191e-21,197.64,6.4920474925274e-24,138.82,6.797762922617072e-20,157.64,7.595151112587181e-27,137.8,0.0,160.16,0.0,137.64,2.2899368980405184e-28,165.2,0.0,122.6,0.0
171.52,8.713644968449021e-24,182.0,1.1971600232480904e-21,182.8,3.8826635669212887e-25,151.52,2.6362246961142478e-21,197.92,1.0842698439056793e-23,138.96,9.76140181169047e-20,157.92,1.28155097974095e-26,138.4,0.0,160.48,0.0,137.92,4.732646961142479e-28,165.6,0.0,122.8,0.0
171.7,1.3961002989040185e-23,182.5,2.660485777150449e-21,183.0,6.5233477250083025e-25,151.7,4.056353797741614e-21,198.2,1.7887175357024246e-23,139.1,1.3855754021919628e-19,158.2,2.1439887080704085e-26,139.0,0.0,160.8,0.0,138.2,9.641315177681835e-28,166.0,0.0,123.0,0.0
171.88,2.2169762537363003e-23,183.0,5.611574918631684e-21,183.2,1.0864828960478248e-24,151.88,6.1591998870807045e-21,198.48,2.9149928595151115e-23,139.24,1.9442825539687811e-19,158.48,3.5565924941879776e-26,139.6,0.0,161.12,0.0,138.48,1.937230156094321e-27,166.4,0.0,123.2,0.0
172.06,3.4894447027565594e-23,183.5,1.1242996816672202e-20,183.4,1.7939422118897376e-24,152.06,9.230321650614415e-21,198.76,4.693175523082033e-23,139.38,2.6973644719362346e-19,158.76,5.850680836931252e-26,140.2,0.0,161.44,0.0,138.76,3.838923945533046e-27,166.8,0.0,123.4,0.0
172.24,5.44409133178346e-23,184.0,2.141443522085686e-20,183.6,2.936643972102292e-24,152.24,1.365475028229824e-20,199.04,7.465718199933577e-23,139.52,3.7000799833942213e-19,159.04,9.544902025905016e-26,140.8,0.0,161.76,0.0,139.04,7.503653271338426e-27,167.2,0.0,123.6,0.0
172.42,8.419593988708071e-23,184.5,3.880679679508469e-20,183.8,4.766218864164729e-24,152.42,1.994328558618399e-20,199.32,1.1735279309199604e-22,139.66,5.018967932580539e-19,159.32,1.5444154765858519e-25,141.4,0.0,162.08,0.0,139.32,1.4469611424775823e-26,167.6,0.0,123.8,0.0
172.6,1.2908514447027567e-22,185.0,6.696242960810362e-20,184.0,7.670066423115245e-24,152.6,2.8762627399535043e-20,199.6,1.8229448688143475e-22,139.8,6.732720896712057e-19,159.6,2.478678180006643e-25,142.0,0.0,162.4,0.0,139.6,2.753138492195284e-26,168.0,0.0,124.0,1.660577881102624e-31
172.78,1.9620196944536702e-22,185.5,1.101080844071737e-19,184.2,1.2239098306210562e-23,152.78,4.096881067751578e-20,199.88,2.7986770009963473e-22,139.94,8.932668520425109e-19,159.88,3.9460976419794086e-25,142.6,0.0,162.72,0.0,139.88,5.1695782132181997e-26,168.4,0.0,124.2,3.321155762205248e-31
172.96,2.9566158751245434e-22,186.0,1.726679164729326e-19,184.4,1.9366326801727004e-23,152.96,5.764295310528064e-20,200.16,4.246896911325142e-22,140.08,1.1722717314845568e-18,160.16,6.2322650282298245e-25,143.2,0.0,163.04,1.660577881102624e-31,140.16,9.580820325473265e-26,168.8,0.0,124.4,6.642311524410496e-31
173.14,4.417466157422783e-22,186.5,2.5843225821986054e-19,184.6,3.0388904018598476e-23,153.14,8.012779001992695e-20,200.44,6.370456725340418e-22,140.22,1.5218590717369644e-18,160.44,9.765310528063767e-25,143.8,0.0,163.36,3.321155762205248e-31,140.44,1.7528229823978745e-25,169.2,0.0,124.6,1.4945200929923613e-30
173.32,6.544260312188642e-22,187.0,3.694554442045832e-19,184.8,4.729060112919296e-23,153.32,1.1006288894055132e-19,200.72,9.446897940883428e-22,140.36,1.9546222899368983e-18,160.72,1.5181683825971439e-24,144.4,0.0,163.68,6.642311524410496e-31,140.72,3.1660909996678846e-25,169.6,0.0,124.8,2.9890401859847226e-30
173.5,9.61344427100631e-22,187.5,5.048892555629359e-19,185.0,7.29875390235802e-23,153.5,1.4941584280969778e-19,201.0,1.385055743938891e-21,140.5,2.483918510461641e-18,161.0,2.3419644636333446e-24,145.0,0.0,164.0,1.1624045167718366e-30,141.0,5.647093988708072e-25,170.0,0.0,125.0,5.978080371969445e-30
173.68,1.4003950049817338e-21,188.0,6.600697050813683e-19,185.2,1.1172711059448688e-22,153.68,2.005061876453006e-19,201.28,2.0079084739289276e-21,140.64,3.1235065576220527e-18,161.28,3.585083028894055e-24,145.6,0.0,164.32,2.324809033543673e-30,141.28,9.947359681169047e-25,170.4,0.0,125.2,1.2122218532049155e-29
173.86,2.0230054549983398e-21,188.5,8.262063387578878e-19,185.4,1.6963916140817007e-22,153.86,2.660183311192295e-19,201.56,2.8784464181335104e-21,140.78,3.8870782929259395e-18,161.56,5.446386582530721e-24,146.2,0.0,164.64,4.317502490866822e-30,141.56,1.7307389571570906e-24,170.8,0.0,125.4,2.4078379275988046e-29
174.04,2.8982795217535705e-21,189.0,9.909341670541348e-19,185.6,2.5548945865161084e-22,154.04,3.4899947808037196e-19,201.84,4.0808309614745934e-21,140.92,4.7876887313185e-18,161.84,8.21182331451345e-24,146.8,0.0,164.96,8.30288940551312e-30,141.84,2.974815675855198e-24,171.2,0.0,125.6,4.749252739953504e-29
174.22,4.118146929591498e-21,189.5,1.1397807613749585e-18,185.8,3.816986698771173e-22,154.22,4.528384564928596e-19,202.12,5.7220760860179345e-21,141.06,5.837098837595484e-18,162.12,1.2289204583194953e-23,147.4,0.0,165.28,1.5775489870474926e-29,142.12,5.051891398206576e-24,171.6,0.0,125.8,9.249418797741616e-29
174.4,5.803677816340086e-21,190.0,1.2583303658253072e-18,186.0,5.657055529724344e-22,154.4,5.812215328794421e-19,202.4,7.936175778811028e-21,141.2,7.045054013616738e-18,162.4,1.8255423447359683e-23,148.0,0.0,165.6,2.95582862836267e-29,142.4,8.477612089006975e-24,172.0,0.0,126.0,1.7851212221853206e-28
174.58,8.112712163732979e-21,190.5,1.3346267980737298e-18,186.2,8.317706227167054e-22,154.58,7.380618218199934e-19,202.68,1.0888281560943208e-20,141.34,8.418530028229826e-18,162.68,2.691997675190967e-23,148.6,0.0,165.92,5.496512786449684e-29,142.68,1.4059779143141815e-23,172.4,0.0,126.2,3.407505812022584e-28
174.76,1.1248936859847227e-20,191.0,1.3612420911657259e-18,186.4,1.213336127532381e-21,154.76,9.27399743938891e-19,202.96,1.4778669862172034e-20,141.48,9.960985959814016e-18,162.96,3.940964131517769e-23,149.2,0.0,166.24,1.0112919295914979e-28,142.96,2.3047716705413484e-23,172.8,0.0,126.4,6.434739289272667e-28
174.94,1.5472509350714048e-20,191.5,1.3365010865161077e-18,186.6,1.756078967120558e-21,154.94,1.153273210893391e-18,203.24,1.9846164065094653e-20,141.62,1.1671669417137164e-17,163.24,5.728032547326471e-23,149.8,0.0,166.56,1.8432414480239125e-28,143.24,3.7349073397542345e-23,173.2,1.660577881102624e-31,126.6,1.203088674858851e-27
175.12,2.1112274327465958e-20,192.0,1.2645781956160744e-18,186.8,2.521814445366988e-21,155.12,1.4195577897708404e-18,203.52,2.6370605164397213e-20,141.76,1.35450223198273e-17,163.52,8.266344902025906e-23,150.4,0.0,166.88,3.3294586516107605e-28,143.52,5.984001992693457e-23,173.6,1.660577881102624e-31,126.8,2.2265028229823977e-27
175.3,2.8579545267353047e-20,192.5,1.154492446031219e-18,187.0,3.593429063434075e-21,155.3,1.7297789970109599e-18,203.8,3.467390700763866e-20,141.9,1.5570235036532713e-17,163.8,1.1845578711391564e-22,151.0,0.0,167.2,5.958153437396215e-28,143.8,9.480259880438393e-23,174.0,4.9817336433078715e-31,127.0,4.0788774493523755e-27
175.48,3.838332429425441e-20,193.0,1.018312160079708e-18,187.2,5.081038010627699e-21,155.48,2.086901036200598e-18,204.08,4.511919594818997e-20,142.04,1.773099242776486e-17,164.08,1.685633576884756e-22,151.6,0.0,167.52,1.056293590169379e-27,144.08,1.4853243606775159e-22,174.4,8.30288940551312e-31,127.2,7.3980405181003e-27
175.66,5.1146709432082366e-20,193.5,8.690486727000996e-19,187.4,7.129575365327134e-21,155.66,2.4930986350049822e-18,204.36,5.810753208236466e-20,142.18,2.0005447110594487e-17,164.36,2.3821186316838264e-22,152.2,0.0,167.84,1.8555297243440723e-27,144.36,2.301707323148456e-22,174.8,1.826635669212886e-30,127.4,1.3285619395549652e-26
175.84,6.762409121554301e-20,194.0,7.18728477250083e-19,187.6,9.928029196280307e-21,155.84,2.9495210378611763e-18,204.64,7.407174868814348e-20,142.32,2.236644382265028e-17,164.64,3.343381102623713e-22,152.8,0.0,168.16,3.230322152108934e-27,144.64,3.528263948854201e-22,175.2,3.653271338425772e-30,127.6,2.362553968781136e-26
176.02,8.871856997675192e-20,194.5,5.77005346396546e-19,187.8,1.3720526378279643e-20,156.02,3.4560595018266357e-18,204.92,9.346703729657922e-20,142.46,2.4782003769511792e-17,164.92,4.66078884091664e-22,153.4,0.0,168.48,5.574227831285288e-27,144.92,5.350666821653936e-22,175.6,7.306542676851544e-30,127.8,4.160528063766191e-26
176.2,1.1549884043507141e-19,195.0,4.504725757223514e-19,188.0,1.8819449269345733e-20,156.2,4.011131660577881e-18,205.2,1.1675805295582865e-19,142.6,2.7216062304882098e-17,165.2,6.453756459647958e-22,154.0,0.0,168.8,9.533875788774494e-27,145.2,8.028669760876786e-22,176.0,1.4114911989372302e-29,128.0,7.256393224842245e-26
176.38,1.4921459719362338e-19,195.5,3.426367331451345e-19,188.2,2.5620724078379278e-20,156.38,4.611497636997676e-18,205.48,1.4440251912985722e-19,142.74,2.9629435619395553e-17,165.48,8.877152507472602e-22,154.6,0.0,169.12,1.616456326801727e-26,145.48,1.1921210677515777e-21,176.4,2.723347725008303e-29,128.2,1.2535287279973432e-25
176.56,1.913093256393225e-19,196.0,2.5437601046164066e-19,188.4,3.4621355380272337e-20,156.56,5.2521234772500835e-18,205.76,1.7683156957821324e-19,142.88,3.198097695117901e-17,165.76,1.2130282929259383e-21,155.2,0.0,169.44,2.7170707406177354e-26,145.76,1.751820983062106e-21,176.8,5.197608767851213e-29,128.4,2.1449850547990704e-25
176.74,2.4342917319827303e-19,196.5,1.846519289272667e-19,188.6,4.643918796081037e-20,156.74,5.9261073613417475e-18,206.04,2.1442736582530723e-19,143.02,3.4228868864164737e-17,166.04,1.6467676369976753e-21,155.8,0.0,169.76,4.5281634008635005e-26,146.04,2.5480178528727996e-21,177.2,9.764197940883428e-29,128.6,3.636051145798738e-25
176.92,3.0742645914978415e-19,197.0,1.3126305232480905e-19,188.8,6.183475508136832e-20,156.92,6.624682565592827e-18,206.32,2.5749885420126204e-19,143.16,3.633198776154101e-17,166.32,2.221189960146131e-21,156.4,0.0,170.08,7.482729990036533e-26,146.32,3.668670111258719e-21,177.6,1.818332779807373e-28,128.8,6.106409830621056e-25
177.1,3.8535630371969447e-19,197.5,9.149388796081037e-20,189.0,8.173491760212554e-20,157.1,7.337308503819332e-18,206.6,3.0625686283626705e-19,143.3,3.8251271753570245e-17,166.6,2.9768623447359683e-21,157.0,0.0,170.4,1.2261773497177018e-25,146.6,5.229469895383594e-21,178.0,3.344403852540684e-28,129.0,1.0160760544669546e-24
