X b3lyp6311;Y b3lyp6311;DY/DX b3lyp6311;X b3lyp6311++;Y b3lyp6311++;DX/DY 6311++;X c-b631;Y c-b631;DY/DX c-b631;X c-b6311;Y c-b6311;DY/DX c-b6311;X c-b6311++;Y c-b6311++;DY/DX c-b6311++;X wb631;Y wb631;DY/DX wb631;X wb6311;Y wb6311;DY/DX wb6311;X wb6311++;Y wb6311++;DY/DX wb6311++;X b3lyp fit2;Y b3lyp fit2;DY/DX b3lyp fit2;X c-b fit2;Y c-b fit2;DY/DX c-b fit2;X wb fit2;Y wb fit2;DY/DX wb fit2
182,66;5460,468205;2514,258889;186,48;0,723531828;0,000886903;160,6;11207,23998;2572,941645;158,54;2662,891786;1073,054199;170,6;344,3722795;51,20329127;158,54;4707,661008;-72,89599268;156,48;4617,045863;2366,025776;168,54;4,224893978;0,002602499;168,84;8,5588E-06;0;152,96;2,34576E-05;0;148,84;7E-10;0
182,88;6147,508947;2920,919363;186,64;0,93427258;0,001475772;160,8;11657,26899;2925,275718;158,72;3185,635321;1372,642897;170,8;432,3750515;75,16260118;158,72;4743,300242;-48,23026542;156,64;4868,13391;2139,702056;168,72;6,13425119;0,005444653;169,12;1,31481E-05;0;153,28;4,26589E-05;0;149,12;1,4E-09;0
183,1;6861,372074;3316,756416;186,8;1,200579377;0,002429911;161;12057,77448;3170,68898;158,9;3777,119734;1726,856611;171;537,6267123;108,3692992;158,9;4769,513099;-26,59641781;156,8;5095,161903;1828,718005;168,9;8,825476205;0,011172212;169,4;2,00688E-05;0;153,6;7,66458E-05;0;149,4;2,8E-09;0
183,32;7592,854107;3678,706392;186,96;1,535402763;0,003959198;161,2;12396,81093;3237,216401;159,08;4438,838009;2137,491571;171,2;662,0785384;153,4549145;159,08;4789,50565;-21,36157356;156,96;5295,412652;1446,879261;169,08;12,58260375;0,022487652;169,68;0,000030438;0;153,92;0,000136075;0;149,68;5,5E-09;0
183,54;8331,474621;3981,71477;187,12;1,954253307;0,006383926;161,4;12662,40506;3068,595085;159,26;5170,612885;2603,841312;171,4;807,5483777;213,3824875;159,26;4806,915942;-41,73560535;157,12;5467,143392;1013,463438;169,26;17,77802264;0,044404882;169,96;4,58744E-05;0;154,24;0,000238748;0;149,96;1,08E-08;0
183,76;9065,727461;4200,595329;187,28;2,475594585;0,010187081;161,6;12843,29939;2634,497259;159,44;5970,330407;3121,832863;171,6;975,6215717;291,2982769;159,44;4825,837294;-91,37316944;157,28;5609,697424;551,5864034;169,44;24,89439613;0,086028752;170,24;6,87084E-05;0;154,56;0,000414024;1E-10;150,24;2,11E-08;0
183,98;9783,393232;4312,204732;187,44;3,121270879;0,016088309;161,8;12929,73468;1937,067931;159,62;6833,722673;3683,07403;171,8;1167,544334;390,2845374;159,62;4850,836012;-167,7401772;157,44;5723,569152;86,21734764;169,62;34,55011114;0,163540878;170,52;0,000102273;0;154,88;0,000709732;3E-10;150,52;4,07E-08;0
184,2;10471,9011;4297,71216;187,6;3,916967039;0,025147036;162;12914,19916;1012,409399;159,8;7754,220438;4273,906504;172;1384,114967;513,0014887;159,8;4886,952444;-262,244564;157,6;5810,417412;-357,880669;169,8;47,52820194;0,305085196;170,8;0,000151303;0;155,2;0,001202821;0,000000001;150,8;7,78E-08;0
184,42;11118,72449;4144,699211;187,76;4,892696441;0,038904137;162,2;12792,07302;-73,39150594;159,98;8722,894788;4874,623657;172,2;1625,579563;661,2206009;159,98;4939,674572;-361,0374305;157,76;5873,024617;-758,0102247;169,98;64,80845135;0,558559032;171,08;0,000222483;1E-10;155,52;0,002015584;2,7E-09;151,08;0,000000147;0
184,64;11711,79265;3848,816675;187,92;6,083311267;0,059573596;162,4;12562,1056;-1233,033917;160,16;9728,503967;5459,070081;172,4;1891,53983;835,2718961;160,16;5014,875008;-446,3341947;157,92;5915,202054;-1094,976431;170,16;87,60206406;1,003713588;171,36;0,000325185;1E-10;155,84;0,003340018;7,4E-09;151,36;2,749E-07;0
184,86;12239,89851;3414,757965;188,08;7,529027475;0,090297783;162,6;12226,67817;-2369,984334;160,34;10757,65651;5994,871616;172,6;2180,881175;1033,453531;160,34;5118,705256;-498,0873728;158,08;5941,644448;-1353,968346;170,34;117,3879341;1,770440999;171,64;0,000472472;3E-10;156,16;0,005473922;1,97E-08;151,64;0,000000509;0
185,08;12693,08331;2856,382675;188,24;9,275954837;0,135481957;162,8;11791,82682;-3391,50557;160,52;11795,0954;6444,529371;172,8;2491,729155;1251,478907;160,52;5257,445136;-495,8546266;158,24;5957,739571;-1524,860468;170,52;155,949101;3,065635943;171,92;0,000682428;6E-10;156,48;0,008873687;5,11E-08;151,92;0,000000933;0
185,3;13062,97906;2195,928942;188,4;11,3766204;0,201225258;163;11267,02282;-4220,467784;160,7;12824,10024;6767,534176;173;2821,441662;1482,059438;160,7;5437,309842;-420,7332849;158,4;5969,340971;-1602,01442;170,7;205,407521;5,211490502;172,2;0,000979934;1,3E-09;156,8;0,01423044;1,295E-07;152,2;0,000001693;0
185,52;13343,09269;1462,374215;188,56;13,89047171;0,295866236;163,2;10664,73151;-4804,049578;160,88;13826,99618;6923,51679;173,2;3166,642793;1714,733177;160,88;5664,221846;-257,2593984;158,56;5982,513853;-1583,740944;170,88;268,2547995;8,698381433;172,48;0,00139901;2,8E-09;157,12;0,022578443;3,214E-07;152,48;0,000003042;0
185,74;13529,0187;689,1209507;188,72;16,88434408;0,430660543;163,4;9999,790839;-5118,169795;161,06;14785,74995;6876,258139;173,4;3523,302206;1936,044267;161,06;5943,559085;4,818008829;158,72;6003,265575;-1471,623254;171,06;347,3760666;14,25544779;172,76;0,001985878;5,6E-09;157,44;0,035447318;7,803E-07;152,76;5,4123E-06;0
185,96;13618,57139;-88,72336717;188,88;20,43287473;0,620606131;163,6;9288,665529;-5167,387075;161,24;15682,62571;6598,174342;173,6;3886,861054;2130,151034;161,24;6279,894259;368,9854962;158,88;6037,273113;-1269,898969;171,24;446,0637771;22,94128327;173,04;0,002802952;1,11E-08;157,76;0,055072959;1,8547E-06;153,04;9,5364E-06;0
186,18;13611,83213;-837,1498911;189,04;24,61884471;0,885426512;163,8;8548,641909;-4980,848557;161,42;16500,86742;6074,707175;173,8;4252,402395;2279,890805;161,42;6676,74207;830,7625213;159,04;6089,620136;-985,0527095;171,42;568,017922;36,25558975;173,32;0,003933994;0,000000022;158,08;0,08468581;0,000004316;153,32;1,66419E-05;0
186,4;13511,11207;-1525,810361;189,2;29,53342891;1,250714775;164;7797,029519;-4605,483694;161,6;17225,3702;5307,939691;174;4614,8606;2368,261521;161,6;7136,331707;1377,009291;159,2;6164,556083;-625,6965;171,6;717,3290114;56,26986629;173,6;0,005490734;4,29E-08;158,4;0,12889952;9,8362E-06;153,6;2,87664E-05;0
186,62;13320,83486;-2130,057719;189,36;35,27633351;1,749229448;164,2;7050,430769;-4097,925308;161,78;17843,3021;4318,758522;174,2;4969,260914;2380,203666;161,78;7659,42068;1985,93174;159,36;6265,288727;-202,726676;171,78;898,4402665;85,7710194;173,88;0,007621298;8,28E-08;158,72;0,194227762;2,19582E-05;153,88;4,92571E-05;0
186,84;13047,34812;-2632,271438;189,52;41,95580056;2,422317585;164,4;6324,1291;-3516,592197;161,96;18344,63868;3147,018868;174,4;5310,977306;2304,494705;161,96;8245,16334;2627,962136;159,52;6393,820328;270,3379098;171,96;1116,085806;128,4061245;174,16;0,01052089;1,578E-07;159,04;0,289761939;4,80278E-05;154,16;8,35588E-05;0
187,06;12698,67537;-3022,382976;189,68;49,68845992;3,321420465;164,6;5631,631422;-2915,058236;162,14;18722,57778;1849,427415;174,6;5635,994348;2135,517432;162,14;8891,043425;3267,634229;159,68;6550,835541;776,9947972;172,14;1375,202257;188,8096666;174,44;0,014445219;2,973E-07;159,36;0,428047385;0,000102945;154,44;0,000140442;0
187,28;12284,22263;-3297,630048;189,84;58,59901026;4,509593334;164,8;4984,383907;-2337,380146;162,32;18973,80818;495,2047456;174,8;5941,157307;1874,646771;162,32;9592,87508;3866,452653;159,84;6735,64691;1297,562898;172,32;1680,812167;272,6870582;174,72;0,019727258;5,537E-07;159,68;0,626200052;0,000216288;154,72;0,000233895;0
187,5;11814,45477;-3461,666421;190;68,81971341;6,062943496;165;4391,66324;-1815,584488;162,5;19098,61559;-840,0395179;175;6224,394191;1531,024534;162,5;10344,87168;4386,585449;160;6946,20113;1809,334459;172,5;2037,878896;386,8211403;175;0,026798039;1,0195E-06;160;0,907308985;0,000445509;155;0,000386014;0
187,72;11300,55729;-3523,221789;190,16;80,48968915;8,071862275;165,2;3860,630114;-1369,123239;162,68;19100,81912;-2081,462097;175,2;6484,89416;1121,55813;162,68;11139,77689;4795,012572;160,16;7179,146372;2287,208917;172,68;2451,134204;538,9632699;175,28;0,036212257;0,000001856;160,32;1,302171553;0,000899847;155,28;0,000631368;0
187,94;10754,09818;-3494,536315;190,32;93,75400197;10,64189818;165,4;3396,519134;-1005,85242;162,86;18987,54302;-3162,208677;175,4;6723,228612;670,0783783;162,86;11969,04828;5067,584502;160,32;7429,958003;2704,866542;172,86;2924,881581;737,5693631;175,56;0,048679594;0,000003341;160,64;1,851407584;0,001782591;155,56;0,001023523;1E-10
188,16;10186,70307;-3389,786373;190,48;108,7625357;13,89409396;165,6;3002,930496;-723,9810126;163,04;18768,83819;-4029,698588;175,6;6941,404252;205,7067644;163,04;12823,08116;5192,333625;160,48;7693,117196;3036,443916;173,04;3462,780283;991,3459148;175,84;0,065102764;5,9473E-06;160,96;2,60799451;0,003464079;155,84;0,001644696;3E-10
188,38;9609,754998;-3223,679054;190,64;125,6686575;17,96459261;165,8;2682,183915;-514,4544706;163,22;18457,17792;-4650,103654;175,8;7142,84134;-239,4067331;163,22;13691,45871;5171,382117;160,64;7962,334266;3258,574328;173,22;4067,617056;1308,583279;176,12;0,086623409;1,04703E-05;161,28;3,64025753;0,006604744;156,12;0,002619894;8E-10
188,6;9034,12726;-3010,334584;190,8;144,6276797;23,00331134;166;2435,694447;-363,3373545;163,4;18066,85895;-5010,446596;176;7332,274873;-632,72769;163,4;14563,21511;5020,930212;160,8;8230,80634;3352,571074;173,4;4741,074365;1696,274358;176,4;0,114677069;1,82317E-05;161,6;5,03533594;0,012357577;156,4;0,004137416;1,9E-09
188,82;8469,955454;-2762,511319;190,96;165,795132;29,17149125;166,2;2264,332511;-253,8994762;163,58;17613,34407;-5118,137304;176,2;7515,581322;-944,0684838;163,58;15427,09969;4769,08482;160,96;8491,497257;3306,476072;173,58;5483,505624;2159,045992;176,68;0,151058569;3,14028E-05;161,92;6,903128562;0,02269312;156,68;0,006478261;4,8E-09
189,04;7926,45215;-2491,169552;191,12;189,3248665;36,63795893;166,4;2168,735932;-168,2542112;163,76;17112,58444;-4998,180727;176,4;7699,538356;-1148,110705;163,76;16271,83342;4451,662278;161,12;8737,426542;3116,681777;173,76;6293,729114;2697,965865;176,96;0,197999234;5,35081E-05;162,24;9,380697464;0,040908244;156,96;0,010057908;1,17E-08
189,26;7411,765184;-2205,326674;191,28;215,3670222;45,57398638;166,6;2149,549369;-88,52391213;163,94;16580,35906;-4688,647297;176,6;7891,529397;-1226,464123;163,94;17086,35194;4106,502056;161,28;8961,953966;2788,866505;173,94;7168,852968;3309,325611;177,24;0,258257414;9,02036E-05;162,56;12,63707993;0,072402413;157,24;0,015485054;2,81E-08
189,48;6932,878571;-1912,131464;191,44;244,0658823;56,1467096;166,8;2207,575262;2,395465407;164,12;16031,66567;-4235,2291;176,8;8099,20852;-1169,080562;164,12;17860,03316;3767,174434;161,44;9159,046623;2338,059653;174,12;8104,143619;3983,535669;177,52;0,335223856;0,00015046;162,88;16,87842463;0,125831223;157,52;0,023643355;6,63E-08
189,7;6495,553418;-1617,079034;191,6;275,5576639;68,51116316;167;2343,829524;120,3341473;164,3;15480,1921;-3685,774042;177;8330,143861;-974,9293516;164,3;18582,91027;3457,17062;161,6;9323,516594;1787,763651;174,3;9092,94936;4704,292168;177,8;0,433043435;0,00024834;163,2;22,35333015;0,214774321;157,8;0,035804038;1,534E-07
189,92;6104,305058;-1324,296542;191,76;309,9682853;82,80110448;167,2;2559,503989;279,4460377;164,48;14937,8904;-3085,592884;177,2;8591,459138;-651,9278602;164,48;19245,87274;3185,668192;161,76;9451,219089;1168,187274;174,48;10126,68915;5448,184173;178,08;0,556754743;0,000405642;163,52;29,35822496;0,360079242;158,08;0,053779433;3,489E-07
190,14;5762,411936;-1036,84717;191,92;347,4111567;99,11893238;167,4;2855,845405;491,741724;164,66;14414,66833;-2474,101077;177,4;8889,493079;-216,1924993;164,66;19840,85851;2945,748603;161,92;9539,203264;513,7695747;174,66;11194,91446;6184,894879;178,36;0,712448925;0,000655764;163,84;38,24258852;0,5930574;158,36;0,080130199;7,803E-07
190,36;5471,951498;-757,0201127;192,08;387,9850474;117,5251401;167,6;3233,967137;766,4347903;164,84;13918,20498;-1883,045408;177,6;9229,495374;309,2748149;164,84;20361,03969;2715,535892;162,08;9585,810618;-139,7252413;174,84;12285,44902;6878,109848;178,64;0,907449002;0,0010493;164,16;49,4137786;0,959704073;158,64;0,11844212;1,7161E-06
190,58;5233,858404;-486,5920919;192,24;431,7720781;138,027872;167,8;3694,614337;1109,053009;165,02;13453,88975;-1336,242663;177,8;9615,375507;896,3230649;165,02;20801,00156;2462,201164;162,24;9590,718738;-758,2012032;175,02;13384,60772;7487,179744;178,92;1,150510715;0,001662022;164,48;63,34120122;1,526078746;158,92;0,173692037;3,7121E-06
190,8;5048,000702;-227,0579761;192,4;478,835891;160,5732637;168;4237,90593;1520,366052;165,2;13024,87689;-850,4888345;178;10049,51749;1513,661099;165,2;21156,91167;2148,239546;162,4;9554,931008;-1311,961238;175,2;14477,49192;7969,499337;179,2;1,452045602;0,002606135;164,8;80,55954198;2,384902393;159,2;0,252726589;7,8983E-06
191,02;4913,27007;20,16671223;192,56;529,2200441;185,0373198;168,2;4863,077366;1995,292105;165,38;12632,24265;-437,1310085;178,2;10532,66948;2128,990832;165,38;21426,67177;1738,985772;162,56;9480,715543;-1777,865489;175,38;15548,3545;8283,468627;179,48;1,824366673;0,004045922;165,12;101,6707733;3,663291499;159,48;0,364882024;1,65327E-05
191,24;4827,682816;253,5696233;192,72;582,9466746;211,2201159;168,4;5568,246676;2522,043317;165,56;12275,22698;-103,7528798;178,4;11063,91284;2711,12205;165,56;21610,04209;1210,082568;162,72;9371,498871;-2140,692723;175,56;16581,0239;8391,808803;179,76;2,281956571;0,00621922;165,44;127,3446652;5,531346117;159,76;0,522778128;3,40507E-05
191,46;4788,488822;471,3950356;192,88;640,0154683;238,843077;168,6;6350,223258;3081,825518;165,74;11951,53966;144,4960989;178,6;11640,71046;3231,931857;165,74;21708,72428;553,6041269;162,88;9231,721674;-2393,5941;175,74;17559,37266;8264,930218;180,04;2,841757582;0,009466495;165,76;158,317558;8,211040124;160,04;0,743324367;0,000069014
191,68;4792,28613;671,5366841;193,04;700,4029671;267,5499946;168,8;7204,374315;3649,394172;165,92;11657,70856;304,2278946;178,8;12259,02987;3668,038138;165,92;21726,38856;-218,2346524;163,04;9066,665072;-2537,652193;175,92;18467,81326;7884,005517;180,32;3,523482216;0,014269678;166,08;195,3892081;11,98453777;160,32;1,048981122;0,000137671
191,9;4835,139185;851,4848455;193,2;764,0622339;296,912276;169;8124,55842;4194,669389;166,1;11389,44805;373,8835799;179;12913,53255;4002,067615;166,1;21668,63064;-1072,433741;163,2;8882,256557;-2580,67198;176,1;19291,8016;7243,398887;180,6;4,349942416;0,021303326;166,4;239,4175863;17,20070997;160,6;1,469323288;0,000270335
192,12;4912,698982;1008,344284;193,36;830,9228909;326,4386925;169,2;9103,129832;4685,430344;166,28;11142,02625;354,4146043;179,2;13597,81748;4223,421132;166,28;21542,84683;-1957,757185;163,36;8684,864682;-2535,418341;176,28;20018,32739;6352,146715;180,88;5,347394659;0,031501068;166,72;291,311598;24,27829425;160,88;2,042956928;0,000522612
192,34;5020,32342;1138,936794;193,52;900,8915297;355,5896097;169,4;10131,01157;5090,869447;166,46;10910,61216;250,2889157;179,4;14304,70459;4328,476247;166,46;21358,02036;-2810,083319;163,52;8481,091106;-2417,565469;176,46;20636,37065;5234,273282;181,16;6,545897428;0,046140677;167,04;352,0217947;33,70389984;161,16;2,81984169;0,000994792
192,56;5153,196152;1239,994504;193,68;973,852489;383,7953641;169,6;11197,83034;5385,537603;166,64;10690,58637;70,45092527;179,6;15026,54194;4320,22067;166,64;21124,41777;-3559,738398;163,68;8277,567711;-2243,634017;176,64;21137,30435;3927,847491;181,44;7,979676677;0,066951364;167,36;422,5292538;46,02298496;161,44;3,864071616;0,001864749
192,78;5306,442053;1308,438734;193,84;1049,668978;410,4781134;169,8;12292,10254;5553,016675;166,82;10477,8023;-171,127412;179,8;15755,51995;4207,374713;166,82;20853,20199;-4139,736176;163,84;8080,76528;-2029,164476;176,82;21515,22555;2482,827329;181,72;9,687494061;0,096247064;167,68;503,8329151;61,82210928;161,72;5,257164181;0,003442724
193;5475,237303;1341,725717;194;1128,184522;435,0761715;170;13401,45857;5588,576057;167;10268,78929;-455,5769187;180;16483,97624;4003,126634;167;20555,97606;-4493,78024;164;7896,818894;-1787,318587;177;21767,20022;957,8780096;182;11,71301188;0,137089379;168;596,9357612;81,70126536;162;7,101901133;0,006260878
193,22;5654,911909;1338,227201;194,16;1209,22469;457,0695606;170,2;14512,89168;5500,151175;167,18;10060,89213;-760,0679084;180,2;17204,67558;3723,658258;167,18;20244,27864;-4583,00251;164,16;7731,3738;-1528,025924;177,18;21893,41067;-583,5321089;182,28;14,10514785;0,193483484;168,32;702,8303205;106,235958;162,28;9,526754272;0,011216977
193,44;5841,042422;1297,603093;194,32;1292,599065;476,0053029;170,4;15613,0187;5307,232283;167,36;9852,34624;-1059,507503;180,4;17911,05161;3386,666303;167,36;19929,0587;-4390,665494;164,32;7589,454195;-1257,71228;177,36;21897,19911;-2077,373865;182,56;16,91841222;0,270609569;168,64;822,4840285;135,9299242;162,56;12,69091401;0,019800655
193,66;6029,532594;1221,117134;194,48;1378,103411;491,5208662;170,6;16688,34201;5037,638882;167,54;9642,290905;-1328,793565;180,6;18597,39924;3010,078086;167,54;19620,16038;-3924,384619;164,48;7475,356205;-979,5711745;177,54;21785,00506;-3463,223232;182,84;20,21321892;0,375091177;168,96;956,8250206;171,1608945;162,84;16,78991789;0,034443007
193,88;6216,679927;1111,846597;194,64;1465,521978;503,3641747;170,8;17725,50476;4722,603963;167,72;9430,726758;-1545,305948;180,8;19259,00962;2611,116145;167,72;19325,85104;-3215,765812;164,64;7392,565401;-694,2781772;177,72;21566,19931;-4687,958165;183,12;24,05616229;0,515300066;169,28;1106,728922;212,1234345;163,12;22,06184974;0,05904648
194,1;6399,226331;974,7438384;194,8;1554,629901;511,4087154;171;18711,53486;4391,00237;167,9;9218,426042;-1691,262889;181;19892,24288;2205,79064;167,9;19052,42382;-2317,650578;164,8;7343,698456;-401,0048924;177,9;21252,82116;-5708,663631;183,4;28,52025039;0,701694922;169,6;1273,007165;258,7744665;163,4;28,79404796;0,099772566
194,32;6574,391604;816,5210137;194,96;1645,195642;515,6625132;171,2;19634,07554;4063,825345;168,08;9006,806431;-1755,586013;181,2;20494,5373;1808,804857;168,08;18803,90272;-1299,385005;164,96;7330,468055;-98,56768005;178,08;20859,2299;-6494,528276;183,68;33,68508598;0,94718834;169,92;1456,397263;310,788265;163,68;37,33022318;0,166189725
194,54;6739,889073;645,3478761;195,12;1736,983427;516,2700873;171,4;20481,60265;3750,049604;168,26;8797,780292;-1734,994634;181,4;21064,35681;1433,766571;168,26;18581,87156;-240,6714003;165,12;7353,669855;213,4551075;178,26;20401,68422;-7027,642245;183,96;39,63698639;1,267533053;170,24;1657,555391;367,5282826;163,96;48,07784306;0,272912736
194,76;6893,923412;470,374346;195,28;1829,755629;513,5069345;171,6;21243,6296;3444,842825;168,44;8593,591622;-1634,171503;181,6;21601,08234;1093,526553;168,44;18385,44;775,3703534;165,28;7413,190118;533,7866703;178,44;19897,86631;-7302,733006;184,24;46,46903402;1,681714417;170,56;1877,051433;428,0428203;164,24;61,51559466;0,441895627
194,98;7035,171478;301,1115207;195,44;1923,27508;507,7665641;171,8;21910,90058;3130,616354;168,62;8396,652409;-1464,984312;181,8;22104,85522;800,431797;168,62;18211,35085;1669,293482;165,44;7508,032556;858,8138352;178,62;19366,36828;-7325,987721;184,52;54,28104976;2,212331957;170,88;2115,366508;491,0901563;164,52;78,20068629;0,705570557
195,2;7162,747778;146,7241717;195,6;2017,307269;499,5406069;172;22475,57125;2780,865054;168,8;8209,388884;-1244,885496;182;22576,38359;566,2946898;168,8;18054,2224;2371,958053;165,6;7636,362884;1182,323445;178,8;18826,15978;-7113,193067;184,8;63,17948295;2,885948417;171,2;2372,892833;555,1962508;164,8;98,7757012;1,111049756
195,42;7276,156908;15,30179832;195,76;2111,622416;489,3929954;172,2;22931,37389;2366,146374;168,98;8034,106278;-994,725148;182,2;23016,72492;401,9399692;168,98;17906,91096;2830,157807;165,76;7795,569519;1495,641051;178,98;18296,05515;-6687,468769;185,08;73,27721245;3,733380631;171,52;2649,935557;618,7446989;165,08;123,9746692;1,725620082
195,64;7375,235959;-86,81807981;195,92;2205,997421;477,929629;172,4;23273,76166;1861,07768;169,16;7872,878371;-736,2828498;182,4;23427,05906;316,2888304;169,16;17760,97025;3010,776066;165,92;7982,338764;1788,151038;179,16;17794,19757;-6076,87742;185,36;84,69325529;4,789903006;171,84;2946,716098;680,0945292;165,36;154,6279814;2,643751232
195,86;7460,090322;-155,6025983;196,08;2300,217679;465,7652624;172,6;23500,02393;1250,981618;169,34;7727,465525;-489,8460287;182,6;23808,46676;315,0554154;169,34;17607,17819;2903,122276;166,08;8192,742685;2048,132091;179,34;17337,57637;-5312,164467;185,64;97,55238103;6,095331788;172,16;3263,376348;737,7172365;165,64;191,6657408;3,995798297
196,08;7531,0266;-189,690808;196,24;2394,078782;453,4895579;172,8;23609,36379;536,8424661;169,52;7599,262387;-272,1359291;182,8;24161,72873;399,2422456;169,52;17436,09801;2519,249006;166,24;8422,337671;2263,80491;179,52;16941,591;-4424,826633;185,92;111,984632;7,693957136;172,48;3599,983061;790,3406815;165,92;236,1191226;5,958495655
196,3;7588,486378;-190,5319355;196,4;2487,388119;441,6343241;173;23602,92788;-262,4524768;169,7;7489,273977;-94,81514555;183;24487,15904;563,704955;169,7;17238,63898;1892,228081;166,4;8666,271476;2424,464166;179,7;16619,67344;-3445,635314;186,2;128,1247523;9,634290647;172,8;3956,531668;837,0848038;166,2;289,119315;8,767200571
196,52;7632,984374;-162,2741903;196,56;2579,966409;430,6438985;173,2;23483,78039;-1111,090789;169,88;7398,116933;36,28382573;183,2;24784,48477;796,0945683;169,88;17006,58361;1072,56261;166,56;8919,396269;2521,556797;179,88;16382,97753;-2403,665139;186,48;146,1115296;11,96859878;173,12;4332,948825;877,5730302;166,48;351,8936257;12,72964202
196,74;7665,054104;-111,4094;196,72;2671,649182;420,8504468;173,4;23256,81545;-1960,416217;170,06;7326,041141;121,1753837;183,4;25052,78137;1076,467417;170,06;16733,05179;123,108106;166,72;9176,385057;2549,575281;180,06;16240,14143;-1325,807113;186,76;166,0870582;14,75219786;173,44;4729,093035;912,0041659;166,76;425,758378;18,24065864
196,96;7685,203534;-46,20407305;196,88;2762,288255;412,4556503;173,6;22928,60607;-2755,409256;170,24;7272,966048;165,0502513;183,6;25290,46956;1377,778745;170,24;16412,87762;-886,9570495;166,88;9431,848685;2506,65701;180,24;16197,12656;-236,6887418;187,04;188,195932;18,04249418;173,76;5144,752839;941,1725557;167,04;512,1082819;25,79707234
197,18;7693,882454;24,03050841;197,04;2851,753214;405,5198702;173,8;22507,19265;-3442,425232;170,42;7238,52567;177,0668099;183,8;25495,37594;1667,356567;170,42;16042,88197;-1888,461934;167,04;9680,450593;2394,816872;180,42;16257,13394;841,1147441;187,32;212,5843804;21,89776302;174,08;5579,642254;966,4291878;167,32;612,4020501;36,01145451
197,4;7691,462426;89,76031486;197,2;2939,932942;399,9594338;174;22001,81899;-3976,842182;170,6;7222,116514;168,8068558;184;25664,85514;1909,306334;170,6;15622,03108;-2818,194173;167,2;9917,016563;2219,785329;180,6;16420,59651;1886,711645;187,6;239,3993596;26,37567293;174,4;6033,393298;989,5826932;167,6;728,1441405;49,62312664
197,62;7678,229276;142,0650589;197,36;3026,737212;395,5522218;174,2;21422,62856;-4329,32571;170,78;7222,943404;152,6182832;184,2;25795,9674;2067,648365;170,78;15151,4795;-3623,850527;167,36;10136,6369;1990,472896;180,78;16685,24397;2880,499062;187,88;268,7876184;31,53157628;174,72;6505,54574;1012,746124;167,88;860,8626371;67,50433793
197,84;7654,38722;173,4108928;197,52;3112,098342;391,9512785;174,4;20780,3372;-4489,707844;170,96;7240,059264;140,0550271;184,4;25885,7014;2109,863598;170,96;14634,50274;-4267,507371;167,52;10334,75876;1718,127712;180,96;17046,23503;3803,855141;188,16;300,8947519;37,41660237;175,04;6995,53439;1038,142067;168,16;1012,083432;90,65923381
198,06;7620,073003;178,2884837;197,68;3195,972939;388,7057417;174,6;20085,90123;-4467,931408;171,14;7272,396226;140,5861679;184,6;25931,22857;2010,440166;171,14;14076,33106;-4727,334963;167,68;10507,26684;1415,289768;181,14;17496,35032;4639,000689;188,44;335,8642663;44,07560552;175,36;7502,674504;1067,884176;168,44;1183,301036;120,213039
198,28;7575,377756;153,6600129;197,84;3278,343697;385,2880236;174,8;19350,19975;-4292,034134;171,32;7318,786805;160,6906775;184,8;25930,17287;1753,987662;171,32;13483,901;-4997,512473;167,84;10650,55097;1094,668432;181,32;18026,23832;5369,075369;188,72;373,8366701;51,5450357;175,68;8026,146061;1103,756734;168,72;1375,946518;157,3888986
198,5;7520,373934;99,17820284;198;3359,221244;381,1258847;175;18583,74927;-4003,636908;171,5;7377,975167;203,3923943;185;25880,87808;1337,522372;171,5;12865,54379;-5086,526604;168;10761,55978;768,0762006;181,5;18624,70546;5978,434946;189;414,9486142;59,85081279;176;8564,97784;1147,01493;169;1591,35324;203,470122
198,72;7455,144432;17,1629846;198,16;3438,646001;375,6378321;175,2;17796,46524;-3651,773408;171,68;7448,619656;268,2312658;185,2;25782,65416;771,6196545;171,68;12230,63192;-5014,221247;168,16;10837,84017;445,5405616;181,68;19279,04117;6453,140713;189,28;459,3320977;69,00629634;176,32;9118,032322;1198,226818;169,28;1830,721221;259,7462142
198,94;7379,811059;-87,65553165;198,32;3516,690006;368,2701563;175,4;16997,48112;-3286,099677;171,86;7529,288555;351,6190418;185,4;25635,98519;80,26483958;171,86;11589,20468;-4808,083882;168,32;10877,56253;134,6892046;181,86;19975,36821;6781,583726;189,56;507,1137577;79,01044949;176,64;9683,992496;1257,173709;169,56;2095,081107;327,4420884
199,16;7294,559743;-208,5978466;198,48;3593,45864;358,5338774;175,6;16195,02998;-2950,534126;172,04;7618,4516;447,4944545;185,6;25442,68296;-700,6092825;172,04;10951,592;-4499,294627;168,48;10879,53249;-159,534306;182,04;20699,00839;6955,16749;189,84;558,4142603;89,84629848;176,96;10261,35162;1322,819463;169,84;2385,258835;407,6312314
199,38;7199,66028;-337,6521732;198,64;3669,092203;346,0399129;175,8;15396,38882;-2678,219164;172,22;7714,469993;548,1750966;185,8;25205,9736;-1525,755083;172,22;10328,05382;-4119,028172;168,64;10843,18987;-434,8115278;182,22;21434,85395;6968,964379;190,12;613,347804;101,4797861;177,28;10848,40694;1393,351649;170,12;2701,842167;501,1352784
