X b3lyp631;Y b3lyp631;DY/DX b3lyp631;X b3lyp6311;Y b3lyp6311;DY/DX b3lyp6311;X b3lyp6311++;Y b3lyp6311++;DY/DX b3lyp6311++;X c-b631;Y c-b631;DY/DX c-b631;X c-b6311;Y c-b6311;DY/DX c-b6311;X c-b6311++;Y c-b6311++;DY/DX c-b6311++;X wb631;Y wb631;DY/DX wb631;X wb6311;Y wb6311;DY/DX wb6311;X wb6311++;Y wb6311++;DY/DX wb6311++;X b3lyp fit2;Y b3lyp fit2;DY/DX b3lyp fit2;X c-b fit2;Y c-b fit2;DY/DX c-b fit2;X wb fit2;Y wb fit2;DY/DX wb fit2
239,52;462,9991427;92,72746886;228,16;203,7890365;-13,85377761;236,8;527,4272381;-55,17252362;202,48;289,5344577;-73,0649013;206,8;6,53337683;0,139848639;211,12;2824,757585;-541,3998271;196,8;39,75332697;-2,232780202;195,44;4,709840391;0,007935133;211,12;576,0004968;202,2942607;230,88;2948,184274;-220,0834557;219,52;2022,501148;73,79543141;219,52;919,8621803;-41,92895171
239,8;517,3531324;112,3141092;228,4;173,0596212;-10,25323389;237;507,4632852;-43,81366667;202,7;252,1981545;-64,70401598;207;7,947260243;0,204918421;211,3;2734,120713;-469,4593928;197;41,1876735;-1,404078207;195,6;4,677304601;0,015705641;211,3;621,4311159;225,8024669;231,2;2849,610434;-218,6718621;219,8;2013,073268;79,58020419;219,8;910,4804565;-44,54232157
240,08;575,4955606;134,2318198;228,64;146,3940504;-7,519772545;237,2;492,1400834;-33,18977366;202,92;219,3653977;-56,6414796;207,2;9,619828031;0,296988741;211,48;2647,277659;-395,7071897;197,2;44,18878103;-0,667605422;195,76;4,847101838;0,025737557;211,48;668,0922913;249,6373864;231,52;2755,150202;-216,7148037;220,08;2003,942361;84,04893035;220,08;900,2007498;-46,9255126
240,36;637,1877113;158,3041021;228,88;123,3605119;-5,465491065;237,4;481,4504141;-23,12197403;203,14;190,5676779;-48,97382784;207,4;11,58736723;0,425744892;211,66;2564,531374;-321,6738449;197,4;48,88283109;0,04796088;195,92;5,216440112;0,0394216;211,66;715,7485286;273,3076703;231,84;2664,757706;-214,0661431;220,36;1994,972702;87,11674334;220,36;889,0553125;-49,10941036
240,64;702,1180451;184,2141157;229,12;103,5544518;-3,936979938;237,6;475,3801073;-13,4221934;203,36;165,3855541;-41,80117365;207,6;13,88910533;0,603702096;211,84;2486,095677;-248,8589883;197,6;55,42415703;0,820842297;196,08;5,78804234;0,058521707;211,84;764,1411218;296,2555524;232,16;2578,384283;-210,6052438;220,64;1986,028559;88,71461339;220,64;877,0798719;-51,12291036
240,92;769,9011892;211,4924626;229,36;86,60042111;-2,810833167;237,8;473,9081949;-3,895752441;203,58;143,4479026;-35,20997687;207,8;16,56701657;0,846782695;212,02;2412,097653;-178,7015779;197,8;63,99445612;1,740493381;196,24;6,569758007;0,085338686;212,02;812,9904736;317,868608;232,48;2495,978677;-206,2375613;220,92;1976,975449;88,79175545;220,92;864,3131668;-52,99195718
241,2;840,0787419;239,5124487;229,6;72,15306391;-1,989172669;238;477,0068197;5,656075644;203,8;124,4304238;-29,26268121;208;19,66553435;1,174920501;212,2;2342,581584;-112,5512725;198;74,80145805;2,912746531;196,4;7,574233319;0,122902126;212,2;861,9989599;337,495517;232,8;2417,487102;-200,8946737;221,2;1967,681337;87,31765237;221,2;850,7965105;-54,73878269
241,48;912,1220197;267,4946853;229,84;59,89736975;-1,395411253;238,2;484,6409036;15,43346011;204,02;108,0537325;-23,99313255;208,2;23,2311612;1,612657575;212,38;2277,514292;-51,64127438;198,2;88,07689975;4,465557488;196,56;8,81862598;0,175198279;212,38;910,8543006;354,4655138;233,12;2342,853178;-194,5338202;221,48;1958,017806;84,28361826;221,48;836,5733784;-56,38135586
241,76;985,4368149;294,5224157;230,08;49,54831549;-0,970396851;238,4;496,767591;25,63526673;204,24;94,08129806;-19,40643545;208,4;27,31197058;2,189684995;212,56;2216,791729;2,936881772;198,4;104,0736747;6,555060192;196,72;10,32435057;0,247440578;212,56;959,2333864;368,1109574;233,44;2272,017767;-187,1370154;221,76;1947,86116;79,70384359;221,76;821,6890215;-57,93304816
242,04;1059,370167;319,5682628;230,32;40,85001483;-0,669014304;238,6;513,3354832;36,45608145;204,46;82,31743486;-15,48185297;208,6;31,95699726;2,941264668;212,74;2160,246656;50,25605928;198,6;123,0620485;9,371528118;196,88;12,11684054;0,346388018;212,74;1006,806497;377,7922057;233,76;2204,918727;-178,7098089;222,04;1937,093464;73,6158827;222,04;806,1901049;-59,40251001
242,32;1133,219075;341,53222;230,56;33,57448676;-0,45727049;238,8;534,2836911;48,08292545;204,68;72,60548025;-12,17745469;208,8;37,21551686;3,908455182;212,92;2107,657199;89,57317061;198,8;145,3248611;13,14470079;197,04;14,22531298;0,480714535;212,92;1053,241837;382,923768;234,08;2141,490606;-169,2797594;222,32;1925,603504;66,0805636;222,32;790,1243701;-60,79374615
242,6;1206,241008;359,2897198;230,8;27,52014411;-0,309852345;239;559,5407326;60,69160292;204,9;64,82624005;-9,435413195;209;43,13621877;5,138052721;213,1;2058,756103;120,3451101;199;171,1516714;18,14777991;197,2;16,68252296;0,66142964;213,1;1098,210296;383,0005379;234,4;2081,66429;-158,8946863;222,6;1913,287665;57,18131989;222,6;773,5403212;-62,10637156
242,88;1277,666002;371,7476024;231,04;22,51009241;-0,2081236;239,2;589,0233116;74,44264901;205,12;58,89672712;-7,187090021;209,2;49,76628126;6,682150278;213,28;2013,240462;142,2403187;199,2;200,8318406;24,6992471;197,36;19,52449451;0,902346653;213,28;1141,39035;377,6228054;234,72;2025,366634;-147,6207583;222,88;1900,050716;47,02296349;222,88;756,4869338;-63,33602392
243,16;1346,710062;377,9048721;231,28;18,39031728;-0,138512245;239,4;622,6350146;89,47687857;205,34;54,76917327;-5,357298971;209,4;57,15036204;8,597216977;213,46;1970,781717;155,1453679;199,4;234,6465949;33,16152966;197,52;22,79021655;1,2205899;213,46;1182,472994;366,5187155;235,04;1972,520089;-135,5404721;223,16;1885,806492;35,7299349;223,16;739,0133856;-64,47490483
243,44;1412,589537;376,9143758;231,52;15,02782695;-0,091234602;239,6;660,2649664;105,9105736;205,56;52,43025527;-3,867358732;209,6;65,32952228;10,94260671;213,64;1931,035728;159,1660423;199,6;272,8601604;43,93547245;197,68;26,52129293;1,637126013;213,64;1221,166602;349,5628942;235,36;1923,04234;-122,7505671;223,44;1870,478486;23,4440835;223,44;721,1688076;-65,51241945
243,72;1474,536086;368,1410677;231,76;12,30880438;-0,059301208;239,8;701,786488;123,8303895;205,78;51,90044454;-2,636732619;209,8;74,34010671;13,77842338;213,82;1893,652693;154,6225482;199,8;315,7101133;57,44959665;197,84;30,76153725;2,177297184;213,82;1257,201609;326,7900997;235,68;1876,845981;-109,3599134;223,72;1854,000318;10,32204412;223,72;703,0020544;-66,43588297
244;1531,81182;351,212408;232;10,13681266;-0,037752635;240;747,055801;143,2881017;206;53,23336528;-1,58319581;210;84,21260678;17,16270074;214;1858,286749;142,0386798;200;363,397142;74,14327214;198;35,55650452;2,871325951;214;1290,334911;298,4029719;236;1833,838224;-95,48740558;224;1836,316116;-3,467713154;224;684,5614947;-67,23126247
244,28;1583,724194;326,0567241;232,24;8,431086882;-0,023078359;240,2;795,9108223;164,2953572;206,22;56,51502859;-0,621573503;210,2;94,9705375;21,14789794;214,18;1824,605065;122,1250195;200,2;416,0744722;94,44322668;198,16;40,95295403;3,754752196;214,18;1320,353886;264,7732387;236,32;1793,920679;-81,25988506;224,28;1817,38077;-17,74807495;224,28;665,8948174;-67,88392413
244,56;1629,640221;292,9260376;232,48;7,124936445;-0,012777773;240,4;848,1700947;186,8186347;206,44;61,86279952;0,338833408;210,4;106,629362;25,7767682;214,36;1792,29626;95,75652599;200,4;473,8372488;118,7332767;198,32;46,99823941;4,868754084;214,36;1347,079931;226,4360703;236,64;1756,989182;-66,81011012;224,56;1797,160092;-32,33662869;224,56;647,0488556;-68,37935789
244,84;1668,99958;252,4008954;232,72;6,164273336;-0,005028578;240,6;903,631894;210,7746467;206,66;69,42395025;1,397961979;210,6;119,1954992;31,07772333;214,54;1761,078025;63,94514638;200,6;536,7122137;147,3177871;198,48;53,73962474;6,260296283;214,54;1370,371446;184,0776381;236,96;1722,933719;-52,27478493;224,84;1775,630866;-47,04906758;224,84;628,069426;-68,70385513
245,12;1701,326256;205,3760399;232,96;5,506274904;0,001566462;240,8;962,0735541;236,0264446;206,88;79,37365519;2,669613498;210,8;132,6654522;37,05988953;214,72;1730,703808;27,80836122;200,8;604,6480466;180,3801267;198,64;61,22352786;7,982041907;214,72;1390,126177;138,5163018;237,28;1691,638414;-37,79265625;225,12;1752,780791;-61,70256642;225,12;609,0011824;-68,84511856
245,4;1726,238354;153,0272095;233,2;5,118183355;0,008178295;241;1023,251045;262,3804988;207,1;91,91229405;4,286702888;211;147,0250929;43,70812259;214,9;1700,968483;-11,4651929;201;677,5067563;217,9382267;198,8;69,49469498;10,09196024;214,9;1406,282879;90,67819697;237,6;1662,981612;-23,50268256;225,4;1728,608331;-76,11904284;225,4;589,8874843;-68,79278788
245,68;1743,455815;96,76083379;233,44;4,976239174;0,015915456;241,2;1086,898836;289,5850248;207,32;107,2619447;6,406761147;211,2;162,2491375;50,97831731;215,08;1671,71291;-52,65169513;201,2;755,0565119;259,8001972;198,96;78,59531343;12,65256151;215,08;1418,822236;41,568299;237,92;1636,836047;-9,542278215;225,68;1703,122468;-90,12822491;225,68;570,7702777;-68,53886911
245,96;1752,80583;38,14973019;233,68;5,064741467;0,025969072;241,4;1152,730072;317,3298138;207,54;125,661972;9,217219198;211,4;178,3008451;58,79339927;215,26;1642,827357;-94,52826755;201,4;836,9662938;305,5237064;199,12;88,5640727;15,72969394;215,26;1427,76703;-7,761724063;238,24;1613,069098;3,954365367;225,96;1676,342364;-103,5704552;225,96;551,6899887;-68,0780603
246,24;1754,2258;-21,14099399;233,92;5,37522493;0,039752162;241,6;1220,437084;345,2477932;207,76;147,3636481;12,93988219;211,6;195,1319639;67,04041729;215,44;1614,253746;-135,9077884;201,6;922,8027121;354,3833761;199,28;99,43518645;19,39084811;215,44;1433,181538;-56,24739772;238,56;1591,543133;16,85787989;226,24;1648,296949;-116,2991722;226,24;532,6854295;-67,40797019
246,52;1747,763803;-79,43289988;234,16;5,905740617;0,05904412;241,8;1289,692247;372,9184968;207,98;172,6237768;17,83387702;211,8;212,6829467;75,56915648;215,62;1585,986713;-175,670978;201,8;1012,029294;405,350665;199,44;111,2373913;23,70292972;215,62;1435,170172;-102,8455296;238,88;1572,115931;29,04523896;226,52;1619,024423;-128,1830211;226,52;513,7937149;-66,52923101
246,8;1733,576582;-135,1127899;234,4;6,660225853;0,086149292;242;1360,14919;399,8735643;208,2;201,6973377;24,1962404;212;230,8834463;84,1926578;215,8;1558,073524;-212,7944834;202;1104,008479;457,0905269;199,6;123,9929408;28,72948564;215,8;1433,875395;-146,5669894;239,2;1554,64119;40,40119128;226,8;1588,571704;-139,10756;226,8;495,0501909;-65,44550964
247,08;1711,92515;-186,705786;234,64;7,647947428;0,124076798;242,2;1431,444371;425,6043117;208,42;234,8292121;32,35923496;212,2;249,6530962;92,68995676;215,98;1530,612851;-246,3739042;202,2;1198,006478;507,9784487;199,76;137,7166157;34,52739793;215,98;1429,47494;-186,5067854;239,52;1538,969101;50,81960217;227,08;1556,993807;-148,9765397;227,08;476,4883726;-64,16342492
247,36;1683,168198;-232,9383612;234,88;8,883001543;0,176746881;242,4;1503,198996;449,5713332;208,64;272,2451032;42,68346588;212,4;268,9025689;100,8112428;216,16;1503,752502;-275,6409767;202,4;1293,20106;556,140308;199,92;152,4147724;41,14309766;216,16;1422,178408;-221,8702358;239,84;1524,946989;60,20469505;227,36;1524,353177;-157,7127473;227,36;458,1398933;-62,69238106
247,64;1647,753526;-272,7876829;235,12;10,38385382;0,249226941;242,6;1575,021274;471,2159983;208,86;314,1418184;55,54595028;212,6;288,5348972;108,2854942;216,34;1477,686139;-299,9744553;202,6;1388,692241;599,5158534;200,08;168,0844549;48,60839174;216,34;1412,223316;-251,9942901;240,16;1512,42001;68,4721824;227,64;1490,718984;-165,2584187;227,64;440,0344627;-61,04432923
247,92;1606,207794;-305,5147954;235,36;12,17290293;0,347997813;242,8;1646,508988;489,9736162;209,08;360,677128;71,32249483;212,8;308,4470318;114,8304708;216,52;1452,649104;-318,9045692;202,8;1483,515721;635,9446353;200,24;184,7125951;56,9360409;216,52;1399,870663;-276,3633506;240,48;1501,231901;75,55027387;227,92;1456,166379;-171,5752339;227,92;422,1998353;-59,23347046
248,2;1559,124915;-330,6804708;235,6;14,27605218;0,481247624;243;1717,252355;505,2879449;209,3;411,9594693;90,36408156;213;328,5316002;120,1647569;216,7;1428,913427;-332,1112753;203;1576,658826;663,2710425;200,4;202,2753266;66,11527162;216,7;1385,400141;-294,6192636;240,8;1491,225755;81,38054768;228,2;1420,775729;-176,6439202;228,2;404,6617873;-57,27591375
248,48;1507,153444;-348,1438744;235,84;16,72227428;0,659186578;243,2;1786,837133;516,6266375;209,52;468,0378028;112,9674544;213,2;348,6788218;124,0213594;216,88;1406,782135;-339,4168461;203,2;1667,07861;679,4629635;200,56;220,7374375;76,10744648;216,88;1369,105058;-306,5654595;241,12;1482,244839;85,91867064;228,48;1384,63184;-180,4634976;228,48;387,4441032;-55,18930345
248,76;1450,983333;-358,0453995;236,08;19,54315617;0,894371246;243,4;1854,847944;523,4971447;209,74;528,8919659;139,3407242;213,4;368,7785269;126,1621931;217,06;1386,582968;-340,7736113;203,4;1753,721664;682,7367092;200,72;240,0519859;86,8421525;217,06;1351,287111;-312,1655138;241,44;1474,133417;89,13495189;228,76;1347,823169;-183,0502069;228,76;370,5685712;-52,99242956
249,04;1391,332407;-360,7760307;236,32;22,77241239;1,202021472;243,6;1920,871759;525,4625359;209,96;594,4238887;169,5655327;213,6;388,7222214;126,3926418;217,24;1368,661629;-336,2478923;203,6;1835,545112;671,6794553;200,88;260,1601005;98,21399025;217,24;1332,251098;-311,5366442;241,76;1466,737588;91,01471637;229,04;1310,441038;-184,4361672;229,04;354,0549861;-50,70483348
249,32;1328,93293;-356,9363268;236,56;26,44535761;1,600306955;243,8;1984,501506;522,1566673;210,18;664,4500501;203,558075;213,8;408,4051354;124,5752969;217,42;1353,374687;-326,0013255;203,8;1911,538213;645,3597826;201,04;280,9909848;110,0803565;217,42;1312,299686;-304,938854;242,08;1459,906114;91,55848528;229,32;1272,578859;-184,6678125;229,32;337,9211618;-48,34642128
249,6;1264,518575;-347,2885349;236,8;30,59833121;2,110574311;244;2045,339737;513,2981148;210,4;738,6955425;241,0319918;214;427,7281889;120,6419367;217,6;1341,082245;-310,2708479;204;1980,743943;603,4170514;201,2;302,4621409;122,2605041;217,6;1291,728342;-292,7605592;242,4;1453,491241;90,78195329;229,6;1234,331375;-183,8041581;229,6;322,1829509;-45,93709425
249,88;1198,812102;-332,7054526;237,04;35,26806972;2,75747941;244,2;2103,002301;498,7023038;210,62;816,7900959;281,4667137;214,2;446,5998128;114,602851;217,78;1332,140511;-289,3486258;204,2;2042,279923;546,1213987;201,36;324,4798248;134,5361342;217,78;1270,820518;-275,5016007;242,72;1447,349491;88,71575549;229,88;1195,793921;-181,9149513;229,88;306,8542719;-43,49640568
250,16;1132,513991;-314,119474;237,28;40,49102532;3,568984591;244,4;2157,12198;478,2913137;210,84;898,2663667;324,0851612;214,4;464,9375626;106,5527163;217,96;1326,894381;-263,5631375;204,4;2095,358045;474,3980465;201,52;346,9397395;146,6537264;217,96;1249,843199;-253,7545432;243,04;1441,342426;85,40502059;230,16;1157,061716;-179,0787542;230,16;291,947144;-41,04325061
250,44;1066,29224;-292,4748345;237,52;46,30263208;4,576176801;244,6;2207,352006;452,100901;211,06;982,5607453;367,8446876;214,6;482,669469;96,67240211;218,14;1325,670153;-233,2624878;204,6;2139,302226;389,8122134;201,68;369,7279674;158,328741;218,14;1229,042871;-228,1851094;243,36;1435,33737;80,90871139;230,44;1118,229188;-175,3810086;230,44;277,4717289;-38,59559374
250,72;1000,773488;-268,6854769;237,76;52,73652434;5,812861535;244,8;2253,369436;420,2843784;211,28;1069,016861;411,4447225;214,8;499,7350768;85,22631158;218,32;1328,768481;-198,8008441;204,8;2173,563729;294,5139937;201,84;392,7221375;169,2517394;218,32;1208,642006;-199,5124968;243,68;1429,208079;75,2987582;230,72;1079,389342;-170,912127;230,72;263,4363789;-36,17023902
251;936,5355594;-243,6002688;238;59,82371512;7,314889515;245;2294,878297;383,1131008;211,5;1156,89188;453,3537015;215;516,0861343;72,55512975;218,5;1336,457682;-160,5286481;205;2197,733598;191,1458163;202;415,7928178;179,0963655;218,5;1188,836103;-168,4901988;244;1422,835364;68,65899556;231;1040,633165;-165,7656484;231;249,8476905;-33,78264281
251,28;874,1015027;-217,9765804;238,24;67,59174517;9,119179222;245,2;2331,612486;340,9734338;211,72;1245,365591;491,8565635;215,2;531,6869059;59,06413775;218,68;1348,967476;-118,787001;205,2;2211,551849;82,71819675;202,16;438,8051157;187,529016;218,68;1169,791335;-135,8878039;244,32;1416,107649;61,08391768;231,28;1002,049078;-160,0364959;231,28;236,7105651;-31,44677088
251,56;813,935117;-192,462543;238,48;76,06381675;11,26240912;245,4;2363,338353;294,3602199;211,94;1333,552184;525,1224487;215,4;546,5140934;45,20753944;218,86;1366,483281;-73,90633894;205,4;2214,91315;-27,53787465;202,32;461,6204646;194,2199169;218,86;1151,642835;-102,4741027;244,64;1408,921455;52,6772724;231,56;963,7224439;-153,8193611;231,56;224,0282735;-29,17499855
251,84;756,4379474;-167,5877076;238,72;85,25792824;13,77936927;245,6;2389,85694;243,8668919;212,16;1420,514507;551,2903473;215,6;560,556366;31,4695111;219,04;1389,141116;-26,20924255;205,6;2207,868861;-136,3316572;202,48;484,0985694;198,8552129;219,04;1134,493626;-69,00169317;244,96;1401,181828;43,55051777;231,84;925,7351169;-147,2072423;231,84;211,8025254;-26,97805177
252,12;701,9476751;-143,7613324;238,96;95,18602865;16,70098273;245,8;2411,005837;190,1725221;212,38;1505,280494;568,5685287;215,8;573,8135132;18,34290774;219,22;1417,023204;23,98303815;205,8;2190,625427;-240,4752649;202,64;506,0994764;201,1495809;219,22;1118,414211;-36,19316277;245,28;1392,802687;33,82116908;232,12;888,1650495;-140,2901495;232,12;200,0335434;-24,86498643
252,4;650,7378051;-121,2771833;239,2;105,8532128;20,05203243;246;2426,660631;134,0262138;212,6;1586,861376;575,3418168;216;586,2952469;6,306724381;219,4;1450,154338;76,34100004;206;2163,539204;-337,0369391;202,8;527,4857314;200,8588099;219,4;1103,442793;-4,728837354;245,6;1383,707092;23,6110668;232,4;851,0859513;-133,1539903;232,4;188,7201401;-22,84320199
252,68;603,0185299;-100,3235112;239,44;117,2569788;23,84865775;246,2;2436,73592;76,22935259;212,82;1664,271169;570,2793872;216,2;598,019695;-4,19649406;219,58;1488,499056;130,5150984;206,2;2127,10797;-423,4747777;202,96;548,1245837;197,7917431;219,58;1089,586106;24,76396934;245,92;1373,827445;13,04459842;232,68;814,5669998;-125,8796396;232,68;177,8597982;-20,91848559
252,96;558,9386291;-80,99678744;239,68;129,3865714;28,09571564;246,4;2441,185891;17,6163136;213,04;1736,546918;552,4349415;216,4;609,0116372;-12,78208026;219,76;1531,959691;186,122761;206,4;2081,959401;-497,7425703;203,12;567,8901917;191,8209693;219,76;1076,820822;51,72029488;246,24;1363,105611;2,246907908;232,96;778,6726044;-118,542196;232,96;167,4487534;-19,09508206
253,24;518,5882574;-63,31780089;239,92;142,2224334;32,78413088;246,6;2440,004437;-40,96571666;213,26;1802,769092;521,3310045;216,6;619,3005456;-19,14235007;219,94;1580,375297;242,7353096;206,6;2028,836946;-558,3618835;203,28;586,6657843;182,8916798;219,94;1065,095477;75,64554232;246,56;1351,492958;-8,657872769;233,24;743,4622206;-111,210419;233,24;157,4820787;-17,37578526
253,52;482,0024657;-47,24882356;240,16;155,7357867;37,88838766;246,8;2433,224837;-98,67712116;213,48;1862,08152;477,0197666;216,8;628,9184998;-23,06235069;220,12;1633,521511;299,8659369;206,8;1968,583546;-604,4574185;203,44;604,3457303;171,0281685;220,12;1054,332864;96,12222896;246,88;1338,950333;-19,5483368;233,52;708,9902153;-103,9463395;233,52;147,9537702;-15,76204621
253,8;449,1653064;-32,71071937;240,4;169,8883654;43,36433563;247;2420,918985;-154,7057515;213,7;1913,710265;420,1143453;217;637,8980513;-24,43139952;220,3;1691,111328;356,9598592;207;1902,123724;-635,7556131;203,6;620,83747;156,337557;220,3;1044,43282;112,8154882;247,2;1325,447959;-30,30742823;233,8;675,3057788;-96,80503399;233,8;138,8568338;-14,25409359
254,08;420,0143736;-19,59906784;240,64;184,6323162;49,14749674;247,2;2403,196205;-208,2856927;213,92;1956,98084;351,7864615;217,2;646,2701128;-23,24979046;220,48;1752,796805;413,3876878;207,2;1830,444585;-652,5492124;203,76;636,0632639;139,0104517;220,48;1035,275341;125,4772955;247,52;1310,965268;-40,82395097;234,08;642,4528824;-89,83454624;234,08;130,1833714;-12,85106251
254,36;394,4456449;-7,798586746;240,88;199,910284;55,1520604;247,4;2380,201659;-258,7142981;214,14;1991,333251;273,7291345;217,4;654,0619505;-19,63030408;220,66;1818,171676;468,4429145;207,4;1754,576258;-655,6328437;203,92;649,9617156;119,3183943;220,66;1026,723951;133,949344;247,84;1295,490663;-50,99393472;234,36;610,4702796;-83,07594303;234,36;121,924668;-11,55112766
254,64;372,318499;2,804654495;241,12;215,6556917;61,27074316;247,6;2352,114382;-305,3669805;214,36;2016,33439;188,0858395;217,6;661,2953492;-13,79443132;220,84;1886,774844;521,3442092;207,6;1675,572311;-646,2163286;204,08;662,4890316;97,60812923;220,84;1018,629238;138,16446;248,16;1279,021227;-60,72183561;234,64;579,3915468;-76,56348611;234,64;114,0712763;-10,35163742
254,92;353,4608003;12,31354595;241,36;231,7932222;67,37566224;247,8;2319,144984;-347,7093453;214,58;2031,687416;97,35036698;217,8;667,9850192;-6,063492026;221,02;1958,094712;571,2429858;207,8;1594,490641;-625,8234474;204,24;673,6199836;74,29288057;221,02;1010,83249;138,1464292;248,48;1261,562375;-69,9215535;234,92;549,2451606;-70,32490324;234,92;106,6131018;-9,249246075
255,2;337,6739548;20,8129171;241,6;248,2395035;73,32033181;248;2281,53304;-385,306367;214,8;2037,237858;4,244078847;218;674,1373003;3,154914363;221,2;2031,574299;617,236409;208;1512,375255;-596,184137;204,4;683,3485468;49,84098227;221,2;1003,169349;134,0081061;248,8;1243,127452;-78,51725259;235,2;520,0546094;-64,38174068;235,2;99,53948428;-8,240041448
255,48;324,7378595;28,36518375;241,84;264,9039938;78,94283554;248,2;2239,544239;-417,8284301;215,02;2032,976282;-88,4208732;218,2;679,7492108;13,38446186;221,38;2106,617072;658,3857133;208,2;1430,239348;-559,1276917;204,56;691,6881924;24,76234801;221,38;995,4734058;125,947701;249,12;1223,737287;-86,44397716;235,48;491,8385351;-58,74977994;235,48;92,83927893;-7,319666042
255,76;314,4156786;35,00853826;242,08;281,6900569;84,0701635;248,4;2193,467303;-445,0541818;215,24;2019,03749;-177,8827083;218,4;684,8078747;24,10080102;221,56;2182,593422;693,7393957;208,4;1349,049965;-516,4835849;204,72;698,6718208;-0,406629275;221,56;987,579682;114,2431853;249,44;1203,419716;-93,6480588;235,76;464,6109018;-53,43950233;235,76;86,50093345;-6,483430001
256,04;306,4583969;40,75746104;242,32;298,496213;88,52362754;248,6;2143,610755;-466,8702622;215,46;1995,696331;-261,5656796;218,6;689,2903486;34,75441541;221,74;2258,847674;722,360537;208,6;1269,714499;-469,9951821;204,88;704,3513309;-25,11908478;221,74;979,3279147;99,24481938;249,76;1182,209057;-100,0873166;236,04;438,3811873;-48,45658593;236,04;80,51256316;-5,726414741
256,32;300,6091118;45,60525245;242,56;315,2175446;92,12519309;248,8;2090,299558;-483,2680888;215,68;1963,360325;-337,2010267;218,8;693,1638532;44,79454223;221,92;2334,705565;743,3572345;208,8;1193,069178;-421,2500448;205,04;708,796825;-48,8339023;221,92;970,5656075;81,36588307;250,08;1160,145576;-105,7310565;236,32;413,1545959;-43,8024208;236,32;74,8620226;-5,043566465
256,6;296,6070347;49,52822449;242,8;331,7472318;94,7044915;249;2033,871695;-494,3379695;215,9;1922,559381;-402,9254602;219;696,3864019;53,69302886;222,1;2409,482041;755,9148914;209;1119,869627;-371,6289032;205,2;712,0954617;-71,03146411;222,1;961,1507887;61,07177734;250,4;1137,274916;-110,5598795;236,6;388,9322871;-39,47463;236,6;69,53697378;-4,42977913
256,88;294,1911853;52,49114754;243,04;347,9781863;96,10621205;249,2;1974,674724;-500,2608971;216,12;1873,933002;-457,3514918;219,2;698,9078039;60,96701259;222,28;2482,489299;759,3289297;209,2;1050,783523;-322,2738458;205,36;714,3499738;-91,22829782;222,28;950,9544399;38,86774949;250,72;1113,647524;-114,565313;236,88;365,7116177;-35,46758524;236,88;64,52495084;-3,879966731
257,16;293,1037652;54,45352014;243,28;363,80475;96,19752172;249,4;1913,062356;-501,2984407;216,34;1818,215418;-499,6063823;219,4;700,6710075;66,19937851;222,46;2553,044913;753,0363888;209,4;986,3853081;-274,0749454;205,52;715,6768754;-108,9900731;222,46;939,8625652;15,28557563;251,04;1089,318057;-117,7492825;237,16;343,486395;-31,77290797;237,16;59,81342079;-3,389125065
257,44;293,0932059;55,37621764;243,52;379,1244212;94,87512932;249,6;1849,391108;-497,7811838;216,56;1756,219144;-529,3390756;219,6;701,6137363;69,05606829;222,64;2620,479957;736,6448395;209,6;927,1528656;-227,6734937;205,68;716,2043926;-123,9425159;222,64;927,7778778;-9,130399008;251,36;1064,344795;-120,123443;237,44;322,2471369;-28,37994813;237,44;55,38984045;-2,952383321
257,72;293,9168903;55,22808121;243,76;393,8395676;92,07160188;249,8;1784,01706;-490,0961829;216,78;1688,817489;-546,6969459;219,8;701,6703631;69,29947368;222,82;2684,146978;709,9571023;209,8;873,4660249;-183,4792709;205,84;716,0701544;-135,7799393;222,82;914,621092;-33,8374132;251,68;1038,789049;-121,7083914;237,72;301,9813363;-25,27623443;237,72;51,24170929;-2,565046036
258;295,3435483;53,99203119;244;407,8590869;87,76055793;250;1717,292763;-478,6739125;217;1616,926547;-552,276312;220;700,7739583;66,79734643;223;2743,427697;672,9903945;210;825,6067374;-141,6988411;206;715,418689;-144,2712347;223;900,3318166;-58,30816173;252;1012,714581;-122,5327831;238;282,6737285;-22,44789164;238;47,3566182;-2,222626083
258,28;297,1553306;51,67032974;244,24;421,0999732;81,96040416;250,2;1649,564328;-463,9751445;217,22;1541,487183;-547,0522708;220,2;698,858444;61,52688151;223,18;2797,740334;625,9887522;210,2;783,7607412;-102,3716962;206,16;714,3987723;-149,2633037;223,18;884,8690532;-82,04391147;252,32;986,1870275;-122,6323766;238,28;264,3065571;-19,88002162;238,28;43,72229416;-1,920869459
258,56;299,1495666;48,28867617;244,48;433,4887505;74,73634782;250,4;1581,168723;-446,4781728;217,44;1463,447493;-532,2943933;220,4;695,8607851;53,57387179;223,36;2846,546433;569,4278586;210,4;748,020525;-65,41112939;206,32;713,1606823;-150,6820433;223,36;868,2113137;-104,5864122;252,64;959,2733501;-122,0490278;238,56;246,8598378;-17,55704623;238,56;40,32664081;-1,65577268
258,84;301,1402114;43,89889236;244,72;444,9627363;66,2005027;250,6;1512,431305;-426,6667428;217,66;1383,746185;-509,4751711;220,6;691,7231442;43,12707723;223,54;2889,357075;504,0117524;210,6;718,3894011;-30,64693697;206,48;711,8534102;-148,5311039;223,54;850,3563737;-125,528202;252,96;932,0412956;-120,8296583;238,84;230,3116178;-15,4630112;238,84;37,15777505;-1,423593636
