Wavelengt [nm],s1.3,s2.3,s3.3,s4.3
729.9,1.4687292828717019e-09,7.916181459954062e-10,4.4461391456269995e-10,1.81405349589576e-09
729.8,1.5913096198799808e-09,8.526116302104709e-10,6.669989303673483e-10,1.9276574320937065e-09
729.7,1.4690730922913386e-09,7.918034529668967e-10,5.558974907422057e-10,1.814478140986511e-09
729.6,1.4080264554594423e-09,7.309810213409003e-10,3.3357752370697255e-10,1.8146904635318865e-09
729.5,1.408191197473018e-09,6.701443353324816e-10,3.3361655296862173e-10,1.8149027860772618e-09
729.4,1.3471230725523944e-09,6.092933949416404e-10,2.2243705482018068e-10,1.8151151086226373e-09
729.3,1.4085206815001697e-09,7.312376002245026e-10,3.3369461149192014e-10,1.9287853956160136e-09
729.2,1.4086854235137457e-09,7.313231265190367e-10,3.3373364075356937e-10,1.8155397537133883e-09
729.1,1.4088501655273216e-09,7.314086528135708e-10,5.562877833586978e-10,1.702267571492591e-09
729.0,1.4090149075408973e-09,7.314941791081049e-10,5.563528321281131e-10,1.5889688489536217e-09
728.9,1.4091796495544733e-09,7.92544680852859e-10,5.564178808975285e-10,1.70266567626517e-09
728.8,1.2867927053447406e-09,7.926373343386043e-10,3.338897578001662e-10,1.7028647286514595e-09
728.7,1.2869431219658315e-09,9.146884474896342e-10,2.2261919137454364e-10,1.930138951842782e-09
728.6,1.2258033700827832e-09,9.147953553578018e-10,0.0,1.9303645445472433e-09
728.5,1.3485412864083952e-09,9.149022632259694e-10,1.1133561519503795e-10,1.930590137251705e-09
728.4,1.4100033596223525e-09,8.540085596878613e-10,2.2269724989784205e-10,1.9308157299561664e-09
728.3,1.5327914148216615e-09,7.931006017673307e-10,4.454465388112164e-10,1.8174506566217675e-09
728.2,1.532970482227722e-09,7.93193255253076e-10,5.568732222834358e-10,1.817662979167143e-09
728.1,1.5331495496337828e-09,7.932859087388212e-10,5.569382710528512e-10,1.8178753017125183e-09
728.0,1.4719954723582493e-09,7.933785622245665e-10,5.570033198222665e-10,1.8180876242578938e-09
727.9,1.4108270696902318e-09,8.545074630726435e-10,5.570683685916819e-10,1.9319436934784735e-09
727.8,1.4109918117038077e-09,8.546072437495999e-10,6.685601008333166e-10,1.8185122693486448e-09
727.7,1.472511186487704e-09,9.157575261713105e-10,7.800778525827176e-10,2.159735452874149e-09
727.6,1.5340448866640863e-09,9.158644340394781e-10,6.687162178799134e-10,1.932620471591858e-09
727.5,1.4728549959073408e-09,9.159713419076458e-10,5.573285636693433e-10,1.9328460642963193e-09
727.4,1.5957791423352561e-09,9.160782497758133e-10,5.573936124387586e-10,1.8193615595301467e-09
727.3,1.5959653724375593e-09,9.772641681535798e-10,5.57458661208174e-10,1.8195738820755222e-09
727.2,1.5961516025398622e-09,1.0384643409137683e-09,5.575237099775893e-10,1.8197862046208975e-09
727.1,1.5963378326421654e-09,1.0385855031643582e-09,7.806242622458065e-10,1.933748435114165e-09
727.0,1.5965240627444685e-09,9.776062733317162e-10,6.691845690197039e-10,1.9339740278186263e-09
726.9,1.5967102928467717e-09,9.166127891166515e-10,6.692626275430023e-10,1.9341996205230877e-09
726.8,1.535477425912572e-09,8.556050505191645e-10,4.4622712404420054e-10,1.8206354948023995e-09
726.7,1.5356564933186328e-09,9.779483785098525e-10,4.4627916305973283e-10,1.9346508059320108e-09
726.6,1.5358355607246936e-09,9.780624135692314e-10,5.579140025940814e-10,1.934876398636472e-09
726.5,1.4131334578802936e-09,1.1004485047071863e-09,4.4638324109079736e-10,1.9351019913409334e-09
726.4,1.4747459477153419e-09,1.0394336389184881e-09,6.696529201594944e-10,1.9353275840453948e-09
726.3,1.47491785242516e-09,9.784045187473679e-10,6.697309786827928e-10,2.049409245970436e-09
726.2,1.4136276839210212e-09,9.785185538067466e-10,5.581741976717428e-10,2.0496481088339838e-09
726.1,1.4137924259345971e-09,9.174680520619926e-10,4.4659139715292647e-10,1.7082391430812759e-09
726.0,1.475433566554615e-09,9.78746623925504e-10,3.3498257712634403e-10,1.8223340751654031e-09
725.9,1.4756054712644332e-09,1.040039450171438e-09,3.350216063879932e-10,1.8225463977107787e-09
725.8,1.5372680999731791e-09,9.177887756664954e-10,5.584343927494041e-10,1.822758720256154e-09
725.7,1.5374471673792398e-09,9.790887291036405e-10,6.701993298225833e-10,1.8229710428015295e-09
725.6,1.476121185393888e-09,1.040402936923208e-09,7.819902864035288e-10,1.9371323256810863e-09
725.5,1.5378053021913613e-09,9.793167992223982e-10,7.820813546807102e-10,1.9373579183855476e-09
725.4,1.537984369597422e-09,1.101859688566999e-09,7.821724229578917e-10,2.0515590117423627e-09
725.3,1.5996899744836218e-09,1.1019879780088002e-09,5.587596365964809e-10,2.1657866454173495e-09
725.2,1.6614099047623066e-09,1.0408875859255678e-09,6.705896224390753e-10,2.166038778439983e-09
725.1,1.6000624346882281e-09,9.797729394599134e-10,5.588897341353116e-10,2.052275600333005e-09
725.0,1.6002486647905313e-09,9.798869745192921e-10,5.589547829047269e-10,2.1665430444852497e-09
724.9,1.477324518362616e-09,9.187509464800041e-10,5.590198316741423e-10,2.0527533260600996e-09
724.8,1.4774964230724343e-09,9.188578543481717e-10,4.472679043548461e-10,1.9389370673167778e-09
724.7,1.4776683277822526e-09,9.189647622163394e-10,3.354899575277837e-10,1.939162660021239e-09
724.6,1.477840232492071e-09,9.19071670084507e-10,3.3552898678943295e-10,1.8253065908006596e-09
724.5,1.4164282981518108e-09,8.579000060891629e-10,2.2371201070072145e-10,1.8255189133460351e-09
724.4,1.4165930401653866e-09,9.192854858208422e-10,3.3560704531273136e-10,1.9398394381346235e-09
724.3,1.4167577821789625e-09,9.806852199349438e-10,3.3564607457438054e-10,1.940065030839085e-09
724.2,1.4169225241925382e-09,9.194993015571775e-10,3.3568510383602977e-10,1.8261558809821615e-09
724.1,1.6019247357112596e-09,9.809132900537014e-10,6.71448266195358e-10,1.940516216248008e-09
724.0,1.6021109658135628e-09,9.810273251130802e-10,6.715263247186564e-10,1.9407418089524693e-09
723.9,1.602297195915866e-09,9.811413601724591e-10,6.716043832419548e-10,2.0551419546955737e-09
723.8,1.6641174039419445e-09,1.0425838574338276e-09,6.716824417652532e-10,2.055380817559121e-09
723.7,1.66431079674049e-09,1.1040406090776186e-09,6.717605002885516e-10,2.1698207737794835e-09
723.6,1.6645041895390357e-09,1.1041688985194197e-09,5.598654656765418e-10,2.0558585432862158e-09
723.5,1.6646975823375812e-09,1.104297187961221e-09,6.719166173351485e-10,2.056097406149763e-09
723.4,1.6648909751361268e-09,1.0430685064361874e-09,6.719946758584468e-10,2.1705771728473833e-09
723.3,1.6650843679346725e-09,1.0431896686867773e-09,6.720727343817453e-10,2.1708293058700167e-09
723.2,1.726954714834448e-09,1.0433108309373674e-09,6.721507929050437e-10,2.17108143889265e-09
723.1,1.727155270329236e-09,9.820536406474895e-10,5.601907095236186e-10,2.1713335719152835e-09
723.0,1.6656645463303092e-09,1.0435531554385475e-09,6.723069099516406e-10,2.171585704937917e-09
722.9,1.6658579391288547e-09,1.0436743176891374e-09,6.723849684749389e-10,2.1718378379605503e-09
722.8,1.6660513319274003e-09,1.0437954799397273e-09,7.845401981646103e-10,2.057769446194595e-09
722.7,1.727957492308388e-09,1.10532350349563e-09,7.846312664417919e-10,2.172342104005817e-09
722.6,1.728158047803176e-09,1.1054517929374313e-09,6.726191440448342e-10,2.1725942370284505e-09
722.5,1.666631510323037e-09,1.0441589666914972e-09,7.848134029961548e-10,2.172846370051084e-09
722.4,1.7285591587927519e-09,1.2285648575789262e-09,7.849044712733363e-10,2.4018457139235816e-09
722.3,1.7287597142875398e-09,1.2287074014031498e-09,6.728533196147295e-10,2.5165112628484066e-09
722.2,1.6672116887186736e-09,1.2288499452273734e-09,6.729313781380278e-10,2.4024030606051925e-09
722.1,1.729160825277116e-09,1.2289924890515967e-09,6.730094366613263e-10,2.2882683180438076e-09
722.0,1.729361380771904e-09,1.1676782812320293e-09,5.609062459871873e-10,2.402960407286803e-09
721.9,1.7295619362666919e-09,1.1063498190300394e-09,5.609712947566027e-10,2.174359168186884e-09
721.8,1.6679852599128558e-09,1.1064781084718404e-09,3.3662180611561074e-10,2.1746113012095173e-09
721.7,1.7299630472562678e-09,1.1066063979136417e-09,3.3666083537725997e-10,2.1748634342321508e-09
721.6,1.6683720455099471e-09,1.1067346873554428e-09,4.4893315285187896e-10,2.060635800557164e-09
721.5,1.6685654383084927e-09,1.106862976797244e-09,4.4898519186741125e-10,2.0608746634207113e-09
721.4,1.7305647137406319e-09,1.1684907810301032e-09,6.735558463244152e-10,2.175619833300051e-09
721.3,1.6689522239055838e-09,1.1686261976631155e-09,5.613615873730948e-10,2.061352389147806e-09
721.2,1.7927860327562868e-09,1.1072478451226474e-09,5.614266361425101e-10,1.947058404677389e-09
721.1,1.7929937509473172e-09,1.1073761345644487e-09,6.737900218943104e-10,2.061830114874901e-09
721.0,1.7932014691383476e-09,1.045976400450347e-09,5.615567336813408e-10,2.062068977738448e-09
720.9,1.8552508834441846e-09,1.107632713448051e-09,6.739461389409072e-10,2.1768804984132176e-09
720.8,1.7936169055204085e-09,1.046218724951527e-09,5.616868312201715e-10,2.291718559406159e-09
720.7,1.8556806452187302e-09,1.1078892923316531e-09,7.864526319854216e-10,2.1773847644584844e-09
720.6,1.7940323419024694e-09,1.1695741140942018e-09,7.865437002626031e-10,2.2922493657695975e-09
720.5,1.7942400600934998e-09,1.0465822117032969e-09,6.74258373034101e-10,2.063263292056185e-09
720.4,1.7944477782845302e-09,1.1698449473602265e-09,6.743364315573993e-10,2.1781411635263846e-09
720.3,1.7946554964755605e-09,1.1084024500988578e-09,6.744144900806978e-10,2.1783932965490176e-09
720.2,1.794863214666591e-09,1.108530739540659e-09,5.620771238366636e-10,2.178645429571651e-09
720.1,1.7950709328576215e-09,1.10865902898246e-09,4.497137380848631e-10,2.064218743510375e-09
720.0,1.8571848114296402e-09,1.1087873184242614e-09,4.497657771003954e-10,2.1791496956169178e-09
719.9,1.8575838759345754e-09,1.109025570244749e-09,3.3739681573978787e-10,2.1796179426589513e-09
719.8,1.7960501757581934e-09,1.2325153578502635e-09,3.3746929865427926e-10,2.4095689465116144e-09
